JSAW IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2007-08-31,-1.6102447148250731,-0.23216453736455847,0.9430696388841032,1.6455509302483526,0.3045648941623543,1.8284892943198507,2.2731129818614284,-0.9960009510036253,1.2492789027265963,-0.0029051677207391,-0.5397867488091483,0.26764362013799003,1.0111840330865962,3.237425280131799,0.12139712984860652
2007-09-30,0.9026249803846823,-0.4585396659422633,1.0651399669481614,0.9510920737677853,0.39587978741773927,0.08531787000134254,0.4262672450995208,-1.404649834393552,2.181918510373676,0.4604094462615506,0.0075443715609323295,0.3105086720077211,0.8558260766885525,0.10903189473225364,0.1733483845476813
2007-10-31,1.2695087884825964,0.31440703249533836,1.2501040219132455,1.5281044931671572,0.609224043562497,0.7647746809085585,-0.1307761434100375,-1.657015145879537,2.6415095493375853,0.9964332085140107,0.7876048998588505,0.3833950416353312,0.7688098591206518,1.418232831785322,0.07510922661785714
2007-11-30,0.36130203625734997,1.2772664795171034,1.1490743388127063,-0.6728639935804601,0.5826141520386675,2.3578159610566103,0.537838921121301,-1.5296334046089592,2.2401497174510574,0.944838528122125,0.7923929493292491,0.34307775459029277,0.6596445631361739,4.272669688221346,0.23900884341271872
2007-12-31,1.6874048298195594,1.6518146939011946,2.2490356695727134,-0.11265083735978082,0.805491455569376,1.624044582702289,1.4080423676794394,-1.5991635586301238,2.425071076318049,1.3964216613293499,1.9246230934430004,0.874100045231019,1.0623691054727373,4.065521275203035,-0.2083479313777192
2008-01-31,-1.9485365524391116,-0.005243053605911613,0.6202469922791285,2.2045486276902007,1.6863175068471217,1.4629240419808447,1.1741502235095838,-1.3305774592619553,1.6881562605642082,0.294117595603208,-0.022513376388510788,-0.1454098392862446,0.18788533234076757,1.4051004626390085,0.0060773277289855035
2008-02-29,-0.1804836327133121,-0.2742010058332667,0.5205578195319824,1.8894139628815612,0.9555294813355417,-0.3918183181293613,-1.3558795081320842,-1.1391808476661625,1.2811679661593531,0.35375945161851147,-0.35405750914572837,-0.0707388397299809,0.15680363856039187,-0.47090330374601874,-0.3043053152203457
2008-03-31,-2.414537904130409,-2.380203759930411,-0.3575632211132099,0.7694027209128672,2.0952580634289,-0.007626166145729483,-0.7766908619784711,-0.9879859144393057,1.0120068048501845,-0.7753870355764154,-1.8616306184456324,-0.5832882953808752,-0.382472771265421,-0.24222062537091288,0.007611835039630074
2008-04-30,-0.05952414387224144,-1.2927299234960024,-0.4468129041864482,1.0046628311936368,1.4961982508762528,-0.6739589311507246,-1.5543364306864347,-0.8606890143883004,0.8104183486150672,-0.7780500582041663,-1.5323027630649921,-0.5782058874412599,-0.4187797499911998,-0.4294263617083857,-0.1286954405287902
2008-05-31,-0.9479896553404756,-1.6609280847193924,-0.7456807933909908,0.5873567140765278,1.3064291373252208,-1.1334535572759483,-0.5470342113417201,-0.7398533567742559,0.6496402966894286,-1.2324386906984437,-1.6861751514485044,-0.6604581820417215,-0.5945551997787863,-0.33745216550166635,-0.1382861022520641
2008-06-30,-1.035726013683103,-1.0178542506206507,-1.1547006432805988,-0.5292128996786979,-0.2179640880405035,-1.066154997941078,-0.915566365224543,-0.6270482434250231,0.5081593510575129,-1.7363310079817402,-1.6148735657436306,-0.9459209044097027,-0.8520617747386323,-0.0908819401406398,0.021553614189168957
2008-07-31,-0.039165210286654886,-1.059068133358696,-1.1216771661561866,-0.3627726872081796,-0.07863608576395434,-1.0248267099169803,-0.4944076915318355,-0.5111514349474323,0.369374302103059,-1.785265305957861,-1.2294432274750615,-0.9076646375180363,-0.8701095721878421,-0.11914193070024329,0.1306498521924662
2008-08-31,0.7492955691805153,-0.22622965288766816,-0.7491828661189865,0.33744360474105967,0.4650635460837816,-1.1405908811684826,-0.6719497464699739,-0.38047257208720375,0.22837271857286798,-1.3905545718661962,-0.3080197765737666,-0.6527788267743753,-0.6832544669159414,-0.3787644421554406,-0.020189689224539682
2008-09-30,-0.3641968613838334,0.17928134294133674,-0.9891899201880912,-0.4720233663035444,-0.5870400007607415,0.811082256700726,1.434215579900935,-0.2811165670545423,0.09454853273786198,-1.6122970033465083,-0.33730062274744993,-0.8401451733114468,-0.9029919394357842,-0.5246562626816664,-0.4274006224075885
2008-10-31,-3.3563489539813736,-1.5328902428059845,-1.6124787909121396,2.8597728740824997,1.3361209214905185,-0.8734684993860236,-0.1419179676190287,-0.13776724699071483,-0.05884188840949924,-3.687127569180361,-1.8957159456009196,-1.0221487018710593,-1.4195017295216126,0.09924459906825461,-0.3510827773347297
