BRGR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-02-28,-0.5351509736215833,0.19996893015729234,-0.050880050796034124,-0.6470185161219102,-0.5332317272768957,1.6862504793925523,1.9880965500951486,-0.18760868628695518,0.2501563684065415,-0.18484941196753982,-0.20308524154658888,0.3218399079854389,-0.3612955734293429,1.7876084791596998,0.007751976804317924
2005-03-31,-0.39975195390489504,-0.4976535496144458,0.31287531485796927,-0.9401564853008936,-0.8546818466768094,0.7616901420022509,0.9909371877987805,-0.36432872948476785,0.9429733758643422,-0.36717842356384195,-0.4156219441233078,1.0922832185710911,-0.3435843161427798,1.2583500064707158,0.0755777501144358
2005-04-30,0.10248358247100285,-0.6036928330519188,-0.117374030492585,-1.0454399584775411,-1.339762092176964,-0.059582210950073086,-0.4015583434722777,-0.3596370163249371,0.856892765306422,-0.4321834768866486,-0.2952351378560902,1.4187399308224098,-0.6989088956137811,0.1318343130027916,0.06580561779277215
2005-05-31,-0.006879292787053175,-0.22611139377931957,0.5033927224393472,-1.1763887217538802,-1.3730043006804136,0.10371961794085219,-0.7273035786573211,-0.2851029514657786,0.7391045616509822,-0.697803446954194,-0.2945335635684243,2.482875466841221,-0.48265830624820494,0.6119555072262278,0.21619207136477459
2005-06-30,1.181301428581803,0.925636349910223,1.0254296027534624,-0.4741432848696114,-0.8313173392162656,0.9496088574926392,-0.020126441186238738,-0.4080050781922648,1.0432560498241816,-0.2166158847205144,0.9263788357933243,1.4493111769585265,-0.5520477651081133,2.163241911822714,-0.0036068569309930187
2005-07-31,-0.5289188444876963,0.4489305302643393,0.9053778073321921,-0.08775316715404145,-0.7256715822593791,-0.4885905716152072,-0.293648710711517,-0.2382751879841077,0.5659772002511653,-0.3680898498142777,0.2819976850258609,1.099231867602867,-0.6312603271354543,-0.24579342022355397,0.07061756721395342
2005-08-31,0.011746481065780351,0.4606014123128982,-1.0545331227475816,-0.09472927581521516,-0.8432753533005188,0.1127828830989761,-0.019969455143515117,-0.15478318427479532,0.44214507620940446,-0.28858669844398094,0.22702680520277768,-0.34004769031379517,-1.4416733100859045,-0.01046470665638615,-0.056267545184147054
2005-09-30,-0.9401055325320434,-1.0494085773980282,-0.9821399247819734,-0.7438399447025084,-0.5885151402788757,-0.43046056937149535,-0.900263093424853,0.03698107187816763,0.008227669936708992,-0.6260938017536362,-0.7396117634506991,-0.4662978900084074,-1.315722900485994,-0.3679449517902301,-0.005357155669242568
2005-10-31,-0.47793952751730895,-0.9860044694403329,-0.6503530041226675,-0.7023082659745835,-0.5193293581738899,-1.0984057102472502,-0.600823781129551,0.08410502908827162,-0.11319513919600187,-0.7754755705957099,-1.0592406507952117,-0.28748178806001534,-1.1352656153902994,-0.9101938689671337,0.06582462302871545
2005-11-30,0.08877860686379815,-0.932574640582413,-0.5776770694634985,-0.7387820856119606,-0.529440726034185,-1.3421805037919112,-1.2356419585645748,0.022741148479123976,0.0009584349172786242,-0.6025980343064704,-0.8140817893595471,-0.22534021640027904,-1.1089052590818114,-1.1524831884863624,0.12363344933455898
2005-12-31,0.5358294295317689,0.1043346764337273,-0.6214348472718986,-0.696053129187408,-1.0772628207368957,0.005254254981944189,0.021712273191168436,-0.12809145744962028,0.28502544000975066,-0.18176977196915103,-0.030997379339070086,0.4598529881274793,-1.1426279006398148,0.00038059999076828937,0.00738010729762246
2006-01-31,-0.3223405360427536,0.22972024405353528,-0.9638722237949258,-0.7657080677491307,-1.0515205731193156,-1.4493385500388827,-0.5223155487022751,-0.15991863783716548,0.1842212595990996,-0.4586598979090644,-0.19559229128678315,0.12419528600694495,-1.169158519576851,-1.086250825988804,-0.0014716706114562507
2006-02-28,-0.3584045852986612,-0.09312220938216458,-0.8586716777799069,-0.6013930751127274,-1.0809892842257172,-1.2620307652531115,-0.4596103631147018,-0.16116129407321989,0.06537144812418587,-0.9671745982401287,-0.3545265677235252,0.38817936531694025,-1.0698236476830059,-0.9795395424324288,0.1526768402089578
2006-03-31,0.8461089929401318,0.10737934401433699,-0.012081903896353427,-0.33345629733337606,-0.927586726090049,-0.5170695461660134,-0.6524116103289224,0.09945088509209865,0.035267346370097576,0.38264495880505744,0.6142493905118567,1.0145396689397086,-0.7110567859298912,-0.5031656122312658,0.04329680575332404
2006-04-30,-0.13334414413198542,0.26879539739649244,-0.18017967444495678,-0.40436796324471347,-0.9720502834919058,-0.8637514973429419,-0.0463209468780575,0.2640490411119862,-0.03024027379437519,0.07937247824067316,0.31565065626392946,1.0400157220163508,-0.7331778593972974,-0.8249912283360631,-0.2108107133927496
2006-05-31,-2.2512272157961952,-1.1307453242651324,-1.5737515048665711,1.0406266031913902,0.19763311756478438,-0.9003633436842083,-0.09045715541446014,1.0541720300785447,-1.125077941776569,-2.795699513577337,-1.9048916073685471,-1.3152552099249546,-1.0436748413741026,-0.5823855569173005,0.018512191008358943
2006-06-30,-0.2473533090474439,-2.0278787943397516,-2.2206672127034164,0.42021926090925593,0.04837299111987664,-0.7628353078597608,-0.6805261471102507,1.4193646486900304,-1.2849456436486038,-2.414052675668962,-1.7190470625742935,-1.6324691139464533,-1.3100912057939917,-0.38970334915535876,0.03673441475998536
2006-07-31,-0.07556367819131933,-1.834284080122533,-1.7994522462288738,0.3975111242336561,0.07384812457226118,-1.3111707034474114,-2.1233684018109775,1.5388429127324867,-1.3009815248477026,-1.7957190403876193,-1.3545024714357168,-1.4370190142829844,-1.1773832171827738,-0.6339329783983279,0.05637231207790459
2006-08-31,0.07173933855059772,-0.1798666641171838,-1.6552861427622445,-1.162434809173337,0.10294608962624187,-0.9792304586248942,-0.7665152114955024,1.6197036169713988,-1.219012913091187,-1.3154809252587942,-0.9468021499215956,-1.359928956172684,-1.1876619705837126,-0.5749616904249646,0.0709517359722844
2006-09-30,0.45620550374735735,0.2655744931602959,-1.2319101807154664,-1.1123950143164063,-0.08300444790505444,-0.43637561745740394,-0.29895457821677107,1.1888620411743813,-0.79353975969163,-0.7519068177069079,-0.2273485505045359,-0.9363531320324688,-1.1067243768416821,-0.45378532695606294,-0.016954880251064848
2006-10-31,-0.643278614024964,-0.03650353320698012,-1.1933395911570865,-0.6484605764790481,-0.03865791445891564,-0.5789325398369222,1.2710266802549066,1.3637169431821912,-0.9938951765796458,-1.2375776229935243,-0.2724198582743469,-0.925477024423421,-1.1399913300935585,-0.4860787032378207,-0.10543088615854135
2006-11-30,-1.7923353009252925,-1.171473336136695,-1.7701752142789808,0.28888010358075106,-0.8166874208211058,-0.8638141078749516,-0.708438186048307,2.4125500422510577,-1.8472819301840426,-3.0709592043825062,-1.6419869327017964,-1.0854496515873806,-1.5282458967007788,-0.4312912056441018,-0.010612055726490459
2006-12-31,-0.517596285390112,-1.8758376949302933,-2.014673085663981,-0.6020072883091235,-0.7673819252825762,-0.7205461440130062,-0.8183649963468697,2.484311364998829,-1.9138987300586239,-2.885579219060657,-1.671511324968464,-1.4503356341449574,-1.8238438313988434,-0.2927506210903823,-0.05181750153626033
2007-01-31,-0.9480110872614882,-1.9354411986134978,-1.9498797323113062,-0.685218439588225,-0.7118037418904767,-0.5043371359542257,-0.3692192369088468,3.0168228580189442,-2.2328549391069235,-3.3358624358130453,-1.9299675565047452,-1.5469798234399634,-1.7831999477283185,-0.21133026844000258,-0.1107851064687389
