KVB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-02-28,-0.2171881492263838,0.023983205146438438,-2.0275403191829313,-0.5098235055736245,0.14559787861907278,-1.0472678225191705,-2.4666492107807994,1.5061623426960125,-1.7895264750014486,-1.8822640887662792,-0.6912690454379502,-1.6984792207196968,-2.4189657920729544,1.3351985979918441,-0.017305747097592566
2009-03-31,-0.05384898206440049,-0.3776100847203544,-1.4758779360472052,-1.2852739106112951,0.09581205666065043,3.1174636815527306,2.341089579100441,1.42529951784141,-5.080052659590867,-1.626461929094264,-0.28596530740103676,-1.3358208669625715,-1.749019371071961,-2.0016990725061707,0.181905842799192
2009-04-30,1.6136641569266268,0.7794552111137265,-1.2413768050939886,0.3388887055410432,-0.013295485270690256,2.9875182573149623,3.640612497074973,0.7535073305080711,-2.335079168673165,-0.9419692159765994,0.9688415491367199,-1.1742170149281879,-1.2072106771000908,-1.94695776499552,0.27539272965543254
2009-05-31,2.245254330736173,2.2444871816908725,-0.6010219218707016,0.7542595677801285,0.5427075533180908,1.8255327357537476,3.4435641352809725,0.08496632997979686,-1.016478095563913,-0.12935116929259122,2.547444121168264,-0.6756994492230775,-0.3382160133200044,-0.481445920155181,-0.11576258406354861
2009-06-30,-0.8707489839578326,1.5541444088034024,-0.3637041496970023,1.577246028115221,0.921196428375561,0.6610652197379417,0.09103977585397857,0.6600897001216595,-1.2186027930792704,-0.3936763728989651,1.0103232334134118,-0.5034031413254881,-0.14918624784926723,-0.05383370400149324,0.1314246113385362
2009-07-31,0.9826014285339647,1.2623396626026426,-0.3151639029609945,1.3539652227387293,0.7661243125771073,1.5495351346249566,0.13932921705698295,0.2729304077544332,-1.0458937218955886,0.038425332644863634,1.4080872367427064,-0.4427620101652366,-0.08410404409749904,-0.17506290326093532,0.003103183250515806
2009-08-31,0.03703667043073638,0.09089094557061873,-0.296603582933112,0.012395408001285935,0.5879377091831294,-0.3060716722571551,-1.0746305148800588,0.1994458971685451,-0.8909559081123486,0.10374293958741593,0.8779881597028476,-0.3985173438358778,-0.07241381758741931,0.055852777201119135,0.08710819646978481
2009-09-30,0.6268857019786017,0.9618424507494913,0.38723031278664544,-1.0491982852663782,0.3370155112210501,1.0305942110321542,0.5148326154231585,0.16663010919797971,-0.4404892042938595,0.4066615551613178,0.8606618258122746,0.04645580251645911,0.6908070321174992,0.45002828299648884,0.1015192817413491
2009-10-31,0.7058663065922124,0.7953367418612627,1.7538405669939303,-1.2780056557320325,0.07898153671091653,1.015464646504825,0.006749397177300383,-0.1275199007066798,0.06892136510611431,0.7318174145510454,0.9863779812331128,1.1077745485285684,2.0147827474785114,1.8263749754219563,-0.03558397298767659
2009-11-30,-0.29044769743696436,0.5950889096585547,1.9910557719706319,-0.9301304475594642,-1.2066006021206932,-0.6299006249642145,-0.07574789722583897,-0.10955361638049123,-0.010678062071385611,0.630126725666143,0.5224033301651215,2.1474034155829127,2.2687659062153025,-1.0004433157846957,0.05401474573698116
2009-12-31,0.3484661021723885,0.43695652531747453,1.7549355772757629,-1.172874896754357,-2.7866775222158076,-0.02953426110545521,-0.4714187297423564,-0.18765367998502946,0.15694602847110697,0.8454330887286753,0.4964088510463896,3.0818887695740864,1.9616222630791018,0.1465501681549553,0.009713377326128465
2010-01-31,0.09125602864426201,0.08507676567876757,1.9466583678260465,-1.56993772137916,-2.846469104945923,-0.46538998009515253,-0.8659387923955106,-0.35059117406313983,0.23970003155925867,1.002468044485289,0.3690801777032534,3.652494261734889,2.049746692986718,-0.7140245695992249,-0.0214316428512014
2010-02-28,-0.11010492883583584,0.2026211638362534,1.9450343116173816,-1.5723176184098198,-2.3543551742019857,-1.1652566549930918,-0.2854580150738633,-0.4536825117508865,0.3241651704408348,1.04028376884665,0.1096091303815755,2.8312534647603047,1.9805654226705423,-2.606596363312144,0.16172218019261925
2010-03-31,1.250757313582972,0.7160398457218563,2.6489759361640735,-0.3760740369177386,-1.527497244999839,1.4028369080419487,0.7172462048848963,-0.9896583971052164,1.1170589919703984,1.5492423067842878,0.8807075109449655,2.5512835497125352,2.2814367955225907,4.802701541270086,0.05432392772785299
2010-04-30,0.3269806210518327,0.8514854912596589,1.7312990949798233,-0.4301333054469608,-1.5232137121212126,-0.4074111059498972,0.0732658997359539,-1.2090008644663397,1.4932447049998279,1.5186563563206532,0.9129499490336961,1.7709220067125944,1.4629548514899882,-0.6215833303366844,0.034560130110942465
2010-05-31,0.1912313757786807,1.0322445192173038,0.8088825757628536,-0.8083815382710451,-1.6499405736505393,-0.18763413625039282,0.9453214792095237,-1.3937939609063605,1.7339271557566907,1.4290367399410573,0.7449600806678878,0.9291977802686218,0.6869108175265298,-0.1119565686729787,0.03747397114577508
2010-06-30,0.19357270947123925,0.3953565228821183,1.2417927109221918,-1.8389239663433647,-1.5071640689957089,-0.6228689563695415,-1.2101133470711707,-1.3795958820119476,1.7601594628752468,1.3098814246308665,0.624081163835423,1.436726428412663,1.0342679023236785,-0.7306711648733878,0.1420334801658338
