BASF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-02-28,-0.03097437585229243,0.05398650696752947,3.2763229712824744,0.9954436277817488,-0.36627698737474873,-0.3984242801726624,0.3867984172153237,-1.049343591857861,1.3907420891753066,0.9713433371027822,-0.03090341662139244,2.1166105021731827,2.804881034789639,-0.9584554485447431,-0.033063158891386606
2010-03-31,-0.4522745847675546,-0.8652994391288295,2.191046323926129,-0.4394101184926246,-0.23436574038736785,-0.5956477524780166,-1.66942795011501,-0.328330774900581,-0.48724477985402864,0.722823082329271,-0.41790348182057535,1.4775775505073587,2.881708951386815,-1.189219290195448,0.15366630103357856
2010-04-30,1.2188501610511115,0.3542549870194866,1.9278356153144844,0.059177676724934354,0.1325013350025143,-0.3485678879131742,-0.5105943287956882,-0.5445932517698046,-0.10993501853943126,1.7854423408080178,0.3308152333903494,1.176621111488302,2.022687365992887,-0.5976183004714559,0.009883170719398192
2010-05-31,-0.16537183354954266,0.2898487868230872,0.9071557245255703,0.11441108233092029,0.2349179957436476,-0.5797197372158988,-0.12672726313596844,-0.46092207021406073,-0.11525925735649459,1.2979450124359313,0.11619066298015601,0.5010139039775399,0.995369260693774,-0.7385255993393737,-0.0014402306858213936
2010-06-30,-0.21321854994044123,0.433818317189274,0.8591308665737981,-0.0562056894261274,-0.39749760686555907,-0.5667411995646663,0.22527249224927726,-0.38182883277116375,-0.1119964551659049,0.9881320645283928,0.08921544241850142,0.7328193845868382,0.9429879674335295,-0.7855414369877857,0.12419476364122962
2010-07-31,1.0223246576388767,0.32727150622295736,0.8204866868049341,-0.5037306469679345,-1.0150653967076733,0.38292171097463834,0.5632995672518055,-0.5461078219683688,0.34536174816298715,0.95643486751304,0.7252219196218135,1.0019719821499464,0.7451777966549052,0.30728460355763115,0.07448675142841875
2010-08-31,0.4889711297442376,0.6843653545874713,0.9800915785771048,-0.6393658294015309,-0.9688503798229653,-0.05901131290718919,0.6898153346582123,-0.5819417905283939,0.620781710027249,0.846844691626956,0.8627890845694988,1.1972259991019063,0.7787605130016341,-0.2791874983859032,0.2747991274506606
2010-09-30,2.3640197354951074,2.045417016907012,1.8207748210718528,0.38596778611506083,0.2008180125627398,1.0746474877069045,1.3587337561816057,-0.8350416248709486,1.6495488086163284,0.9810069231014613,2.2741375836389977,1.3563253186968829,0.9662079302349507,2.0842786882576694,0.0023162860133784696
2010-10-31,-0.367075053334591,1.2303979095401485,1.3185450982102302,1.4285614159341038,0.3839820572950406,-0.7526266602684107,-1.0568500553618656,-0.6785793939324755,1.3138781589225785,0.7311324504151104,1.2647515335360504,0.9052220579670349,0.6949284437090804,-1.281570436791158,-0.08541822652029452
2010-11-30,-1.2309567657971352,0.3709944049605815,0.7106647743489622,2.5836716632664993,1.111197680148467,-0.9072221221462197,-1.4165666543799493,-0.4285694043137561,0.7614592222796149,0.43805646582549845,0.031166197376950804,0.23844385714205346,0.408255133473951,-1.1604818946335358,0.030342959466585873
