LAURUS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,0.7550737498751117,0.5607992427415699,1.4070510659378324,1.0234938580839785,0.18618497174712426,-0.8587934980713823,0.4846752711884443,-0.9337001624621175,0.8552934069539304,0.45571429266830243,0.49508193317532967,1.042805796801496,1.4847051538194762,-0.5582723238819056,-0.03432200615493762
2024-03-31,-0.22791928237223016,-0.34210185194816856,1.724802015789173,0.17984136086227412,0.22935631648589516,-0.7771304022679644,-0.7944757773100739,-4.74407746738285,0.9035300368774232,0.4102982611158443,0.21168733363172437,1.1882305353315834,0.8574535102181354,-0.6527590406404669,0.13709328419088307
2024-04-30,1.608997258274352,1.2022549302387404,2.4862988303751052,0.0463261924318165,0.35317578435161395,1.0997568415592887,0.22053381459827084,-2.9010423798203475,2.0000866612764607,1.3228310090978699,1.1328128883555924,1.48476823307359,1.0546704144473542,1.4858674447368923,-0.07149600170507005
2024-05-31,-0.6019127105907105,0.4128100664416263,1.5645577549664011,0.5891704002996594,0.6253893545746892,-1.0805299235184023,-0.24998638933128675,-2.1008178637215433,1.6206089174753249,1.0241517585272633,0.34940374804650887,1.0300286442422395,0.9798776267927147,-0.769422683860392,0.013278203386076982
2024-06-30,0.255297599418518,0.6941853182541943,1.0819093820578025,0.39800678447836707,0.07222772731078891,-0.7629403476937832,-0.20498442439785358,-1.6570106031290275,1.779213431015867,1.1826367355609104,0.484414392718821,0.8460808827042992,0.8988975444537229,-0.22493161550204668,0.08863922731232556
2024-07-31,0.9888247462336017,0.342787342888972,1.576978297248776,-0.1640457105653943,-0.4828117518559587,1.4634534263871217,0.13625297082578108,-1.3762557097219539,2.432048169120052,1.8119327440170339,0.9269281487624331,1.2669850087090013,0.9334835838608625,1.494461942909868,0.013382780965387931
2024-08-31,0.19953937466126692,0.8155125434869862,0.9417885067307089,-0.9794243589093349,-0.476904250262412,0.15318302376258777,1.0635806266393553,-1.1629366843785294,2.594153841434678,2.002290028830244,0.7654656608501326,0.8396494179985413,0.7892294586821537,0.26561744849023283,-0.014029681257489154
2024-09-30,-0.05994958108782314,0.6210284690112859,0.867848275853199,-0.684037608925639,-0.5263564533563407,0.54112426796782,1.1100707805010297,-0.9909149623512568,2.4617530554802745,1.8866376882946465,0.39920596748797055,0.806506074101784,0.7597596351679053,0.4805816642332274,0.0579310517178743
2024-10-31,0.72287565244152,0.44359496551592953,1.4319986588148284,-1.0970630902081988,-1.2285917889448426,1.1720033926801197,-0.15902104813096338,-0.8546203590075953,2.9080961868559756,2.053731504868434,0.7395507225766711,1.5356958966760814,0.832552995225432,1.4873118315704326,0.14367065582158048
2024-11-30,1.6895168680364492,1.1737992793884737,1.7351567501980587,0.2260878427546154,-1.0420362887145715,-0.1948158255112821,-0.0770781125478851,-0.7446389476561084,3.5783345683474,2.3546468328953036,1.5213848532450276,1.7604575835289913,0.8353109693583625,0.1592997997548166,0.06079574148394706
2024-12-31,0.5608715355444623,1.5830574590449615,1.288711007571327,-0.76722346780377,-1.1296628213659667,-0.5315060245400105,-0.6838128582125791,-0.6262620293097719,2.792894805669859,1.9931648501081718,1.3991875848908761,1.3942134627786364,0.7280900503749644,-0.21579696151968458,-0.031432964887293406
2025-01-31,-0.622313139500044,0.9128940360991341,1.5736606320382562,0.4117620662799087,-0.6641772449379736,1.7693629367868713,0.5119174319952385,-0.5008320437255771,1.8778583430854148,1.4654958288347655,0.6402149157906963,1.4638234206726404,0.741195516628274,2.874172052464789,-0.10240661241340747
2025-02-28,-1.6402061150004559,-0.9770305460026547,0.7450001724663378,0.14477612429204328,0.49158693867477365,-0.06734371886086067,0.20809217916912548,-0.3643459138027692,1.0521934688766699,0.8802534621795808,-0.6300915084137593,0.5638571989931532,0.5734828847921818,0.1509307419652793,0.1514372684918536
2025-03-31,1.627536120757494,-0.4138767118377143,1.4862406787187201,1.8718394729726173,1.1367533708821158,-1.3378326646545915,-0.8184557814347275,-0.04235740420727504,1.227254164072111,1.3280438783420485,0.42490057210870674,0.8977443473630369,0.9818638803663552,-1.3174685202104286,-0.01569142895876681
2025-04-30,-0.5702146755682859,-0.4541622385857216,0.6971985764426136,1.6276918835022445,1.3369535638573744,-0.004524740791075491,-1.2641325460906456,0.1072348572307085,0.9747079132510491,1.0895456778859824,-0.3697059143529652,0.41373253958407447,0.6715514064164908,0.3709794808314356,0.009477181651052175
2025-05-31,-0.22727654726579963,0.7253775526612531,1.020156831935947,0.14337839941425073,0.23966783835221675,-1.3533070765851147,-1.437399569908837,0.25232610260859895,0.871863581821918,0.9555177509324204,-0.5469596120782095,0.8196449387858784,0.8016766250513863,-1.3128453852511925,0.17316173252447004
2025-06-30,1.8122699187578544,0.9172161554176758,1.879680628269301,0.5491651327720009,1.6600387717682468,-0.7964024924523196,0.8250055161635395,0.2931660861463217,1.6075067096740248,1.4497440930318761,1.934103860300237,1.0949055158054282,1.028212910329087,-1.24831633728634,0.18751601626276204
2025-07-31,1.8601543605256283,3.3183416135612873,2.3374679396154745,0.3502724453583982,2.225248071557349,1.176470476055041,0.8843775771244496,0.31207295067487656,2.03633618509785,1.7262295728141308,3.9391450345664003,1.2479642615473125,0.9930957896601306,2.846830101654537,-0.020159527484595353
2025-08-31,-0.6446070093812762,2.3790835524380713,1.9040545288220725,0.9603839766659975,0.7778278582012846,-1.2064572811345693,-0.03833245042279147,0.4685723917059691,1.3346690249506996,1.174562567349795,1.432005027783445,1.4415382112051622,0.9091640066334286,-2.2171465716191663,-0.017778769338602885
2025-09-30,-0.5583821573268989,0.44869265321042573,1.7644991927837306,1.0235533647826922,0.7238054447038323,-0.7111893545743759,-0.2874971616470616,0.5834472166006106,0.9151226953020339,0.788289259458769,0.4426020684277828,1.3584315683153532,0.911252968979132,-1.3009040070588747,0.12475427148596537
2025-10-31,1.0488376796495766,-0.12480481721520227,2.128755352869832,-0.3585279163716089,0.49408886753389014,0.22024199958830365,-0.9410042232535875,0.6078958174186945,1.1421520619834715,0.921693656999359,1.1043464620632801,1.8376554669587224,0.9276175425110161,0.3675906443890439,0.07832717482216757
2025-11-30,0.43595886966011765,0.7156683673999155,1.5201433749160769,-0.6965028872465129,0.14500894974915707,-0.7213059023483993,0.31448984083774817,0.7079118614980634,1.0944806467123336,0.8606265459729016,0.9501363577708498,1.4912957795513855,0.5362909587647208,-1.2603860013152646,0.07168796466262595
2025-12-31,0.3455231565246991,1.4608625744219743,1.5141660471981317,-2.3052081372056468,-0.46066039227894023,-0.8683554704140586,-0.7174361007822126,0.79011895080591,0.992835921427707,0.745166547887535,0.8970099359424457,1.9420758415176176,0.3810073841978845,-1.3819922668281064,-0.13818376596824314
2026-01-31,-2.066946189072516,-0.951717974254903,0.658482080990614,1.1532317414600606,0.3661325618392644,0.2185768902657326,-0.4714493127089705,1.0129754233623334,0.16587100949826247,0.021811919438834697,-1.0885354317634905,0.4790499716887362,0.1620750889924416,0.30017891262073937,0.10869174850015614
2026-02-28,0.8008551933826704,-0.6651065490921595,2.159561226202505,1.493769141069616,0.6622196585687133,-0.7525488792394494,-0.3942009558144358,0.6619832349019544,0.3936632922284221,0.15376379488723518,-0.2464028373280682,1.7863676997323596,0.9864641246043876,-1.5207805947961066,-0.028760645300480715
