RELIANCE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-02-28,-0.3677385236133748,-0.4038172546861583,-0.8809040173641692,-0.759600522284057,0.5595931661541218,-0.19489370330785774,0.004311337947060045,0.24293459419961622,-0.6488516265944583,-0.7772466723114586,-0.48992551430907916,-1.0806713356043212,-1.1278919033171833,-0.07837925486514485,0.10201553338870767
2019-03-31,0.8783791731245807,0.8537483701800256,0.4204033066774525,-1.1195519090909722,1.0204950965667292,0.049679297070975834,0.2325056446360178,-0.7031598054245616,-1.60802145945607,0.01906024315165881,0.7205663148921638,-0.18345544577336997,-0.055048772159733875,0.32658290973897003,0.021438065219868522
2019-04-30,-0.10355856840017684,0.2730367669797834,-0.14730856908812637,-1.0779288514351926,-1.5849542422062035,-0.5354108829317462,-0.24607178849609052,-0.7887329403896515,-1.2861377558204188,0.013200787747419614,0.4206661188545732,0.8217824980021358,-0.5861247686427502,-0.4851760274709965,-0.0460246117456121
2019-05-31,-0.8864122055812109,-0.09223287102852047,-0.1645249855188577,-0.36023853333972594,-1.2500085569840544,1.5834049590784496,0.8107239932089448,0.00514637530640936,-1.9439427368677153,-0.6398805251709384,-0.46353010942873996,0.5472897620259151,-0.47838607840435615,1.955670145443447,-0.05967540484910267
2019-06-30,-1.042228409910731,-1.5504045616711064,-0.9890510845431538,-1.384195787024059,-0.9785971104578105,-1.6585030754572734,-0.45432497706773506,1.384730184952124,-2.4210491020290785,-1.4932652507561832,-1.425577305610408,-0.6395762023413418,-1.0749733975614308,-1.1638303105213508,-0.07182780413474046
2019-07-31,-1.1172082334004207,-2.239565455273979,-2.5150551063984827,-2.3447638397723134,-1.0436520850429645,-0.8234844582306777,-0.296916249886412,2.666209248655809,-2.2247693417242735,-2.4950268689289485,-2.049513562042966,-2.50754652983799,-2.5006036873716333,-0.04161350645698502,0.06819572090938719
2019-08-31,0.6303888414835828,-1.043280263996403,-2.0380174601218646,-0.13492490402588633,-0.6471787955783158,0.8983837591125792,-0.22038334697249853,1.1571783311712402,-2.107604212389889,-1.4858728399426335,-1.1005727645195718,-2.0130281128028376,-2.029993311921897,-0.07077818444258013,0.06488901615991526
2019-09-30,0.5477813808689738,0.018808382660524033,-1.5677685637723773,-0.0533535708973119,-1.0972770969382215,-0.4752451901754902,1.3618785091418568,0.6583874184458608,-0.9881997133499901,-0.5212696258191476,-0.2184943540321985,-1.4775838509644945,-1.5767547228486787,-0.1528390612008274,0.0945446995945471
2019-10-31,0.8563913315743418,1.3545270920498753,-0.11993087143098992,-1.8984901601003261,-0.5087332394345128,-0.7803425009135776,0.09267066596166511,-0.8776148852921621,0.5290957081511213,0.6313607677360996,0.8548181432087164,0.04511067417939595,-0.3397028012751228,-0.7293760931219095,0.05757450838263076
2019-11-30,0.49846913497514045,1.2136512719329042,-0.2750011834830583,-1.6057108402252938,-0.6144790923134408,-0.6563363598690353,-1.7453621159369026,-1.5808728787947228,1.3902956650895495,1.2346378530730246,1.3540246227051056,-0.07993894510030268,-0.5325658033356155,-0.5556418410120785,-0.024207324678174914
2019-12-31,-0.5850887815484239,0.4936260807414192,-0.0940383021823106,-0.3242184765229917,-0.9130482710518676,-0.5255703376642279,-0.25402593167582077,-0.7404096064327785,1.0372065965443875,0.45743922244561075,0.546743906131647,0.2976287863831777,-0.3381608632217479,-0.48866944570194526,-0.07001904850308424
2020-01-31,-1.15002502986159,-0.7401790226367847,-1.0432312467027114,-0.16034757369310415,-0.8702070879453481,0.2682154587324742,0.7643666725702639,0.5205745089366308,0.8152525688179574,-0.9947146560092707,-0.697293218415993,-0.8136934468353482,-1.055231706652781,0.027021298303266276,-0.06060794194486949
2020-02-29,-0.9475814586144011,-1.6034573321524397,-1.4431596948145147,-1.3862887819664822,-0.5215980889988041,-0.19181286539714743,0.2870270331808132,1.6064575668388972,0.622030094449276,-2.192933970883699,-1.438205927208925,-1.2780460931560633,-1.4435127974029733,-0.1966936530873644,-0.1764309791266061
2020-03-31,-2.312631995859947,-2.5555656915656946,-2.8491018702722792,-0.20834774686192595,0.7069962109298021,2.8863998733518454,5.8897515769956605,2.9018490628269813,-5.025797328823781,-5.3316886920096564,-2.7864249269067494,-2.4177509389656144,-2.9692392538237007,-1.830515559188477,0.27481006480838516
2020-04-30,2.9730987515977816,-0.010853502347910167,-1.1721809244281538,4.7401893751870325,3.279415681737233,0.9319604068083991,2.2457856949348285,-1.5886862920570497,-1.1665240181725582,-0.030340311539307666,0.11113932428412278,-1.2553504919594531,-1.2196661834957359,0.028329876274519095,0.008339905026093426
2020-05-31,-0.08859417060364162,0.4195298012381627,-0.790157102429913,3.116912962649538,2.5482842103240904,0.599237044900636,2.052018623526309,-1.4697153929741953,-1.0436567786593547,-0.08051309990302359,0.2836230642182049,-1.008907242942872,-0.8822072698533623,0.12834909791826632,0.15159674509222898
2020-06-30,1.286370256105025,2.479694446902941,0.5464060216675495,0.8761356039707193,2.6229693237380722,0.11075708504437641,-1.6772570691391577,-2.1979266264036816,0.545613834339247,2.079772247285662,1.698364449524768,-0.35774267897329953,0.12091984268223588,0.4251087524602924,0.19310818495172738
2020-07-31,1.6000167590645489,1.667228395533937,2.6022328093574574,0.18287951106784991,2.405433069774746,0.9136840760073426,0.2738152886465344,-2.635587753389735,0.4269309379909268,2.853276744185547,2.9551350901756046,0.6088977498196398,1.2389857546566665,3.193103734053194,0.006563023059953727
2020-08-31,-0.16100262581044755,1.5548687869988105,1.8032040621018528,0.22045927649855307,1.853965515351995,-0.2620851364466914,-0.7548930644314513,-1.6732775251689822,0.3231452796019777,1.6788355161873474,1.7495851423436417,0.4425624405425965,0.8756513301714648,0.14213161119776738,0.07124610500696123
2020-09-30,0.4681614320154889,1.0843072918166512,1.7646540683092553,0.1549514636084195,0.2121847578057936,-0.36972787629096354,-0.41794600612671484,-1.552081766272684,-0.02344796748813659,1.4339759514218018,1.3029168562535416,1.3513197484840116,0.6987767796779669,-0.06310690914951468,-0.08392385651078137
2020-10-31,-1.022693233377428,-0.40661978086726536,0.5600253697499907,-0.1362875561711512,0.04397018689576543,-1.0239510335882531,-2.293446836831843,-0.8327135300902172,-0.8596621946685127,0.535618887553755,0.011029790239945632,0.4521833114404517,0.06726253760050878,-0.9680562938960938,-0.06261342833610652
2020-11-30,-0.9026987866544337,-0.8147952998663585,-0.15664124612425792,8.537384422359604e-05,0.3446421672195291,-0.055111851925820875,0.11043765003836195,-0.3227204161903969,-1.354383996490749,-0.07685103102521651,-0.8535247539735688,-0.3265163393812139,-0.43467286007501743,0.05273623018283417,0.028352559138724726
