RELIANCE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-12-31,0.06962364554585872,-1.0429029456086278,0.1277095554754512,-0.4018523552308422,0.018028700929129997,-1.4041015295243053,-1.1662328355003868,-0.13758759993864797,-0.9080551161326083,-0.06291718766941234,-0.7831272204746338,0.06331292726640722,-0.16040323710140664,-1.1095245884712348,-0.07494787534618126
2021-01-31,-0.9915487277418868,-0.992607834709514,0.08229790018892895,-0.411576381267829,-0.9480978360443137,-0.9596216123922354,0.22737142400681232,0.3316376770737619,-0.819424230977948,-0.656689681962601,-1.2109778478908668,0.756999499233188,-0.08694674504642134,-0.7057406818806333,0.12433130468384504
2021-02-28,1.0603147250987552,0.07963075145415581,1.1923985661848917,0.39428462491038274,-0.2668240576706852,-1.3637521669987085,-1.3025801593152748,-0.05758228341268342,-0.7377009662211157,-0.025526495963564086,-0.20223323151190398,1.4153598980658038,0.6924337992735081,-1.942357730397041,-0.0404554374950491
2021-03-31,-0.6087418054405143,-0.2938196433185325,2.045308372839341,0.49285128048144533,-0.42681103952906013,-1.4925258326076432,-0.44219109149066066,0.8284772488935587,-1.3503616434050938,-0.4017191443965591,-0.3653901243527953,2.6263187374073507,2.027814735873354,-2.931185775624414,-0.004305427966922386
2021-04-30,-0.20225260144956053,0.1267105040607592,0.19238280480316347,0.09098531547519965,-0.5751961857408547,-1.3803164390863212,-1.4156508844275768,0.8394837308466938,-1.2185087988927885,-0.5050045419644128,-0.3196403671929253,0.5046223573807657,0.2074642701001961,-1.0397807012061229,0.07984964472933644
2021-05-31,0.6286717383259265,-0.10320665741363833,0.5929449452778558,-0.39026939062484506,-0.5822531289891444,-0.978184401518487,-0.67584852556424,0.49760352730901114,-0.4892020597074282,-0.06059039460472901,0.2070605562270884,1.0349191366956458,0.5057328586138127,-0.924784712054206,-0.02324478716609485
2021-06-30,-0.42761345480295637,-0.00044450519447559734,-0.3136805003111865,-0.5049647035221241,-0.5564966887656454,-0.42741100879487076,0.3776619840132879,0.5609960800735665,-0.7607504123779011,-0.31442999114936965,-0.08116326719273939,-0.1196592362548571,-0.3546360763145453,0.0066605947876800815,-0.03634953858874998
2021-07-31,-0.5757036296070965,-0.2074241698672422,-1.2693364092013553,-0.3555171614036815,-0.7723326781831675,-1.4365006639338003,-0.7993886906319718,0.8121559991183191,-0.7528376010986152,-0.62271066100473,-0.522664718296103,-1.32194884078935,-1.292637082151608,0.32703148486251293,0.10390115617841425
2021-08-31,0.8000001919749048,-0.12535609928948463,-0.8876220099664968,-0.14536943862361418,-0.9487835407123534,-0.9435332959176125,-0.5685569022440977,0.4540798069968047,-0.7496541634498975,-0.13154237224717677,0.18928677200150523,-0.7470098043414239,-0.9323302241632427,0.04936715565512252,0.10941113691405326
2021-09-30,0.832195293910062,0.6120772063653905,-0.7503020211315188,-0.04741210484982585,-0.8180485207601218,-0.5039976733545188,-0.7177122635696839,0.41401720564880357,0.07912106540499939,0.33457728975573636,0.7854455573181881,-0.5781450683337734,-0.817535447817181,0.07108974991622165,0.006722159720928286
2021-10-31,-0.19724586119545515,0.826284305459495,-0.3529255337874396,-0.522597745467002,-0.8593417485482956,-0.7377875923882268,0.33057226381004445,0.4880523440352885,0.15222831819164045,0.14711269870903038,0.4241512819712915,0.027606641028725686,-0.4544392108824575,-0.2518648098137955,-0.05296709290714711
2021-11-30,-0.7509168250785582,-0.06954146249279272,-0.2823994960372796,-0.09467836311553388,-0.6778457327297491,-0.34940015519346523,0.35747049991369584,0.8043547387988298,-0.23084260084803562,-0.31490582970876446,-0.191121078893878,7.815296916708515e-05,-0.3191255512779139,-0.03875516986931253,-0.0156091487382599
2021-12-31,-0.334731922393745,-0.7607108163597799,-0.4766174819861011,-1.2177405363689022,-0.6991708397719149,-0.47122837458428724,-0.26964314176543164,1.37312979353338,-0.2935408597190839,-0.31579446027671665,-0.43868897564566633,-0.25559025447414535,-0.4133427894817637,-0.033793387234965444,0.0077660431407673225
2022-01-31,-0.1101481319015078,-0.7024002872175438,-0.051972785122715096,-1.15411798609696,-0.8408848192239609,-0.4480513588973041,0.2588157567521277,1.3099850535133655,-0.16121261749223467,-0.35971204653759503,-0.5443403499662398,0.4623702750127945,0.043980269553380594,-0.19627540341301838,-0.011397294431840808
2022-02-28,-0.3348595562625959,-0.4551246265941676,-0.7166215235609608,-1.4556011570760499,-1.1510584071892378,-0.4646113360925168,-0.32124101016762246,1.4603683471087416,-0.013998859080198012,-0.5172141292915571,-0.6900722106786157,-0.37552495781624634,-0.6418033258802261,0.07892731595493073,0.11031097946670398
2022-03-31,0.866120222484507,0.2430492262866744,-0.008022938004821326,-0.4040847819399453,-1.1043708011471651,0.2151654430212237,0.2618487814911409,1.0485317232691962,1.481779915131653,0.3623442009682091,0.15591940563055445,0.8983757199777801,0.03047278996420122,0.30810098981801837,0.05734911096812776
2022-04-30,0.23169234554156928,0.4920117220985939,0.26276363021062044,-0.49046276062293526,-0.9363686466322804,0.13729438340317954,0.33386091740087714,0.5863225428772247,2.5772571878693027,0.7515406922242753,0.4805032988692204,1.307424805887429,0.19556243381117625,0.011384131591633597,-0.05814098554323933
2022-05-31,-1.126910513161121,0.14517835504592289,-0.5988504975410698,0.16834769349523543,-0.8336966827459391,2.111437863463762,1.4949240840289397,1.4155020242140883,0.9583306700389035,0.061535974978731534,-0.287647218327403,-0.1584870856785257,-0.5919860517822616,0.9383695471263649,-0.01415902322054674
2022-06-30,-0.4970833495357892,-0.6876600192664657,-0.5794557900227334,-0.5604114507819115,-0.7743677931790518,1.7574111824944523,0.770711643438633,2.8437227408819736,0.6259447012522226,-0.2775464550669187,-0.5548759649843548,-0.1326849942027018,-0.45693375196666186,0.7995838021003352,-0.03376886157322047
2022-07-31,-0.7019391154348879,-1.3346254750936515,-0.5342300813334971,-2.029540973727235,-0.6207526294125197,3.0827296603045697,1.6232033771869279,2.7189493555484727,0.8383685622002345,-0.865099192745644,-0.893016746227582,-0.23699952086242876,-0.36521193036752414,1.447138268338831,0.04993552449293961
2022-08-31,0.659940569782976,-0.39636817694830334,-0.7927791652419847,-0.9336841255047625,-0.5502408468272555,-0.9331100943258904,-1.1975871936467237,1.6256223790759892,1.084332781494567,-0.27818529939300185,-0.5343197318710483,-0.7157475657204997,-0.7199557677860543,-0.1895265983061836,-0.10384334650369571
2022-09-30,-1.7772230234680035,-1.1948597255186997,-1.917741162793075,0.49675512860569804,-0.6634536853344689,-0.3029575000995133,-0.4106863562950866,2.7537025872904106,-1.110344349790635,-2.4650089456852915,-1.6919380771861459,-2.2899310193957296,-1.9925941174976896,0.6343545445914377,0.06978165335214948
2022-10-31,1.0085446768779969,-0.05039170009639196,-1.4650346450107818,1.2999076895405837,-0.40271405668932053,-0.9844507096153061,-1.6064260569597228,1.3342132567104892,0.7533662011975881,-1.1090039567893144,-0.374498040830044,-1.581332382445111,-1.4158883117135908,0.4875207466134651,0.0688596877172634
2022-11-30,0.9165024369466107,0.14354926456029665,-0.6466498283072634,1.4367402226851886,-0.06427077851040329,-0.43423119997894905,0.34273441498594165,0.20900871748832012,2.3225812755310677,0.2900456400311326,0.7187403606412377,-0.6782666956499158,-0.615317014645847,0.08014205254738525,-0.06980728562764786
2022-12-31,-1.305491732243637,0.4725576486757235,-0.9280237578633086,0.5892504631913579,0.7383720028931308,-0.7843259496613416,-0.4705769227973438,0.4777662673002365,0.2735726138919646,-1.6375709643458858,-0.4810747807277465,-1.058683583869197,-0.8887642902264281,0.20085668891463365,-0.07893941631534344
2023-01-31,-1.338882083083622,-1.3308999611483656,-1.3222957561747344,0.6501961705780794,1.8001149811689876,0.5924005156048315,1.2841554297461841,1.5896352354784662,0.2051963915659139,-3.6931114260671456,-1.6259494034667086,-1.4578980332556974,-1.3020902462651525,0.4840266050347268,-0.013388865645815012
2023-02-28,-0.3526474446425765,-2.36137998527904,-1.2226099420447507,-1.2515282909625156,0.9564803713681567,0.7848505489389735,1.1832841471203461,1.5454556592839355,0.13881861231644682,-3.3296445928161327,-1.5562346929971862,-1.3416472081096047,-1.2072063650627416,0.44539693867602814,0.0036513435888505825
2023-03-31,-0.01325453237233781,-1.2351608525215254,-1.6709961864993617,-0.8344289547779301,-0.40419928238687847,1.3311419111735436,2.0889807032194563,1.9213397458655355,0.29296807544577813,-2.7738736986494397,-1.3133634672233374,-1.8416722714088547,-1.7123888166701302,0.13857239886755035,0.0376594014578088
2023-04-30,0.5075267216081653,0.07273871605638109,-1.9588140160363117,-1.5025004377807771,-1.2199489599542186,-0.6507398796701529,-0.7206441774376047,1.0649355044842665,1.1926645911350464,-1.794103901967677,-0.5124017388822815,-2.0705731599003334,-2.039088530634966,1.0110515726353304,0.020201437556063108
2023-05-31,0.19562673202345499,0.45298066896624684,-1.3128916549051142,-1.73529220293979,-2.592062342386804,-0.4124414041375035,-0.8787608050252175,0.6182035852493806,1.5714606358969958,-1.3325861920722641,0.11305625458868532,-1.4347371588634221,-1.3231634810506516,0.5001346988575333,0.03201336903783639
2023-06-30,0.439076888203002,0.7397578599740092,-0.9571352151589879,-1.8758410380105004,-2.8220575088508,-0.1834355360775015,-1.1948975281893295,-0.2921871292227115,1.9356002723316523,-0.664780407527915,0.6807423433461203,-0.9682982039655673,-0.92573844795071,0.19678252874054336,0.09279731543620846
2023-07-31,1.4127178315073798,1.2947663935910945,0.027423863761195107,-0.6051303370231826,-3.1401372905135863,3.2309219051611473,2.44463527508743,-1.4699218807817047,1.5720286847722806,-0.6943183990175361,1.7535645265336752,0.579876400924016,0.01848615442191901,1.8144796811420199,-0.05742196217593867
2023-08-31,-1.1450125376542246,0.412208095159572,-0.8015074067652561,0.7409952771145225,-1.3153603648790704,1.0302572458223282,1.2323570230147602,-0.7739252290301936,1.3145765037168509,-2.5036809069415136,0.2810893774799072,-0.7789411345642079,-0.7646129712647965,0.03969271488250817,-0.026095756902692224
2023-09-30,-0.542164607967141,-0.186084363375264,-0.20989734437660673,0.8773315735663573,-0.8827656274373566,1.065333983082137,1.195458647953374,0.28853853014268405,0.17634075039770147,-2.787777441812835,-0.34905099239636306,-0.1102654908144081,-0.12473635882050929,0.4450252977238866,-0.024651035629545414
2023-10-31,-0.45325081590004623,-1.375125585548253,-0.8682123971331783,-1.2957115674041384,-0.7125292311532011,-0.5115547155853218,-1.7975011676505315,0.5645878656433735,-0.6285296158457068,-2.796877845935038,-0.7883542976640467,-0.8698116456658614,-0.8535005519866564,0.028479801343074335,0.03838991225720292
2023-11-30,0.6856879475987884,-0.22261643288763897,-1.0020571550362363,-0.5602514506445755,-0.5282153042105552,-0.4418682148888504,-0.8301479695621808,-0.26606743867483307,0.45651076542222163,-1.5668086835742328,-0.20138465319897894,-1.0193508730594043,-1.0005174638171253,0.0647103439221382,0.08367801833339523
2023-12-31,1.4344586822547498,1.0836008934847874,0.17514691070217073,0.1187653842977553,0.25943213467046483,0.4250933736577174,-0.21998587624606525,-1.4629215159640092,2.793590513889801,0.22573448595724696,1.0638563562456655,0.13358325032573698,0.19931823830719236,0.09688715469017108,0.09875990336139151
2024-01-31,1.5693951382103468,2.412801243105592,1.71612027923369,-0.7397465674366076,0.43603201928171587,0.12202010579232858,0.6463161717695298,-2.8265471456728495,1.9328323103921323,1.8834586408634633,2.5394305189942643,1.5184787302401448,1.5302111507292182,-0.06916654543990003,0.02366921119782518
2024-02-29,0.20225087605391076,1.9214397547278912,2.0236884383273748,-0.4437772996248285,-0.6930692071800945,-0.33031461692859454,0.24698820222001394,-2.447526779747516,1.4392202398668583,1.7494438824011282,1.9658197212768804,2.336433265047186,1.7922228523199952,-1.2246785358774441,0.017002768215486925
2024-03-31,0.0692666785312063,1.0540032596035078,1.9239578394589973,-0.2929650861619096,-1.3645256501931649,-0.42919726285335474,-0.6026778632368839,-3.0399148800454774,2.3309125665344457,1.550626717731513,1.355400376548793,2.60173208884347,1.3767669650238368,-1.459061904517676,-0.01276749991320921
2024-04-30,-0.37832513249710703,-0.04927985130959474,1.4105118301276793,-1.2385360184856462,-1.5797246861643788,-0.5744206946256357,-0.48977855826506816,-2.1503881668153753,1.3552418185584303,1.2089970369394196,0.4696086371991894,2.014442235857917,1.0583223453886619,-1.5038656315111842,-0.025265373723731912
2024-05-31,-0.5532481930198788,-0.486203139624765,1.0982596389844728,-1.0565308523625487,-0.7243186093433054,-0.3123229434748349,0.055487348499691856,-1.618528579815369,0.6447310384070523,0.7883077402419835,-0.31248335070450356,1.1541891947348608,0.8657127924230806,-0.783994849019571,0.09018725695148809
2024-06-30,1.499926374041724,0.30226666454636897,1.5456830458535988,0.5713223117658757,-0.5585365595745287,0.985805928508833,0.9766220680522733,-1.6474251857624151,1.2559432528792178,1.5464290032709875,0.6309498564244725,1.5299330067196313,1.0876698473960023,1.8384217674973136,-0.03906281071060098
2024-07-31,-0.8823513029447879,0.008542124003411204,0.45869956231076936,0.8431778356568527,-0.9850185494541569,-0.5104876344887178,0.19389709600372756,-1.1942867543156481,0.8402830664816973,0.880139169619217,-0.15351947541329947,0.5688928086014675,0.315628323823596,-0.7861432921371906,0.0027860160107325087
2024-08-31,-0.15050809089237635,0.24663714893914718,0.921135312706081,0.5863811508826539,-0.9582313410965948,0.5311780224076506,0.34510127711952326,-0.9852652208037855,0.540647125315014,0.7500259498297014,-0.22436671159617497,1.067738497595875,0.7350939098013026,0.5354832626274555,-0.022135984767087835
2024-09-30,-0.5537128227879631,-0.9609701206551817,0.9161312307770093,-1.1163363949719642,-0.8160216572758057,1.7630286849951575,-0.12815069948779123,-0.7905181113338716,-0.42590107702631,0.4373226391295003,-0.5523111347974687,1.0105859869624665,0.7660704330899554,2.795870576907701,-0.10300949397042515
2024-10-31,-2.2150603878078656,-1.673872834726038,0.27050790844370787,0.23989120180918008,0.6113509090649456,2.898961522977841,1.5660856341550888,-0.3187412526545513,-2.020019739885573,-0.5539239565362019,-1.9753217857223806,0.05245393917721608,0.29584312740670965,2.824538782638437,-0.030372916809291075
2024-11-30,-0.6451763415760468,-1.8621477303499017,-0.23771809266934668,-0.10529279931450623,0.6402275571438274,0.05883613212393816,0.062350345720293326,-0.1248731065993018,-2.2448361664035996,-0.7777512760764989,-1.975644381303389,-0.35168034100269563,-0.17848641937146087,-0.10980017726365782,-0.06123181354922116
2024-12-31,-1.1479422224492921,-2.036620905565095,-1.1159291928367583,-0.37143584914524147,-1.6438928093587213,0.20128650488002148,-0.22019507194453936,0.241509953546868,-2.65396800030384,-1.2530085383866307,-1.9976772988284053,-1.2538329110188833,-1.0787976633318215,-0.33281118680278776,0.040036791845779886
2025-01-31,0.7022629962218171,-0.5351973589895521,-1.3741290357059472,0.41580244848614656,-0.3604357549573799,0.057042827145862916,-1.1737461989529925,0.12922407811788253,-2.31608503521344,-0.8426392758526042,-0.968541047899558,-1.3756445757323559,-1.3310989328099758,-0.4073422597511667,-0.05274628378322818
2025-02-28,-1.1484597743913616,-0.7479571848082834,-1.690765098044159,0.7322378017919685,-0.4891662186345479,-1.4692607334102477,-0.9616486819464244,0.459532789124851,-2.0708718675247386,-1.3128744112942232,-1.145927597893135,-1.7305296635137593,-1.7235957861345992,1.0858463318932228,0.06061972025210052
2025-03-31,1.0406530821776778,0.31250476544850014,-1.3742338665351237,0.8947218884713338,1.4109200668615838,-0.1381512097824036,-0.16121372328202085,1.0754952900367758,-1.7023244528511883,-0.7602714701529752,-0.04090664765237737,-1.2025901792951628,-1.4621745179720782,-0.28738977808719324,0.09701269587834987
2025-04-30,1.6435202991871032,0.8015670307445739,-0.8127782616775961,1.7216556397020404,1.805602066396213,0.296151547294679,0.2106032633750484,0.6810300970128139,-0.8055749630882384,0.07447534378322056,1.1431826666587053,-0.7539275035942341,-0.7715757236596436,-0.4088413625444528,0.011253170876183532
2025-05-31,0.020202512219555404,1.3560856993174244,-0.6538286253984497,-0.11522463768074649,1.3483430743666593,-1.071052212987773,0.4668858493847053,0.7494283100060639,-0.6872510997214243,0.10859409657563251,0.9786723613244619,-0.6395657109139562,-0.6095250429689726,-0.23029520520584426,0.05457455446759873
2025-06-30,0.7860513936246781,1.2150022340281132,-0.8707137118077325,-0.18204095555550326,-0.0889263198106058,-1.169808364961465,-0.6714808931274603,1.5455800528382881,-0.10559595294656508,0.5133439063876514,1.1837918234096656,-0.8559895284115853,-0.8807429778190144,-0.014557031580762447,-0.07641740644524281
2025-07-31,-1.5113405500157193,-0.35984751463336356,-1.0589455645754977,1.0114888314190795,1.8415756391452058,-0.6746579036581184,-0.6858553062755983,1.9246200343266497,-0.1190983566050791,-0.2276295362730029,-0.08718942730633149,-0.9351727944976299,-1.152037299143687,-0.029800495740952664,-0.0240238677563104
2025-08-31,-0.4808110982928077,-0.6251537400616272,-1.1255987397235319,0.8923972436626758,1.1300265223103472,-1.6951961576663805,-0.7441002301560369,1.7866206316961917,-0.1330949386321468,-0.48244731806706226,-0.5834251352507538,-1.000606907419653,-1.263470649662284,0.6991082536518758,0.004997805493332234
2025-09-30,-0.0001793090095764887,-1.0220966911094689,-0.9468547321505875,-0.40697728546167644,0.6883422694016207,-0.901757536132698,-0.04909601823726358,1.6709090532823707,-1.369662624927876,-0.527014346501709,-0.6145069779166702,-0.8792861119901286,-1.0283174649645535,0.16712078949066422,0.08593552965616676
2025-10-31,1.423339787256864,0.45331762621574817,0.12302379746259667,0.572465698662997,0.2946851657925379,0.20664761621567163,0.23705411680084004,1.1194054267213305,-0.6032406160817589,0.27247406025361076,0.38297221602494874,0.03580727534647517,0.343205157754358,-0.20052129481458042,0.053124904447501724
2025-11-30,0.7302138004562243,1.0874598290976676,0.6132852330472667,-0.49698099079569164,0.5927718869611319,-1.2197558308842273,0.3372021710178198,0.8565179262718025,-0.1532748166467436,0.774874802198123,0.8351152178498177,0.41743985286599744,0.8752700307936472,-1.7975823579703796,0.0018483704551756186
2025-12-31,-0.16629289406191347,0.9799739144788809,0.9834806861976618,-0.4063513900289754,0.2328737137896728,-1.3588670340495697,-0.6488709328140283,0.8467939196135021,-0.3089205004103222,0.5974461266715501,0.6948461154823179,0.7939381968938279,1.2967540347255295,-2.463490546704874,-0.11814925145711508
2026-01-31,-2.2490562878221394,-0.8084847919298213,-0.06979943641950313,2.4572532257352364,1.7987847525132745,1.5468300297331632,0.5712248265406337,1.3830138264300735,-0.2534114111497764,-0.9718891300029654,-0.8329941400599326,-0.22324987435176666,0.14985551342862025,0.626617175161448,-0.0010755387692954472
2026-02-28,-0.002627965578810202,-1.2371458386904108,0.2966438501035101,1.0082738752367957,1.5874830594614628,-0.07456191006124895,0.7310377183740051,1.1808334121800794,-0.20141485980203508,-0.8856308239620743,-0.8344037714688044,0.047733331419328125,0.6183415833184882,-0.2497056256872044,-0.0034495183324972385
