RBK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-03-31,0.8760510374118635,0.4640362068306816,-1.2088789795588788,-0.81160048635468,-0.040051414075487665,-0.506085871424247,-1.5196857275687123,-2.533669246540404,-1.2540012615696174,-1.4099468874010506,0.39184488184080796,-1.0882875774615963,-1.014936935074714,0.5613897944004748,0.14381516230324184
2025-04-30,1.3109620762149765,0.9133914702489384,-1.066912058889449,0.15849587350952915,-0.7694071091367076,2.2947692913524596,0.6345163020712101,-2.6187018233326302,-0.779628569191681,-0.753059867211662,1.2170767876902455,-1.0287549382353858,-0.860716814877754,-0.5109543417436972,0.06145509281162072
2025-05-31,0.5076472942929536,1.360301440814767,-0.8288415442692224,-1.6314536799312385,-2.009615132060082,-0.1800414447975128,0.7472191222678434,-2.192876583513028,-0.5644639752810093,-0.4884467668645255,1.179233395348528,-0.8697823446519979,-0.680238702548031,0.26789772202525547,0.15374160918310179
2025-06-30,1.3681289335380427,1.55245436324759,-0.6415555541814624,-1.1771306693320525,-1.3075316213143797,0.5835221691166641,0.9910011115032935,-2.3866159305681323,-0.036578265031609415,0.20442881949362204,1.6746608299965402,-0.5893290312032281,-0.5262692120676921,0.13671133283354242,0.07124939209787493
2025-07-31,0.5497477711193755,1.158909990659478,-0.23362195406529504,-1.1173669128754093,-1.2933337777971219,1.6247003030433043,-0.05600773638061896,-1.8883542180195623,0.2693969660958728,0.49930147017892107,1.4579131270958707,-0.05796093235739078,-0.3097426436462084,0.491110619621322,-0.021899791641690355
2025-08-31,-0.29399907755604715,0.7995645944664135,-0.12251123818497757,0.18221516495409731,-1.5219588445132095,0.1816462837478954,0.612029233323318,-1.4871159161105283,0.22982250881514174,0.42469191067691425,0.7501019075542752,0.09443321676916332,-0.2206756306631045,0.5051050766776402,0.06020766637391496
2025-09-30,0.5844681004465453,0.4206797446472257,0.3988950818508431,-1.018646536165416,-1.365820940572791,-0.039561474957105346,-0.10877282666550958,-1.334673017277718,0.5780371019419536,0.7325237743631757,0.7255660129472015,0.7812599634771598,-0.009353016619359293,0.3814357457633262,0.16305079885075008
2025-10-31,1.6458370377851752,0.9573301696062254,1.9392920216147065,0.40263728969046725,-1.0666805834699327,2.1258099684395457,0.6673483721234995,-1.1951008435186337,1.3848357656834778,1.3646603741548649,1.4270369430131116,2.8739215578614417,0.47691355373844424,5.981963126920263,-0.04368600711569572
2025-11-30,-0.61800651920183,0.7825119630428404,2.0419648966005526,0.7805100249924684,-0.05100632348295661,-1.504680325684659,-2.214248157190646,-0.9485635158265768,1.0130774876189843,0.9933853518022954,0.5223020603379072,2.10696280786737,0.6443673656605793,-2.6932557365770435,0.010824683856011002
2025-12-31,-0.011387154704644341,0.48739547749829576,1.8268645684295237,0.9301508901230235,-0.6068930969085257,-1.2518788491380273,-2.136101758218503,-0.6137764754955913,0.9754520729345563,0.9944243035585717,0.3007570171168379,2.165691147984162,0.9297196217721351,-1.9587334182808631,-0.05550199857582131
2026-01-31,-0.6660064102837249,-0.6036091088608995,1.305988245153592,-1.600138537775069,-0.09200723909475542,-0.5330997640286895,-2.2445703928213905,-0.48701459547818765,0.7457396926470108,0.7374599476573572,-0.175883273690221,1.3380204875441513,0.7784184608040123,-0.5079446792484852,0.06793233721323165
2026-02-28,0.6871537246745942,0.0025035856664465932,1.7002403027531372,-0.4540616042126169,-0.06846060589583575,-0.8535661300917287,0.42948817397216976,-0.4641198707674959,1.085572810184804,0.9505242164549408,0.076960614084245,1.7163290459137908,0.9960541579623834,-1.261290497739316,-0.028711624059950435
