ELEQ IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.7788733387144113,1.0313052727657372,0.15139116854128676,0.9179348987862975,0.45597660494858555,-0.27829054906556083,0.24815885262566517,-2.6317467066201443,2.289163016373862,1.9836760873706158,0.897171491689622,0.151506975976104,0.11986453301701835,0.2957869561183503,0.11717642356620156
2006-03-31,1.3603559664828992,1.1339090311607094,0.8372209017819918,1.1011980835194304,0.7718988087599836,-0.01650779906317853,-0.17768380553548987,-4.070797725727857,2.2705357379198796,2.386008540182375,1.5372294555813495,0.7620525184193551,0.37008149075728664,0.5708580539768825,0.1335988121424988
2006-04-30,1.4517421867547111,1.088312686648538,1.9414475137555123,1.1162500025080773,-0.346328157392324,-0.3046060510422792,-1.0606288450115413,-2.8577113013779742,2.970201441544732,2.0440239466522647,1.9733974251915933,2.0768392617377014,0.8756490986973864,0.19942932583515777,-0.16705408466316635
2006-05-31,-2.2581924692754582,0.26811621020724946,0.929750499397803,2.965883176281963,3.2549325938653753,-0.9402982806139585,-0.4700897594615392,-1.6025790188886302,0.8503195689272888,0.9323914805332443,-0.3058438404264028,0.3653061449210029,0.588598339523854,-0.7538380370531422,-0.13664355249987642
2006-06-30,-1.805818995688477,-1.7743066956058977,0.2987445612903622,2.331385469131693,3.4755889281977144,-1.266939765756136,-1.2849842003443133,-0.9021831818909738,-0.2718373201390806,-0.08094830222753767,-1.7846578393303423,-0.03998817386543027,0.2881969622602016,-0.7684446962808799,-0.0756830856906364
2006-07-31,-0.9961498310049647,-3.5235937887112003,-0.16543661214051994,-0.9358779691854173,2.117804151930686,-1.767086058670224,-3.2269344979414627,-0.5051027497927895,-0.7875206334589727,-0.6487173421290239,-2.295660956420157,-0.2566566467917516,-0.08267728853105563,-0.5649144791266382,-0.004146515961848577
2006-08-31,-0.1473494194312468,-1.735148108984696,-0.3430491555948756,-0.3763559402403762,1.8658158954654964,-1.2882761807174121,-1.0698270195877673,-0.40268115365304474,-0.7592448384178002,-0.7068088246226616,-1.9146570345673797,-0.3633552649525521,-0.260591407521268,-0.2550053724536625,0.0347091663720152
2006-09-30,0.28532640194532766,-0.49383465261385734,-0.159757236624588,-0.6384235046272196,1.0625150821942637,-0.9691944617976291,-0.22130230464228537,-0.4450791478247539,-0.4733717570413379,-0.4949256050329981,-1.1515488701106953,-0.22855267066201457,-0.07865177436260622,-0.3536621607536255,-0.00940867155698799
2006-10-31,-0.18510425569549455,-0.027395305505774764,0.03367689594586744,-1.486407845528856,-0.34306098959772985,-0.9156403740990667,1.6479868810753295,-0.32666890600981585,-0.5130923210378265,-0.6054545063579188,-0.5810015445709802,0.04806129614530477,0.12029962618733032,-0.513617600560037,-0.11055064352199104
2006-11-30,-1.3338369861753137,-0.7046208355566431,-0.751325526477662,-0.15846764041919295,-0.86100333821233,-1.1608295638304216,-0.4311798349338266,0.13913051888098527,-1.105658983119487,-1.3850000698963691,-1.0529293799567765,-0.7776844110317422,-0.7449222053358214,0.06469406758926331,0.11593786193820117
2006-12-31,1.2317375335906084,-0.15405442635700844,-0.7089093276852363,0.8036107553388092,-0.33231748160364777,-0.765851107951409,-0.16782465639861638,-0.24675548309576162,-0.30721752052509854,-0.5339910843195067,0.0822439620105753,-0.7034299154583339,-0.6914855430100414,-0.07718009610837129,-0.04323143170976781
2007-01-31,-0.5008039579157624,-0.3422358273839996,-1.2975108243559788,0.8457472928648242,-0.5494604084833152,-1.0753188622515126,-0.9900378542908962,-0.029571646943476797,-0.5360591038481123,-0.8598673450579253,-0.24969165304179167,-1.3543742787186461,-1.3681869409380647,0.4567261031440482,-0.030618269309482964
2007-02-28,-0.4376845949721489,0.1729005359416826,-1.228858299539298,0.2008959470669016,-0.4772407643741992,-0.33906498624958037,0.8679616894001911,0.1547885178992411,-0.6750524488403795,-1.1103701220246416,-0.4696739594153138,-1.2486293931875443,-1.3678440722098097,-0.15003914559359197,-0.07349633433543808
2007-03-31,-0.8959042427968117,-1.0421420026072907,-1.7370645532130988,-1.4253630810691993,-0.4074886904273148,-0.42704483680869304,-0.0923930242269998,2.0118568043739753,-1.6066527206119077,-1.6992444967398816,-0.8799706112231214,-1.7609043654391958,-2.5977146687499015,0.1319908510155266,-0.017268874978829
2007-04-30,-0.2745678249475582,-0.9245244333485595,-2.0075588322218234,-1.1333806519813945,-0.3835161282872681,-0.3544326771038583,0.7113568046626548,2.076015492485846,-1.557817308947303,-1.8644618617155477,-0.8152409642382273,-2.026395721506393,-3.0083378609422553,0.17065304615590843,-0.00715140115762524
2007-05-31,-0.14957542030301504,-0.7508677738255578,-1.5035726629303363,-0.9339302641439837,-0.84152224229428,-1.065495065195628,-1.0265769405233252,1.939794447859032,-1.405152372216059,-1.8157080615197616,-0.8083562350267948,-1.685309196075654,-2.0270366031585207,0.9246021796579096,0.07820074730747496
2007-06-30,0.9040155906907489,0.25044159389568876,-0.8458889964895386,-0.4726537377249334,-1.354876340939529,2.1138542458873526,0.9308963606723873,1.3926141891496302,-0.962343847405592,-1.137242571416731,0.06433086376951484,-1.0310520763008848,-0.9159738051737413,-1.524770112658055,-0.0223722977545331
2007-07-31,-0.2910501948344676,0.24872075277554598,-0.641672307651921,-0.42310648919927074,-1.3025057656271144,0.5477493851138071,0.49799383395667757,1.3886880413259903,-0.9482989286686344,-1.238345328361047,-0.0015031721833493714,-0.747666756252228,-0.641233053627451,-0.43625756786409287,-0.011376686982108046
2007-08-31,-0.12664320093666226,0.2735848219645015,-0.6248611376561305,-0.41094918559593524,-1.2685123620623218,-0.7617540897947153,0.40027535219827115,1.2961861252302094,-0.8711055571406371,-1.1998915444542517,0.019372803890838713,-0.73843860798563,-0.6296830224800746,0.06592821795125343,0.16423370556814607
2007-09-30,1.9577680169960905,0.886353520920003,-0.19541676023772184,0.7325755319943327,-0.21862845388847804,0.6275111401980616,-0.4333901360203552,0.5832344536196656,-0.18318121861776918,-0.05667498384075548,1.420230545155985,-0.12628247349605787,-0.022255017964910462,-0.15313574371062308,0.017960713726431994
2007-10-31,0.14459253641768738,1.1364958998112245,-0.09622882693226402,0.4145506855399233,-0.3919709447837956,1.4106790681475205,0.40012985895167386,0.5278977171956728,-0.10663584763440632,0.022327741219863993,1.138106979977886,-0.0069132539307974385,0.09950289256561533,0.0812424455009879,0.15133134277718877
2007-11-30,1.5795401816705386,2.11605954073367,0.8967681819752359,0.06275495405654692,-0.047097480523347605,2.434480856033964,1.8155791380095332,0.04899905793714832,0.5601702052980237,0.8997459526094505,1.950911965949716,0.9256458170224283,1.139270859222429,3.048349692283603,0.13523758652077134
2007-12-31,1.3269275921795916,1.6856009953076365,0.9312823998592775,-0.1351051420794271,0.12362968633547855,0.7351091472506583,0.40450201509305334,-0.3026078190392365,1.1836409301858257,1.4227830112775812,2.339860323652834,0.8912611920419046,0.9992737152637118,0.7246598684853982,-0.3234782661539211
2008-01-31,-3.5077729495856924,-0.3920250245537795,-0.14780337708089064,4.674376002260176,4.017268037767031,1.948485740401876,0.7639767047264978,0.6720734443883652,-0.2685885483709949,-0.3709218388353136,-0.7982081600298772,-0.16828663059398755,0.06022437863114968,0.10212643597220664,-0.03217435702785608
2008-02-29,-0.22721653290679272,-1.4367234962824589,-0.10100202926981942,2.6133150266178866,3.0049213255453613,-0.2538119772892887,-0.8321883692464862,0.6966242503496728,-0.28388660943380983,-0.4758603946794584,-1.0678597217186012,-0.11349019585494095,0.11901876866208007,-0.3396999552467582,-0.2091076398191607
2008-03-31,-1.7892410363139675,-3.3396556682706,-0.48365118217022846,0.8542981092362076,2.560998099677558,-0.6057162421067257,-0.664016791578622,2.9811443114361347,-1.6003261132746118,-1.6554517460690523,-2.06062084938133,-0.2508552347586639,-0.7719912361308024,-0.04188652570752647,0.3314217208351443
2008-04-30,2.9561525534850746,0.595601269034997,0.9212147975335756,2.8467155365553882,3.4775876156836465,-0.2474249600511337,-0.9471707454485627,1.1122819589189794,-0.30850142818235265,0.8096991511176023,0.23520902504676935,0.27026215875668086,2.2139312772475037,-0.7124819945049694,-0.18051487156900559
2008-05-31,-1.2606549007096743,-0.12543289329896737,0.3689148837231707,2.756059864938573,2.6956910575689963,-0.7786356431909325,-0.3294352614608093,1.4438855185348927,-1.1590224302345589,-0.45018939064410896,-0.6922106734853165,0.24292695000957726,0.8867196676222655,-0.626444871471945,-0.1859381972641431
2008-06-30,-1.2899090690619854,0.022315522082277196,-0.7693635197285619,2.276901454537936,2.0614365590807,-1.135736413490889,-1.33423154779564,1.6290917406039604,-1.7171227217885725,-1.8592039143098484,-1.1831274754101937,-0.12987536024004334,-1.5456800680709333,0.6724538823539842,0.07373523188724579
2008-07-31,0.6264832154343075,-1.3380022424260014,-0.2804095615848751,0.3876289083714611,1.5198251015268782,-0.9350403065949245,-1.642894259147097,0.9887835530471878,-0.9843993383188515,-0.9747576611402592,-0.42247289431492613,0.048941012815904156,-0.49990375469791565,0.02280880591460449,-0.006483004878078266
2008-08-31,0.0007440564595646834,-0.4721055391517534,-0.22809814308516044,0.17366897320712774,1.4055543921700677,-0.8769234740179,-1.2594558138741132,0.7546973552660323,-0.7525004133050262,-0.8718883182132453,-0.28752014996329195,0.07472854928516252,-0.42321422461525715,-0.06239380852195601,-0.19409794411777975
2008-09-30,-1.3526240531017175,-0.5466435055508837,-1.6109393549054725,0.19404454272354227,1.2655062577988032,-0.7262559890220192,0.32045955250729713,1.0669697864711967,-1.1504909999077202,-1.9359605213042006,-1.5221401267872707,-0.4811942768796068,-3.7151210744980756,1.105234305744522,-0.22363725658219902
2008-10-31,-1.446723608496645,-2.1284926168567253,-2.1230990075705294,-0.06380759606977345,-0.024222999232676946,-0.2392156043264394,1.4761880973851407,1.3378710981399196,-1.3207162791677256,-2.387245247895923,-2.0448107286693222,-1.398749460196925,-5.208643921586207,0.44855894127037776,-0.12056467861826028
2008-11-30,-0.6384017127637915,-2.4302345958245244,-2.4092420266271164,-0.8614265469057449,-0.09958640678369696,-0.635219800155171,-0.2748091686806135,1.1960683142545934,-1.1200341859741814,-1.99165059049705,-1.9015569851178178,-1.7504683097985032,-4.998459745886198,1.8455184305524586,0.022039459566291504
2008-12-31,0.3179017439977708,-1.1334132824785565,-2.2382913367877753,-0.03549199529512432,-0.08108595304936403,-0.5454028488770313,-0.6200211760877348,0.717749483705258,-0.7696664642012154,-1.3534534873775599,-1.2664780326677394,-1.6557913447665913,-3.52248538834882,1.5014888247697338,0.0387490026699414
2009-01-31,0.4638522294346602,0.0884550621732237,-1.3926580215224487,-0.4526070844003484,-0.22169386836632077,-0.6762996793356052,-1.7023505795718423,0.325681116360736,-0.45086414522539253,-0.9175562579022951,-0.4955931103642339,-1.143146536780926,-1.8916350049912996,1.2170669865952974,0.01431384230527015
