KSB IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-11-30,0.17914659586177023,-1.0262100504406577,-0.1923129631965296,-0.47414215561866696,-0.5455772948932418,-1.4475972588997867,-1.4045569266992257,-0.7554285443193133,-0.496987736138066,-0.6055001699542201,-0.6184327210243685,-0.17465954254995952,-1.0947500944706388,-1.1207186243124871,0.0749976519277083
2005-12-31,0.16454041167676284,-0.6306330772793293,-0.5430860609434403,-0.16228903436120612,-0.5377633220138788,-1.042000183818741,-0.45315148609612266,-0.334230926191294,-2.114531372742443,-0.5368779132113053,-0.36444641956078394,-0.4067874925210369,-0.6946167191177302,-0.6732777898279211,0.02191607488814906
2006-01-31,-0.2257903658974984,0.07581558462493118,-0.18624049647765917,-1.992705655130027,-0.5689050028578309,-0.39682816416105976,0.12436877111415987,-0.24543753159036338,-2.060579599682817,-0.6212098709547113,-0.4681840962273221,-0.16097456663030052,-0.224260212566701,-0.3334897028688504,-0.02456891618830649
2006-02-28,-0.7329155258065531,-0.4271118644461336,-0.4511725639120552,-1.4639625923858623,-1.5922190377136631,-0.6294788094857778,0.4108651570675979,-0.08357847849308435,-1.9947752412066508,-0.8806103917088861,-0.6958866836496546,0.004568778396047722,-0.4769049716203726,-0.43627185941502594,0.10424905542307913
2006-03-31,0.3929546385849368,-0.3289642508869652,-0.3284788570487211,-0.9968152417337993,-1.1149344918442683,1.1687993418598164,1.0078239479784572,-0.06048759431473521,-1.4887381980032524,-0.6604134146467814,-0.17108646567533428,-0.04265058872436431,-0.43205816952283144,0.7901097265516909,0.18155973491458907
2006-04-30,1.0571132884543126,0.42110979457247,-0.27867665148599424,-0.017970761635126023,-1.4205934615716167,0.5115186107388057,0.2505543287294955,-0.16126713263494422,-0.7190374634991938,-0.1645968752260264,0.6350666193785701,0.19865509982896462,-0.5901000146163097,0.3580790067473132,-0.06580951540762692
2006-05-31,-1.2288860636464176,0.14110802827642144,-0.585119557241343,0.5962482673244915,-0.6682514344357372,-0.306097072608912,0.15724601825219847,0.10348071504597586,-1.0826836442974257,-0.6832807331725342,-0.38653389399063437,-0.3863672252378744,-0.7483589015788942,-0.22860954620802698,-0.2292181660334223
2006-06-30,-2.84075092111316,-1.8411098652777904,-1.443703320289399,2.7601657278492446,1.2524257705831048,-0.2715973276464437,-0.7159859042841564,1.1291805183642192,-2.2089977911826586,-2.0397853661104346,-2.1909206405103436,-1.1763023819038385,-1.5068077405934261,-0.15489056922970842,0.14705758417182338
2006-07-31,0.7198890456794995,-1.901076779496304,-1.1726287839066223,1.986860868401722,1.6374825016498031,-1.0767777019875944,-1.1244008044966147,1.06352108276276,-1.4193857223032424,-1.250607300006523,-1.1795318758917512,-1.0674291872978752,-1.3557893542088304,-0.4450198729509589,0.08351625167317521
2006-08-31,0.1785094467623843,-1.0034010440121832,-1.5546056053216715,2.0521955913880965,1.5109084487278759,-1.2208336018900003,-0.9845275955364277,0.9735700309826545,-0.9268431444298206,-0.8300675046248093,-0.7841953978634559,-1.2215180015218419,-1.8457795347479002,-0.3726666145447025,0.05332335937010508
2006-09-30,0.012968444066241416,0.585663505457485,-1.3582047117014844,-1.2650566484541965,1.4505563272212834,-1.302388318640292,-1.4117290131819267,0.690760704557769,-0.5787816621561055,-0.5478538434857293,-0.5231309822443426,-1.1393303607225442,-1.5620373772731397,-0.4171865084268732,0.021779445264039948
