TRENT IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,1.989727240079699,1.2064048783279315,4.482164137424974,0.865943660469058,1.5369795122036587,2.778752054387726,1.5274130677593667,-0.893838824881604,0.6216683906557448,1.42140539490101,2.1040317176800047,3.362280552137406,3.387303804151828,10.956825715564637,0.016910157986745358
2024-03-31,-0.355231317772887,0.6739524832315956,2.814091220547048,1.2592749148542917,1.5426376666331725,0.4313136879481468,0.7519219994115068,0.9830002948781408,-0.1897308519962501,0.7784420785549626,0.985417783357959,2.3893792142749186,4.9670442974874325,0.40087545207449193,0.11064289189345948
2024-04-30,0.6495945150402461,1.2340176656775035,3.0042927330466327,0.5838593905507563,1.0345872476143911,0.9942671353802776,1.9244069082771087,0.38779477086196806,0.30963268763936475,0.6738622357343282,0.9274050697708477,2.9974877028655618,3.6278309854767463,1.7440072867466174,0.03328418917753483
2024-05-31,-0.206000724392564,0.04675130908495142,1.9756126502885454,-1.2498478068900452,-0.5685618009875262,0.24754968283279727,-1.7638148414327417,0.25610410413114215,0.2234808053831234,0.3462384065524988,0.44550786191749725,2.7882054122208064,2.188655173847275,0.093816974773838,0.18394152568029393
2024-06-30,1.3613261023804868,0.970251904656208,2.0203930487445314,-0.3414490250886914,0.15857625273217715,-0.15814504876278868,-0.2859417071382332,-0.39873976899005875,0.8475864058635445,0.5195019085992909,1.1670099783679555,2.2384722394717658,2.044124115394097,-0.6408121739909567,0.0634818209788773
2024-07-31,-0.04752241323071892,0.6223028337080934,2.0834062113192995,-0.2881127321400308,-0.4125281012493557,-0.5148729979576147,-1.340260165592517,-1.2227633393610928,0.3706369569481391,0.2355656801398271,0.6987242985763925,2.586957360976659,1.8992020829190424,-1.3875785746606888,0.20377583542452954
2024-08-31,1.5483440010413108,1.6257523237975873,2.0504051907648533,-0.36057783585621456,-0.8687549333440643,1.4333266682809993,1.172068984434443,-3.541624835451508,0.0017835144868430799,0.3815382099457127,1.5782901597382843,2.765822606369483,1.349627743336225,2.992722183727172,0.05647176098157442
2024-09-30,-0.1194481829105485,0.7349887162757531,1.9815583558216618,-0.04509281696224791,-1.3517533260786663,0.7786953885286323,1.1587999718798363,-2.7312693735878053,0.9284580399611373,0.10434040372110727,0.9221791110430178,2.8955284749509365,1.377936493298779,1.2867964854858285,-0.060727354612030895
2024-10-31,-1.3899778706111192,-0.009534593724826361,1.3807302120549994,1.8069243290990293,0.8353290674135943,-0.41185023825297074,0.360975127403784,-1.877109429510256,0.03442031152716045,-0.40544044392959055,-0.3212866497101793,1.0635251210170156,1.085897752138883,-0.9772632559123767,-0.04783387841111565
2024-11-30,-1.1479933175324464,-1.489107495229676,0.3126225179837465,-0.8718414153775463,1.7328711120015654,0.5432766402562659,-0.5405341348724568,-1.3516753246909583,-0.5141302364827307,-0.7600076504935305,-1.1209877745727683,-0.0030097874436141444,0.2318893374944677,0.30930562715191223,0.047132207704443055
2024-12-31,-0.16941010170369475,-1.4773112477465398,0.15350511456663332,-1.0982850161355022,0.4480357423695833,-0.6314631552963218,-1.1643163749233056,-1.0694598587827253,-0.554926527943794,-0.8232182632282093,-1.0352540665124323,0.06708837917751102,0.10744452133382278,-0.8767682987010011,-0.21362189864120382
