BANDHAN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-11-30,0.0648059635782774,-0.9997858640240787,-0.3452280871257873,-0.8539265716735779,-0.5393760612082549,2.130115284125171,1.4381470661119142,2.1619273529759213,-1.7910622866793007,-2.1137885659148843,-0.7287518132171721,-0.32912764503329567,-0.9695955615775559,-1.2050179933832161,-0.017774484027577774
2022-12-31,0.001968868983682154,-0.7374418522537929,-0.17425423748210458,-0.7221857465402499,-1.61518044407588,0.9201288271042727,0.3046981449571189,1.439636378314459,-1.651165230793604,-1.9841551708875877,-0.6557853658917685,-0.36513141640598584,-0.4084367743876822,-0.20652634807238002,0.0418121105129874
2023-01-31,0.647435981810224,0.6615941971222528,-0.8934871133681828,-1.1544898139889088,-1.493066532840275,-0.3728345741279054,0.2585941300741757,1.1711346498062742,-1.0532690214699845,-1.0817889605330684,0.16011664177128468,-1.7994574214052828,-1.6438460678563558,0.8118843382298638,-0.05600284531615461
2023-02-28,-0.5365992872036471,0.1718681519696885,-1.0197836276023071,-0.8039045704771528,-1.4209585464387078,-1.4503346514317632,-1.9700669917954914,1.1440557998382173,-1.3779398644619474,-1.427177257260003,-0.1532858997714402,-1.8431877574959898,-1.8840269995024899,2.4021875289845926,-0.16514638148953723
2023-03-31,-1.7973180847885857,-1.2144729807243049,-1.5019758116491282,0.3517472269309819,-0.6606810750972656,0.7325500651606236,-0.05663418840059124,0.6418710054881102,-2.1854951463595444,-2.4336009213576886,-1.5006592707543973,-1.6756178658668661,-2.0117868648624815,-1.0469970968940485,0.15819285499294639
2023-04-30,2.058828780831258,-0.1250869599409558,-1.369430939536208,1.8553923900859204,0.38893213246689323,-0.6400836586307929,-0.19806164349418529,0.374361243822154,-0.6674067302068943,-0.564470174440926,0.6006581071660612,-0.7644448667508843,-1.3451723481293296,1.5927303695392085,0.1559557906469979
2023-05-31,1.7939098020482935,1.9429827124324672,-0.4791688712745908,2.116481373370609,1.254810365166833,0.27612315399860987,1.149999615654056,0.16628988745099252,0.577004897140639,0.9097435642659905,2.4166534511282536,0.00844849110109806,-0.27610685194155543,-0.40520899090428747,-0.10184266412515328
2023-06-30,-0.9543970460187896,2.2887761942920988,0.31633197613773567,1.140664984103345,1.6418494821704774,-0.7317206173855817,-0.8810868125780763,0.16938094838619483,-0.23668391942972886,0.056433520195581004,0.7178914626806787,0.5216548234707734,0.38157009291743516,0.22400861119833962,-0.08018042975060302
2023-07-31,-0.6647005770965619,0.06261510640739787,-0.5166460735857463,0.9244255083340615,1.7119269371721957,2.986160780842389,2.2108300600469137,0.22669649668528016,-0.49829471080974336,-0.5139057813964532,-0.047087441240905074,0.13831113812914417,-0.37828889991301795,-4.305075190599449,0.027374777810310877
2023-08-31,0.3867454654682768,-1.0243156896937204,-0.3779756414453742,-0.5577210091977792,1.51623655226586,0.11445379228511493,0.23594280531093598,0.1670245948999315,-0.11525655928093892,-0.13171278282594723,0.24475872054376083,0.18486701163743527,-0.21780425567607753,-0.24439938028729552,0.0915018603808741
