SUNTV IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-2.529876910090013,-2.8108757112292757,-0.7403666046318463,0.38380365638566427,-0.22351114971178823,4.946548704657007,2.1927816570537426,0.5138459964021388,-0.45306871445385793,-0.38062396329228465,-3.195990930155729,-0.9921029379384442,-0.5401006954093631,0.5262594652491115,0.10184231926896785
2011-03-31,0.6225201077421242,-1.9256176804606973,-0.9029562896452745,1.2581798823521166,-0.04439647903155431,-0.23532902869251102,0.38831030695250557,3.338243898433949,-1.0192202271578126,-0.19756891854934322,-1.6636574612359691,-1.1186570102698254,-0.7024549926479399,0.0693029673341172,-0.05173271962641816
2011-04-30,-0.9054383067091836,-1.686213653687993,-1.0532338473331286,1.1319832977156767,0.0823505458097751,-0.4356282822156891,-0.24640657199847715,3.9467305730684927,-1.6550007051030828,-0.7485624576678162,-1.7537943162945668,-1.2183087315871524,-0.934767535282299,0.09363014972319084,-0.08957187000292807
2011-05-31,-1.202237077963773,-0.9451637478844849,-1.2323883449767938,0.16922006766458456,0.205238917991032,0.21747506450096976,-1.61709956781259,3.3120795344113407,-2.417991942562513,-1.8986142951150147,-1.934728743778151,-1.339897558924603,-1.242090544162765,0.09893424579506668,-0.11666201316658156
2011-06-30,-1.5335428024469746,-2.355789597474672,-1.6123183032399806,-1.2475225256430325,0.15828470547869378,3.325572378467173,3.769508303340346,2.8294024060809617,-2.9118014615141514,-3.2429518589323374,-2.1857536057463967,-1.6457722990021302,-1.9583394879642546,-0.7772157699444927,-0.07599348862275997
2011-07-31,-1.0238851194104532,-2.2449695346783614,-1.7673957730586292,-1.4833582668377074,0.2502376731127912,0.29866267645305355,2.2373269421167947,2.2323904544275464,-2.800153165028287,-3.770940735985618,-1.970983178982631,-1.7634421624642185,-2.299389954979591,-0.022157330850586382,-0.06534705431592745
2011-08-31,-0.8252950291452816,-1.897021686538775,-1.7950595794294275,-1.318886898386236,-0.32856243122380346,-0.2521538547073108,0.2333142025460202,1.8212241422065978,-2.4866450875443866,-3.6033195858866827,-1.9280609771640227,-1.9288382883506545,-2.412579624061346,0.2650185612913598,-0.2608886654631224
2011-09-30,-2.9637914427655008,-2.541345607605988,-1.9866073082724598,0.9241618354525135,-0.27181199599480454,-0.23851246417928126,-2.02504956399624,1.9892124328114542,-2.439409069103493,-3.9007654033310115,-2.6369927287615296,-2.135720109127438,-3.3196260540966898,0.3052087556898583,0.11387467327038173
2011-10-31,1.333988576761051,-1.1796707472523533,-1.6445631902273796,2.856312388123493,1.6396502740483165,0.005196924833910807,-0.34461851054881637,1.1623486545725972,-1.728292345079155,-2.278339122551208,-1.2084647723014623,-1.4824325280413235,-2.1651739079590433,0.08592318253168389,0.017716436326540765
2011-11-30,0.2579150124828838,-0.6205032926152944,-1.4814903540298032,2.6094749878784462,2.2912899319420617,-0.2773300281209805,0.07364335164111335,0.8775861548855851,-1.4085025733570846,-1.792684761171565,-0.5508276948938405,-1.3300726821002447,-1.8616774706630155,0.2499550313996377,0.035065275092486387
2011-12-31,0.4519068030548104,1.1383167555753761,-1.3913198052471134,-0.5900806319647909,2.186621432889338,-0.35936881080563277,-0.14308258178890312,0.6276983015784057,-1.1431430357757812,-1.4082571012094283,0.05760130155578402,-1.2146018717264115,-1.6508447099170038,0.2744261345172935,0.10643559844252187
2012-01-31,1.1737872868902037,1.0432537186103652,-1.1097889180091618,-0.6748331241146216,2.365218263850251,-0.3391448391295806,-0.4993790034831405,0.28788662742714355,-0.8262950715495309,-0.9137945861248072,1.0186043346321114,-0.9908459559297891,-1.0994757875257548,0.13425970777159352,0.01915642995203669
2012-02-29,0.295701130294941,1.07664902785626,-0.8058974440204784,-0.6897907273658366,1.9405070243354514,-0.14560817658107233,0.17061085048326532,0.15194115152238136,-0.6761212649526632,-0.7521249207322309,1.1749456869627684,-0.7924239567223922,-0.6483567252243259,0.09379379869434518,-0.022111126783183953
2012-03-31,-0.15263289024119242,0.7290649118176254,-0.8930902807413761,-0.2768474908356092,-1.1885322637821514,-0.47192978479274,-0.5309142177987068,-0.09968484252200836,-0.7444976139936286,-0.7056691404605911,0.5953704243301678,-1.2740050280762796,-0.7461215344518852,0.7458610148694395,-0.06013156568022375
2012-04-30,-0.4973678109998221,-0.18430235462133576,-0.8677111425879885,-0.7603610132240238,-1.0410160936280786,-0.45753401484346556,-0.6778272246167573,-0.051435840828688906,-0.6892034873773084,-0.7582028757793049,0.054782422626132254,-1.1951943184972422,-0.7536518836673558,0.7843852558430855,-0.1809258831549798
2012-05-31,-1.7765843905881862,-1.3197789994724747,-0.9504711823314177,0.14818359114586957,0.4046134133308015,-0.3825030082282507,-0.5364938926479377,0.26368613439093375,-0.7493244813152448,-1.0964909953588877,-1.1177530111311604,-0.8597865923056887,-1.082963423857383,0.8617551651031573,0.2333009944022378
2012-06-30,2.589257610693642,0.2558295706255849,-0.31958583927461925,2.739427365058582,1.867187091559529,1.1214446686016928,0.9632959660399855,-0.35442802660159023,-0.3555850022435975,-0.31080890440356485,0.5731254754077986,-0.34684789317165865,-0.013598943986820792,-0.4595776986770884,-0.13400485506412338
2012-07-31,-1.0776482819715778,-0.16100661412552983,-0.3642482960682081,2.525674705896404,1.7706737266699104,1.6208611641484096,0.9759792831686651,-0.1378490848182696,-0.4051793280037007,-0.5738789460371366,-0.274255743802096,-0.3371522721201512,-0.1619602716187947,-1.1995178642997408,0.09618805986655735
