DLFU IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-06-30,-0.7583116749415015,-0.9449982139058343,-0.7996160930087463,-0.12146811614680159,0.27797298069202475,0.3768072430312503,0.9043138487894624,1.9008698085170703,-1.7644205786054183,-2.251206443714396,-0.44619030422656586,-0.5225893741849232,-0.7082644254723596,0.5903051165036038,0.09316961530521399
2011-07-31,0.8409420450449117,0.3436791299514792,-0.7055820806024022,-0.15916344998120352,0.1025497356826999,3.131023018100671,1.651355002699795,1.2391241249868452,-0.9052581351239541,-1.2033272275920817,0.12201404561233517,-0.51361789774419,-0.6287845802577516,-0.48124763453574204,-0.16048382322428087
2011-08-31,-1.1463886205156018,-0.7258738786598075,-0.9674183035179178,0.24260751750974963,0.39656030379885016,2.9539852806806897,2.071152351217615,2.7560152937089737,-1.5703647532706912,-1.9288904332828312,-0.7317256884270202,-0.6262551502116797,-0.8970871879757698,-0.9511907861200515,0.10668111723130465
2011-09-30,1.1373974109125653,0.5969923864364235,-1.098004433684905,0.5886700014378274,-0.010560323138896613,1.5234434077749017,1.5989052241522175,1.5646842738037565,-0.8314135675969033,-0.9762443293694764,0.43781088105778904,-0.8285187174582263,-0.9278393794858579,-0.3436416514332133,0.10094236432042086
2011-10-31,1.0424070921105568,0.7954357513683773,-0.7678049183133483,0.5941774829907612,-0.16144588269523533,-0.026421955238098798,-0.8788369009930125,0.8976600335043403,0.0002717120104357125,-0.16452532614905138,1.416748868890464,-0.6655789035619825,-0.6526872461256918,0.8034519212583259,-0.15177893342028778
2011-11-30,-1.0848947099523196,0.8087767442195358,-0.7300548418078217,0.4834972511680189,0.25330692212233125,0.35857157118710886,-0.9207553966309733,2.2584630661106626,-0.8591761818382054,-1.0024780806329443,0.11493626272900907,-0.5896379923449017,-0.681621320868801,0.47460836061201533,-0.1277459837484853
2011-12-31,-0.8373711049276544,-0.6605589372523751,-0.7944876761858158,0.3065711790208259,0.3122982116173976,0.19505163074124596,-0.4662697326004873,3.355394552071537,-1.4015348224023443,-1.5250231185033158,-0.7790617177838322,-0.6157824638498428,-0.8045154028332682,0.5645761078309368,0.16547741069747726
2012-01-31,1.5164833809210805,-0.277742852740189,0.10210062245950126,0.9280714102803677,0.6729064810266703,3.3378279122044856,3.4327135143803065,1.7302323444631724,-0.12455923896113097,-0.2596437690571324,0.7560853622691847,-0.0352366108247453,-0.042559742440096276,-0.037835418909881624,0.04723508254514648
2012-02-29,0.4905881830227554,0.9210120635360738,0.5221074440191815,0.33475969890960533,0.16139799994395113,1.0826042708302985,1.2722560030765637,1.9425782297279404,0.38208308634069643,0.14854995208358726,0.9218024724325522,0.24344828848920963,0.29821022941654507,0.2522067312942673,-0.11571563777303054
2012-03-31,-0.7878160634660791,0.9225150128450654,-0.3579221380241605,0.1696642962791719,0.18955321766036082,1.7177518630566553,2.064544136608008,-0.43323945305229905,-0.5301581033812857,-0.46225839211058994,-0.07767979661915926,-0.26886815930797675,-0.18471210152601403,-1.3624873149594703,-0.07592069029547154
2012-04-30,-0.4355112512464361,-0.5728530138748039,0.21893688075185158,-0.9246777088841525,-0.15724416345844627,-0.6848688000653257,-2.634613564690066,0.2445524560058319,-0.7606016867823169,-0.7467835258846589,-0.3592118579261281,0.10613777929083616,0.31293667673273096,0.5144550115717612,-0.012917294785834825
2012-05-31,0.06148235524469587,-0.90403825266734,-0.07179938496140975,-1.5576564886137259,-0.5858831632237246,-0.655023025432974,-1.2880087358413246,0.31505598711290234,-0.5793924639230381,-0.6078266292796534,-0.2927229298602155,-0.18290621166079815,0.05917292103996943,0.6800609896729274,0.07284963550850876
2012-06-30,0.6772973314978433,0.22947405134670254,1.32156440175498,-1.0762767351632359,-0.9546339128152135,-0.5969017653965772,-1.790805130807042,-0.6400057274797198,0.028422111580231727,-0.006534424084426685,0.20996466607422395,1.0443689628194885,1.17887202779078,0.05624022373613827,0.051532500225313645
2012-07-31,0.5039382069398266,0.9513245468063798,0.9886953116156013,-1.6070175976751209,-1.909556759064033,-0.563245644180876,0.11844290440825624,-1.3069876055908887,0.49088381107203005,0.4383464524003564,0.7276664383273512,0.3925649046518883,0.9670858010336781,0.17536769318023704,-0.06931752184990848
2012-08-31,-0.40544550610560504,0.5814655438000443,1.6244131125225556,-0.9515532297177367,-1.9535553330367954,-0.5626730253783768,-0.020110486479275675,-0.5382608990656808,0.19026973693557564,0.11378930985358435,0.31735217148925865,1.3841807336777436,1.398209255489919,-0.0667079622929471,0.17885490377478772
2012-09-30,1.4732459319817341,1.1953142419197935,2.046250312900035,-0.17600527105106764,-1.3309179220679777,-0.3129184326173471,0.15929381701089854,-2.917405568622136,1.7291282049833145,1.66282920336864,1.8166520289555426,2.369756846334637,1.65174885321257,-0.1640300596586214,-0.13989056801042513
2012-10-31,-0.9184199265199784,0.1379747366676745,0.18558682043082847,0.6207010282551001,-0.7711911761624474,0.8459222273607437,1.420253490839229,-1.2119134895107269,0.5760368607509382,0.5910872973145044,0.3641300969647327,-0.1208982401708508,0.37151770081475505,-0.5736278248272718,0.033934424245168765
2012-11-30,0.42922586917302347,0.8235596149070892,1.4838091195045744,0.4651526124129408,-0.7763748396059328,-0.753415391062289,-0.12893469712921876,-1.611397220971619,1.3979149573819047,1.342451599243015,0.5663109045713369,1.5072179992342631,1.3355176749459734,0.006217623599945301,0.09452991187276184
