PHNX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-11-30,-1.079471851794023,-0.4316430751546602,-0.21287543280657237,-0.5455474492783162,-0.9678959491854068,-0.6525145424959554,-0.16307626397273275,-0.8534235798549047,1.1215914393538324,0.83089051531155,-0.43743781165604495,-0.39027314772955085,0.0372569880748663,-0.18297371019010805,0.004047678114580854
2010-12-31,-0.2731555793216794,-0.5454903289043103,-0.3330805209642456,-0.5005491374642381,-0.969523149542411,-1.206408177915805,-0.7540033273192179,-0.7390774963291608,0.9755762427566593,0.7107909668839697,-0.5884245693908656,-0.532356382334375,-0.06049092899777297,-0.1749058780916188,-0.10715746133452805
2011-01-31,-0.8704107669527419,-1.626030663854846,-0.49230868476295847,-0.9407101500358097,-0.8266521324374975,-1.436846213065981,-1.6650156002674534,-0.49388734247204336,0.3530788856804111,0.3004947269589298,-1.137815355570292,-0.7808387208344667,-0.16963332023975425,-0.03330622047605786,-0.12240250192981314
2011-02-28,-0.96091293620381,-1.4657697101642644,-0.5809033000467174,-0.8787846877265177,-0.8204442544650534,-0.09686367914570275,-0.0021604567182767517,-0.1869813388597252,-0.3850921315596064,-0.2983304766252938,-1.6091534529608138,-0.8670236708981882,-0.2589952240970981,0.007017846734183457,0.0314592719062829
2011-03-31,-0.10193471686031502,-1.317669451746534,-0.6322719746574733,-0.6576636351218604,-0.7244737846968818,1.0230648896691579,1.546934577342467,0.8665487291612961,-0.6846900253752322,-0.4960590835868989,-1.3929602091134035,-0.8691729435000629,-0.3642300548293044,0.013442560722560892,0.11464102145335349
2011-04-30,0.4414681167941642,-0.42907281191340646,-0.7188010947642797,-0.2500245276790967,-0.6785576411247376,-0.46700586281828405,1.632859608388799,0.8138102161581823,-0.11532873408076111,0.014735017974107456,-0.5405791616759024,-0.9223319874060725,-0.5310598676920654,0.017050993416971486,-0.08743727137426151
2011-05-31,-0.8172089770791461,-0.23015728981595257,-0.7979687752293227,-0.37815753878434677,-0.6843872494527908,-0.5512603953533777,-0.5571796058628212,1.4869410704880721,-0.9054984155206638,-0.9114678868537313,-0.8148626775976374,-0.9933225981535777,-0.6431590580345423,0.04371729408359329,0.011646505386323504
2011-06-30,-0.010924715292809048,-0.22737171585455862,-0.9400436766682695,-0.3609012333080551,-0.6135328242170714,-1.0642334403014941,-1.8892261866423516,1.8491129825456618,-1.132779758242398,-1.1614646234452244,-0.5442934981880237,-1.1616964024500191,-0.7939111112135309,0.16483575026994882,0.11003378941015056
2011-07-31,0.7269805291507414,-0.18489908533740457,-0.8458935226747212,-0.31869553604831835,-0.49210256913848544,-0.09193619125886557,0.050762934287059226,1.4613190022938545,-0.20561329615209636,0.06746842660095016,0.25521753898465876,-0.9752701063272953,-0.7187444627031851,0.016390967974460907,0.010785567626010274
2011-08-31,-0.12064497640471111,0.3988915710696357,-0.963488351791564,-0.9258173235696415,-0.8122805729961627,-0.8014739855670484,-0.6271241967351951,1.5289553765456203,-0.20502989083557543,0.04407614671252634,0.123042123544913,-1.1644189688364595,-0.8461827073127208,0.10545074896426902,0.006323249634827626
