PRJ IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-06-30,-1.2644513212923252,-1.0264462799537133,-1.590824722760025,0.9917036684433651,0.8260222447776071,-0.9258509452490841,-1.1418142883893836,-0.810277757953207,-1.5406477304983033,-1.6372958907042436,-1.165218143282012,-0.8669785796979009,-1.4193155834779836,-0.5914365660095678,-0.05165908113795591
2006-07-31,-0.8985299942283521,-2.4470214528676646,-1.6879583443436244,-1.9263392538282589,0.74321648131819,-0.8250941097811177,-1.7937330789593557,-0.569482551909436,-1.8387711661785007,-2.1810997304612862,-1.6467498001653762,-0.8859038684427467,-1.354004611353954,-0.5630601955991361,0.10066401009723602
2006-08-31,0.03072662497937536,-1.3433377097899477,-1.9376319938260742,-0.7795250062968483,0.6515534312018731,-0.8847246455857035,-0.8603411310082887,-0.6378213678089687,-1.301694766575226,-1.5718797252835808,-1.3309622809812252,-0.9743403664600442,-1.391059589676732,-0.538173165419773,-0.05979066901333842
2006-09-30,-0.8524164788200904,-1.1311201443164103,-1.6527933402635406,-1.0103863641987378,-0.28939082337712363,-1.0094965387734913,-0.24849306539910568,-0.18212475723443583,-1.7589803786519713,-2.0791399665800627,-1.6087447092286913,-0.856173324484646,-1.2350965254637882,-0.5540050664786533,0.1249456570897298
2006-10-31,0.23046459545162043,-0.37773879150095147,-1.1947232979070173,-0.7986625326009906,-1.728751630728558,-0.22653448428151401,0.3889781122383777,-0.3725794827728304,-1.0098296771649302,-1.4285918612017439,-0.7773971713884307,-0.4583376140763249,-1.0530340995541683,-0.40391294618201756,0.0376718504202993
2006-11-30,-0.24003812518914308,-0.5650668609520376,-1.2848994626184027,-0.8372667355899313,-1.7860917988801348,-1.100784502538908,-0.27137646783807134,-0.2639295636963586,-0.888751362234432,-1.3395532549940043,-0.5622449713001625,-0.534506565910379,-1.045591379790891,-0.5950268530552658,0.005743841179252093
2006-12-31,-0.5084918157152236,-0.3008549098770038,-1.310602966118118,-1.1976189402200865,-1.961644839988365,-1.4524424123737072,-1.080240071075791,-0.06380638458146265,-0.9446942163727081,-1.3889177707332347,-0.6510480036225987,-0.5390797538244358,-1.0150279249917082,-0.6431227709955644,0.5142561588627799
2007-01-31,2.813276787689599,1.2344025468274822,-0.38023092676906783,2.0568225176535213,0.9444317455159581,1.1640068927523801,0.6954726797661697,-1.0030053640551555,2.5221201067266983,1.6852708343116762,1.7763166173520974,-0.5025572243328261,-0.8584004909072814,0.2997510451585759,0.09412074860861783
2007-02-28,-0.0172303550798361,1.3483884612120027,-0.15955721758898225,1.647064341106618,0.9518806050811172,0.882286550629122,1.4687093799464632,-0.8866862027831138,1.7853937407725728,1.5834810631085383,1.2831310025188987,-0.4146015790810545,-0.8019424996091566,0.2789464384774486,0.07177354890361669
2007-03-31,-0.11314733995048161,1.5243969900374572,-0.6379155388948982,1.2048931792139856,0.5733809805552965,0.8627198042503254,2.4380279244455854,3.2907093287701317,-3.505979575578366,1.4286316055793709,0.7440063289889659,-0.5603351122399698,-0.41728411480883504,0.03661233888995397,0.2747680494193325
