CBOI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,1.3071797674526564,0.5476581243021842,-0.4223040116022416,-0.2647814402281259,-0.5446091356413988,0.5796012504839084,0.47514896528870953,0.044530833762805054,-0.5767478388647697,-0.610644576502951,0.6584115264416196,-0.4574983000018835,-0.20191271616170076,0.19472887760488533,-0.05964244895301954
