MAXF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-03-31,-1.2300171507894233,-1.0240102423323403,0.7841371373246644,-0.5624714008093962,-1.278063617727013,-0.4423476776344836,-0.7742208011545872,3.9400993558385085,-1.5124756637046401,0.027787024374370358,-1.310389141698477,1.6531817053592728,7.773374278726019,-0.8981568456218628,-0.03241802664148272
2013-04-30,-0.5579233682420593,-1.4250633257214598,-0.48677643420847816,-1.331712373477621,-1.837300868519268,-0.49464491806791705,-0.021483557577163834,2.6073211585257035,-1.466463247978518,-0.3838240176424502,-1.352085592382456,0.008048663235642385,0.8262955848720539,-0.0629688196058425,-0.014876452048840465
2013-05-31,-0.30660980085785705,-1.2029858898562653,-0.18757836268761238,-1.0895039559461759,-1.6922842188708316,0.06336362755792388,1.2412714151242437,1.93597937394662,-1.3000027691027114,-0.6738286977126267,-1.2040601763788386,0.7022568460060824,1.7179645174274354,0.22099576327610293,-0.06620912941562164
2013-06-30,-0.9103758498110569,-1.0081236117861863,-0.8711086555749221,-1.2450674078684012,-1.549780420401459,-0.23523196019400466,0.5292512457593102,1.606357305064295,-1.4240906679183933,-1.4741375858716668,-1.4279873890388264,-0.7581052239088234,-0.032160919256251155,0.2283749658102246,-0.051081785668637095
2013-07-31,-0.6556746626925657,-1.0545558006246913,-0.60769687043504,-1.1971635469803685,-2.0373231690116542,-0.42557218057915325,0.28353753418406125,1.3455349276571609,-1.414278497566056,-1.9398394253563898,-1.353544544721454,0.3095144279441797,0.5911784910430157,0.09314396810337636,-0.16277943374993867
2013-08-31,-1.9543759720286424,-1.9539903967013081,-1.574122995181072,-0.2620818841840548,-0.9070223822152533,-0.49979445509798076,-0.6211585452442276,1.3154062527708603,-1.8702129898053128,-3.0559840543738077,-2.0144755011225364,-2.078725028113058,-2.6101650896860495,0.6447836372478365,0.17225131933816404
2013-09-30,2.0119098738200836,-0.24522277793183705,-1.6403573091090895,2.5713775474090035,1.0957803769924461,0.5241556698853568,0.4443029135816269,0.7739832342922766,-0.8211462629460068,-1.2455940373125063,-0.20931158220119866,-1.5575037691370637,-2.5448062706547927,0.05196372366003814,-0.014972413058929828
2013-10-31,-0.16179851505122425,-0.0008860841894360756,-1.8708984360342447,2.1165983853076393,1.0104858607185916,-0.5907802866622768,-0.10192713581602642,0.6323927592009119,-0.7820645237207671,-1.2642546418030398,-0.106371010028859,-1.6990980015688661,-3.142932966167592,1.1533376928104557,0.10583887012760325
2013-11-30,1.097246032941135,1.6923484717854766,-1.2252954710614221,0.2888283059127096,1.3647617261504923,1.5487964655862665,0.8933159733310272,0.3299805895342933,0.08971089673654321,-0.4993410391100217,0.9224515050932406,-1.1383681881518977,-1.4120666177384902,-0.5991111115158846,0.02834854065644152
2013-12-31,0.1956652288317878,0.6578999127632191,-1.0702469577181206,-0.4557380034314379,1.1235553156523823,0.9315194434650965,-0.13631147377419112,0.1676481730816411,0.4253252538119045,-0.36496562285098577,0.9903640648821977,-1.0265912891176372,-1.1325408140207844,-0.22310327706531774,-0.12921573901417055
2014-01-31,-1.6171244494894816,-0.13442237616613792,-1.6252270662276684,0.812895245976978,1.447895825305877,-1.0662079189286195,-0.17803320487073213,0.2589370053139151,-0.4417999459855909,-1.6187363379106992,-0.3454294410299055,-1.3663899026980155,-2.498036405733752,1.512648154528503,0.013138203827435628
2014-02-28,0.07214522593039549,-0.7917107459873286,-1.3446412609482192,0.12756100121355918,0.48072208670317407,-0.09638678645565792,-0.45668583306242005,0.10507056056322898,-0.18380000835663324,-1.4898642251165988,-0.4929440786801536,-1.3296658114075603,-1.832061004737353,0.5043263540809725,0.0779370681558201
2014-03-31,0.7679425728847921,-0.44105749186325477,-0.6912927820314426,0.5766366663307751,-0.21354216897297143,1.9716693473987223,0.43378258514486356,-1.6670316786316095,0.35229713301488264,-0.7651966869488593,0.11599662204845547,-0.8222282629793201,-0.07859537972758943,-0.27099549502751386,0.026744498801833223
2014-04-30,0.19364950837911712,0.6295124773467576,-0.43819932013377094,-1.0549965434096602,-0.2338233793639148,0.4277970420889222,1.0146865478233433,-1.5812161778514087,0.6029321464581118,-0.5027944000150286,0.17292258646437472,-0.5495212824688847,0.0043864892249083605,0.21736008478619334,0.2100572398781769
2014-05-31,2.3520908694991975,1.9864193482061239,0.5823128945398987,0.3148386314493772,0.7355455774458799,3.1704570103115386,1.0954604730207913,-1.5504602010600237,2.773553779498867,1.2826629915622307,2.142427744403493,0.28982897746318687,0.27806414245936184,3.066252463168626,0.08922416207468485
2014-06-30,0.774543040944643,1.8749022983864445,1.3742880721285677,0.3072023421615985,0.7878298120978242,3.4415467505480186,1.0414664415003076,-1.4750240783658846,3.0784990154513032,1.5792727456774236,2.3153704463487044,0.9120595422270797,0.4502857588782993,6.098916960640703,0.06269859421556398
2014-07-31,0.4718931554635579,1.9246015562611436,1.9227326373156615,0.00844470669574909,-0.5934253252308366,2.22069059456573,1.4599209449348445,-1.3946249619039148,2.8191747204276005,1.5707245728750434,1.8188692324435838,2.5043988063361997,0.5628203229336366,4.199019690446446,0.058844007865592726
2014-08-31,0.3760241877936814,0.8698465858529983,3.1361695407986327,-1.3686558523092145,-0.7726698697836669,0.04335001254183636,-0.1714792099798178,-1.313762800985312,2.5384516805438606,1.4355792683689639,1.3564579617052785,4.3652271101755264,0.8352011720399561,0.3248646217707535,-0.01720221442014313
2014-09-30,-0.440387603273044,0.21863577746088295,1.4777479848296164,-0.6640316389763127,-0.3054842912225618,-0.26623971188835005,-1.1436691332720044,-1.231873260959109,1.890788833283847,0.9724613455408448,0.48713763776491137,1.4288852179062779,0.509076184112566,-0.329132469018719,0.10393058588927627
