GUJS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-04-30,-1.6933516494544685,-1.6870847312938075,-1.1844029423715488,-0.3227657633458081,0.14881285344876938,1.1550550206450816,0.8377695142588449,2.262877656777532,-1.434895658500126,-2.365732891615772,-1.6516811025806342,-1.1789989994436958,-1.7178930795127398,0.00186192505583195,-0.041801751555694024
2012-05-31,-0.3042496176288005,-1.2798514452381944,-1.3929633122978895,-0.21637621341383778,0.09848433539292789,-0.969035754277687,-2.1958233720911604,1.9343901640402195,-1.1305893508763085,-1.885746961265795,-1.3479756313417304,-1.2330941771591355,-2.117695152231993,1.9926403756152753,0.10140011444172942
2012-06-30,1.357701413972751,-0.36600969002172695,-0.7980792011482225,1.32903426858478,0.5176397624353303,0.3417512874386294,-0.07273272709065169,0.2213681766087009,-0.6742237030136701,-1.0849689179954671,-0.1107699492367725,-0.7206008611110313,-0.9472080943894211,0.29628613020244277,0.008534902449837286
2012-07-31,0.2762109658326443,0.869105555341943,-1.261697916870067,-0.31779331918085846,0.04643426912917573,-0.7748927477719251,-1.3235430560930697,-0.144482747879387,-0.4539089516070694,-0.8533637719990678,0.35481176463150077,-1.0773856415400003,-1.5090998473760495,1.6524124100333852,0.10479378285716583
2012-08-31,1.393076461140278,2.008229978327412,-0.7933396962668361,-0.8993386885623242,0.5534284173754623,0.8067904170314142,1.355975295778315,-1.4407734262832363,-0.06173105141970029,-0.28850505737847343,1.6751161288796732,-0.6455399033145466,-0.7400201731338361,-0.3858858549410467,0.02891464791954094
2012-09-30,0.5050642149208018,1.4366276711650565,-0.8270569044171057,-1.122692419225266,0.5131280257817884,0.7515498808164793,0.09124680869664868,-1.8268043615269223,0.19750936449800643,-0.055188598938850135,2.0211667256107932,-0.6872902319077784,-0.7386453879508948,-0.4901379439383454,-0.06726839006204526
2012-10-31,-0.6108178138126582,0.8226226611911981,-0.8096794265031029,0.023217048818713816,-1.060486203789682,-0.4457757760626559,0.38824838045333904,-1.1371737538573379,0.18277471716565766,-0.26043704437597903,0.7831631690577563,-0.9795813372527234,-0.8125857047315264,0.7708417103359948,-0.024825159479027442
2012-11-30,-0.09127606788909037,-0.12911940868651137,-0.38364105488147815,-1.210007482079339,-1.4487012327022741,-1.233372671562394,-1.4127362690570373,-0.9781483926473543,0.3153129870130034,-0.2618464767249964,0.244348144053995,-0.65788296575575,-0.3635898563721958,1.4241293734178224,0.04190836073247599
2012-12-31,0.6501421153160699,-0.032996893493384506,0.696269728384571,-1.0243827830335355,-2.3670351899174267,-0.11840719312772466,-0.3341888563128762,-1.571360215991821,0.6560003919852098,0.07417242224399632,0.5587119630013649,0.5876775390647484,0.7905107118108177,-0.09648719712859097,-0.05696682460667747
2013-01-31,-0.44538924228285953,0.080591033184273,0.030326022705055793,-1.1580854853145646,-1.8807014717126074,-0.38394404636939855,0.07171121095715327,-0.9067371272680884,0.6959371605249018,-0.1342964380986059,-0.11044922849679248,-0.2384130749410535,0.02476975182417275,0.3436259638647526,-0.11228095850240018
2013-02-28,-1.167366867867657,-0.5880354728255759,-0.12732619289070607,-0.1864893588873333,-2.2011773387750933,-0.6919162987175372,0.5691851488190213,0.5948879213795635,0.20856556742717683,-0.6507646731214932,-1.0077128003629536,-0.6611856582198987,-0.29241887886712603,0.6903894487712916,0.03338701603273719
2013-03-31,0.5656625482516526,-0.6814104415295167,0.23071305441560547,-0.279153175974799,-1.865616877158794,-0.7890315995142515,-0.7007073902936127,-0.3751450449998661,-0.37702533140075817,-0.27910282640020323,-0.3428825189846546,-0.14532728313597962,0.13850170162915307,0.4785236234678844,0.002980628138137941
