BBTC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2007-02-28,-0.7623559098970757,-1.3741467874883662,-1.8330882928611507,-1.4670531396586872,-2.0180079572899743,-0.5670225159668122,-0.4979936497047755,-0.2628754925705483,-1.9908550096060744,-2.342852214801986,-1.4216040936470846,-1.5855449371634909,-1.5243575390832054,-0.21366748133305916,-0.14136610699868177
2007-03-31,-0.853276149010195,-1.6330830645824994,-1.7520849886803664,-1.2911290670343933,-2.067493581744933,-0.3032846292249823,0.27971145823184485,0.4105432313678287,-2.9543678077330733,-3.1997736434981254,-1.6643408918131042,-1.7210877359680719,-1.5286417160584542,-0.13992606910658892,0.023460394534195114
2007-04-30,0.01182634473032824,-1.1942046685213823,-1.6095246202702311,-0.8316632469461674,-1.7789125244710153,-0.2702488851764478,0.23199655382375203,0.5742501875232818,-2.514951030089798,-2.662607543466568,-1.2255943794088495,-1.5881951222843882,-1.4667033166894174,0.04731905731239297,0.17758701971184268
2007-05-31,0.7383674063013954,-0.08512861618385809,-1.7037716233313667,-0.20877980142211536,-1.0417974690272698,1.4861273163335857,0.7976933092227073,-0.6477735486120401,-1.4261389487640466,-1.1769974709057844,-0.20234032085021522,-1.638463219165488,-1.5189564195097902,-0.302211065557922,0.09684982598991762
2007-06-30,0.36346014560838374,0.8342728728313278,-0.8687668921645756,-0.8595950959298249,-0.8828383146702767,-1.1502890291383838,-0.35018306053983345,-1.2385964682271018,-0.8780011159185369,-0.5197024314171879,0.39179717852538304,-0.55874306879575,-0.8675299705477489,-0.27594500614895234,0.2579435337788917
2007-07-31,1.1232438398726727,1.6360970561227262,-0.22579867829690278,-0.786419114970599,-0.44851456346710183,2.498458067243475,0.9624344118091986,-2.6605571200670344,0.6664215563217626,1.105467220176982,1.6388135262900656,0.0008237654439624808,-0.5304611529999721,1.309243559046064,0.004958509674402295
2007-08-31,-0.11435047138666336,0.98982661872903,-0.5660861238961004,-0.3723871264521563,-0.6423105827302827,-0.5927806366909129,-0.43741455583083666,-2.028857437502701,0.5808078330878266,0.86887133928559,1.1346774301022753,-0.2569203890602442,-0.75988094237575,-0.3265932444290099,0.35488840278746564
2007-09-30,1.636294669373907,1.88637984635647,0.1730087045558204,0.05121518208644331,-0.6657497928831506,3.2002332911982196,1.730725870796662,-2.5927641359931473,2.5144758484390723,2.60273132105521,2.46897748307009,0.7269468810570123,-0.5503285638393806,2.198182270597924,0.09509080037300877
2007-10-31,0.24746302013298876,1.1908785460468487,0.6357921128321806,0.06047029667641734,-0.7704069907070622,0.8598586969808254,0.22722543158189637,-2.2771562783509913,2.0851754260922446,2.380425814768169,1.6550763586293689,1.5463084406000311,-0.39157234686517306,0.7203934443883209,0.044323570246397465
2007-11-30,-0.10547554975610623,1.2493874061672343,0.7494622660656789,-0.032299757763693156,-0.6103864763094524,0.29417319178778495,0.7464755705424588,-1.8437804261397042,1.4908066939571074,1.7647046507577344,0.9511270089187309,1.406993307114926,-0.3125274858764291,0.18309432211460072,0.06081751784221755
2007-12-31,0.02173774323825313,0.12790219713409684,1.1582983988459141,-1.1217435472690322,-0.5209337155554745,-0.2715778328168914,-0.9994742942388971,-1.4707758620367497,1.1969674152066543,1.3989827182641539,0.5144890903448675,1.7402876030532155,-0.13152337188400884,-0.45317563570429104,-0.3002280416202992
2008-01-31,-1.9268757495307804,-1.320135857840905,0.1742224692182928,0.43548381396062,0.35139369198558196,-0.054496658438039705,-0.35027574677636203,-0.5738642253771826,-0.27789836835796466,-0.11526476830148398,-1.1172815600254828,-0.03066823904425223,-0.2742168752246279,-0.21305132424920897,-0.13353139262452263
2008-02-29,-0.8787316769225064,-1.8270825787347407,0.13951887727223636,0.20452695098163617,0.5025028332557168,-0.958357392329638,-0.9505761545744208,-0.12610468757499932,-0.7672818398789168,-0.7805174646592324,-1.6003965359785164,-0.12231156323340253,-0.1241704804431168,-0.9064040850178592,-0.35667494393873245
2008-03-31,-1.971625454540597,-3.044707445435847,-0.4839848119215505,-0.3459386044312049,0.22272412453447532,-0.24011622616069137,0.19825963038895333,0.968841236564669,-1.789836843849811,-2.2812684325254455,-2.263218223408237,-0.47510808316059,-0.33321407411936815,-0.2718393173289258,0.4070058706371075
2008-04-30,1.926578941655259,-0.44491193477228097,0.9233961823384002,1.9797046717305808,1.2720470060172764,-0.8772023033383877,-0.7465743455637068,-0.21800216897003155,-0.6061827172242631,-0.4795789086116572,-0.6538749252441594,0.059107688061594166,0.39847048000473523,-1.2180143463587914,-0.23838315820131487
2008-05-31,-1.1872990159609824,-0.7052207069324273,-0.5378629176696339,1.9167773710540423,1.2311018530192317,-1.0062199777201148,-0.6834582894160086,0.51454692124724,-1.2085983288448274,-1.374973581507315,-1.0844457234198668,-0.6648682414658231,-0.46957750478866256,-0.5169153996244131,-0.32978202241752813
2008-06-30,-1.5497262328668275,-0.5644812968834544,-1.5419189642506868,1.6842842360456154,1.172574992655904,-0.9379106650575648,-1.7700114306593224,1.8096141339828342,-1.8209676782884991,-2.5685800032599215,-1.5162760630515344,-1.1306527093561702,-1.5504114983799353,0.2457781356515373,-0.08608179291153498
2008-07-31,-0.4540172771552541,-1.978054786114556,-1.962383707287256,-0.3261271840914968,1.119596573158089,-0.5853246814411737,-0.027147122159729684,2.1873356249901277,-1.7675262589711198,-2.495206112027233,-1.3279056752559983,-1.3657824768717433,-2.286476169127616,0.4287119287287864,0.10883878003415107
2008-08-31,0.5403302093699931,-0.8362566421006724,-1.651414318455697,0.5583078624669731,1.3501295201352943,-0.5198417810379752,1.034036852829315,1.537733626549563,-1.4155311440410165,-1.7877732415169318,-0.6922798934551124,-1.2124098344986534,-1.7037796507279126,0.3002869212443796,0.017809220211182353
2008-09-30,0.09905731456502949,0.09986981072633429,-1.904010667616054,-0.44453493390768145,0.9811714060112711,-0.5874041544188567,1.170967862197033,1.3405053393108706,-1.2390203632420296,-1.5267574243951598,-0.5388213070045469,-1.4230004869495463,-2.0224467184186996,0.5240246319166113,-0.6711349065844561
2008-10-31,-3.4200103445194157,-1.4750555411221564,-2.1732467562433775,2.4508280747786744,1.2349129063430098,-0.8069344332023757,-0.9827641526820864,3.7558336776819385,-1.749421521851108,-2.8587700357125048,-1.768053526765735,-1.5580177288932373,-4.111903144913313,1.019913086816645,-0.1382615669999241
2008-11-30,-0.4420834712552079,-2.0008066032996474,-2.0302126073310536,1.5796531436613719,1.264904611585642,-0.5803318324328363,-0.6214543821189106,2.7312023106093783,-1.5413077138255502,-2.3228336435957457,-1.5245724351494732,-1.4489915009901853,-3.8385424152635363,0.758930677611575,0.10156020014949625
2008-12-31,0.5933227797859152,-1.5596200935390534,-1.7885600086528703,1.6916528261067707,1.3311680702307847,-0.22960408948046826,0.060239503261332816,1.696022653804468,-1.257644440959695,-1.66878357765282,-0.9501914878268772,-1.286826342606302,-2.6446095050276885,0.2807106461051251,-0.2408222674830038
2009-01-31,-0.8637737641915078,-0.40363050093345015,-1.5819104514765114,-0.09736703062431029,1.2706906098844892,-0.3123817901556027,0.8021061900064285,1.8432314750488692,-1.1913619212524216,-1.6555752746761163,-1.1447917805023766,-1.1681892110772387,-2.8290200691730525,0.3172765934417856,-0.07188476769307069
