UCO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-11-30,-0.5224082183782196,-1.0242711310837602,-1.6511079181959845,-1.4849590157669172,-1.8785630694397366,-0.82772036384148,-0.3308265168591323,0.6908883650091668,-2.0214875938904693,-1.7571542964512479,-1.164194639437917,-0.8379295678193648,-1.3607805812560063,-0.2797234492450078,-0.01380893476420427
2024-12-31,-0.31341153469421523,-0.801418637490608,-1.6921561399172054,-1.2826740453023255,-1.6525731868059181,-0.295977710573032,0.7807149565405218,1.0329689897031138,-2.041428744487108,-1.7966514013820283,-0.9890924252217898,-1.3780030969041934,-1.3791677658172834,-0.13477551554035813,-0.00823991844553391
2025-01-31,-0.18226805332163915,-0.6462127136160009,-1.7990239069145801,-1.1909699240715408,-1.6284505136787288,-0.37573850631028294,0.41172348796783287,1.0456910384402431,-2.2389966550829152,-2.1442527090135983,-0.9241867094764958,-2.4571891028470474,-1.4987010754246903,0.09520378376176833,-0.17924653773369115
2025-02-28,-1.6268855379560458,-1.3698833590841832,-2.067019905329807,-0.1538881852403301,-1.042642301264461,-1.5516614870576617,0.07987418950144039,1.8491143383211166,-3.0591322294771635,-3.5286184129625022,-1.7425019442519303,-3.013669299301199,-1.8627835695470776,0.6087830412555447,-0.018593570213304114
2025-03-31,-0.26678596630056906,-1.2793850566042353,-1.7573695594493244,-0.06718776895968967,-0.9445200576691336,-0.9485729112033648,-0.7996806032226295,2.188521501352576,-2.792947493601897,-3.1084551247864987,-1.3838129919694262,-2.318868099181375,-1.6319053445401963,0.39517269093704654,-0.13955188040610572
2025-04-30,-1.2771907470216666,-1.9967913503687602,-1.7710312759272742,-0.27342057329170233,-0.7379113562669162,2.6202256136968343,1.1394104756844046,2.6204473941973925,-2.754493004521662,-3.114200503005069,-1.7279258608538077,-2.272681902983014,-1.812164559932268,-0.7686001624365496,0.062422757918207374
2025-05-31,0.5173710953188353,-0.6131992547100242,-1.5418680572205945,0.042908438404794136,-0.3810230737110618,1.1205358227071913,1.5603076094244934,1.933766013779113,-2.16246779979967,-2.3702366185628763,-0.9370024345746835,-1.715758509635034,-1.524509216794622,-0.2481864261903081,-0.01986314349941156
2025-06-30,-0.25530800440989476,-0.592419772431467,-1.384311681258218,0.09573456516774997,-0.3173206660663139,2.7910180638492066,1.799966186182868,1.8877928434579576,-2.03228296889641,-2.2719237957838545,-0.7210814664060298,-1.5388999015143274,-1.4000736232926676,-0.908547606830952,-0.08398565607309272
2025-07-31,-0.7908231983310545,-0.2826673249254792,-1.3424046274583532,-0.29615966673588057,-0.3201819391675427,0.05902364385700686,-0.7664012908379219,1.9620236140866738,-1.9470435017710608,-2.4821513628707517,-0.7895103303328214,-1.5197912690165098,-1.4958684280337677,0.09037788380461978,-0.05485078878112297
2025-08-31,-0.4903140331156259,-0.848084008753882,-1.2027212926636257,-0.9273149201606194,-0.7248891359862352,-0.46592134326565676,-0.764643175790515,1.8007680251061136,-1.7520083116763638,-2.3380545291368984,-0.8143738509372023,-1.569699761945458,-1.4126199036235934,0.3095464365680918,0.07807678305609539
2025-09-30,0.7143840444452172,-0.3139120149351584,-1.012724986953969,-0.07220865096491302,-0.32213849307750814,0.08175887203481809,-0.8344971681522871,1.2112543177080983,-1.3617376714765983,-1.5849764738768455,-0.12770511449391692,-1.1134570001243906,-1.0964294317308676,0.029114749223187117,0.08545227438849194
2025-10-31,1.093297390028979,0.6754076286765391,-0.8953658787672641,-0.1444468321080988,-0.5133589125664717,0.993013319869102,0.7057574741075996,0.8043240446324949,-1.051447939694625,-1.0835182878295189,0.5340908913132024,-0.9708935936535906,-0.8333003929443851,-0.12180973503476875,-0.07598590697792199
2025-11-30,-0.8067739582313823,0.6262571076387563,-0.8977909635981679,0.19713503194089313,-0.3907558816098714,-0.07084835327680575,0.7049787976257024,0.8808799380251382,-1.0444874454112925,-1.2496610469163947,0.07738091917159474,-0.9357505335460071,-0.9451812842423192,0.2975194584841439,-0.04417121831313754
2025-12-31,-0.39742049781986194,-0.03825289107140627,-0.8590039961681792,0.30019076337557504,-0.29521722382384596,-0.5996759593893991,-0.24848662334389654,0.9200110659382914,-0.996476425995604,-1.2366518214476439,-0.09923081561803003,-0.8967726651320809,-1.003040074065995,0.5129666800644787,-0.008525200823359617
2026-01-31,0.044682412035458786,-0.5967113540159716,-0.8067626632943461,-1.0729690714378814,-0.43806700467189186,-0.29492633317575506,-0.574568158564479,0.7819870177999748,-0.8520188345070613,-1.0728754905894544,-0.10032686528989333,-0.9173817818771918,-0.9378955033518239,0.36024388933143897,0.014281099565416738
2026-02-28,0.41430647074480664,0.012619650177540792,-0.511243932370531,-1.1197472370293127,-0.5214036445162588,-0.2625919721816103,-0.013437266784721114,0.6003717064506774,-0.6983978927156098,-0.8624976965001503,0.020280519632241076,-0.5574509092465181,-0.4166092806902744,0.2769561154244765,-0.07535530873247033
