SUMICHEM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-05-31,-0.15349924414069274,0.5637680187195427,0.022925587248090202,1.7803526156822898,1.5831327104196762,-0.9288164785439773,-0.2766472533742979,0.09266860701837792,-0.04101743349399524,0.3173799569117789,-0.35665968443106183,-0.10866436063473918,0.2509320738169538,-0.3601732524259303,0.04410421929068902
2025-06-30,0.3917520068716288,-0.6739050883645422,0.026118652061172587,-0.2351176926542492,1.5674932546612128,-0.8242061342099594,-0.030372568600403334,0.06970635769732608,0.19001899503900804,0.46201801541210374,0.11269931756314898,-0.14524695606120955,0.23148504210825013,-0.38720951566658995,0.20284835559621123
2025-07-31,2.2753844764085005,1.6779694689023636,0.6341917101516916,0.6634232065878469,2.587732914996665,1.0237854511672309,1.2074754612544165,-0.3923943051882445,1.6709442978001707,1.2980487727633168,2.120330809877304,0.11200302447330045,0.6666881547022667,1.0813945558651967,-0.13611129945896125
2025-08-31,-1.6629948174598377,0.5444774580840871,-0.030162738985532813,2.0833889140753916,2.5180318768302627,-0.24736790400544617,0.5863331128717301,0.0956107679860356,0.4065099322580158,0.4577603746634973,-0.09914856562347511,-0.2464786857335287,0.1474559452096565,-0.13197396219568772,-0.059868703408588596
2025-09-30,-0.7192805876608928,-0.2243028223678784,-0.7155997974130648,2.0144738503649537,1.3359119552094725,-0.7335640534806721,0.10310087385322758,0.3826720415272631,-0.11060442139899129,0.10139861966007009,-0.6281187341377084,-0.6050881228285768,-0.5340263407690798,0.07694679115078443,-0.059991910627975285
2025-10-31,-0.7093914181623407,-2.179826274165865,-1.1153649732848847,-0.9382922542791622,1.0585652585066332,-0.6644761241306254,-1.7684849183821676,0.7637737457123686,-0.6606687573027868,-0.26638422183075317,-1.1750980382753582,-0.8641823614166759,-0.9926209963474204,0.2891295651238786,-0.07481281259783878
2025-11-30,-0.9146621539515088,-1.5603780891233265,-1.3178787112757555,-1.585358231309451,1.1203208454465554,-0.6639429016504851,-0.7512450459168178,1.3445644429864578,-1.278214646782286,-0.7925906762200882,-1.7704572125270432,-0.9888338430004272,-1.3337826050121857,0.37804537676926486,0.01067245989077198
2025-12-31,0.052611844944369816,-1.0039269578576275,-1.1300616379719457,-0.7304669496644839,0.9533209156160346,-1.0204416107606475,-0.7406969665184069,1.4154718235877701,-1.1793429526862305,-0.8021460638518834,-1.3744216474398971,-0.9000475943661728,-1.106073559530194,0.44538425287531513,-0.13955495742859408
2026-01-31,-1.5280271420606513,-1.4833844643596992,-1.5438666731511912,-0.11760428953874087,-1.3935706099017626,-0.2697791505658258,0.09482234185382263,2.2852672772793547,-1.930076087533799,-1.667372657572896,-1.791540550504332,-1.7626924093476506,-1.8118699869152917,0.1678724648883018,-0.020967714388158705
2026-02-28,-0.20390573841136972,-1.01137489117209,-1.1633350579801995,-0.06767206780905327,-1.4936819870735747,-0.17186238020470768,0.22871957051282085,2.3348368427076,-1.7927232000437647,-1.7676019180156086,-1.337748742753308,-1.338070502503557,-1.2733368640297273,0.04319185337087481,-0.006126167812355584
