JINDALST IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2012-06-30,0.9691568002418334,-0.8763263604851539,-1.0890952818798416,0.5883888181838876,1.4979993915708036,0.9842769687671062,0.09109888379012797,0.7135934138731258,-0.6552436858099575,-0.7499789804560414,-0.7404433716056882,-0.7271974161148356,-1.3115549128476787,-0.5635265466378578,-0.16539325946945607
2012-07-31,-1.7779802572224732,-1.5838386911035802,-1.3210312917603197,1.2083405611878009,0.6101635589165959,0.7225669969050669,1.0513014367213407,1.2619454105507475,-0.7499416682115685,-1.2263485845533595,-2.107241408731012,-1.069684635115609,-1.9413252866471882,-0.5132447770992917,-0.12402661775708505
2012-08-31,-1.148195603237714,-1.433595602105013,-1.2623014760175837,1.04378985791991,-0.19754749600162652,0.4625748245937654,1.0814215292479465,1.3715870341049756,-0.7197375156146645,-1.3064398598805844,-2.2971952198860217,-1.3618429233383258,-2.1227390093965717,-0.17216954736203038,0.19307801840620822
2012-09-30,2.426649556471456,-0.3022886193614951,-0.1692678866252938,2.9864066939352347,2.300430935742923,2.3458899809374185,1.619865142402377,0.1811277656138478,-0.11189605393260328,-0.3444404873631529,0.41269071719166334,0.1585348671577918,-0.2642296728727076,-1.5057705272397959,-0.0952282447319712
2012-10-31,-0.7353046447351143,0.3403128413046995,-1.1813704794138271,1.9600536546689222,2.030629283865932,-0.18768150535248024,-0.3862077159682462,0.42754120490404107,-0.13177356017216432,-0.5417132066792,-0.10965069681158938,-0.35693377585512737,-1.5971448046939587,0.7142947415536617,0.0371536288639536
2012-11-30,0.6032314062193882,1.812584420424147,-0.2852019891810449,1.028590334552744,1.6145193625220526,-0.7222597862802588,-0.9728319089023747,0.05254401611960282,0.23075511219655634,-0.22197933243974916,0.5566427615464412,0.1527234696607216,-0.4898618663384737,1.2355232072958366,0.10539773119159451
2012-12-31,1.223062804915368,0.9131912365898995,1.1539000494095846,-0.0249656841570207,1.654855207796039,0.14016341226973777,-1.611426655183753,-0.5993275537349406,0.7884534470265461,0.3384191805847306,1.9956499127228886,1.0025085446739586,1.0750118748621869,0.5466568031309195,-0.06372756651030434
2013-01-31,-0.4379437795913177,1.1445668852276676,-0.4331550819994238,-0.41302317978758823,0.9095219797271026,-0.6743509064298407,-0.5828707974773079,-0.432601841589897,0.8427790512124173,0.18996120997089894,0.9755015576171552,-0.04259484032049065,-0.5681011027475621,1.1639508816184516,-0.18594544021817164
2013-02-28,-1.6486882365280273,-0.6839080701940907,-1.795579244798881,1.0156480652647912,1.332359883166909,-0.4255701164486879,0.3908157507641162,0.4600581960575485,-0.00030733528163547736,-0.4874829245914858,-1.0446220253152851,-0.6773225207358688,-2.6026390091071616,0.9764419915068908,-0.0033015173891760823
2013-03-31,0.21650163488143148,-1.4852135713129824,-1.3434200575201825,-0.25002768345659093,0.038822068223775645,-0.35799149731092034,-0.6219594931398807,-1.6793376497857708,-0.589768340940905,-0.3083580023316309,-0.6839415097690368,-1.0489915004772126,-1.0355625112629332,0.7355897476390425,-0.13264855352105867
2013-04-30,-0.9837015174970143,-1.8750358141271253,-1.5275430949418622,-0.26111398677913794,0.18117308531837614,0.03714827380931485,0.7927672865879021,-0.9775554777432415,-0.8610315260642489,-0.7089253174940849,-1.5352283096136694,-1.0615270346580403,-1.566092800992608,-0.12983675238297918,-0.06827778608583725
2013-05-31,-0.3391100191554357,-0.8321432222239967,-1.051264377418271,-0.9817331907140008,-0.07970876922527274,-0.4050432822326387,0.11008482618012022,-0.6179333579163947,-0.7655983541775476,-0.7266445727513895,-1.5197484842079279,-0.8671100315357413,-1.2961316993105638,0.7202004554386625,-0.26858855215300903
2013-06-30,-2.180203446606672,-2.6441644979562597,-2.5388957602260054,-0.1087574716921264,-0.32404220201516704,1.9727422549530709,2.4214976399418897,1.2833401974130274,-1.5799417158474147,-1.536434180151865,-2.554718430969987,-2.295704537235083,-4.088445684788976,-5.667145688396465,-0.0846520728291942
2013-07-31,-0.3319194777961001,-1.9269341576573569,-2.0165167068469594,0.03885754425321929,-0.5108840487931056,-0.2843027077524499,0.1423516959854543,1.2383129363875658,-1.1928815501336953,-1.1926702232697863,-1.9318453617856193,-1.9420735705001397,-3.179208902724367,0.06006122880629779,0.10468461161046523
2013-08-31,1.281304287029836,-0.715320244752864,-0.7560320708369345,1.9446717343079671,0.6583707468922853,0.03967561485624878,0.8276906745303446,0.033230171564317484,-0.2067150444822661,-0.17363382232070704,-0.5223727747857135,-0.10736626476792688,-1.2191628939358656,-0.2142582620096903,0.059709435631553905
2013-09-30,0.7975139218950061,1.188648419072681,-1.3626221088467532,-0.44431471005920614,1.0066294226924013,-0.7550681249664413,-2.3775110914922646,-0.5226389591175263,0.4518089033197784,0.31182839197468093,0.5065499851378333,-0.3824539741211242,-1.507390296001754,0.7217006507479269,0.018302814491600376
2013-10-31,0.4145023208531905,1.6764774599050807,-0.7227481379336109,-2.0051003483958114,0.948594557875628,-1.221283423434966,-1.3699626153298692,-0.7246359700541124,0.788414314982825,0.5443440454414675,1.0086819121747437,-0.13145084737390098,-0.8829125730692883,1.2090970348712866,0.07352708337758519
2013-11-30,0.9242557614843043,1.3706767349060622,-0.47687633524682665,-2.13785125266207,1.217085890465047,-1.0674535730226773,-1.546870767099019,-1.3220634958419923,1.438279587578877,1.0584141311842858,1.8138475895361243,0.10639523071705047,-0.4938008548071862,0.9950849185792696,0.010979595997035393
2013-12-31,0.3264711017084895,1.0291611990960086,-0.9015740509678761,-1.760890839457,-2.8627016402426655,0.00559883042844321,0.5341214747382228,-1.3569899400204395,1.6638519343321798,1.1570622807753397,1.4488925456043646,-2.710701015666713,-0.7713884117029082,-0.13380657338706428,-0.04186020888496483
2014-01-31,-0.1600298835529653,0.6561854284829947,-0.7681703631000658,-1.0818648814573482,-3.222098393016318,-0.9284528905887189,0.31290353938778315,-1.036073719611847,1.4614009534600714,0.9920298041208249,0.6959522060742673,-3.3217846225669203,-0.7520603746735974,0.9253666497476613,-0.04473328259921058
2014-02-28,-0.11433471751495318,0.03719955596624669,0.03603477958533288,-1.5629097202426565,-2.694424935723663,-1.5432635228914304,-1.1421539736635276,-0.7160176444841364,1.085901960585339,0.7525664880917792,0.27719710783185736,-1.8644875092532114,-0.1998236439480872,1.3170356247646249,0.20036679605051672
2014-03-31,2.2074531367406824,1.0729360784389494,1.4668798720639251,0.8518617257502896,-0.7423178968506813,-0.809354626451857,-1.0855257224954908,-4.731930981914785,2.1018745802132077,2.1299034639701566,1.7087187904114318,0.8543852185024213,1.4766446318113529,0.448237959235791,-0.13605025484425984
2014-04-30,-0.9354192369103038,0.610360079126022,1.383542653492287,1.5116146483899218,0.18172623062776483,-0.6919548020307361,-0.14315317784345827,-2.754638905526743,1.1761235976568345,1.2742789748199954,0.41044769729874986,1.0395969025459888,1.338645224539933,0.39299480633309075,0.1540107511906346
2014-05-31,1.5273565980582346,1.6345526881983068,3.054464704682182,1.539915397347128,0.6386995222608235,0.502170594707797,2.3800722325368477,-2.598909883230874,2.3553274351632445,2.2020689468887147,1.438608439407201,1.9678157254260134,2.155192458798146,0.2263008937479311,0.08000395474284112
2014-06-30,0.7849215425405733,0.863937513410623,5.5574185681938,0.7934206447278771,0.6852560642481146,2.0189601234283967,1.7150363310938357,-2.248508857646702,2.8785645634962216,2.503677294591685,1.6671164214356649,3.447837176812958,3.231798534028784,3.11147393430031,-0.16021460263005644
2014-07-31,-1.173416951593772,0.679939691016541,3.0230808988791233,1.0079484758301127,1.4096671711585858,-0.25921371465010845,0.37242871762324553,-1.5448409945045558,1.4504848743615377,1.3322723467299953,0.1947726485033543,2.2106476744058474,2.5009115130058,-0.026596699451688303,-0.16500510678249372
2014-08-31,-1.2167336071490418,-1.0110860630841796,1.172167989175388,0.49920851573580405,1.8523583727823913,0.9606099844162483,0.023066041668833397,-0.9944036412499728,0.5645550922570997,0.41227488480482527,-0.8951098465712382,1.1095228126799876,1.2875484085831381,0.13440615780562404,-0.2989035971957452
2014-09-30,-2.258664566044399,-2.93091417213053,-0.14152042903502549,-0.6746935062874528,1.7240137862500364,2.131071183927721,0.5613173851227176,-0.07269382231082817,-0.6838143687406665,-1.0588792370104114,-2.1540766387655212,0.33620231438061565,-0.06837329343632083,-1.6419682239296594,-0.06577385174556397
2014-10-31,-0.21754668629398716,-2.006554131104043,-0.3531382900122328,0.1469790250196939,1.5543150867519007,1.445043832326509,1.6659636396532287,0.15806261811380343,-0.6448566051799668,-0.9878926218550041,-1.901903081077455,0.20899044521728916,-0.38279404050081334,-1.3061885593355607,-0.13973104050404817
2014-11-30,-0.8030173025775704,-1.6720503088548824,-0.8517800197940006,0.2470316471280481,0.17461602190133,0.3221488370054503,0.22208439680502914,0.6477260287473003,-0.9124509854861486,-1.2266345268930354,-1.8076285350044716,-0.42082064761433574,-1.2455301895710962,-0.6047181643875266,0.07626322737141439
2014-12-31,0.9293834515717901,-0.04377908092442652,-0.6587512622833275,0.07664631876206567,0.15289714802838494,0.6998799827627658,-0.5015794945599154,0.3019915405795414,-0.6540667150054487,-0.6211516006657866,-0.7010104575717331,-0.2912242996330186,-0.8132003028149104,-0.9312451005945355,0.04380732653744689
2015-01-31,0.6948150572168806,0.4172454227550494,-0.3995820093629525,0.20962283647621638,0.6497913228154756,0.4865612406648772,-0.4303988814784173,0.10582458583201688,-0.6060598514939725,-0.23909230600325562,0.14914358344544473,0.035623039235551816,-0.4304934847325335,-0.5950348152864905,0.21013781684170782
2015-02-28,1.9420201932602335,1.8333402919331638,0.33159670659126517,-0.409354558837158,1.8012734273074344,1.9557622399490662,1.3613773560000328,-0.5310772739938747,0.8123331152679432,0.9167048332460169,1.763602135422073,0.6521501988342605,0.5765291082355456,-0.8320609084148664,-0.22186722695460495
2015-03-31,-1.466166774181233,0.5297928055465988,-0.7895099942967,2.385104994511661,1.0333345737735968,0.8446225893651169,0.5939390563258149,0.23225522343796617,-0.2436616594637252,-0.13591162201117873,0.3143950143730749,-0.10621839551239036,-0.9094259087456141,-1.2929331155689543,-0.11618991758803554
2015-04-30,-0.5899644815614773,-0.11245347317158895,-0.7244400663849073,2.1891125122379314,1.0797654729236514,-1.1164751434884344,-0.9309924461199697,0.17979699158187779,-0.8096717850892526,-0.4945492300965406,-0.20016633163903103,-0.05960032894677502,-0.8061434459344192,0.8860520291102315,-0.15421037597388967
2015-05-31,-0.8679606616071759,-1.5292850480913764,-1.2623831453430274,-1.0914557944426013,1.0576094808481586,-1.0222643621446468,-1.9534448338378179,0.15699137667003576,-1.3776704704331555,-0.9035082524977538,-0.8526239805867755,-0.39230718302762535,-1.4057488513667014,0.9836289643391044,-0.33371798875064823
2015-06-30,-2.0922115273579553,-1.827085100086646,-1.6887937201733734,0.011593614677973539,1.81369936725257,-0.37044497180704666,-0.8841517839775691,0.19520500912557157,-2.1880291797979687,-1.6324643803792986,-1.8673947539229048,-0.4339773956673409,-1.8720969568827113,0.02011255759834719,-0.08140497313671262
2015-07-31,-0.2890384140415178,-1.6266195957930465,-1.5168759159554026,0.238981011587835,1.325866697796974,0.039969269280857575,0.9066251868469192,0.3316992534298143,-1.7317125561476223,-1.3519163152331328,-1.7380275394468938,-0.5196486355839132,-1.6835216652165728,-0.7779180933134797,-0.15657978806081363
2015-08-31,-0.8001417001757728,-1.565954610926713,-1.4250068985406577,0.21977413498324563,-1.1735255464306742,1.0823585533011744,1.3995673982706154,0.4588077884843021,-1.5234655334105884,-1.3172845913854783,-1.5825595138629687,-2.128563041712809,-1.604119691938337,-2.75689663160006,-0.1077484290161487
2015-09-30,-0.39873147112178753,-0.7143780507028897,-1.122273141264074,-1.36752942895314,-1.0866681547816917,-0.4882233454822263,0.0037558846037311373,0.520302215193173,-1.1795736553882494,-1.0821876695454082,-1.288080913866177,-1.6114820954394549,-1.24924411558861,0.25574762202311313,0.2787802436655029
2015-10-31,2.32026712335449,0.5202020005218176,-0.607208885144072,2.185629536664443,1.6984509275938546,0.12057104139179632,0.03701953497400866,0.5493695474116443,-0.21938219527281153,-0.0911613016004153,0.39470358003664274,0.1202837466350656,-0.6597316047742141,-0.5028947004343187,0.12805792521035053
2015-11-30,1.0899589055393006,1.502534651190233,-0.10128445428391118,1.2162749853541701,1.8849651420889721,-0.40920556591315127,-0.8876453578080044,0.5494690268639539,0.3313041596624327,0.36458359949012015,1.418927038391013,0.41377749940430714,-0.08557888089871017,0.15937789761414664,0.05499116890198113
2015-12-31,0.6090856169059415,1.9725387122154459,-0.14572825325235866,-0.21480232700343507,0.5901228232837995,-0.9848318097696679,-0.4305515686572322,0.5229356303082506,0.6712852811407146,0.6091549584139561,1.5820631778668395,0.1999823926297652,-0.13120315380163636,0.6421839540545299,-0.40494576247197805
2016-01-31,-2.2371569972965584,-0.277757265730455,-0.8855927399018332,2.7927572339260047,2.2195870309630856,-0.0327475124233084,-0.25243980035886737,0.5019129040522,-0.06500648251311358,-0.20569719682607251,-0.30599917007819044,0.05341491325926455,-0.9607161466751629,-0.43364929849905287,-0.18419246472976636
2016-02-29,-0.7140151812376402,-1.2005291725728935,-1.2629037065216278,1.4250179148443596,2.1101046550585814,0.6259910703140538,0.24405203793249097,0.5012601011734527,-0.10614684391198458,-0.369970290077134,-0.8441823555835256,-0.22018378958916757,-1.3791742920014907,-1.7286138544492817,0.12069182640461526
2016-03-31,1.015396928546655,-0.9152585004021311,-0.8304966703511248,1.8861616398122552,2.110787670536241,0.9088061951369595,0.720443502493191,0.4555530923113601,-0.29189614998465857,0.09535988251062302,-0.3413318047365159,-0.08469462165496765,-0.8881794205465209,-1.7138986408185874,0.14713143739756232
2016-04-30,1.2096224565460587,0.798369035173067,-0.4166371508383961,0.4680768814687032,1.330483558094104,0.8790878122608432,0.1658379438196057,0.321353806336564,0.19414460234915146,0.6307172558299636,0.4600896176542068,0.024146090850932098,-0.419207143152725,-1.2036051884731835,-0.09853888216069714
2016-05-31,-0.24651377309960787,1.038983460280394,-0.2886494917405544,-0.2879186714795254,0.9555021004540448,-1.3981885059716297,-0.978976720263285,0.1759499996011388,0.21866857341757975,0.5052260045045966,0.31376601167163803,0.042656144057355794,-0.26849729766695535,0.9394608787833749,0.07020425867324835
2016-06-30,0.769134088747521,0.9022034406325942,0.6014627511748195,-0.39857827192512124,0.9182926454302922,-2.0024019835833538,-1.4852649712421657,-0.010298357079642901,0.39442826342446186,0.8750073640242485,1.0945173503850236,0.6064274769386091,0.7597590118147687,0.977329833029301,0.20754724557593182
2016-07-31,1.5584126437064691,1.076875096184105,1.8745804489620619,0.03823686166949354,-0.5436821225305251,1.3638495043609553,0.057902908903977174,-0.32337711513235845,1.1671408103612029,1.9415210824550924,2.113627174079026,1.461369736680718,2.047959607390895,0.9642171440270737,0.023084777704790158
2016-08-31,0.3993019281912913,1.4075062763538444,3.19685529303669,-0.8279008661397909,-1.5702203623242899,1.0861077543665494,1.0913476842147396,-0.8864832998812292,1.5060309778539458,2.1659371946816353,1.57221725917463,2.7808112731097134,3.1648026834305174,1.8292354350919893,-0.11785618051981799
2016-09-30,-0.42027801509118295,0.7595611342176181,2.796623431702447,0.2201862242661619,-0.9455170002284865,-1.1781484425773212,0.2447260621986346,-1.6021540670520744,1.2856088927495228,1.5964755378886222,0.6425144638799543,2.215741993274558,2.7552705035051104,0.36734775742565773,-0.008595094235934044
2016-10-31,0.14795998495573845,0.06489958520786768,1.2473499591833699,-1.1990616884431884,-1.1243181776803624,-1.4932751121615253,-1.6103279269468007,-1.5902482044018305,1.3920799380002882,1.5058952422270169,0.48360193275298713,0.8768679673254246,1.2381027496223656,0.6597818746494034,-0.06444999030665156
2016-11-30,-0.18794482016548306,-0.2492694624040684,0.6020048251644422,-1.433283692724959,-1.1707903659070156,-1.403089239202545,-1.6714834209347487,-1.0596595655947616,1.2924958602739947,1.201409514118051,0.05380098521014991,0.19455662254038272,0.6000613381313529,0.9215793641556923,-0.020029281875572416
2016-12-31,0.05060853124770799,0.005521190818375946,0.3723042852575732,-1.7044333528642037,-1.1947204502842843,-1.6091031647185758,-0.7228080230469465,-0.9585164779018894,1.3331580629614899,1.1192073887536227,-0.10707256425088814,-0.0733268461459711,0.36582161369015975,1.1748371268742102,0.14502577205025763
2017-01-31,1.0423476156109206,0.47707785184329216,2.1620135391062996,-0.46323826219848296,-1.618701154256463,-0.46432889630330415,0.42265545697923296,-0.9599285000176918,1.8966379764133983,1.7709821175684832,0.6234139623999316,2.2425248294667717,2.1465926552089405,0.319312796811408,0.44988063813854967
2023-03-31,-0.19123422465286552,-0.6503018109540958,-0.7872038117595596,-1.4856735172832989,-1.3714138399618567,-0.160011433012617,-1.1186133786166435,-2.8929719324169,-0.9026721843549487,0.17675983847010915,-0.4418023411817407,-0.8163111711446137,-0.7864098729807857,0.41531306267266915,0.06494465432623667
2023-04-30,0.33585808020554614,-0.3296949684352846,-0.6885889399885121,-0.9300173068809868,-1.2970442738812824,-0.39115868110157487,-1.0430647707147631,-2.3429326579277974,-0.23980595269498817,0.6488427788154812,-0.19943084088129284,-0.6870969808364399,-0.766176037721009,0.2778006467853345,-0.11940354674018905
2023-05-31,-1.0303246846725391,-0.5438705738662167,-0.2627226346758174,-0.4170446560751614,-1.2114896964488522,0.07338411815746655,0.4599272302766899,-1.73569439361613,-1.438874048447511,-0.6839656462355092,-0.9399305755845916,0.06674541694966284,-0.6175890265792147,-0.015240130627284122,0.11631049504323032
2023-06-30,0.8270894164611462,0.10314801475918867,0.7163693364506507,0.0992060351238838,-0.9405286042818926,1.8806103865975088,1.691636704506181,-1.483946151948453,-0.17139181329157857,0.4230753837830917,-0.013810536208484613,1.2820917003444607,-0.3304027613298535,1.5033924081087264,0.1405734865413337
2023-07-31,0.9585784109687457,0.49460867585284063,0.761436680899366,0.44107652924298824,-0.5225562052986196,1.7152162048972068,2.7824642379886324,-1.2976632921544027,1.3045912515028082,1.4892260411576899,0.9553072227415941,0.7831814072615148,-0.37816122106049344,1.314092338434721,0.023278346518287335
2023-08-31,0.038244230325784716,1.1632841413531645,0.5374415319709953,-0.8691056676936213,-0.6526305496957447,0.06121060782902517,0.32206744834129275,-1.1012370507375844,1.2622140012116612,1.2406312838897464,0.7909396207039464,0.6043790528541365,-0.4392088634344685,-0.38080012812169073,0.024318404437176918
2023-09-30,-0.00421648482109928,0.625076649851412,0.7487541414816491,-0.7412365219226504,-0.6500279287839691,-0.590151521886621,-1.24378130050653,-0.9323680761424309,1.1574211602472133,1.0109536960889247,0.5759185435269648,0.8053188504432542,-0.33875120303024714,-1.2524999208048984,-0.10127360190886009
2023-10-31,-0.9843513189523777,-0.5840630677991215,0.062489909618416085,-0.6306125386262765,-0.31163721632452274,-0.5523431729603006,-1.2417121538826357,-0.7460281298117336,-0.04672428712571264,-0.09897584065933678,-0.3807076318821844,-0.10138708867596605,-0.48315333732377846,-0.47958445653151077,0.05673758269223336
2023-11-30,0.3026576208565998,-0.4180965466785762,-0.2750761043191078,-0.4331144834335358,-0.7603547044563855,0.8466864689928614,0.4778662745467652,-0.6553837910747564,0.40002142758848486,0.2161640754239892,-0.2430421526015347,-0.17457710902383508,-0.6409554584776278,0.6348268392433506,0.10906562892930559
