JINDALST IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2010-02-28,-0.06822234326047362,-0.3030055970321675,0.741976608956198,-0.7276129641152349,-0.9867636209698294,-2.1017921755674593,-1.7882262723568507,-0.7047076654197878,1.3855859310380518,0.5489517304648474,-0.2842751559234419,0.6501640211481509,1.0111078781420535,-1.858904255086283,0.10597702386979871
2010-03-31,0.4334989397996956,-0.12225608552322073,0.7207538798610545,-0.2627087008812587,-0.9560078844696985,-1.4634531703829632,-0.7188893249261487,-0.7196127228101351,0.21172179683900091,0.7036292899120837,-0.041576600943431345,0.5792799756308387,0.9587052338754152,-1.1815817340045731,0.055802384938116685
2010-04-30,0.13381575059563872,0.22416044632344087,0.30054058479616524,-0.9260067668859752,-0.9758228056132825,-1.3070802071582293,-1.5991388722274866,-0.869989218192112,0.6106735617648763,0.7189847375645132,0.03179775721463379,0.22133623767661145,0.44072112833616595,-0.5572893721296492,-0.12804126917606526
2010-05-31,-0.7939684566211684,-0.09725912463272944,-0.1850847596305679,-0.05646359798495968,-0.6977166440504472,-0.4379828150046929,0.9026515923086667,-0.7137052836286422,0.1393555237185823,0.36726037558225344,-0.3672226673093959,-0.29288986672974515,0.028339801534477363,0.35601567057636346,-0.04630891540153472
2010-06-30,-0.34607482516451693,-0.4474133105179613,-0.37670030647487296,-0.39770063478964346,-0.6597732474211925,-0.7574282764346576,-0.2490779814651595,-0.6741606557252422,0.013648145963988514,0.20247650784716614,-0.4464082330797039,-0.4314461553901349,-0.1803003709060385,0.39524544089565866,-0.0032880257378373008
2010-07-31,-0.1887203827426205,-0.5886350035861365,-0.4960161018180392,-0.6712709934048029,-0.7605821041749942,-0.811739479035015,-0.1886113475952102,-0.7132369938842796,0.10299162330906877,0.12548510656259748,-0.4768003507521385,-0.5032019929626077,-0.320823947329489,0.4894765450868225,0.09466004409299336
2010-08-31,0.3834397000934999,-0.0747235424512955,-0.43810137718068526,-0.5051879349034257,-0.5995257464255361,-0.5245088102933582,-1.2425947069789227,-0.9480415295312972,0.6860688771326368,0.24968154820758712,-0.2203742166619628,-0.4893771985192494,-0.29275957481231196,0.4978021901810369,0.03306086226088821
2010-09-30,0.00605693200227157,0.08391514876689844,-0.4742461921186091,-0.7193126134679813,-0.6841070351644364,-0.6850113724115904,-0.7387572453090236,-0.9766179897543912,0.8143885186239221,0.2135982501043401,-0.13035321977413636,-0.5127287130056789,-0.3422367466854734,0.49945577496020593,-0.01381001446755955
2010-10-31,-0.409622805546602,0.017064571000479194,-0.5469345001522327,-0.6025608670212034,-0.6779136245258038,-0.5890474257621562,-0.009277599198580271,-0.8300984711363925,0.5700801347767621,0.06783694108605033,-0.20066552916699854,-0.568653950934931,-0.4106227848977991,0.5585990949058025,-0.09127560869113731
2010-11-30,-1.4421484586334468,-0.6250889536082626,-0.678915015402838,-0.42203349053095124,-0.7500631143132859,-0.25537251251281634,0.1617653109453268,-0.5090592968699178,-0.1614334944680295,-0.30861743150014204,-0.6403967684774194,-0.6647261900326241,-0.5662535572902929,0.6075194895413206,0.11184954664245704
2010-12-31,0.38073184009378686,-0.6734012498249697,-0.6516461102796645,0.2279939657205528,-0.5415893969259267,-0.14441741036523928,1.020025938163081,-0.652199142022897,0.38884505611101267,-0.16342935367095837,-0.4239404716832349,-0.6189794920103033,-0.5692496070826031,0.5870074326036728,-0.07099614064758766
2011-01-31,-1.282643333934056,-1.0124895143699868,-0.6545115898589406,0.9613323055656102,-0.34731784750143946,-0.41196965471406294,0.5399884630860021,-0.37859163738666235,-0.2990469331050793,-0.6427779228764111,-0.8994558194396314,-0.6058745717919797,-0.5902149811418596,0.5619288453451151,-0.00832707309744696
2011-02-28,-0.5964471765521892,-0.6171520559543856,-0.6922131393916822,0.58991759061548,-0.4604172740635079,-0.018967492793397038,0.19331776746721444,-0.2701202189388474,-0.5339666257450814,-0.9232797312967365,-0.9211021786532396,-0.6163786404957022,-0.6409802011474313,0.5662166945318237,0.05839081430656287
2011-03-31,0.02707931819610458,-0.7743955429451769,-0.7523766205117371,-0.27713597848286914,-0.34161271521722897,-0.16849169947568648,-0.10503824151076374,-0.15669109445992147,-2.7449938340848807,-0.7406838571861057,-0.6090440578559223,-0.6467684425277079,-0.7182905926932452,0.5672850454353124,-0.06296225083914371
2011-04-30,-1.0737986651844253,-0.6879506392291687,-0.8484090755517292,-0.39220326773683606,-0.11696840454157527,-0.16594257398246845,0.2287320134654706,0.9085442656617078,-3.170044137114734,-1.8529458307024669,-0.8012143146376441,-0.7024252734402671,-0.8851590817365091,0.6026769805984609,-0.0085126477473851
2011-05-31,-0.47474152360127203,-0.6257716450045384,-0.7818922545177373,-0.32006318360050295,-0.6847634720400826,-1.0737911413550638,-0.4773642205653134,2.497024272626279,-2.70199387411944,-2.266227308837796,-0.7894872184287897,-0.6519472128151561,-0.8266805930072209,0.561036805084942,0.004687088376401494
2011-06-30,-0.25279142547413114,-0.8111082528999859,-0.7507842153323429,-1.2197623397981638,-2.389124975851879,-1.4261483859257365,-0.679405312224109,3.581210387530747,-2.1620917996007076,-2.23640545554719,-0.6400644868069884,-0.6143298097927746,-0.7917175609216955,0.5169928822879061,-0.10395611070308759
2011-07-31,-1.5770925458712064,-1.0265735990669527,-0.8034031944459727,-0.29531450764482997,-1.4783436090882396,0.45001118829005454,0.685352091527495,6.120980835144138,-2.10380250019328,-5.225710597784402,-1.0896960935744548,-0.6804723412066841,-0.8564358491071771,0.5771790465314316,-0.12091372856260443
2011-08-31,-1.7095056577257253,-1.7808816879081353,-0.9074718044839494,0.004839417798192676,-0.43509497926432233,5.291379044783254,3.559083244576051,4.908965861188466,-1.971085452479486,-5.932445626395078,-1.693743488780296,-0.7626185364804394,-1.0286660016557825,0.3200112555485953,-0.029021415463680218
2011-09-30,-0.3682804594839435,-1.9545350192956847,-0.89980202079194,-0.7105767762926505,-1.7235147645164333,3.192597455506018,3.692383196239455,2.9374905706249743,-1.609784392220355,-3.443373474286645,-1.5251887623203026,-0.8156404588204428,-1.030618475130031,0.351195738898368,0.10594334972961532
2011-10-31,1.5024935162892665,-0.32997072551855194,-0.7730967553223204,1.6788273469143793,0.6766158862098941,2.6276635386632012,2.398478223545873,1.3285627268422877,-1.0719918284311525,-1.609319959382149,-0.38610941855192965,-0.6471813515786181,-0.8341693523668505,0.4589133015686811,-0.11119426584164847
2011-11-30,-1.397442687762135,-0.18009924509295372,-0.7268215439368786,1.3792059225549296,1.0789744718399141,0.3990939480179268,-0.770621135293527,1.8406335875048716,-1.1724929500664751,-2.077446273076723,-1.0451970184205834,-0.5846019408717433,-0.8208140587407368,0.6327754041486892,-0.10506255667464169
2011-12-31,-1.1980935801963444,-0.7856691685737895,-0.8525492994075631,1.8241686501930783,0.9899621986132753,1.5258918151112677,0.23800271678661378,2.0190410346735774,-1.2731029635743656,-2.112878391034295,-1.5844473905556562,-0.6949787456734389,-1.0775061685917948,0.3453072584698358,0.17858144391567787
2012-01-31,2.503259852143751,-0.00843591498240174,-0.6539637479911441,3.237151042773954,4.161573241251635,0.966472884960903,-0.39252280969893,0.5594025469432187,-0.6350750114543888,-0.7798497257657283,1.212597579673185,-0.5659420656354687,-0.6923675788610666,0.476701659453609,0.07295363749939807
2012-02-29,0.924250906451946,1.8221111539873598,-0.5216576428141583,1.9213156885390634,2.5292841321776254,1.1040255420343965,1.3502916872790418,0.05019949772639967,-0.28344573435270537,-0.2833392206540275,1.9854014493536274,-0.4625699321636315,-0.5172602018110933,0.4227803370327178,-0.06669729176347576
2012-03-31,-0.7268458089127899,1.985885938191482,-0.6344534384790277,1.1135150145216492,2.383653848577521,1.1413462119304356,0.2982491123978535,0.6393414710827762,-1.1596955379904355,-0.5599688335783456,0.6251988247870943,-0.5029084157295645,-0.7117665994089991,0.23953923105201774,-0.07848471808102213
2012-04-30,-0.8010078597313235,-0.4507216013272152,-0.7115148807090638,-0.03661498850447083,1.7965571252597954,-0.0778189134096661,-0.4500372580472701,0.9449947833347064,-1.095772237793103,-0.8707357689168851,-0.16702019568006116,-0.53039474601694,-0.8715980328271313,0.6889029181218312,-0.13500640281990012
2012-05-31,-1.4042808924221812,-2.30084395434464,-1.1752101836323674,-1.4898117415854943,1.802717459605938,-0.3801792870892563,-1.0113342107601258,1.4172296249302647,-1.105169091870749,-1.3300934978029773,-1.6181866821757673,-0.82339634782537,-1.6127297224739814,1.6795809314164807,0.06590723316649193
