DBREALTY IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-01-31,-0.5898671367511248,-0.35183039240710473,-1.0214863354176682,-0.9956499987327213,-1.7006805071490612,0.7573408090759347,0.49447561610442226,0.07663429956975654,-0.6479196221194263,-0.8491692294133256,-0.3448506780772273,-1.7982329463626003,-0.009575186329548074,-1.0044163258528314,-0.08053886248401236
2014-02-28,-0.3603970048022535,-0.49806909998093735,-0.5385982706819031,-0.9436333242579529,-1.4643287445795887,-0.6066002197754433,-0.17718132985179738,-0.08429218723867256,-0.731971084435943,-1.0160733669442685,-0.5565585973249625,-0.7066265035846744,-0.264601663965949,-0.0130529201057985,0.21295356040845995
2014-03-31,1.1905588048008278,0.09348394746581545,-0.020906274720655083,0.2523628009182747,-0.8396535787403351,0.33244310301595786,0.09211808519947284,1.926257586281276,-0.2004252328778667,-0.17065322471113328,0.2900192202674359,0.13604845540643265,-0.3549142224232812,-0.4184471525808079,0.1351362494040989
2014-04-30,0.7393385900132485,0.8225803267824994,0.06478169840511068,-0.02751017342088701,-0.6757828337690468,1.4682534596871049,-0.15459874564374496,1.812393986670333,0.1587972720018612,0.3119248659306117,0.8404709155997565,0.2201397823555774,-0.36985268842201635,-0.259119876657047,0.1325141192361512
2014-05-31,0.6679391143514992,1.367691415635813,0.09167546637924619,-0.974877652396129,-0.5699254720936231,1.36823969686051,0.8045286655858793,1.7522820081907484,0.5558851598351441,0.7696231701338118,1.2040363584059077,0.24435585672700655,-0.41248607455533404,-0.18164804705655763,0.29063439287744863
2014-06-30,1.4697976100210062,1.4737823604213731,1.5243414980880527,-0.5122266673714337,-0.21609256020409784,2.2755945488721694,0.7254798663671848,1.4985222857392768,1.5470672355381607,1.6689745016595736,2.1454617959798736,1.2250018700868464,-0.10356975328386274,3.348191777885086,-0.2625347638178752
2014-07-31,-1.3090603783041808,0.3820643038958558,0.6574060969474547,1.249731646930704,0.251157999811035,-0.9223529001318731,-1.0398277607089133,2.0062455856690775,0.46627927996301927,0.6557581049269152,0.3208961185590056,0.4954463443248146,-0.20914934966520404,-1.121324102510325,-0.011145281152628335
2014-08-31,-0.05947428367260939,0.021621840353741043,0.5577263958721193,1.0901265732040921,0.1413169410135757,-0.8182158137708572,-0.8949223632666974,2.079131479655199,0.3922927082439394,0.5693698867033752,-0.009294504838794397,0.45715699149960226,-0.23584144232088686,-0.9391884031765366,-0.16984715100638464
2014-09-30,-0.8004005282984076,-1.118893406921589,0.10553822173712095,-0.29549617426247543,0.2251868765970287,-0.80197698881753,-1.3208318089787288,2.4336959136549927,-0.10755631388767645,0.00045131076815164934,-0.652368051730813,0.18790060848847961,-0.3222475028099781,-0.630134143476736,0.0006639004393231439
2014-10-31,0.012638513657006752,-0.43543012942408404,-0.0007070528325925684,-0.6421350683980668,0.09751027610412485,-0.6646729781308325,0.27130513741670614,2.365996958852495,-0.06625618150549001,0.03552596576795785,-0.6265737562682094,0.1472820535510314,-0.31086926605565535,-0.5476178289626317,-0.05210575921451539
