GMRAIRPO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-05-31,-0.36873789929877887,-0.5515644043726317,-1.074001856665833,-1.080963621146931,-0.8079248763912504,-1.2879722167496397,-1.4077394831750034,1.9806679801468676,-1.8104191527512294,-2.0708092151450264,-0.5692496729505354,-1.2248990688262587,-1.3598364524976227,1.0835129552096698,-0.08654766262936106
2011-06-30,-0.6762932036721401,-1.052957989334322,-1.0859586998075452,-1.2544169523036,-0.7914807082701062,-0.681463281190111,-0.2308146298862298,1.6036132405509724,-1.6319934659990223,-1.9119965609518468,-0.884373426710835,-1.2936096698787636,-1.3850218623915616,0.7929245172429356,-0.06314866684851692
2011-07-31,-0.420296092186707,-1.0731595494587818,-1.0167634306793272,-1.2703606857270815,-1.1686189417385118,-0.6982934869412201,-0.601834671700796,1.329815880291039,-1.4201310538327585,-1.6663705184519375,-1.1648117381589707,-1.6610829570827754,-1.2931465977575196,1.203351522859483,-0.12867547682280717
2011-08-31,-1.2779369136433891,-1.8242450794894174,-1.0338531956221664,-1.0420891112468424,-1.3513783558213213,1.3860551026928376,1.713139242363131,1.116295238353682,-1.3779241650124052,-1.6418524695390533,-1.9021955023439931,-2.122081244358975,-1.3347834130303675,-0.33908065860041514,0.0037839019291287224
2011-09-30,0.5934266925390081,-0.7761957076692243,-0.9671620149879302,-0.08430841490947387,-1.1695850823480989,1.0655838180999793,1.1970221363719848,0.9387509804468553,-1.067099080758828,-1.235255544158297,-0.9281759898267811,-1.6312950983570758,-1.24120022113975,-0.1792475838067126,0.025275843192743914
2011-10-31,0.8608367147415199,0.1579283845564553,-0.8155505515035072,0.3313304547768882,-0.7350423483677458,0.2515531544153734,0.9845356668413328,0.7766583917579554,-0.7537119626601892,-0.8813720108302268,0.18766536953711646,-0.9583181992669288,-1.0279525329333494,0.4045238994705774,-0.29755057359253495
2011-11-30,-3.5696185361002546,-1.5240199763218238,-0.9292505648996228,3.024606243951953,2.1543863378602492,1.8329791639360602,0.5342542944148732,0.6378505015758315,-1.0306207896789032,-1.3241715283798723,-2.47402746257703,-0.3612521819621582,-1.2029509518708625,-1.3391331633519623,0.01910017137341943
2011-12-31,0.7672899476667973,-1.2411300006948172,-0.9989246827725048,2.6127765163562544,2.3235465283664443,1.2934742437152877,0.44492061249944426,0.5116892390902863,-0.760259113124713,-0.9383684734386177,-1.140478167804279,-0.22061560564686383,-1.213952208092864,-1.2867728099491318,0.3329912816462433
2012-01-31,4.298278160580151,1.7046571854852175,-0.07436771849390093,5.016363681064186,5.5688586167753105,2.390391626837053,1.916791103066494,0.38393905145983115,0.026188245897164137,0.015406622426731149,3.480821391139274,0.5034783622701974,-0.07013776053827456,-1.4304144485058456,-0.025904117184774287
2012-02-29,0.03356652501372432,4.01405905456197,-0.13577631045106275,1.5901976590004225,3.30195787331907,2.3399176313040195,1.2666265555176044,0.25511880968719236,0.11017120949081664,0.06174184449199605,2.269294266767681,0.608796478905062,-0.177488621661999,-1.934576980802195,0.08385863232224221
2012-03-31,0.9547925867147803,3.424345275968555,0.3097520903410911,1.2753682342752453,2.672375036630745,1.9566325532045212,1.7765204480838364,0.12863200575530076,0.4799635900082779,0.36663984189086907,2.6396824676593456,0.8426753752895899,0.2688623759255587,-1.2907858425695893,-0.15299351900505812
2012-04-30,-1.0886542567007356,-0.04957779291482666,0.1673811972293325,0.31237289163945353,2.521394133505114,-0.08202495520958672,-0.9283950137284943,0.006112390619535874,0.23087036981375503,0.08019510104216684,0.8520370379289568,0.8924228159173626,0.06413117480335764,0.09655597899648728,-0.25705244915207237
2012-05-31,-1.9095645123672182,-1.3471794384663511,-0.6216407008572745,1.083381080110529,1.956666701063287,0.41225720992454035,-0.6337358439149593,-0.13404469903471863,-0.17397584768997346,-0.4641051476430115,-1.2309303176636337,0.7804759769730992,-0.6727425438024737,-0.5884054457614212,0.1973594341584952
2012-06-30,1.9775561157433965,-0.5807182819824948,0.9128039585490546,1.887896675201792,2.0111183021487222,0.4539366083578358,-0.9425621435861928,-0.2796829386108461,0.5450461466513111,0.3150904875182509,0.1853621647123274,1.0662892324536841,0.6903833510434705,-0.29062621770530533,-0.07658119469804789
2012-07-31,-0.3084990056675925,-0.1015118487126058,0.8810339447882147,1.567389315085301,0.8914229919389917,0.10866780726534299,0.5698665866545438,-0.44069245060811996,0.512570402954386,0.22738985353978125,-0.111740601092207,0.9273100063162847,0.6857017341918792,-0.05795290394983948,-0.24498683354984546
2012-08-31,-1.5746572077061112,-0.0381000269823549,0.22597505447519523,1.3524789437657552,1.1414671836996415,-0.19632935145855668,-0.33956661607860195,-0.6161134086704529,-0.06910406644923858,-0.48760680254204375,-1.4041698181245925,0.8269029343460642,0.12309629351014782,0.15430935652047925,0.3097389549201376
2012-09-30,2.5733279671969003,0.6215329689788277,2.2894648510223647,1.975167181988599,1.8769746035895316,0.08578693766261805,-0.21166544579886276,-0.7963331997024762,1.3706417075227275,1.0686470891729605,1.492299240403271,1.2215990263852943,2.057222233940935,0.09517695245731013,-0.21289872636578525
2012-10-31,-1.1430493714746734,-0.17053259453464048,0.585793165042216,2.067681893732352,1.7746473251504622,0.4115238619073561,0.2530643350054662,-0.9779602762215233,0.45462246630799985,0.19210190097765745,0.03639884729068134,0.9346555932640194,0.5193908965920657,-0.3518641410897444,-0.07524111675089067
2012-11-30,-0.21434875456112867,0.82451412817437,2.1734834553236264,1.3928595495183855,1.3108549761888648,1.7458633009638302,1.3502500274579334,-1.2270171145512732,0.28888985180041865,0.030443822549339954,-0.3969909581484398,1.0949209459334164,2.0899343464589997,-0.3625877273764041,0.03950244297624638
2012-12-31,0.4855084742070036,-0.7726069435477928,2.0643826571911177,-0.24110283004546154,0.8988460151260265,0.9082114548229803,0.7909951581157125,-1.3316561564809681,0.5888682892966314,0.49967551661063675,0.23074363117863012,1.0305739717618863,2.0245716326985512,-0.061524962423400435,-0.026160826038671935
2013-01-31,0.06188900283779194,0.2964963444275144,-0.12003798403729427,-0.989719822166846,0.8175669735676284,0.2982325863591684,0.23508374038569377,-1.3954573193733373,0.5682728063699395,0.530102336591302,0.28881809843300504,0.5941115985502923,-0.1239977569451774,-0.534922891105922,-0.06534205673725442
2015-03-31,-0.5447407783822368,-0.04088133055329627,-0.7673470290593898,-0.9234877407712845,-1.0244579535859928,-0.5119260005863457,-0.39272653299606747,-0.10785420251795229,-0.1169727928992952,0.05525384815770357,-0.5600836811261886,-0.8513449966980938,0.048550713099728075,-0.2446390135157325,-0.1181186624425513
2015-04-30,-0.5667608287783086,-0.7980795463400675,-1.1984379258654172,-1.728505427642524,-1.8880597077554608,-0.8592786360224205,-0.17870672294369225,-0.16444153843482398,-0.4745323109881737,-0.4103370027160178,-0.7728203425041384,-1.9448113088474859,-0.1403351651325096,0.07196906252827691,-0.041640557044316615
2015-05-31,-0.15150121318529372,-0.787280242263356,-1.5812880937485159,-1.6699666800559607,-1.9024033600964383,-1.0854949713068174,-0.6432860487519051,-0.062351511436263315,-0.5905624356331527,-0.5702855883084699,-0.6948692655025989,-2.6211946400749153,-0.3243177521540424,0.44079191747190133,-0.010288970862389472
2015-06-30,0.02660144349246156,-0.42615264764403055,-1.4910943060558717,-1.3694268727911354,-2.0016728194813567,-0.8111997542672812,-0.4560812300720593,-0.00898078125136552,-0.633918888959514,-0.6319527884988737,-0.5669663268646015,-2.4706383668488767,-0.316822574505286,0.2507038310317108,0.0
2015-07-31,0.046308023239016866,-0.04920026631836052,-1.1504267132606403,-1.7014526624575756,-2.50036127897456,-1.4282360238608067,-0.8739197966168224,0.15669576086990192,-0.7367620959497043,-0.8289966159517208,-0.3230384796712372,-2.9732992062389596,-0.2849781847885496,0.53617006676102,-0.18375456396537912
2015-08-31,-1.0631781574750787,-0.5903292974911452,-1.2915533572850841,-0.6673937229183113,-1.7934985864799728,-0.9773443873551628,-0.36361224776792817,0.4440478720076786,-1.4056691197946214,-2.1194628529347925,-0.8761081563237682,-1.92790528575968,-0.767650725734844,0.3202422451754379,0.15141544836265886
2015-09-30,0.8719226230131965,-0.07711929833450869,-0.5393898766786374,0.06326076916888657,-0.9695670435194668,-1.2596926397100194,-0.7118066331049876,0.857348455832284,-0.9963789085433422,-1.2530888483761737,0.005041234143088248,-0.3118019098128603,-0.5461046944301284,-0.06420952297663544,-0.03426996452895493
2015-10-31,-0.09971269325832369,-0.16413072404776669,-0.8991289233213141,0.18702528829359827,-1.00683980148469,-0.2773440455636121,0.3915566910277708,0.9260382352781104,-1.0078505644505054,-0.9583044808873011,-0.018893747653593463,-0.7319079399288689,-0.9367144468485723,-0.29324144085583626,0.23396909681913225
2015-11-30,1.6445543143177477,1.5558186553043092,-0.30266154449271515,-0.15551251915205622,-0.30462455716499676,1.156732482859237,0.8430178039227222,0.992643528997505,-0.2288052591661214,0.5660863819359896,1.3094076057350126,-0.009184675231488368,-0.37673220801326535,-0.779246199770439,-0.009465925988882863
2015-12-31,-0.008933338910724767,0.9462133662395174,-0.05885018373824208,0.06553799863490761,-0.24227297676765316,2.1816790124537304,1.8917558587143322,1.0959500245759155,-0.25442838805448065,0.4758936646989324,1.0189178395898135,0.18230917518521395,-0.12023758262868509,-0.635431526698848,-0.23218566700226556
2016-01-31,-1.372529850174518,0.14866798462709058,-0.6499544342444361,1.2196263185466036,0.42785525043697364,-0.14539495677784997,0.08123484171739317,1.1681836639039174,-0.9382675326586575,-0.6818981474565798,-0.2472654957947685,-0.19386907140570553,-0.6912180286805067,-0.523815391565514,-0.17565998975604574
2016-02-29,-0.9935283226825115,-1.4796952240962389,-0.8103751990976131,-0.3954625192569771,0.4505566577639729,0.04573667647686916,-0.4225309904552078,2.128130750417108,-1.2645285787146754,-1.4411442547587814,-1.0717286669069002,-0.3075313692487831,-0.8572217616188063,-0.678469781073533,0.06140542608445853
2016-03-31,0.5408044570596217,-1.0823354977093147,-0.5276913610347951,0.18852171935853515,0.2657556834902107,-0.4647402926034756,-1.6781391222301705,1.8682337531435207,0.3186181939873902,-0.9870704845171521,-0.6024375499751422,-0.16020539345903287,-0.5414819881752212,-0.4272224665391217,0.08292040750115154
2016-04-30,0.6696226862615161,0.14111822484306985,-0.17038043437920736,0.012030067486862101,0.34272606905226505,-0.9085797802141429,-1.1144147040046557,1.7828910937908256,0.6632828424712242,-0.509091971286825,-0.10586183439785812,0.10227808052223265,-0.04547248470231681,-0.3933004510681904,-0.11315186628081537
2016-05-31,-0.5337097429245519,0.4176112600561874,-0.26428196455148534,-0.5421241885354791,-0.5042245708832849,-0.5123116685107796,-0.741242335957222,1.6491582309093455,0.4364611566404416,-0.9203976886451463,-0.3057392208943496,-0.06170259618003588,-0.1859819320953117,-0.4545325888943455,0.17153754519220926
2016-06-30,1.4815136600575816,1.0020441715930335,0.14989222777141287,0.0014196788012399912,0.1327980711676648,0.00632119581653221,0.23702388370231078,1.5311215220103702,2.176238754232912,0.18414284870615277,1.242031517514657,0.33902832942152544,0.3613370036664212,-0.5399595391689064,0.06849232922239232
2016-07-31,0.7068040470326169,1.1093554501868712,0.4558081907492512,-0.027771127523937515,-0.422465199039994,0.3463091525692842,1.4678541457677126,1.3871726110587534,2.9986164350563085,1.0850498017547745,2.0120770048753966,0.5808479741900825,0.6892579867424949,-0.47436927445929616,-0.05031001013920172
2016-08-31,-0.17138946393254106,1.377863701077313,1.270483353577971,-0.44724852922793845,-0.9438023256175432,-0.5610694024308659,0.044089677385345145,1.267015964887944,2.1148602248580555,0.9385531395290942,1.0894704818385623,1.2329499751885333,1.5470580379008183,-0.9407834674508843,-0.06864193272216358
2016-09-30,-0.2979685142638175,0.1745360063799448,0.8186424596796704,-0.9715661756222387,-0.7375464129105024,-0.13856788940680315,-0.07196519422001461,1.1168587312618292,1.3434736742349858,0.2045007093005406,0.38727425659595077,0.5820670266543441,0.7992261142036476,-0.4067752659811889,0.08004270767353636
2016-10-31,0.7303875544388846,0.1322219080129355,1.3381369482747696,-0.8057760127905218,-0.6829699326754444,-0.6830582237179792,-1.1414339840892216,0.9660153887717229,1.585095416062815,1.3081207384096485,0.8626916372322129,0.9533601473277749,1.3208428999256248,-0.7141351516233095,-0.13689157190568904
2016-11-30,-0.9929864987290065,-0.3851999009211557,-0.2673747190567456,-0.26781570401801047,-0.5029237177249986,-0.3755500364429508,0.07734501264464355,0.7902168006935708,0.6283007420644955,-0.41844315155838246,-0.3963936516150589,-0.08613843262799084,-0.2767180803808263,0.1671470838374024,-0.012144007254798724
2016-12-31,0.058799047881297174,-0.10798649408884636,-0.23496212739770592,-0.21774834976893914,-1.168266945785863,-1.5155586509613599,-1.6566648628609697,0.6401126973966319,0.46648078510222185,-0.5131019014380797,-0.3915268688675566,-0.3882530646858236,-0.24302256395884983,1.3040293528669498,0.06899287148695142
2017-01-31,0.7048622178243009,-0.16003963475863342,1.0036134068611686,-0.2670702670235243,-1.0811816376970775,0.1858651971922663,0.5327277452573361,0.42224989971286586,0.7235065228383295,0.46744473187565866,0.31769609904519036,0.739268218910193,0.9954468891160182,-0.6288747508249798,0.22524660151098846
