SCI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-02-29,-1.7722122076196152,-0.8145278384871795,1.5316421480962132,0.5743412086688091,2.6832850053465003,-0.19168832567905078,-1.679780188111946,0.10042740841577924,0.9675253282685049,0.9810523235949544,-0.6406023413241015,1.2479390641636552,1.5067747983964521,-1.072605486008652,-0.18237884860983433
2020-03-31,-0.9983979463465134,-1.4844515536147374,0.638490328253961,-0.04079959087134248,1.1770202730319181,-0.12037532570773694,-0.6918483218982129,0.7314083129144443,0.22035637149517348,0.3929953199131206,-1.1961714482406514,0.846439821133963,0.5570347850904934,-0.7120458808738944,0.15537764373667556
2020-04-30,1.073132233543909,-0.8326475819466184,1.4082575570665876,1.5283424586093195,0.2960207594009271,-0.07822188910307867,0.21711271429909262,-0.949020496485418,0.8397428646804079,1.007840870551453,-0.48895160974409063,1.424189706058518,1.3188530627652155,-0.8682652120094455,0.07372952671893374
2020-05-31,0.5781021877012571,0.349948894065215,1.776070770120534,0.5833092960935244,0.33021475283942714,0.3623862993015896,0.8563853412279944,-2.0606839447608842,1.237226119230223,1.3562349558545985,-0.006611147029694201,1.6825660018991113,1.60795903203723,-0.24353207880837882,0.19148303408837025
2020-06-30,1.2408262012707034,1.5090145707119125,2.586679754693888,-1.170138786983808,0.8293156298095782,0.55136755590147,0.8229837809811993,-4.18773048071071,2.181748942543682,2.0141174641222706,0.947096675845131,2.0831222328195973,2.0383723746432407,0.7992079186700033,-0.055937542092146346
2020-07-31,-0.32177927751351554,0.7420186869040151,2.3147906225800114,-0.15263586133226104,0.7772364905486538,0.2685629094924866,0.5270674680635316,-3.1040444456397296,1.7044773250962855,1.6278865901392834,0.7000741551334513,1.9161528734141193,1.9925445073609445,0.18080698121267275,0.08442188885859467
2020-08-31,0.5398893556627891,0.7221017125706687,2.447095486702411,-0.15599826595503474,-0.36810285923953506,-0.3974079408281792,-0.38723136696808,-3.2828368798918657,1.9636944436888957,1.7524989077741207,0.8460167528712151,2.621340807209373,1.9938747653842321,-1.8821377410940807,-0.11447018782371862
2020-09-30,-0.7060152247075149,-0.24115521184288738,0.4483284126759213,-0.4835888629772133,-0.8243046269272859,-1.0749066940288352,-1.5413096597875395,-1.801658436420021,1.1394855519860438,1.149715941861423,0.025065761692654332,0.6928810700052195,0.46801083600007054,-1.1935175166919776,-0.024151553577147565
2020-10-31,-0.21192591715394582,-0.1834812786350878,-0.21892841742713548,-0.48132953985697974,-0.9438114460887768,-0.8643345992189062,-1.2654476932486227,-1.4339447159343446,0.921653359023348,0.9616544182065035,-0.2351371212863678,-0.06268422104269503,-0.1457174042359229,-0.2143814703588892,0.09053339320900793
2020-11-30,0.5305747407781859,-0.21057562898139492,-0.1799026402035941,-0.3968775392956575,-0.8830494391527636,-0.3806275756324765,-0.398558943681504,-1.719095005923667,1.2412381434205029,1.1454827477920857,0.013917237695892875,-0.0026344291670021246,-0.09884521984453844,-0.39111370948076324,0.45603684082078294
2020-12-31,2.7887780070042307,1.5753736596376984,0.7669372580856363,1.8238811813643265,1.0019038497854502,2.3497082984093995,1.9367821225415958,-2.6812370456033334,3.2542702753532624,2.266878892244069,2.0341990965037615,0.6676981937577516,0.4331473326855438,2.798502633477707,-0.035643808892816105
2021-01-31,-0.33474110439930604,1.419705861513579,0.6954276448423978,1.6932509525620218,0.8890210652811658,-0.4965435977411321,0.29046695746919243,-1.815443123110989,2.0598935445211195,1.654015642794471,1.0997907737084933,0.6147451689337399,0.39715806350598604,-0.869332924311441,0.15953595445817434
2021-02-28,0.7236469511685497,1.4989493393136006,2.278320316874434,1.4401943006575317,0.8899705771182855,0.5200869942953544,0.7184093832320714,-1.599537867990264,2.1200380638075034,1.654881433102912,1.3457371551467987,1.5754124195925339,1.0535165759107534,2.295922699249589,0.10164131099875919
2021-03-31,0.32989412369698146,0.3566088133848692,3.4155764366295194,-0.5263236978215665,0.3359583620538116,1.2474680758838228,-0.23396327666312028,-0.1976175141807407,1.6267554881061603,1.506746685882146,1.0935434508854662,2.6780488347534286,3.4153211782215798,7.508055598139588,-0.05813151653794632
