MSUMI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2026-02-28,0.014076307894081583,-0.4969215551496793,1.5843918836123507,0.6561162573061331,0.1355909617114217,-0.33447505164119046,0.25557735819403615,-0.9742388322897269,1.8139991272647196,-0.12324864004067974,-0.6810941035090117,1.2213195873620237,1.4920439454900476,-0.911302947480383,-0.03557920335735917
