CROMPTON IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-02-28,-0.07619350357171166,-0.6919775064093558,-0.8068678122594166,-0.8704292429447471,-1.593836620290378,1.8903954383879567,1.1511031605053084,-0.24346182306761038,0.289530011154234,-0.5817848205477022,-0.8662467726342057,0.0053961487426743655,-0.7796568709355549,0.4920974995935186,-0.13603494062330257
2022-03-31,-1.638457079823948,-1.3442591995616906,-1.2406137284729288,0.04913077639220177,-0.839977166392712,0.14340942021227826,0.3170345198079139,0.040523225434709355,-1.3081523031025857,-1.0260529833195606,-1.562884993293933,-1.4558137735859764,-1.2271743919647156,-0.1058161112268423,0.02846792137701943
2022-04-30,0.05540889725229528,-0.969105539202938,-1.1128546094921903,0.45633355671876535,-0.5923054283477267,-0.4682460702293127,0.30047744481145533,0.13982455516381198,-1.3611303036177287,-1.203557810605849,-1.149349499340354,-1.2221857208948208,-1.1044542439264264,-0.07558374576061597,-0.06259999934524534
2022-05-31,-1.1391604419142025,-1.544909859476978,-1.4083420683582513,0.43655277443218626,-0.4952634385733881,-0.7184778112309467,-1.2537868164428405,0.8291815821881069,-1.6773498905045605,-1.7559836443840366,-1.3987051317265042,-1.6006615806360647,-1.4494344523716938,0.07752920787760455,-0.06073702265523634
2022-06-30,-1.0466513601472085,-1.089160466998625,-1.7667206202310595,-0.13183461558474058,-0.4188263675805907,-0.21201958691502223,-0.4036212795123097,1.8669954708447436,-1.8205941036449964,-2.3437910304743372,-1.5278633878473638,-2.0445702836658017,-1.9124217326294883,-0.010568706292449489,0.14797892593741066
2022-07-31,1.7041729044430616,-0.21701736056231036,-1.5872993490648521,1.6226553550611793,0.8014786027092081,1.5379924833797256,0.537025361582256,0.5847282450031642,-1.1959176779843148,-1.3728700776866511,-0.12471291889692235,-1.5172560498896435,-1.5947191188054688,-0.9178839825833159,0.032429881064225
2022-08-31,0.15028220938173983,0.42952581028106235,-1.361768011738685,1.0571201804994335,0.9469891726391835,2.6973854390345724,1.5276550745455313,0.42225840706847223,-1.0296009618689106,-1.1826755952534624,0.24902400872712047,-1.3414371065392188,-1.3438126642714372,-1.1491829710100057,0.010985097649329574
2022-09-30,-0.07283461001299818,0.936268887913651,-1.2828161451295055,0.22165863628050306,0.34885612869023575,0.6701033297032729,0.6692760272030394,0.4202946574180369,-0.9146693353598297,-1.0722722369349738,0.22824666154450746,-1.369139005073212,-1.2541262583436776,-0.418075904277648,-0.1283080035410034
2022-10-31,-1.786248604658536,-0.914224428800882,-1.4239491480916882,0.5252217307031908,0.9880485625183183,-1.0428745132024957,-1.046257483837909,2.672320645898625,-1.2378918825209997,-2.2544829229930223,-0.792545633354214,-1.3618564634402408,-1.466172893762132,0.4705970536903265,0.0015169278231145465
2022-11-30,-0.07586713034986439,-1.049703652103207,-1.2475987712634227,0.24754552808482336,0.7812301835090462,-1.3604765596044859,-2.263002738656365,2.278829337972086,-1.0574501941578325,-2.180391676983767,-0.7193167908123075,-1.2042707693893797,-1.2678616906741391,0.6129384062127838,-0.07553997608981906
2022-12-31,-0.9746325637897504,-1.546282994364696,-1.2684767222540383,-0.11330994977863089,0.7948611668423871,-1.2253158718372068,-1.6714555302728094,2.8543054261782594,-1.0939828144137034,-2.485367257714825,-1.2684488032907717,-1.1828690365375631,-1.3403398710021635,0.7561825162204826,-0.016482243069395167
2023-01-31,-0.15488429516433674,-0.6773996849841498,-1.137477774289472,-0.7102289739171022,-0.521938278372396,-0.9362945837464641,-0.16248157978721378,2.4935747155815418,-0.9956161969969267,-2.1615875513723846,-1.1227879069728077,-1.3049139560558944,-1.206291967140488,0.6073316667355692,-0.08543314798356749
2023-02-28,-1.0907065516379322,-1.3001160372900082,-1.210923146679371,-0.7288034119454693,-0.6867283318785683,0.3081734272008217,1.3633332002520577,2.891117386203923,-1.09144562049167,-2.356694541113366,-1.5359515903929688,-1.4792303170143148,-1.3802079445876174,-0.2971643193042738,-0.03636154956429705
2023-03-31,-0.392507242030671,-0.9109151824920495,-0.9483827295568061,-0.7586804475891561,-0.9022148444732666,0.2507607465257246,1.205709524186226,0.3161153882639239,-1.1542354848192151,-2.019074604297273,-1.1876524627840186,-1.2271353700881293,-0.9338250904795691,-0.0005384922576758178,-0.13930129763499757
2023-04-30,-1.8863837148072935,-1.8262900044840147,-1.1619777615082627,-0.17113278757498668,-0.6998207760753292,2.3601732719367954,2.2152985856798675,1.5911803799579243,-1.1722239382412067,-2.1306465512440385,-1.9069144960618136,-1.4715002798650503,-1.3037056014294703,-2.4498174243562416,0.07517224896612462
2023-05-31,1.2786866025825387,-0.46141494376039216,-0.8412676093805375,1.67125958641861,0.2640455392734697,1.8130699568533926,1.2582452091759293,0.6709918740092986,-0.7764937131588336,-1.3412505759081161,-0.5511974397442093,-0.8082124291050001,-0.8699598007311877,-1.2557721027885653,0.05228443332360455
2023-06-30,0.9160663768261174,0.24902779402195943,-0.5482671075330932,1.8424454649141448,0.7307536934591875,-0.16547455658706892,0.13683009022090736,0.11391340320495831,-0.4967867289967038,-0.9148944046885044,0.2975641142845559,-0.5052012061366791,-0.5177486829741611,0.2553663845352781,0.01491157975307284
2023-07-31,0.4411562321438518,1.488925827263102,-0.7725427928374262,-0.9429390419535356,0.8007474380040179,-0.2308421140964992,-1.193273083231067,-0.12652700890072915,-0.3272176943260348,-0.7107303642502613,0.7505545588811123,-0.657603779636262,-0.7686127362767673,0.5459960468272399,0.020709554010650316
2023-08-31,0.6234270080818944,1.166998678305618,-0.7783358281359414,-1.2231569503970465,0.5280739289367145,0.8946425588634117,-0.4546064504095599,-0.45724594692932163,-0.1261921261339638,-0.4938817401083925,1.2274718145233576,-0.665570109772233,-0.746634212228856,-0.676854215072672,0.032139181972594716
2023-09-30,0.7576820859359104,1.0818053292459893,-0.6869450683322467,-1.4502732012781887,0.44225741033036775,-0.279382232175143,-0.15460661467354717,-0.9370543151510806,0.1158109079969613,-0.22101576638598633,1.6215918177983604,-0.5874725725116738,-0.6123201516213198,0.4968278979301887,-0.09418123847000297
2023-10-31,-1.1176432671224024,0.14826504306672225,-0.5389601853300928,0.36049428241287595,-0.38440263982566647,-0.6364818359629153,-0.4327961149719217,0.04948698216753592,-0.02925446338253058,-0.5772123171467448,0.15452726224941113,-0.6794883446698314,-0.5452210471555923,0.7578402584016839,0.010406655342895008
2023-11-30,0.448599824877243,0.056280796592740254,-0.4620351850845783,0.24688978387224397,-0.7193407576787179,-0.9559963525708782,-1.6434429149384369,-0.21657650261831357,0.18863032576352098,-0.3789000747807061,0.24656265785224996,-0.7924346684411802,-0.4452552853529948,0.9949550627511243,0.08715759078369952
2023-12-31,1.515760400512241,0.5387353615952462,0.6951609674963706,0.8730151294559562,-0.33912870163070813,-0.25050883857084627,0.130225862292104,-1.5276485900784884,0.8535490446598963,0.3036940394976861,1.2521503952828041,0.3844200273502106,0.7539399522103197,0.210203750478504,-0.025903541673710048
2024-01-31,-0.159485761665137,1.1001729113917176,0.8169545677936731,-0.1854535281757477,-0.2558789696306838,-0.32082892367628146,0.46726044002077133,-1.1623830201616014,0.9392326722251828,0.264207303117003,0.744354437556779,0.44754563636279204,0.8391849693569712,0.2216549662334152,-0.04024450821950547
