FNXC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,0.5797858408866952,0.6404962075333935,0.7233605991415357,-0.24171564307993032,-0.9459078874453245,0.4051900209758233,1.1410138063671567,-1.007627217228676,0.6004127163097462,0.5918684814833874,0.5456866152879354,0.7642923271843283,0.06754472103358083,0.7794717128906998,0.03158543871980123
2006-03-31,-0.10627386949299397,-0.018599020411946002,0.9174902265383266,-0.7705300080057321,-1.1142801874635975,-1.1853371211558887,-1.2559277674029854,-1.4250850895066507,0.7301391263313483,0.44920667635583433,0.38033031408381307,1.1087604477739976,-0.11661807725463455,-1.7565076286039185,0.01207431659068095
2006-04-30,-0.40531218510668837,0.07800434236670473,0.10534315094611457,-1.1273906255616122,-1.54399339472076,-0.6432852652201507,0.10342250381814326,-1.0412584481632394,0.46953848380793073,0.2537353682024862,-0.08775622332303507,0.5858850399888481,-0.5689994533099991,-0.5092787364070196,-0.0326755273118227
2006-05-31,-0.9216521447948983,-1.0207966363669878,-0.1750978078853037,-1.1520928111517008,-1.1193450074150713,0.661208954859636,-0.3117346150451255,-0.6964097821943864,0.07848471829418407,-0.030437810892018566,-0.8947942797078506,-0.0026984218641175274,-0.6637947506817135,0.7190563593481284,-0.12350130245236494
2006-06-30,-2.346831789971892,-2.692142769455245,-0.752455820678694,-0.14701910672589896,-0.6046385686298281,-0.8825166873064433,0.02880005634900611,-0.06811020774055004,-0.7397327835037977,-0.637549697699628,-2.646672450890345,-0.7021621555109586,-0.9294698813545232,-0.30618016777258156,-0.02366174274968154
2006-07-31,-0.794090667342883,-2.7250292617083516,-1.1756340852191987,-0.45670573610347387,-0.5349262149487067,-1.3721152030137636,-1.5915403252329348,0.2766701370630247,-1.1340010279473627,-0.9962572826465368,-2.7369895309302166,-1.0855236250285576,-1.2233286168960233,-0.20174211472180378,0.1752560068544485
2006-08-31,1.7267046319553392,-0.7503705985717595,-0.8293121656701953,2.200134866697662,1.07016691292229,-0.6712340669640663,-1.39798882480842,-0.23658448574135538,-0.3182223453332518,-0.39514561200562953,-0.5192300812385784,-0.9429913217950957,-1.005692958154243,-0.19379255695666386,0.05785988855982477
2006-09-30,0.2136721320427507,0.7451682491545798,-0.5712838339129862,0.6230655811244022,1.1686386971778733,-0.4187609270016014,-0.09305747570239087,-0.1932330593405657,-0.17865622343316767,-0.3058315298636363,0.06232579821101747,-0.7870366529749647,-0.8431719841184784,-0.134456567997397,0.22157092551898816
2006-10-31,2.120067333911681,2.6786721767069324,0.4117942964083248,0.15859870289165254,2.8211500653084336,1.084524168294392,2.352758106996043,-0.9689400319490106,1.1519926980601707,0.7440816163710583,2.3178949229886463,-0.46147738183095194,-0.4907418512008984,1.6181384966480872,0.03864443812887712
2006-11-30,-0.20024601018379237,1.2971173421577942,0.22260096489578504,0.6200122190061748,2.198765313554224,-0.12347139688446951,0.5001313836135877,-0.8370745696542446,0.9409530796743432,0.719261927518496,1.6899782918726713,-0.5459722739904622,-0.6488267136476059,0.03791410966524001,0.04781503001122577
