BATA IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2007-12-31,1.558880861171278,1.5377876860370998,-0.10830052958747026,0.8338486621697387,0.24903432970335493,0.5856963074172638,0.5597798927128568,0.6738072540216336,0.5393699282242387,1.5861040053134758,2.0370058104048945,-0.2554622672396808,0.8370050105209014,-0.18140590626332675,-0.5442511005975632
2008-01-31,-3.71632063182826,-1.6637797459263362,-0.9050193144064282,3.929671046052085,3.995158228706417,-0.20169832673296512,-1.8953082346191474,1.6167281574792014,-3.2288254010144337,-1.8388475408797258,-1.4929100860892752,-0.6413852462212029,-1.5714772620171793,-0.1677378618382031,0.00335973438183719
2008-02-29,0.03785458702332426,-1.23303541824728,-0.4283052526532495,3.023931451551271,2.9891427030337225,-0.9656663270258917,-1.0552682333423467,1.3443120712655015,-2.4879703734178737,-1.5823102536153304,-1.3722527718213158,-0.4608713892316208,0.11323663386729843,-0.4337335939867356,-0.16080107892254952
2008-03-31,-0.8124132508972423,-2.5705986316681475,-0.4193994411618683,1.2757217243246763,2.407075386759354,-0.5369246277218049,-1.324091044111307,1.4817227338387606,-2.4712523440984313,-2.212388032404337,-1.753974986066216,-0.41080879356192007,0.002976203394061016,-0.3655936539853856,0.2523143658681299
2008-04-30,1.46888313251184,0.4168840484201071,-0.2034471421112392,0.437906082047031,2.0888651548986528,0.9623919460156628,1.1018790409211852,0.6500695213323705,-1.270277879320224,-0.5192035281457763,-0.2808073875154711,-0.2940498033885427,0.5131938744866331,-0.16786783246765047,-0.10720840569931671
2008-05-31,-0.47003512355903293,0.10073003486672262,-0.4192215947557402,0.5561847444903394,1.877893284326682,-0.6017670734087128,0.4508097692620421,0.7764002411662212,-1.464054987662119,-1.0456598174406535,-0.4906967954157278,-0.3713632601943878,-0.2805288848880091,-0.14255747292279672,-0.11708359669953103
2008-06-30,-0.5368652582901386,0.28017981766754385,-0.6578269445938758,0.3959137263748743,1.1448068459531455,-0.30046588911233096,0.10674746294828247,0.9369884624740292,-1.6139454857106255,-1.6144617587757384,-0.352125003541946,-0.5230069398319196,-0.971804381986812,0.34380239216792763,0.017627575083313456
2008-07-31,0.1388037164516036,-0.589722196676337,-0.4718713158223697,-0.979246497415161,-0.4822691912672628,0.5217431113741409,-0.5054582172268359,0.6871519592973753,-1.3757151880254785,-1.2882866475181824,-0.18272048431017085,-0.5074973917292509,-0.5193951213768139,0.016942617742691703,0.11694636555438799
2008-08-31,0.6665299396016534,0.16936650666710493,0.14012426589932397,-0.5216191517379408,-0.31853709140724906,0.38463386149377515,1.5821847113909508,0.15604147285661177,-0.9248214108451781,-0.4696883496006829,0.48038141141387203,0.10543669654921743,0.5814609116935877,-0.2106607454748746,-0.2397824690621628
2008-09-30,-1.263474213654893,-0.3052139302224485,-1.2345663094685346,0.18397811976444534,-0.0437865000297047,-0.6266571339945992,-0.8721902661146479,0.9111294830874975,-1.308745340365256,-1.6436801305181066,-0.8478742921513324,-1.0957296038855497,-2.4094173461661743,1.3289521131278832,-0.23192055862268904
2008-10-31,-1.1171239890908136,-1.1935730792665942,-2.386082853038204,0.34561641067386617,-0.5943800119831683,-0.6875844827310326,-1.6764101954240167,1.7801653325251192,-1.432052055809683,-2.320267865362113,-1.4606766515598666,-2.604075867153845,-5.414617049037399,2.855047317314636,-0.21750596531609556
2008-11-30,-0.9741256996248904,-2.338296814357095,-2.4166804699948905,-1.6519183441033174,-0.45228951509066434,-0.7809275041295314,-2.366820706734668,2.405955811135862,-1.3921039122721308,-2.3457580628321453,-1.8001026914735883,-2.3823739353985642,-4.949896807715327,3.1643519595530027,0.24584717827093958
2008-12-31,1.4315822943493501,-0.3916781886419366,-2.059019078312883,0.9906323716319541,0.3849889550278553,-0.5290883709836894,0.057033716673566055,2.1905277268221894,-1.0377071048417446,-1.0111753283259137,-0.41487875732266194,-1.3602916089243606,-3.830106195059923,1.9839501119920793,-0.1954475656134574
2009-01-31,-0.8279431404516008,-0.25320166767392827,-1.2414166415000272,0.809604267716378,0.38617508529652095,0.08812951770010657,0.6569565768483377,2.057075244345445,-1.0391975995115488,-1.347446882462836,-0.8715651980288079,-0.8045914435195031,-2.5974485049162834,0.1852312223860713,-0.06117686940730675
2009-02-28,-0.11144148699528586,0.29891228467090947,-1.268822071283546,0.3972368174819867,-0.0233892060584954,0.1870447046086153,1.5587006033572754,1.3724358057625512,-0.888166843040001,-1.1845609511777435,-0.5009758928000676,-1.0054397866269857,-2.583577117801351,0.0003816796574484056,0.22444297157068185
2009-03-31,1.2891718001795376,0.19796657959039268,-0.34083063434746586,0.28769290959904864,0.44747590196602804,0.9898116721989795,1.9160078691791378,-0.02257974372477974,-0.5376331387257046,-0.38727437743764875,0.8860226352315681,-0.11376058067078659,-0.5827789172082207,-1.1387264829800139,0.1791743754172636
2009-04-30,0.9556372678246622,1.4389912180786837,-0.5592669332654583,-0.31192466531343893,0.28239133168263203,2.10416360979681,1.3582562871814354,-0.7711319624967603,-0.2529798565558005,0.1688243475674189,1.743029392876681,-0.32671020496821,-0.5524019222438795,-2.4250249531524797,0.17875026827555618
2009-05-31,0.9475465640633212,2.11466901755793,0.25442899467669433,-1.5405098107867734,-0.23998468643750023,1.43549188221927,1.0312278031051423,-1.3542962768476174,0.05922067294499335,0.6974226252534259,2.0733020684756402,0.23851091780459618,0.36101289378686663,-0.8582738800376412,-0.01558825193889805
2009-06-30,-0.048510614810200206,1.1433045498517127,0.5867426570846933,-0.6051431239706647,-0.42764226346662615,2.0447455706040114,0.7901417788242858,-1.302122031370921,0.11259783655148449,0.6629513541723783,1.3755087540189415,0.539338911712694,0.6557758238858312,-0.4869556879564486,0.13583406730195197
2009-07-31,0.6961928566731447,0.9758164681932889,1.0414422453480998,-0.7180960379926641,-1.190701875006385,0.06877345268674923,-0.7212672232510993,-1.6296920705617663,0.3919237315440143,1.0167057197381997,1.4355364264469235,1.1787912333157375,0.9928899149508007,-0.5820421933435269,0.010086113388790953
2009-08-31,0.043464703879920144,0.4190768589506488,0.5798501214290454,-0.9680940085279427,-1.3945394629916332,-0.47043451110455603,-1.286172786815824,-1.5723605382847101,0.44998723700499954,0.9732954848638811,0.8069730994602838,0.5543537387845304,0.6557707572825259,-0.5170626809581661,0.10343422234841537
2009-09-30,0.4896078640325956,0.7457521693329137,2.0353680899304654,-1.193989483691833,-1.6157921131727473,2.2178467763445067,0.36032997177651443,-1.7182304088543112,0.6899642684701406,1.1822654999356474,0.8151129244345063,3.4331506545860275,1.6197142974302625,2.696223075859785,-0.09872278842709566
2009-10-31,-0.48424439006791814,0.032292713026367034,2.4757223517400226,-0.7878178467597707,-1.2869738973130234,0.3591842385026533,0.6126199133327352,-1.4581946530324033,0.6434317884604625,0.9363551467069697,0.09819400367632342,3.147778717254135,2.1026976243355424,0.09669707926019841,0.06130179622853677
2009-11-30,0.38582891157007737,0.23666085858620994,3.741994035641216,-0.7071316736830765,-1.5421316112589392,-0.5418584203943403,0.555522464233084,-1.6327044951690182,1.2698309372501866,1.244438715827153,0.29631938314783024,5.666518453691389,2.9384916052802406,-3.0967626492004325,0.08543520179086406
