RHIM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-02-28,0.06241011710206288,-1.7470601350496695,-0.8584740127452859,-0.22740072177662218,-0.01377050278134945,-0.3921584804210455,-1.46583352815184,0.9822382486433586,-1.07115669684498,-1.3837983387943988,-1.2365285284298044,-1.0536660135806897,-0.8603746864498653,-0.3687454206051133,0.10229174494152755
2019-03-31,0.871680156859255,-0.4519287200083473,0.40197632183759613,0.4189912217804214,-0.20129645240315977,-0.21277412520829428,0.03066511414000385,0.20638188655209316,-0.3488053628353234,-0.4385570678061705,-0.1564504989833931,0.3075134868782086,0.2120216689166979,-0.370267959578058,0.0054336601818331
2019-04-30,-0.21189348778530245,0.5491077770204726,0.2865216262308126,-0.5946294589411325,-0.2172098685584282,-0.3756118689380499,-0.8942460851054331,0.1678695044955009,-0.2987448342323138,-0.5777065844178293,-0.21002967375553386,0.20881160712079044,0.11348589821479795,-0.4799711333219505,-0.06323327358011363
2019-05-31,-0.9117137550563362,-0.19385411463098284,-1.1091937490699417,-0.012434907430438185,-0.2644988670371025,-0.23234134783587818,0.09590084598511923,0.6266606232152149,-0.7132715021596425,-1.3682802006254886,-0.699996625102521,-1.0230134576610705,-1.2860324714824887,-0.17773146642689855,-0.10304427383179943
2019-06-30,-1.2842652130096075,-1.866177801348637,-1.284719732970398,-0.5033539790924163,-0.08077969568051027,-0.0012133740786753433,0.4454206708298144,1.4222304185663606,-1.3093135820111008,-2.502507460284534,-1.420011124169971,-1.2921772431630918,-1.374498397872866,-0.05984256795488708,-0.12767675969432196
2019-07-31,-1.4369135443797634,-2.6749355242915867,-3.2448850932977407,-0.9036145302844667,-0.03620686677429909,-0.31690220501787497,0.1022883876442617,2.33350870581635,-1.8138621559822596,-3.53471093752357,-2.180151802541005,-2.903044556951975,-4.257377113012349,0.1048155867190103,0.10678567413352372
2019-08-31,0.957194570410609,-1.1200711124183964,-3.3405510257452016,0.716282458188102,0.2614222483129386,-0.24766212323752132,0.5070591703127624,1.0896901935471164,-1.021437058218461,-1.9255201391774905,-0.9881779442518692,-2.8769060793321595,-3.9504699854184295,0.20356781821444644,0.05833055061179127
2019-09-30,0.4422665314746186,0.011702841261893608,-1.8331707293365709,0.5695944879480639,0.0149984844028626,-0.621202878201092,-1.3278984296058305,0.5363388820253892,-0.5816602168183376,-1.321386768035938,-0.2524921083436589,-1.887241904577261,-1.9466929373079667,0.09885473900713508,0.031963528247883136
2019-10-31,0.14786409194972383,1.0446132498785181,-1.4193686179154341,-0.915569363742265,0.017986855009146867,-0.1586747574979454,0.7667960356684733,0.2010847941822222,-0.2842465168246894,-1.0347075143703688,0.18722187036722848,-1.4542985987342947,-1.4701949983434763,-0.00016067739585064092,0.03341923101496857
2019-11-30,0.1999864607044179,0.5244288827056809,-1.4802378206949873,-1.248100174693642,-0.04773099774059462,0.6637052739786291,0.24190614651727066,-0.15674019499015895,0.06291096772597304,-0.7492315457993405,0.5134468717382323,-1.482542796223189,-1.5299846352171813,-0.07577498029814306,0.0491813611844069
2019-12-31,0.3479014473755551,0.45335444641117206,-1.0293533227771992,-1.2456712428555783,-0.4141049927082113,1.0234074018488808,1.173231144820663,-0.6468826647779216,0.595723052455675,-0.3481720992602529,0.7244529536360349,-1.0478990465271698,-1.060814610248158,-0.015834413330183986,0.06823148233803346
2020-01-31,0.5205104297356296,0.6991235390864214,-0.1774633428992701,-1.0592462301929784,-1.699605022169442,0.7274719201749617,0.5199437420930656,-1.266277066849647,1.4025477676549274,0.1799339063027133,0.8099511971115514,1.6028777895434712,-0.2687705957493967,0.11124240017056117,-0.1043955609796788
2020-02-29,-1.1684174118061965,-0.1994539807518871,-0.7267662628285513,0.13494715995031317,-0.7680297463624367,2.531470016215841,0.9424437016016792,-0.4884636245414914,0.532612552284993,-0.8910177628078805,-0.35104254279177627,-0.6951018687119527,-0.7513395163302097,0.18065614729521168,-0.6663289643365377
