IRCTC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-07-31,-0.31960122036674693,-0.7405555886689096,1.3007796609698172,-1.5205948336445856,-0.8552368296875068,-0.23029020708104145,-0.33926501992623065,-1.3138562004933143,0.35159186966212863,0.7202751644672517,-0.35369932015234024,2.2113122088491024,1.3242643106231573,-0.9844386109523726,-0.0571375683777816
2024-08-31,-1.0216941527417462,-1.0982760889305478,0.7848973671575612,-1.0784895536733943,-0.7562827999078808,-0.7154436451785094,-1.1402756912949399,-0.9811263824976711,-0.05309745852669148,0.3227391007592631,-0.9967214179268222,1.3038942403588347,0.8764447919553846,-1.3898115248777512,-0.004566585957165967
2024-09-30,-0.21868232976871357,-0.8442730594096615,0.6938238313973218,-0.9751469945206525,-0.6889310957180411,-0.49487846697550897,-0.9960305970499566,-0.9743689804171655,0.03799405231420693,0.22023792625142594,-0.9842925517463025,1.123933435979225,0.7738607051450382,-1.042063361700884,-0.12273577889291531
2024-10-31,-1.8462757028151868,-1.673271148690087,0.25160410886774404,-0.06277429507634878,-1.1333119141076942,-0.5466077292526061,-0.6599942407611757,-0.2520778710183742,-0.911902439017364,-0.3858889713218983,-1.6884350048894847,0.7772213365350459,0.40945390321436537,-0.7832459669999766,-0.00653537216920291
2024-11-30,-0.14017221215436151,-1.1480965499271354,-0.027645620482361886,0.19336966201700032,-1.0034580963453537,-0.6481659171873427,-0.016603714622445434,-0.2815983490319397,-0.8080599624065437,-0.41809743037867186,-1.2696480246705018,0.30436494656893803,0.09359581869236895,-0.6268465200631519,-0.036251903036006075
2024-12-31,-0.5255994633892541,-1.2892967426740294,-0.8858833681415342,-0.07542236491196337,-0.9363033631298697,-0.6658656523826552,-0.4526951087968861,-0.07315871041871042,-0.9203841910516704,-0.6086466592955966,-1.1544778308004389,-1.0518213881490568,-0.918065085972217,0.04636097022495613,0.04400411643591212
2025-01-31,0.49589622490296303,-0.1087437306756715,-1.0577630698229923,-0.6585571110003846,-0.4229871516583008,-0.370751037014487,0.2113731199705419,-0.4528101376151483,-0.33401200647515156,-0.4368807460798171,-0.4925750963465767,-1.140846547096907,-1.079146073692662,0.020694720504571832,-0.20341067342988287
2025-02-28,-2.9886242275285637,-1.5387753085081937,-1.467735198478453,2.112717464830559,1.1855156678744956,-0.6606121695096256,0.15428666128709317,1.163732267543892,-1.7479472940623477,-1.4691098714654658,-1.764878239166933,-1.2042904969190025,-1.748761108547218,0.45456729396775963,0.08091938049868072
2025-03-31,0.9225744706532412,-0.7124133800219898,-1.2685122535375981,2.7018198641305573,1.7553572654034775,-0.5855434722883338,0.22363691168472777,1.9191666311786424,-1.7144375994694943,-1.0817708431764734,-0.7073563713104588,-0.9971840230615882,-1.5050135267546867,0.2583328754949733,0.032457210147381704
2025-04-30,0.269252385738247,-0.8090952919778833,-1.4729770334783292,2.2123982092885126,1.3652432542818436,-0.8566775353395596,-0.8253837792890475,1.5445061739406445,-1.279318722914885,-0.9677453880945586,-0.33420265991389153,-1.2093439672280908,-1.7683135841059123,0.597493780413588,0.005970166986503754
2025-05-31,-0.026566722020980964,0.6784744579000144,-1.3775377117530245,-0.7729672898126058,1.2801520055768671,-0.15285254780240654,0.16628097141639284,1.3715623549142253,-1.0518434196087172,-0.972801964509005,-0.16578696641624716,-1.1575228871987775,-1.603773851344332,0.010643608972158432,0.0331737736819984
2025-06-30,0.3272109287961382,0.3264996204504875,-1.1654935458385771,-1.2579460905944235,1.2338667451394372,-0.6010763377620902,-0.21219762638343037,1.0145492174742607,-0.7333358510746945,-0.8342524122009003,0.17093404097140244,-1.0034163697018235,-1.2641156914432556,0.22946306546712783,-0.07359626688478486
2025-07-31,-1.003084874083321,-0.40043973282645917,-1.2586853223711085,-0.27619759686580375,1.1657412923902657,-1.8101632665611878,-0.2843711584804011,1.514452175012025,-0.99420105898141,-1.3386933599366995,-0.31654499622903987,-1.0636930907851396,-1.4713400798518474,1.2461169002152284,-0.04810518430480712
2025-08-31,-0.6371242705994593,-0.7536494167178365,-1.17156912237257,-0.2908518212638951,-0.6334524632215421,-1.3938618658221014,-0.9616884049233265,1.6185235539735494,-1.0247994880858269,-1.6217694419803326,-0.7621770186101611,-1.4574610269880424,-1.3898181648725587,0.9055395104150105,0.012137901739757508
2025-09-30,0.1302112245818397,-0.8543109008815227,-1.0872700780424918,-0.587548990381079,-1.1254124330399027,-0.925152038654686,-0.42934852381286975,1.239430903312708,-0.7751336594163329,-1.473264938172706,-0.5518266033871219,-1.599345338416184,-1.2403217952607504,0.5310513183409649,0.025792424062700207
2025-10-31,0.2935346899523822,-0.1205445092708319,-0.7075805710389468,-0.7337635997315336,-1.203275970432333,-0.7121026797170003,0.1622179694612632,0.8859446915186826,-0.5177144854305379,-1.2841432724982824,-0.22338147371645367,-0.9368040250813189,-0.6750229980205205,0.01598910950646325,-0.04554650884776628
2025-11-30,-0.5816618176494424,-0.08971122739410514,-0.7961771398610255,-0.7746634259306301,-1.1807915718731028,-0.6334274393112383,0.1837582162103527,1.008442717298386,-0.5620057861038839,-1.4727508544990409,-0.47180955551887954,-1.071918306803555,-0.8236897351512317,0.09005092083563715,-0.003062789530545767
2025-12-31,-0.02301964893028737,-0.17712476457686213,-0.6981125338626243,-0.8166997131141503,-1.4668306861855547,0.8878227438542249,0.8306010087145658,0.8323729960806145,-0.4351515502593778,-1.2885881662650491,-0.2622949848507629,-0.9931506927772414,-0.6805257178587625,-0.5726048449143283,-0.09420795370720847
2026-01-31,-1.2332312728139745,-0.9840801221207238,-0.9489535321489504,-0.5100202350986568,-1.1060691246242693,2.848709158133026,1.3198061973348063,1.1887164299859612,-0.7187460633915271,-1.5459866764721408,-0.8490078516898304,-1.334910556007025,-1.1715198017699846,-1.6646155954147488,-0.08978019704295553
2026-02-28,-1.0818355396862467,-1.4200463230644909,-0.6191351689196194,-0.3236487747152804,-0.7566627252955823,4.9403379141660295,3.1738612870310026,1.4171654429604377,-1.0282854310934693,-1.6969608168163965,-1.5385294315532165,-0.7286406894280439,-0.7375461460559121,-2.084234639589275,-0.01512566982322459
