FLUOROCH IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2023-09-30,-0.21018367411285735,-0.2064501368986162,-1.2009496369813346,-0.09098181816388036,-0.37303488369852017,-0.5147192941133509,0.3225429701448365,1.1513982640531435,-1.661742805558977,-1.5579917179323997,-0.6600230735525286,-1.1883659343497297,-1.167237172890921,0.2961830253289031,-0.09497908165364675
2023-10-31,-1.1123613980826677,-0.2407049706778431,-1.1340895204075163,0.2739309453079321,-0.6889594447591665,-0.37475292924077597,-0.47130780598451877,1.2819265521802898,-1.8642995514495366,-2.7340943260918533,-1.063996437534505,-1.150553563816737,-1.1409785296361579,0.48232395134319184,0.02757630627604102
2023-11-30,0.09504093479144889,-0.7060625102547573,-0.9836419845646465,-0.8043491488835253,-0.568577453892346,-0.2749571311660872,-0.5131810432040714,1.0162381747272966,-1.5455142089962224,-2.354388551156303,-0.5420701833397829,-0.9927340010056385,-0.958433378232064,0.40693419925929525,0.2604076747357891
2023-12-31,2.3602719664903615,0.7787925422537029,-0.634764856299314,2.2659743995441524,1.6224312196249413,1.7744031641932256,0.7629371529050774,0.25199212555353223,-0.3957303621262295,1.095299045080896,1.3600561271888088,-0.6704544437764558,-0.536919352503855,0.49211206197377166,-0.004090262223967003
2024-01-31,-0.2011801039317433,1.3038602279101827,-0.4674011935722722,1.157118482119042,1.395891662376825,-0.33725463789687454,0.12008311920847133,0.23760592059900185,-0.31409185633739367,0.8616875643553944,0.8655902978580781,-0.5203920604582815,-0.3541165170490469,0.3084268672405777,0.004765846630151585
2024-02-29,-0.0643077597987954,1.292724095082249,-0.5313619770767173,1.20117000330895,1.0580961497092345,-0.4386220928583166,-0.06420133992005249,0.20483589175322542,-0.20025468444912695,0.8187558063255647,0.7277377993095324,-0.572199459513414,-0.43136230085018085,0.27888488425473223,-0.17825877360823572
2024-03-31,-1.8682835567129976,-1.3310041891843822,-0.6216878758325854,0.07865841118016528,3.010210967089164,-1.344015519821421,-1.0724704378432257,-1.0899154609549941,-1.2625561399141854,-1.712885271535266,-0.8804408309791091,-0.6438553281551181,-0.5752596839509172,0.2413360931818818,0.1569624940552727
2024-04-30,1.3789393247184303,-0.280623132600578,-0.5540675887421688,1.6362048527979896,2.622251840731865,-0.45832560432073627,-0.21061984163108402,-1.0410333304001793,-0.4541305860550215,0.48994658365653065,0.19584561602908954,-0.5787497633421169,-0.5408820389082903,0.12847579253407335,-0.17630999708014714
2024-05-31,-1.6343614387313152,-1.3288685849770074,-0.7848166499784869,2.0532529369450536,3.562900622442876,-1.6218116515345185,-0.9872094594896649,-0.8090265504182317,-1.0983231783791123,-2.022613989965565,-1.3622118372235528,-0.6868223548699042,-0.6318088699365422,0.29845978690584046,0.049557918525762544
2024-06-30,0.3936768438438305,0.06965992302775759,-0.4228387067714141,1.3650175249970573,0.842388236713697,2.2251134235584917,1.4080739324884823,-0.7665305071115014,-0.7595751076483217,-1.206643120392347,-0.6713865720424689,-0.4450603642694821,-0.4337569732417818,0.2498263212076181,0.05869997566096926
2024-07-31,0.438578398462342,-0.4896518376356982,0.020787977250327078,0.4015439430805856,0.970092342056785,-0.8255759204403406,-0.3972137169696482,-0.7458253858156227,-0.38265774234611116,-0.29661614818089665,-0.03383725091723743,-0.12992270591577543,-0.18391356743021428,-0.9179965386657272,-0.06403943587075113
2024-08-31,-0.5618623417506523,0.20466241080268652,-0.42516089430859433,-1.141116179658896,0.9367056424206426,0.3098112536516427,1.2022092220660052,-0.7140069713629822,-0.5457632838765752,-1.130553383124043,-0.30609100626078534,-0.4170615985222399,-0.3763721660571037,-0.2635302105148801,0.29690999548462843
2024-09-30,2.585890120882399,1.6676587140603383,0.6500281664311386,1.5794731916872828,2.22187905179938,2.9794504704557725,1.1869675023440565,-0.8706093896105196,1.4289410181419937,2.906139606893972,2.1112161140907095,0.2486424065769177,0.07670104349657875,3.2695919397610727,0.008169113678212448
2024-10-31,0.038275368842584014,1.4298529802870485,1.3461891851658434,1.5959969019413696,1.6170152354309455,0.609116706758682,1.837131929802041,-0.8866616295587179,1.91561313694887,2.269118069229496,1.8424493320263886,0.8187466322960377,0.3536604884377233,1.117842672519008,-0.08496026718547237
2024-11-30,-0.7153136102739731,1.2370709834738611,1.0827706670488635,1.617306625147503,0.5691896274367112,-0.6119241962679035,-0.6923295638799064,-0.8413965347382618,1.375343254922176,1.056537637896888,0.491148511163358,0.9481529342790185,0.3235700090034144,-1.0550197383583966,0.05132361839962203
2024-12-31,0.3656030558559324,-0.22045903379603868,0.10530658322479053,-1.0822636794585856,0.5278550086812218,-0.2654945861313536,-2.219653572901448,-0.8309498800725552,2.019751280168835,1.2561243482066289,0.5495026308269598,0.1309331594920482,-0.01509736875224245,-0.408454026484921,-0.15218211427535874
2025-01-31,-1.3263066354806576,-1.2256109528362649,-0.6022165447307142,-0.4508422072682064,1.4094348843586444,-0.40014080889700204,-1.2947766091803303,-0.6967040315282871,0.4388688612319285,-0.19596918575871575,-0.9039181328868454,-0.4917453831067729,-0.24464201086629583,-0.20839187095666462,0.002038423580846644
2025-02-28,-0.06761413125577535,-0.786382395778505,-0.6086382712524203,-0.5263545549041506,1.1239439532614992,-0.6733198335702523,-0.3906780253157239,-0.6351317309484048,0.5702368336109795,-0.22340193401713304,-1.1230828672352293,-0.5007495360669342,-0.24835210328810808,-0.17429047036088843,0.11527397449272987
2025-03-31,0.8891878491861481,-0.39206335481754845,1.01865351622776,0.14958080585977793,-1.3414192098772277,-0.4699378727557574,-0.5033779991431043,-0.5247422053036606,-0.22747367947531014,0.6736451396778241,0.008570909544858589,1.5395675623524347,0.5129715931430692,-0.81888360546749,-0.03288760239807563
2025-04-30,-0.35845452712326237,0.351093663428922,-0.09128906296182127,-1.16214004901053,-1.3791394358335454,-0.6033178330510999,-0.6986050476559381,-0.39573554195915195,-0.46220051271310564,0.28407172024718286,-0.16701971093726461,0.08020985244662798,0.024040450722349452,-0.39565884082787156,-0.09122625510414563
2025-05-31,-0.786290536698124,-0.2040304148931138,0.38282664046462395,-0.47758796837945633,-1.2798274137293646,-0.3919855813258168,0.578298953661399,-0.2351243076110254,-1.0688398098256198,-0.5035484956324977,-0.809256312462386,0.6754532265222948,0.3385489072420106,-0.5164103130166807,0.021576260507786313
2025-06-30,0.15864163816838353,-0.7777018696094032,0.2333127752715441,-1.6702870305439501,-1.3821507104429234,-0.2756722859128244,0.20899704491284807,-0.15104495649170036,-0.791866655702165,-0.35517219159946345,-0.34491399966994585,0.5115263938983008,0.28523700203073415,-0.40353961025391544,-0.01018722130896789
2025-07-31,-0.15800300744505277,-0.6071739921130209,-0.1389545401283551,-1.4738339993898262,-2.2518088664084246,-0.297084293101327,0.6756104854456736,-0.0136980471167945,-0.87978081737743,-0.5304806112732633,-0.4609859888063086,0.15489827257006591,0.09382496810909277,-0.2995847785684031,-0.05135187326402447
2025-08-31,-0.5260158099741133,-0.40828129176982425,-0.12856483456950643,-1.8811223393927472,-1.8914482089867475,-0.19346370729769807,0.22988873132622067,0.20126284013405027,-1.1798499729632876,-1.0907810052919964,-0.9133516960477768,0.1856578297057947,0.07236659900299078,-0.29915246006113067,0.08252479371901215
2025-09-30,0.6576305643748922,-0.028129154317671972,-1.200703771716246,-1.038551515405105,-2.09264691580714,2.6848544799022704,2.046151395280368,0.2586679088752131,-0.5017376287872352,-0.32174385917984183,0.02288437077971026,-1.8454674600846177,-0.5580736956251559,-1.4077133624764742,0.009609006484609314
