MRL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-02-28,-0.6607362291299838,0.04220962408174852,-1.1868710385376253,0.43572169735909894,1.2362268449862057,-0.1150740368867348,-1.641861469345134,1.7978694878975408,-0.005033502725703962,0.4819953176474695,0.415886414334949,0.06376904249964559,-1.241611150933516,0.2015159781228975,0.15793186381638039
2014-03-31,2.134821632612236,0.49851895206582986,-0.4570776747650459,2.0092958248807498,1.5617309308795877,-0.042958830919433526,-0.7971237687739353,1.8642084716807457,0.6231725300564,1.410091303594031,1.3723966605248685,0.6820534651953609,-0.5423001057887251,0.11636200142907982,0.1521660340617115
2014-04-30,1.8173021764004547,1.5775946452304435,0.8854064001464814,2.0427852608256156,1.431750705670037,1.431065636841672,0.4609164412057983,1.8779981463239805,0.6022251263004536,2.1400716516061524,1.9556992539374356,1.3296440410893087,0.7508863831994772,-0.7272379758979095,0.12818462725276422
2014-05-31,1.4182060358857458,2.5038619803913127,2.178469525801975,-1.59668680512193,0.8932688945096032,1.0872370070852124,1.0477542761491978,1.7333768485402765,0.5554075442463022,2.5474705250005467,2.2991830318683624,1.8732582318280477,2.0323189956328656,0.06963221602240283,0.059975144622727246
2014-06-30,0.681138291055202,1.7296014508644,3.4641158333668454,-0.6954417603399025,0.8508778290181149,1.3280115511833572,1.1295126501536343,1.6056970272008655,0.48576609712029756,2.4933304705260406,1.98882256233323,2.560029217483828,3.318707347252266,1.0275190656022037,-0.1296778233085326
2014-07-31,-1.082155326809946,0.43654669953996306,2.88777825059207,1.3928691104934712,1.2357236984861568,-0.15919320574661638,-0.5847804044700096,1.464995050985695,0.4158005037621489,1.6795501193081024,0.6023831876808767,2.2092806699289116,2.806684496285783,0.4250670174570891,0.05412950522283551
2014-08-31,0.609140693457862,0.09877309069843034,4.079972492158386,0.6765446562498089,0.4952498433285526,0.7151035619279417,-0.0978780720303082,1.2784079281141048,0.37043798433489594,1.8026112629906423,0.5023473048338588,3.2099324442031976,4.017632337223643,1.740459223754624,0.13409177369830735
2014-09-30,1.3429281197932907,0.39846964031097626,4.162903290283225,1.2891518488067253,0.3647210976247692,1.9657007247068388,0.399318561000229,1.1111979564115935,0.3264598255683875,2.1967133238381713,0.9284140039154192,3.5271174495643085,4.136057754647677,5.050123797544829,0.001469507979359978
2014-10-31,0.09672044163370354,0.9231122692066068,3.313803390414284,-0.3529238682602979,0.13109158139569868,-0.09104481249409756,0.2985976140493489,0.9464574960728528,0.28317609126098375,1.9776841043021665,0.6305982790861233,3.124401253799557,3.3020002567644435,0.6156084072896426,-0.12441289419505307
2014-11-30,-0.9838597489373574,0.18733775921124726,1.3318536531122533,1.0490885251557462,0.3766990917492369,-0.20823511327025943,-0.3042803177758769,0.7904955089695016,0.239429649656142,1.3742301086862807,-0.10626713552099748,1.2772668149904265,1.3247752536795874,0.1527914505204074,-0.24712618872388878
2014-12-31,-1.9596072732066976,-1.320307304316067,0.3699889365032348,0.8568611117720332,1.3338012604390515,-0.926791980144047,-1.720672994865945,0.6010989684241765,0.21676143934112643,0.4503474124171854,-1.0824414257495663,0.45470396532257884,0.3646956981782349,-0.05802695192234592,0.0934373386743858
2015-01-31,0.963566365491118,-0.8600600299916645,0.7690263527778244,1.9059209285497543,1.3763376885201941,-0.9131839786863458,-0.8575396535831239,0.44995050656869046,0.21134797424337942,0.8661213104513231,-0.5062002724033362,0.6849620972358269,0.7655182931675402,-0.1981938859533029,-0.03285446615343776
2018-03-31,-1.2997827159463977,-2.449281760918497,-1.69262145772324,-1.1030568388601827,-0.16766758583758465,-0.6602353809404851,-0.13337313461536557,-0.6474926026495101,-1.5434265042450206,-4.134118911061523,-2.629068984926603,-1.4772275343346253,-1.3379885544475327,0.48433778191547644,-0.01943306064704303
2018-04-30,-0.3718270024932096,-2.0420785300679847,-1.9920640862926096,-0.8329051547705584,-2.8748289212904066,-0.4557127327848338,-0.294811513208028,-0.41148281590064156,-1.332417261248505,-3.436258726364018,-1.9454388499768853,-2.12755501859693,-1.8147151444670115,0.45694334046702734,-0.12473754698347746
2018-05-31,-1.3157856357580315,-1.7920207653697366,-2.209261393974967,-0.7858675242375649,-2.2094714248765244,0.49921818519273436,0.4406203795031291,1.2858826449642644,-1.2776131921441074,-4.095383913305515,-2.120197011739326,-2.409387724606361,-2.40446123944795,0.05561869149718975,0.07033283430953882
2018-06-30,0.5065883560445148,-0.6636531209179234,-1.602860647777799,0.07710119751187768,-1.1753209939130644,-0.19577534769874771,0.5909163134360902,1.2381142978618624,-1.016405873662226,-2.8278577567768273,-1.073942023792048,-1.4518618494174131,-1.681300179571767,0.24713498370953307,0.03553919482194585
2018-07-31,0.15833989812208824,-0.3572076915992438,-1.62624320559356,0.18084860342072293,-0.750955266150215,0.42010666444283046,0.6816331419861779,0.7503176281795191,-0.8196551922622085,-2.17893017207671,-0.4428870799824115,-1.4438474822425842,-1.6744509098119404,0.040830354494405814,-0.0012704464151219999
2018-08-31,-0.08808373400715783,0.34709040683726966,-1.7690876010442012,-1.2231265899502912,-1.079834450231145,2.1844926638140114,0.22415377669695807,0.7085223646494384,-0.6867949272821724,-1.943201465898151,-0.18834391930847144,-1.7263678523580188,-1.8440036399321629,-0.9762397747763236,-0.12240198151267807
2018-09-30,-1.3769175030377179,-0.6667457185573049,-1.6341984099344273,-0.07246289870264917,-0.849045376403676,-1.127675691344164,-0.3311929854540996,2.884971714310907,-0.6996288460594133,-2.565297751187003,-0.8746525851271293,-1.5729345245785464,-1.805040536046755,1.0085488987998745,-0.08349093525478486
2018-10-31,-0.8715203476227549,-1.3601217483114143,-1.8241655747346037,-0.5062492514058361,-0.6414063158066263,0.7667258689345366,-0.07538158908287346,3.220237082585148,-0.6558657280926485,-2.5921011973491894,-1.1614756884332025,-1.7747694081376357,-2.1612053275377785,-0.3276664866308891,0.06865440473807798
