SRF IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.431675638925425,-0.6404583844951466,0.2813401860463337,-1.853506790734092,-1.067298271326207,-1.2683777813791048,-1.1249098542403098,0.1093540152626801,-0.46486902261118895,-0.883846812511559,-0.796756894517776,0.7812417970861696,-0.5016388677055804,-1.082309205141605,0.18105653448736803
2006-03-31,0.6141748186097868,-0.19314863081010167,0.40307705836137264,-0.3958896476977987,-0.4234714793930698,-1.1845370748241406,-0.5659445922748498,0.6736313147286839,-0.6774027864439667,-0.685971356234438,-0.11922356641066564,0.5669024900911412,0.479006903485968,-1.0602682578078195,0.010045815047622494
2006-04-30,-0.5348711125049317,-0.2052594260757611,-0.2977712292197919,-0.5366414109418746,-2.004221326425233,-1.099395768540952,-0.16239512811502022,0.8739937051402142,-0.812403889153532,-0.947913857470166,-0.366190908820729,0.6529564718411172,-0.6470715818396955,-0.760217714788462,-0.4339898338231359
2006-05-31,-3.335377403690681,-1.8562429339599513,-0.8943456113359176,2.5723969801832083,1.3130664711000664,-1.1117028086690846,-0.38789562737559186,2.160667138374706,-1.9356578270641644,-2.122076511955605,-1.9593261169194776,-1.0310927152376765,-1.2354616769386515,-0.5760637330169809,-0.07133105239445983
2006-06-30,-0.7580493921525963,-2.5816265826776106,-1.1437793097118738,1.1505779622465382,1.1964196092255228,-0.834103749573536,-0.1008966771925685,2.531009491526242,-2.0497853180197336,-2.2702134634890117,-1.9217921471833126,-1.2247824288921454,-1.7621037964403554,-0.4805172679814806,-0.07281534375642174
2006-07-31,-0.7419582730953987,-2.4707112479739353,-1.399857610845704,0.7050425162957004,1.0838400003200956,-1.2673143499286232,-1.3476392082592656,2.9039795700288704,-2.126146446948328,-2.3838291769297992,-1.8232430695661652,-1.4174847505046277,-2.3448453156238007,-0.3998910386094373,0.2288717944092962
2006-08-31,0.8411422614669608,-0.3381634302779748,-1.3336208143824937,0.14877083822930529,1.820248304221469,-0.5806856302082057,0.0034983462908313658,1.8722317795979768,-1.6423126875405811,-1.719469728485259,-0.9344676497779669,-1.3258791196110806,-1.936986547437644,-0.4680326602145412,0.006536660069666518
2006-09-30,-0.3080758733743603,-0.1065927283091718,-1.2880129369918814,-0.11804648111447823,1.152174669977298,-0.7048565630060978,-0.6717064581828031,1.8418424747373998,-1.5632522854519895,-1.6381301147940979,-0.6375231835720454,-1.2771394943660894,-1.7505609706195202,-0.4525420848619337,0.02940779323581509
2006-10-31,-0.20243715762247286,0.17582927600816373,-1.1148552151709274,-0.602316672101587,1.1048239859272273,-1.0166746390450914,0.11423277412414941,1.717600037143734,-1.465341846711569,-1.5275465375977841,-0.2706519738397676,-1.1287852465030344,-1.3640599612913786,-0.4659297742439096,-0.16974787664092628
2006-11-30,-1.2202325524549724,-0.9078238908453148,-1.210324728780932,-0.7715219174368313,-1.0735851625386834,-0.5379947699870732,-0.7020601387089377,2.2275415325933285,-1.7358995855064203,-1.9562177061567825,-0.8231275425171493,-1.2367467780197203,-1.5309530440154553,-0.4399805484881884,-0.104152056296258
2006-12-31,-0.7854023288839354,-1.1384398077758136,-1.210215971445355,-0.814833276764811,-0.9221535446095855,-1.1989870156255658,-0.8831671417253405,2.389236505387039,-1.8102186748667743,-2.1823160814446365,-1.0464805694596322,-1.237490508682028,-1.5550075011315758,-0.33698099192236536,0.024915150439087208
2007-01-31,-0.07435522230122735,-1.0585261802244883,-1.1634806544620813,-0.7822687350648422,-0.9288032748206007,-1.1361284550795265,-0.5307568939252022,1.9320051242546878,-1.6356820442285385,-1.9841604464412161,-0.8979693145981922,-1.1904912829602972,-1.4300721258065,-0.34713953065488085,-0.2287219086838278
2007-02-28,-1.438637628673412,-1.132917264157162,-1.1910144950341481,-0.3127422036003243,-1.5159065456097116,-0.7549818075295136,-0.5299751676891437,2.48705274799197,-1.8651852201475694,-2.5477284757950254,-1.2848413865125539,-1.2922308811356444,-1.6047507713347382,-0.33974437485575576,-0.2256969895452096
2007-03-31,-1.308318615935681,-1.3854787471656513,-1.2162490962428858,-0.08086115578641086,-1.2365463626325537,0.10315925939018877,0.4075366120697046,4.447301023125993,-2.187192746851159,-3.157609350934585,-1.4766599411450305,-1.3192909693301145,-3.629734086929887,-0.4453165540523431,0.24427943133803415
2007-04-30,1.1644592468846944,-0.7200113776856162,-1.091068960997103,1.8755168641943105,0.32869742853232115,0.9545985516347134,0.9717809194715519,1.9133547824085861,-1.6688035273313442,-1.8826229618269272,-0.5282167674543642,-1.0389685341848334,-2.062589268016993,-0.5289015573873036,0.012199188206348278
2007-05-31,0.025611980723883834,-0.04071827738789526,-0.8888998442590476,1.1395502563192672,0.2557165671110204,-0.5294591145512643,0.0571284521655148,1.4309326749950682,-1.458714993468033,-1.7316723658275046,-0.27368010753570926,-0.8669745555617618,-1.1387272275221154,-0.25834987819612554,0.08966685680170433
2007-06-30,0.44140127032713544,0.8463201801377926,-0.7658197947313038,-0.6388519304200869,0.3391067498619207,-0.3358752223203916,-0.38511552510635566,1.006166671905975,-1.2040768088136091,-1.2948976895480782,0.1418052990687636,-0.7499892354091808,-0.6862825252851509,-0.2278044035905108,-0.17210554038385434
2007-07-31,-0.9335876418076432,-0.23205621807688107,-0.738965364870149,-0.3667202820562112,0.5041778985997171,-0.9161875982158588,-1.1855888224899456,1.0702710481902646,-1.1576458125020277,-1.6317793581201299,-0.23082467770129123,-0.7124380767264934,-0.9298363987410535,-0.10479151718537026,-0.07667002319489709
2007-08-31,-0.3172609107999926,-0.4257112899899611,-0.7898215841437004,-0.3637882696869123,0.02948655431047221,-2.00606514669669,-1.3982003666776892,0.9702934530807988,-1.0837356814902401,-1.6271362688485973,-0.36166759032803675,-0.7590801691054602,-1.6071511997833583,0.4686529256328792,0.08323195314709264
2007-09-30,0.7493832897199693,-0.381860192176944,-0.7192152384883759,-0.4196239607654009,-0.6691354091177883,-0.2197011066603199,0.01988894141203464,0.6354985927937099,-0.9133844588717407,-1.1721631707404485,0.021780579517878606,-0.7392325765594777,-1.2229294999974154,0.5129343054686529,-0.038601283696812164
2007-10-31,-0.03749604998298673,0.2561284520626265,-0.7429761089625089,-1.0460845432355368,-1.6574114270717555,0.23608222545260296,0.6542521523033044,0.5411783338477797,-0.8120641185206532,-1.126020572407527,0.01977158023286327,-0.9078254110732221,-1.334043426619101,0.5256100921296364,0.1224234152128857
2007-11-30,0.9547076964657812,1.0948237142684951,-0.5372267695635943,-0.9558306864365026,-1.1649328470248101,3.04641898390551,3.059760610923799,0.19735336719981558,-0.5588981469080836,-0.5764148413106485,0.9523061376827879,-0.5735879279118348,-0.47718130798635655,0.051283028417699515,0.15699563195948962
