POONAWAL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-06-30,-0.02933037659315657,-0.4274577895534363,-1.0264243706816032,-0.2849467902675441,-1.0431235879658094,-0.4338390599431276,-0.32722026327354964,0.13144230889893457,-1.0178085560988888,-0.9978634243400784,-0.47466017232029645,-0.806671583671583,-1.9266739439028289,-0.2589606450400437,-0.06438696826156524
2006-07-31,-0.7295383011499516,-0.9660795886502052,-1.1656920387635494,-0.6446297837151981,-1.0615028371397066,-0.4138669936252429,0.3271042008241929,0.3997356535744082,-1.2881237504650531,-1.3800489758396535,-0.8461399876647661,-0.9831407233222013,-1.9420288456517873,-0.24187797849233209,0.08432331987571136
2006-08-31,0.051626257659237396,-0.37336120527797007,-1.1290468226654136,-0.8549052419698473,-1.17786333376667,2.0216580124198833,0.36236879358111806,0.515734509702988,-1.032447925960158,-1.1928449848732718,-0.6054436257982999,-0.9657605368711094,-1.7400335478780238,-0.33407866782768164,0.0792342110656061
2006-09-30,0.013107466623197533,-0.3500330442909248,-0.8762024384066543,-0.8366809233493879,-1.1306815079537893,-0.4889831224562019,-0.288391341167391,0.6463630117593953,-0.7901288178151065,-1.0131659172345255,-0.41230901996762115,-0.6262008694799933,-1.3690454620116215,-0.2708985279598175,-0.003240538997201365
2006-10-31,-0.38912715162093,-0.17145443399799945,-0.5006802357339581,-1.2204493007017023,-1.2861865607876943,-1.2211880150619532,-1.2245980500235067,0.8306963330931264,-0.8145394907134185,-1.0137641196368712,-0.43976748192554804,-0.03330982674968733,-0.8620345394942651,-0.47588794267454776,0.1378742650054406
2006-11-30,0.31159906257736114,-0.03370975874177195,-0.5178995795876757,-0.9980952959415023,-1.4939574171657823,0.175539059504981,-0.6112137946752584,0.5142559753837698,-0.2686460533914873,0.03914616282352759,-0.09850919514734,0.12920637543256067,-0.8802422515363074,-0.16362389445816997,0.0025673955052459545
2006-12-31,-0.3346348088929744,-0.21618022273532894,-0.4957560123750152,-0.8718786948939308,-1.4340781525650086,-1.3637966061829148,-0.9511122121804927,0.669383309413134,-0.3060103401332068,-0.10602929115209249,-0.22824195946480552,0.1432915330236088,-0.7930295826261015,-0.5183414415135437,-0.036291673647401435
2007-01-31,-0.4751815637268709,-0.24777161351955967,-0.687381725808913,-0.6876594735217638,-1.4224795275360678,-0.9866610460855462,0.3709303592892787,0.6116815925809169,-0.4808860693186354,-0.21712737186802517,-0.47478685143156796,-0.19301427801191204,-0.9105754208676563,-0.3595021445061668,0.0002658513906392744
2007-02-28,-0.3128746888508673,-0.5844838646229992,-0.7928439183988658,-1.3833634544777413,-1.3147276671936379,-0.9583978414847141,-1.1176694284708726,0.6269432110933348,-0.5100214632955883,-0.3118523232062912,-0.5451408120030097,-0.4437899854396952,-0.9611364454443064,-0.30989425985463454,-0.04096598858351786
2007-03-31,-0.4922304387151605,-0.6483501935441361,-0.8031900752365774,-1.3082668728981872,-1.1994462183131345,0.18472770809352673,1.0698725144790622,0.9900859484585594,-2.770601138257163,-0.5749575469270453,-0.6814264357580876,-0.5605343995251042,-0.9381214801250517,-0.16921064521240192,0.3356015011905948
2007-04-30,1.7695808524672154,0.4544214815095734,-0.6054950325869961,0.9474448701418765,-0.16187811716662764,-0.8702521031420041,-0.3126011517673899,-2.1692588084451288,-0.8079874667498793,1.4472262419937283,0.5516049615414075,-0.5572440775227879,-0.7903892116669777,-0.29287273551360293,-0.17055185254483896
2007-05-31,-1.231775824024814,-0.014574155642075608,-0.597183673647736,1.5785335508482627,0.13590773036124387,-0.7954717500676262,-0.22521145564008785,-0.3137318436012374,-1.7783349099923464,0.07327995827677676,-0.3048009790948841,-0.5974214836682847,-0.7096195722680736,-0.2830979742310216,0.07702191255397274
2007-06-30,0.24790077364006838,0.3552278735199519,-0.5367508031974778,1.325723288702533,0.18632275321263347,-0.28721374525523696,-0.49098752323218764,-0.9539067278844797,-1.1891335280331181,1.3905974654663937,-0.040238465406027615,-0.5552273244675382,-0.6659720226500133,-0.23760283620541475,-0.030907537463076548
2007-07-31,-0.31358804090341674,-0.7000457839264183,-0.4452029434076588,-0.14621647873717403,0.19886545332957686,-0.4692832589301524,0.16303112141339304,-0.7421906699279266,-1.2825913179022825,0.7631507877685445,-0.2309388053969917,-0.47240242283532297,-0.5840821332257119,-0.2655768730924464,-0.038162976789549136
2007-08-31,-0.3053684161454572,-0.1963090757524857,-0.5072983391878199,-0.818139827532883,0.2052506932396443,-0.34735328714369484,0.48707447594839737,-0.5655236528535507,-1.4831849529799346,0.18945326977044893,-0.46018854632683426,-0.507544471499208,-0.6349132865580476,-0.21960912008534375,0.2199238383066895
2007-09-30,1.3237240590338142,0.42086108560250496,-0.30933687569410734,0.09632980982177668,0.3383647609391778,-0.27157949030013023,-0.3617464536156676,-2.7168769442906475,0.7782031538213139,1.590840911823806,0.658078807605039,-0.519419968190867,-0.5357322960184904,-0.1492516108181229,0.027838464689312215
2007-10-31,-0.007745808939929703,0.612405331905768,-0.1356945129444682,0.025090678018703693,-0.30148313674990995,-0.16194680502215597,0.1752345321474139,-2.4556142520209847,1.0913226430791758,1.2694791847963875,0.7019572033917549,-0.05991784995766128,-0.4737458042069773,0.10305603371883747,0.2645995266443367
2007-11-30,1.891327453025663,1.9367302572188656,0.45557665248868784,0.0018874865493303079,-0.25728572273794104,-0.15464304886087052,0.0064204508360629,-3.315847419483775,3.7731252254010417,2.472500620536806,2.2453720142992046,0.3811912479075902,-0.40811331121108735,-0.15162220866367598,0.0291549802917218
2007-12-31,-0.1945795710376236,1.0476066582357082,0.7601897918178485,0.2537579875270948,-0.14076131997279437,-0.8430745498715474,-0.4989781856194422,-2.326311090185378,2.5054959919175297,1.7165967202261798,1.5589071962105645,0.43515290411506025,-0.3181737964912795,-1.4031140009679857,0.015333185407358223
2008-01-31,-0.32742036374433026,0.943123287037335,0.9909763503884326,0.4623011308383112,-0.17008356512817835,0.02991764047483887,-0.06367954855331776,-1.5982008070935798,1.7576750625562068,1.088644563813371,0.7976193288758319,0.6732204985829805,-0.17603046766177632,-0.053091313160068855,0.03514654961328524
2008-02-29,-0.10809449627316393,-0.46512949492435063,1.3267598022377183,-1.657927797674867,-0.3044948640996007,-0.7278838783920274,-0.5869704301482521,-1.1867097537869162,1.441135124688731,0.697524444880652,0.1585282252170982,0.9856615986151122,-0.03151474283446887,-1.54169731288725,-0.14657634488000867
2008-03-31,-1.6389766061147184,-1.509490679184735,0.732334153489152,-0.1402030725914526,0.21356522597432828,5.49177162955784,3.8875240018828943,1.4612280163228533,0.2588235836841066,-0.5662519557083885,-1.5264556330870744,0.23468519017108122,0.536711956295314,8.340631175875238,0.16166807523359558
2008-04-30,1.0354934082003988,-0.47556899079929543,-0.0677259487824412,0.6907619993232595,0.593819624843973,-0.18880762800450815,-0.8376756398578682,0.6078367547561287,1.0099438801118286,0.41110196500079144,-0.42528941873427856,-0.3718743835545059,-0.26225039001045564,-0.0405261609597958,-0.015220604636901886
2008-05-31,-0.4201132600027215,-0.7424252323919694,0.7718008529392781,0.6271584877436434,-0.5832687531340304,-0.20645867888857183,-0.45487418550535635,0.798203536046882,0.6738419666794125,-0.08287049820773144,-0.6469513600945966,0.8177631033029336,0.49357959502901977,-0.2256694290460106,-0.20766910735623426
2008-06-30,-2.1036893628775717,-1.118281518434646,-0.596377068040944,1.0731875382555804,0.3544189366932621,-0.16910263300072303,-3.8408774143030873,2.198380956128928,-0.5437918117520457,-1.6479925667716295,-2.2730383384214337,-0.6518473352150504,-0.4071247976930204,0.07002614686973202,0.010415117028494014
2008-07-31,-0.15112476371354858,-2.00337851038502,-0.4721511641730994,0.0333655346191463,0.32404525893507025,-0.1611900393529344,-0.6171183036620426,2.070672790537071,-0.5344425556832156,-1.7134147837351115,-1.7136838016856608,-0.565878904821831,-0.2746782747060742,0.04614131037975502,-0.13312779612584924
2008-08-31,-1.3061815500190597,-2.6131145758573293,-1.0481397287454948,-0.10103639964803098,0.3532515467426212,-0.13257568730591018,-0.21954282490503726,3.0000566734638383,-1.1961914690117126,-2.742760741657231,-2.188878757510748,-0.9381434432033567,-0.7106025726379582,0.14075524499110664,-0.04982190139227629
2008-09-30,-0.5627123329872087,-1.374671690081124,-2.48730228770433,-0.7079254723888351,0.11204846856247558,-0.02286100687266006,-0.2275040769661516,2.905456158315871,-1.3518080484478656,-2.8944074083108653,-2.025474054925228,-1.7457385407073296,-2.4162771640976004,0.2901829928017322,-0.04590084557217367
2008-10-31,-0.4907075662404825,-1.5536159357309112,-2.4968977796920924,-1.041341660439931,-1.1494728968268295,0.0615911285709468,1.2445360165535704,2.742621683386603,-1.4356838950483266,-2.898069010573954,-1.6268681218887158,-1.8946642418457458,-2.474126756119039,0.3144699085541121,-0.3359986957102686
2008-11-30,-2.674229452330988,-2.401372148438648,-3.5221609200376234,0.7279962309579525,0.11431289384308613,-0.022484694067719645,-0.1486086989883276,3.7971213566337183,-2.22097426979804,-4.404725786037919,-2.5478761348942505,-2.5252056315277605,-5.31393635573461,0.4733468923058843,0.08949379448288496
2008-12-31,0.626839623568157,-1.4452718587626134,-2.685367600964293,1.4408912960960751,0.5810657883972792,0.05916833885488114,0.9970896359001382,2.18206833171037,-1.6309999618936912,-2.838467086677919,-1.4475463036237541,-2.0918007753592267,-3.244706203280893,0.4490668994094829,-0.06467321034243512
2009-01-31,-0.4390915423420806,-1.3978711628209564,-2.3877169222792305,1.2836236431994874,0.34430955654042456,0.03785621105773039,-0.045729574391406354,1.938648687923289,-1.5274276670239175,-2.684520766760222,-1.1861635962366175,-2.122709645679217,-2.996587835100383,0.39427296768143755,-0.014107667510679113
2009-02-28,-0.09091986598198754,0.056412732136476414,-2.1045102339213138,-0.7785662510335982,0.3097403974797782,-0.011998069672264732,0.7699445441945082,1.597914369374218,-1.3371419957942665,-2.385469988676185,-0.8215388217397495,-1.9361184422643727,-2.571256918241311,0.3782420480444507,-0.10718367021934135
2009-03-31,-0.7108009562518544,-0.766733124907334,-1.8173860108249333,-1.3271205623162445,0.24342580368359323,3.8518677221047604,0.891986195170214,0.9948797020920493,-1.4803646676037354,-2.488216521444049,-0.8894238768155373,-1.6814844541894851,-1.8966652165794347,-2.0106553398892246,-0.1642378813606593
2009-04-30,-1.0649425714416307,-1.1488234593855269,-1.9069258454932514,-0.9282547424486277,0.26064760639453294,-0.6298831295959749,-0.7422937484080836,1.2465233145573378,-1.5051605752527832,-2.462363958020056,-1.1220421979526114,-1.7340403976621845,-2.3693091321629534,0.8930694504160682,0.19005738829050234
2009-05-31,1.5868643804058675,-0.21373672820190026,-1.5488927629163962,0.9159267181301329,-0.2949279880835958,0.17306329243470436,0.41442106726638506,0.6113511034390117,-1.0999163575073165,-1.6234287392614668,-0.047145672812625036,-1.5210970278767406,-1.5242789126291028,0.1131649072779196,0.0659453556223149
2009-06-30,0.5464417874269896,0.5437369979867265,-1.1691337664590051,0.8671974638943257,-0.38334477220875,1.959046434414088,0.05763808889304129,0.38154998430842724,-0.9291523812141397,-1.2676881632253918,0.44310566622578745,-1.173986406591969,-1.0064194288630919,-0.9712854714497674,-0.002222223136717556
2009-07-31,0.05750561942639869,1.277766747271497,-1.0897896629563373,-0.5007830990408968,-0.4256556611593098,1.495649473202008,1.642184677566257,0.3110404402477065,-0.853770016506581,-1.1431177841548799,0.4767231751942185,-1.112380246170206,-0.9453572406541918,-0.7831197199409674,-0.18287788504196126
2009-08-31,-1.2593097480703095,-0.37542435866989765,-1.0500677491799328,0.08702538863401459,0.6129912026026478,1.7428904154243887,1.0277166928385348,0.6451543332132063,-0.9720745413898145,-1.4141896385733117,-0.35824985533197895,-0.9695353909607992,-1.1258718101950393,-1.0715518611685733,0.2229431973548793
2009-09-30,1.669613893092006,0.29855510729237966,-0.6982812071750889,1.4349241625369782,2.152450430224572,2.6308416836962465,1.3900492534872397,0.03811289518825363,-0.6455303355976276,-0.7553321725027643,0.7922184206692644,-0.5994758611857709,-0.4656264919624283,-1.0502501881415072,-0.180133196923007
2009-10-31,-1.1578110171491092,-0.42452644000177436,-0.7859085503531994,1.8800438279471505,2.596959170702429,1.7747693118292462,1.4636118979782515,0.36253691874645755,-0.7352541126369534,-1.0207513540782884,-0.3201373628963728,-0.6536245127986378,-0.7505217383843151,-1.0690622478410274,-0.00964327627180423
2009-11-30,0.09500063854109729,0.37127691412451586,-0.3292066385564322,1.162982651580017,1.091486815740547,-0.16456213486593965,0.36008690678434535,0.278658027245307,-0.6272045531773912,-0.8859936207737761,-0.2481801463628077,-0.337759400110315,-0.10549279344881585,0.22432864048565168,0.025511587657408723
2009-12-31,0.455048704893239,-0.45225638680923114,-0.3622002581947187,-0.4266524562552278,0.8418368213781858,1.9841384732920218,1.0041182106827147,0.07797187369296696,-0.48601875220022245,-0.6949653043482001,0.13309429374311388,-0.36224084952086777,-0.18140260990071677,-0.5469423078881692,0.2256592759114569
2010-01-31,1.963196689398683,1.8303945290220178,0.1866431640270097,-0.13195975148752007,2.350330080518209,1.7767632659255503,1.617418828187863,-0.8252532046203155,-0.05999985794532918,-0.03074561451652812,1.953147716319642,0.08379605401391889,0.522229245869051,0.5297667414505229,0.20406829760866424
2010-02-28,1.6128674691196863,3.1156989007076548,0.7881852069329086,-0.40049665470283363,1.2417055084501605,0.27556396588902893,1.814921592876835,-1.7760627403153295,0.518737608001876,0.6669422338242322,3.108793561224786,0.5656126549175932,0.9941649390810796,0.7054711700242371,0.1445339486049571
2010-03-31,1.0922691654538639,3.1596380168539078,1.769886521169175,-1.7295265025982343,0.6547224728228358,-0.11396585407526987,-0.010949411250283961,0.19185804001536944,0.6772581979891287,1.2333116721887887,3.2580626503148524,1.467912191263141,2.5223835657920746,0.7532580857341995,0.03467548379143314
2010-04-30,0.2771725078920222,1.7685839013563605,2.6711761073820774,-0.8558673286659132,-1.8239558045834103,0.013873185273460034,-0.7120202517571693,-0.11506477045928842,1.006838639015105,1.5006479031310271,2.0381565835693913,3.375359155553753,3.2779981088395767,2.0154070205877934,0.018831670256137908
2010-05-31,0.21294816678973266,0.9061574111738204,1.7148315801416418,-1.090658082656756,-1.891630983287318,-0.5418648480787172,-0.6607226853979128,-0.37324220996712076,1.5663382942584547,2.3163522410914217,1.2830977918299238,2.0855832503258056,1.926797551166609,0.3465340872994,-0.019859771786037806
2010-06-30,-0.05978512452379201,0.242066669601809,1.4394586603372483,-1.674149028576632,-1.4628672221102643,-1.0252236885271848,-1.2088571807945405,-0.37925381683620796,1.8909365878212943,2.0873167698140374,0.5818886507754545,1.571492081049779,1.531563047645745,-0.3979942587814772,0.2504378036106733
2010-07-31,1.7973778342847178,1.0376013415022531,2.3095315726260712,0.36398129689777736,-1.1036168989823394,0.015664208856746825,-0.3041867019398521,-2.426001660496792,3.7405437465337026,2.489566579574398,1.4150067996426265,2.4064173968133753,1.901684599756333,1.874838652994663,0.06296916007954366
2010-08-31,0.37382443321569403,1.1198688475761853,3.1341457908388324,0.22345111853886698,-1.4605161864261287,-0.4296166135281382,-0.1497652760088848,-2.574275277442586,3.2138755523972735,2.098979258565539,1.1652810898764387,3.612592513636795,2.4572670277973274,0.924457487452597,-0.029245568096461682
2010-09-30,-0.29908987440307677,0.9972411486984041,1.6435732643895644,0.2691575464858833,-1.217744681383981,-0.9696114919108639,0.30693572232153027,-2.037481518069891,2.2949923958504983,1.6398957140599706,0.5919686227356886,1.705101558174742,1.4229046460481627,-0.5954544003063595,-0.025483247640552723
2010-10-31,-0.2800555632228356,-0.10895714065390884,2.00042742771576,-1.226749675366425,-0.9654804945461357,-1.0146537835994145,-1.1992860945329038,-1.6614436863573572,1.775945971312996,1.3308969217503068,0.16845102266755738,1.9888428659271145,1.7872076836414892,-0.9536323748452501,0.015107019654461915
2010-11-30,-0.01045166972931207,-0.33132685101425097,1.852063300109236,-1.6768294416386602,-1.0642248996117778,-1.3561328154630163,-1.292811686324246,-1.4933962058492323,1.509524738903268,1.1421693403244537,-0.007948044458262726,1.8411979302265236,1.6513666773130549,-2.068544669748696,-0.054936786542460245
2010-12-31,-0.6815341548723509,-0.5311286512087354,1.4070821377457112,-1.3474256177389417,-0.82387028082846,-1.4313261609664207,-1.3405270427331988,-1.0612882580348615,1.0891643814592369,0.880508460145611,-0.5723340414569468,1.3130119241971094,1.3571691581511844,-1.8685581068306094,-0.18978737330475787
2011-01-31,-1.692734951277648,-1.3014509193797716,0.3012920508819614,-0.17086849525946946,-1.7857717866012561,-1.347802442707293,-1.0078326526797423,0.2694850463959117,0.37595699779622704,0.4727915420583939,-1.434253016311028,0.42305263905973023,0.4449100250417725,-0.4022600004572106,-0.032151669561319055
2011-02-28,-0.3915482727028649,-1.5547595179177116,-0.15687263218349046,-0.4181617455908155,-2.1204702614089994,-1.3013782211008624,-0.894781949895209,0.6457535588667856,0.21159334432625995,0.3346357925009384,-1.3463657155776134,-0.09819868660811787,-0.06626102820350867,0.13150497613634562,0.037135068578867045
2011-03-31,0.13361156535992982,-1.046675845748132,-0.36178417260178414,0.09247325929121791,-1.5631027349644193,-1.15264706020823,-0.457671795403654,3.063035266973125,-0.5865024429789701,0.30210165029281455,-0.9335079592509693,-0.41117471023881175,-0.261708055186339,0.36442461952569644,0.08873593161978313
2011-04-30,0.4848313009703302,0.12208126406995246,-0.3233106247575047,-0.9027148747430535,-0.8987165425211108,-0.42398274059771895,0.13790747132665446,1.6696662061427032,-0.47325228556272175,0.34324486965890416,-0.33777830750971805,-0.3779164081813511,-0.19663096854961165,0.3962003015050765,0.11381594879083255
2011-05-31,0.6239852748592378,0.7038291189940298,-0.2232014293553519,-1.2487455876968936,-0.36372150180415563,-0.3385856631975388,0.4452133142087102,0.8292714717249388,-0.2493836737887971,0.42066399506728575,0.38037314423055985,-0.2984749865518509,-0.07811827680331845,0.4935159267213915,-0.012938552985361524
2011-06-30,-0.37445158205900536,0.4243175628564991,-0.2699600917793234,-0.6748699278762516,-0.41156036697191317,-1.165959644573417,-0.8218525561260409,0.781356849178046,-0.36814923757360535,0.27233432990784606,0.24569231575686334,-0.333417240296235,-0.11662582581924627,0.03270761990568674,0.003421145998471171
2011-07-31,-0.2129212713126248,0.028264624188580646,-0.7436237798197726,-0.5797369385454141,-1.9628698687068526,-1.0442532436590157,-1.4980394549900296,0.6486450804506861,-0.43054935688818385,0.7548051311733136,0.029549924588065702,-0.8392337304520484,-0.7768412739589636,0.45765030860632316,0.03358273947613731
2011-08-31,0.03254902216651808,-0.30154154061996585,-0.8386141649978384,-1.3448110000496956,-2.0095740141956564,-0.5617171614430402,-0.8376661843097878,0.4222663574150201,-0.4175568220153875,0.6634059646631043,-0.03552585348061561,-0.9964122740826717,-0.8901446167743791,0.4128557786966836,-0.08401359310302929
2011-09-30,-1.0839255110188835,-0.6568813098191357,-0.9790187296890493,-0.5975214903051796,-1.155604172167494,-1.1022496623788587,-1.1278675123832411,0.7635985691060807,-0.8200571314290585,0.31764533743594425,-0.7585437863719664,-1.0963103340490876,-1.105606110270618,0.5372890462025625,-0.09962984094884118
