GAIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-02-28,0.3215477312999494,0.1340973318656239,-1.4109766087880216,-0.8663853846013694,-0.03991260350058968,-0.7511676469510992,-0.5388905869804278,1.498520870016392,-0.9974307077907972,-1.7010843131400968,-0.5303422683077287,-1.4042711413516005,-1.5946697703649078,-0.13599811515088747,0.18741594440371429
2009-03-31,1.476891600434673,0.8972189504396251,-0.9339504708117861,0.1131687714829438,0.6919223315225282,-0.7050799911261934,-0.14589983071835533,0.5404167966953987,-0.7700228348201279,-0.7292139272393178,1.1996758033156305,-0.8411225053840001,-0.866644992094975,-0.2974241006137359,0.04313852752563635
2009-04-30,0.22704028310715849,1.3749227726237088,-0.9197340022815385,-0.5177721511343314,-0.5853898814339926,-1.42309711702117,-0.41833424580813205,0.38412465455966616,-0.6673304483873486,-0.5497320325626648,1.202559638655082,-1.0222857336508973,-0.8434625414994885,-0.14870271631144644,0.15693975085757733
2009-05-31,1.1442718791046205,1.877957674393333,-0.21905185354610612,-0.6321596739588324,-0.8728874134691584,0.24612881356098687,0.20131705767272792,-0.289811669535575,-0.11318710296868986,0.20550336143453446,1.860334355464938,-0.16260162938246978,-0.1333447216695845,-0.34302118115314406,-0.039526537690616016
2009-06-30,-0.4248155444173058,0.584132677957054,0.26988518269653383,-0.2671431255970099,-0.6282025901334343,-1.0227363638209392,-0.21576013031887972,-0.0660428898890323,-0.29300692789345645,-0.044362568130897645,0.8838814325936186,0.3682886300510324,0.3647109307665074,-0.8910682552090307,0.14071837647622268
2009-07-31,0.9643714026424682,1.0598169295861408,0.33224555975483366,-0.13737413109193855,-1.0527845262592037,2.090340244807678,1.053397313360517,-0.5680757685171359,0.26140419832889844,0.5716694203081745,1.2706763339922742,0.5996134864382329,0.31861402272230144,0.8839542482217662,0.010389288685275899
2009-08-31,-0.04291962628660211,0.31323077648218733,0.19911439567584788,-0.4565361091789516,-1.0018688533601283,-0.3657232236965714,-0.29984367678668944,-0.5299946937711266,0.27149136532722506,0.5413351450591235,0.686469965076775,0.4141715461887415,0.2126167671956725,-0.5595275387491433,0.06836724517751644
2009-09-30,0.36635098492866697,0.808934379044702,0.3124978230228182,-0.9215199088058459,-1.5023027219325489,-0.6447210270053443,-0.10611068005994606,-0.6676596874937452,0.532145625952876,0.7009569449388574,0.6892362327968364,0.7933217436458377,0.2687441873654204,-0.7292574184038225,-0.030762377450543197
2009-10-31,-0.3597054042097248,-0.014067690455435468,1.1538159388814044,-1.1083210575263718,-1.1528843599649887,-0.8688451736248805,-1.4124348050328108,-0.5658770407398798,0.4347463058568832,0.5111758087989089,0.12819627257732555,1.7938983058888127,0.9905749741159847,-1.2116840295076252,0.18410658850597747
2009-11-30,1.385941968849287,0.8522493012984259,2.535688097424092,-0.0972108808574767,-0.9183493840622422,-1.0086022517560354,-0.6336267900530943,-1.1005535454632869,1.418745592779557,1.2214838291165877,1.1232362181625888,3.3002703745722988,1.7205207575392896,-2.2449731930982737,-0.012949729012503998
2009-12-31,-0.2212103028797674,0.49300554539121194,1.9205471502338693,0.07493208769664504,-1.0547250466861147,-1.1402249524508075,-0.6323699068145301,-1.098188687822819,1.6022134683681288,1.1029249818407463,0.5556246919101911,2.536575289252262,1.4218628738694823,-2.141273640988641,-0.047706740444819644
2010-01-31,-0.436824368238519,0.47926677850598515,1.9937469761867275,0.15800307748339518,-1.0240969500618264,-0.4852721883283807,0.12869806866239164,-0.9694961369253616,1.482305184980325,0.8527285267701332,0.08385540521976739,2.447770959983399,1.5601084698503909,-1.3408620930286668,0.012108314217928429
2010-02-28,-0.0322928183521154,-0.4429385694062508,1.6639908608825962,-1.491169567727524,-0.9755527574021313,-0.8764772823836455,-0.00820187025225456,-0.9337806302576706,1.4509439914059172,0.7587261355422837,-0.05086039063434493,1.948164613094277,1.3356280868940082,-1.9436378341183664,0.029125073740990454
2010-03-31,0.1400404622551474,-0.21631880492219419,0.9092758841935796,-1.3444224227259869,-0.9989514144487444,-0.5873057196514457,0.2807055972869259,-0.4768203664885195,0.6816192021603965,0.7451245227863366,-0.009889491288400373,1.0804978700341448,0.9370641004077713,-0.8535823344449971,0.04408462323168396
2010-04-30,0.27257683870204624,0.21693649521858235,0.9023011539082679,-1.8455526741643662,-1.0852854901937967,0.7698086323773715,0.8524686081317424,-0.5808747389436955,0.8791932480005721,0.7770248481910641,0.05215802164550697,1.1031049154053705,0.8917654485901676,0.7143934733792022,0.055596723303845345
2010-05-31,0.3776172569711084,0.4508357176244145,0.5245277418160803,-1.8994544782627005,-2.6633190357510705,-0.28617348713928437,0.38629043681776853,-0.6794105170295289,1.087776602724705,0.8176570250599461,0.3647423801014175,2.007745948013576,0.5119839516469245,-0.29216787000241184,0.02965239256026491
2010-06-30,0.0734472094133704,0.4132331708736488,0.7371222260031147,-1.7374762107828028,-2.5716331835410986,-0.04221485080206609,0.42046857122708825,-0.6505377760563692,1.0743111567864483,0.7367801430932018,0.3839025424503636,2.4544940988184387,0.6712140844810497,-0.16700651402467442,-0.06361070091602017
2010-07-31,-1.0169507260838297,-0.27335604253733514,0.04187818653268368,-0.5173422427430386,-1.99098475253659,-0.3984476005309417,-1.0857458010966794,-0.3476570219271946,0.5661543652939235,0.3481938823976493,-0.3756997111456461,0.5217355847897471,0.1366054195366632,-0.09909715778575075,0.05224759443231644
2010-08-31,0.3109558330215511,-0.34920142768483237,0.14464296663540585,-0.4836401086192357,-1.6906680758618928,0.7163994505767722,0.47751243448939473,-0.40766003528696515,0.7283469118891878,0.3894307118080906,-0.16781844080340413,0.6319105922460536,0.19438920935802625,0.5321772079090551,0.03303927691077064
2010-09-30,0.10374229186635467,-0.33788951666493366,0.03262542423315513,-0.40396801273927135,-1.5180611795954349,-0.8030490705275303,-0.38836643988985486,-0.4107202331018872,0.7719558237313022,0.3650991739879703,-0.11152130429926219,0.4058164425032806,0.09158585442063694,-0.34105144956357464,0.028949245192753284
2010-10-31,0.05983443950230947,0.26887481037955974,0.18713540532112563,-1.597425521440922,-1.4050824466168312,-0.5406267814181805,-0.055730210569889055,-0.39555255046002974,0.7848023097022419,0.34092528816924356,-0.05907262798151014,0.7005493432115399,0.19791256735711701,-0.3426925311880158,-0.00010850105799178371
2010-11-30,-0.46543243604237194,-0.12364408539803597,-0.39581292162373627,-1.369570852069602,-1.394555837370334,-1.7062421097350198,-1.3139528422671358,-0.28082424143314416,0.6402895860137687,0.20768065955182416,-0.26135209947977467,-0.2500736148122299,-0.2699573722879123,-0.24452544128183124,0.04207121392068706
2010-12-31,0.05440625502028918,-0.18666273298852545,-0.3071438886751712,-1.18349425213961,-1.2726321730378993,-0.7328256485317964,-0.165074718090605,-0.28094654207664826,0.7607037419102577,0.21349915392393118,-0.10597359714260873,-0.05196614002419542,-0.2483155630004196,-0.12147134714933214,-0.08485730325835389
2011-01-31,-1.7550566649890602,-1.4011071466899494,-0.5204117847531378,0.022777745339500083,-0.9111947203447931,-0.3599506782888797,-0.09043880286454492,0.19142230796969018,0.03341122115930797,-0.314041661322237,-1.282831685918519,-0.4686890214582819,-0.4373322921890594,0.17179026396612593,-0.0989635041912419
