UBBL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-02-28,-1.5085619921981122,-0.7306698278033738,0.5595559016187854,1.3144359336527012,0.4501528242278175,-0.8018753233375495,-0.637145982340887,-0.5675429016297296,0.7085482719704282,0.46375114014283236,-1.568074254427847,0.3212030139307522,0.3953408964683697,-0.664142142405482,0.16802983775191843
2011-03-31,0.6699198683820373,-1.3179958679966493,0.7934593064481246,0.13940532393009292,0.9356614955819709,-0.4256085363059914,-0.3497407606567461,0.9735540559757703,0.5902168919205645,0.5954428863875264,-0.6701086336335835,0.4084294798501442,1.0478708721010115,-0.40192667580595515,-0.03551547272103012
2011-04-30,-0.6687343059021875,-1.1145820927305867,0.489933431631029,0.09063034804764689,0.9029623813380816,-0.7596134966716803,-0.2536545408189018,1.4251057750302722,0.3943002412383998,0.3579415776579369,-0.9366822515990599,0.15465542703423998,0.7908313297012954,-0.7925083887389595,0.1923260249864423
2011-05-31,0.845951798559505,0.631769454100573,1.132192650324816,-0.5452220893348995,0.544008508027105,0.655793477385148,1.4502662958964119,0.18055614038715664,0.7075946495594515,0.6415234718904628,-0.05458061339900994,0.780326503982116,1.0864079825545387,0.9493593503346696,-0.05744652355411976
2011-06-30,-0.7465234666405182,-0.4287058831332005,0.42311688785014284,-0.3056448236342593,-0.561354485806543,-0.1044589630228952,0.36529948821137054,0.6044174877974695,0.42027966725710886,0.3235652630744128,-0.4506754630553747,0.5780124275581323,0.47421947435283524,-0.2023379565141887,-0.05485339719403737
2011-07-31,-0.8188298100645635,-0.4889248580500967,-0.8690114809404904,-0.1485032347776886,-0.5236884490204446,1.0582474210283594,1.2914195739685035,0.974530139751043,0.16155756818263523,-0.014314246001520316,-0.8705959523908003,-0.8436931330476638,-0.9529439224801325,0.5002566199811617,-0.17114692791086442
2011-08-31,-1.573106700848992,-2.225770297052682,-1.7835389240230115,-1.5441588997702598,-0.3327836916847872,-1.1407609062911432,-1.3916206822681814,2.061813808194937,-0.34804031932644713,-0.6377137522484,-1.841795108779439,-1.8737273106079004,-2.0941643171238007,-0.003335259196041517,-0.12166216579274927
2011-09-30,-1.0954545433811924,-2.242349123214536,-2.075831477189019,-1.5850562221223086,-0.8905315527543801,-1.0070401092754098,-1.0550417403160204,2.6226694182618093,-0.7114132198125985,-1.145227621109463,-2.0583644993886225,-2.2139894268449876,-2.572876282752321,0.15077706541067487,0.10629465864962322
2011-10-31,0.45029740884307784,-1.2910768589672776,-1.962067161839145,0.22023341586245637,-0.31576501436169757,-0.5709204548132231,-0.9902551329222324,1.4809064351855523,-0.5611969453598774,-0.9986785280976934,-1.271893008310673,-2.069836434987903,-2.341693786093017,0.0967208481375721,-0.050851109989454545
2011-11-30,-0.6679383595800337,-0.7738884890533845,-1.658118041073281,-0.3996627415711466,-2.01052386766381,-0.8189246876541246,-0.13237659854254996,1.6034377727721436,-0.8091192889723661,-1.4477175806909341,-1.1949774101460946,-1.7108837229444107,-1.8608453693831433,0.02072174812425238,-0.03065324961069088
