ALPM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2015-08-31,-0.46918236777238487,0.4018478620156039,-0.7816935733170224,-0.35208111191191105,-1.5943731775145393,-0.6827326041165924,-0.16581255821245516,-0.5977659019025026,0.3860308066053011,0.4673371291339804,0.33360591534748696,0.3880555717944639,-1.291591677078826,-0.43990438370721546,-0.04476651942376563
2015-09-30,-1.0078078699521764,-1.0048287272110068,-1.3097445256557807,-0.83021838968167,-0.9215285543957363,-1.3010353029091424,-1.8454327937931043,-0.41368937953076634,-0.20199528694439312,-0.290362975664433,-0.7995013985416449,-0.7673163691902398,-1.4004181720490299,-0.5535390838923546,-0.006972249447489271
2015-10-31,-0.6337256927254403,-1.443793446715335,-1.2385691339049234,-1.2398052154542931,-0.7331995253867566,0.6514867360887331,-0.4811474204016684,0.010034554827049385,-0.46607304664044685,-0.8433027259307077,-1.402466381735279,-0.8180976978030835,-1.266694279813523,0.35054688473646584,0.020195342435486426
2015-11-30,-0.3146005085422143,-1.2421442285368978,-1.1624224839675845,-1.1114060030787023,-1.003889388164032,-1.3842287586466235,-0.9109359559821153,0.10607176671602864,-0.4203833064577983,-1.0025957096952653,-1.430507266790201,-0.6182881973245782,-1.2033156306360788,-0.5880999449996095,0.00475231309148847
2015-12-31,-0.46938260885962724,-0.8629821203240647,-1.2562569464927513,-1.3854690026223924,-2.211038968898474,-1.3399116427720257,-0.3407397580695915,0.37641740481713565,-0.5173020663516578,-1.2759768968703271,-1.336329839327549,0.6849212988009135,-1.2444942219818445,-0.5139166901727812,-0.11982340327074474
2016-01-31,-1.720866515583506,-1.4649338441545974,-1.6637766816555388,-0.10099098844793808,-1.5494926861597562,-0.23525025434763405,-0.4923053804463448,2.0577479820777307,-1.802333181944186,-3.0673697416290526,-2.0365334703242515,-0.9603696392753948,-1.3876861813268635,0.03560034268721155,0.0009712667700005697
2016-02-29,-0.3980200007476905,-1.4654882884713878,-1.0975172633259858,-0.27447412488646405,-1.4565732556820303,-0.6634320721308865,0.5332936834782297,2.0491039349799456,-1.7104011704164441,-2.7833622009220966,-1.6072742716893298,-0.1761020724737577,-1.0452060767461033,-0.224705224937531,-0.032309933673564564
2016-03-31,-0.67062317905119,-1.5385091908637425,-1.5339969013171344,-0.4316587205134755,-1.3497159756775383,-0.7322607613148443,0.412349550005617,18.24141472574015,-6.102531799312277,-3.013977502869053,-1.550933502708414,-0.8364055134218044,-0.5989281188298298,-0.14647679950613185,0.006828238704542559
2016-04-30,-0.2386362690375989,-0.715919819443077,-1.5173759608139281,-1.2378628300459626,-1.2037015132557303,1.0886977702643903,0.7792336353464407,3.9268934947001704,-3.5534775235804146,-2.6509385012449482,-1.2137721810183204,-0.9459309203840212,-0.718042115346351,0.46559298459633874,-0.12341087547563541
2016-05-31,-1.5131556692566626,-1.3326532262265942,-2.095809130916249,-0.278539097852568,-0.9062471908884038,-0.12968511407892375,0.40745840161805164,3.0806389669671277,-3.0098409911151234,-3.7827741074040033,-1.6826002872880716,-2.205230614615701,-2.0250230038554586,0.3041767461227135,0.07460411365808975
2016-06-30,0.44536633225091043,-0.7208075618867865,-2.0597984859606484,0.4420811132648732,-0.40301914435272135,-0.18396629147495078,0.5064014380203813,2.0418445633740236,-2.2929694776564435,-2.3735871439534106,-0.8415163352038098,-2.1923971758080127,-2.2061185079884336,0.34803307284147883,0.08970178271695303
2016-07-31,0.6049398881314187,-0.28329074684534933,-1.7777874066175423,0.8712853159584262,-0.36031059048733227,0.37549175666164863,-0.7599844712044161,1.438594405647786,-1.7541622617044255,-1.3108486271338746,-0.17105911394291706,-1.8869823564173287,-1.842794800203205,0.24526868916516675,0.0014328930966227178
2016-08-31,-0.28122738366126815,0.416129231411976,-1.6038146446787735,-0.652830761398715,-0.2916183493864991,-1.2220148345192203,-1.0776441421786154,1.214847884679547,-1.5033654111850985,-1.319748138421533,-0.13674399956637082,-1.705202051393381,-1.6844518429036137,0.6682074287051046,0.040914266136139674
2016-09-30,0.23141785204139734,0.30912878277556777,-1.3556139161774157,-0.6727346627926514,-0.2503076149514134,-0.28552401394683613,-0.16435842785110857,0.9576134548621936,-1.2327706961433456,-0.9043241576928341,0.1251434913026734,-1.3735673070137195,-1.318878910507044,0.44539260717512164,0.02160368029179149
2016-10-31,0.031937725448018095,-0.010419036063317911,-1.286918638814802,-1.2870505572796545,-0.17348348117752121,-0.10691232218293745,-0.3980210630773658,0.7841973385893353,-1.04452289750949,-0.7187426053341184,0.23121740634102386,-1.1987284549796577,-1.2207414176564977,0.4247141649957096,-0.010819038663894179
2016-11-30,-0.39304193557671535,-0.06340515942635844,-1.2432786481791673,-1.0269667298911715,-1.6636900518786457,-0.6361851107702386,0.5818310097578062,0.6921678436938947,-0.9295884105924065,-0.9226609854527917,-0.13768885544624654,-1.2584504300389483,-1.2572711819996314,0.4195061103197937,-0.1063850284740707
2016-12-31,-1.5688624034248633,-1.003060646921468,-1.3524641985233352,0.09007753854012039,-0.42900197668306383,-1.7511494327214432,-1.8627064553083268,0.7842940334170174,-0.955796675642979,-2.404052122287141,-1.058714185288482,-1.316663563253902,-1.6725073234723844,0.6937886232843499,-0.06034634596977007
2017-01-31,-0.8690966430921325,-1.4616710870937417,-1.135376122604208,-0.4401735311503794,-0.8299296352170994,-1.3491251690111847,-2.1500756980162805,0.772458116108741,-0.8936152528280227,-2.9891760039493462,-1.3078527129755082,-1.1290484905179285,-1.3044798350280649,0.4396904929751587,0.03464499085942871
2017-02-28,0.32500571452859073,-1.0502328807897006,-0.98470744441496,0.16874486694884186,-0.705396222822582,-0.7856350774521748,-1.131776358289119,0.5703496953530237,-0.7181127194767114,-2.378224790198626,-0.8376324889571096,-1.0912779147701943,-1.0342277339101316,0.23933150580117107,0.0786358830158521
2017-03-31,0.8239442707496799,0.11195766446118752,-0.6861984491353169,0.20821611286807076,-0.2771105231013317,3.2592295209475353,4.107027465625718,-0.508271294371102,-0.7360386540693374,-1.1792303819538217,-0.13788069225789598,-0.7040388477859275,-0.5278315589598344,0.2796901000415154,-0.02435997208902086
2017-04-30,-0.5014215821341971,0.321692525089879,-0.7028481724603547,-0.2991091098303085,-0.29448412048066436,-0.04478519635735699,1.340049107885621,-0.49638589922535703,-0.6606824953433434,-1.7057227315452401,-0.20253341441792236,-0.7396782916419061,-0.5586647097072451,0.06817179409553134,-0.13139903416307075
2017-05-31,-1.8822091407737906,-0.7029692149259639,-0.6671771408103279,1.8235033534640275,0.44076380564089995,-0.08049818992927955,0.7607176864853911,-0.36817888887221545,-0.681451703076473,-3.767022367872618,-0.9509854980678091,-0.7140760885282199,-0.524766075676932,0.06571268190692335,-0.05897313219320191
2017-06-30,-0.7766000491642924,-1.5197711260498359,-0.8912362663957359,-0.16691726031870044,0.21058477822960503,0.1563235956427851,-1.8678219781794818,-0.34705072356109284,-0.6079562187470161,-3.2541861507123944,-1.1288022639666968,-0.9504105912908533,-0.9094974208875091,0.1251317122326579,0.04669959076062907
2017-07-31,0.9041535775682844,-0.9838183676572541,-0.9941957648367487,1.123667716374138,0.5213818257441231,0.9137706334316988,0.716590844911426,-0.4984969447094077,-0.43933148210534545,-1.9946497652775652,-0.633036061131338,-0.9581684045222859,-1.0002229134937528,0.07831327038827576,-0.02114968802137953
2017-08-31,-0.14265268134530065,-0.07508989655412387,-1.0155877744889212,-0.21560705134217445,0.5587067093835415,0.0865231961407543,0.07432223018322316,-0.5557468147095936,-0.3431161961233622,-1.8679926345420081,-0.6511489363508303,-0.9436147719375018,-1.0253906776908062,0.6147877878038857,-0.02564868280551254
2017-09-30,-0.1958782539941123,0.3605311436072318,-1.167200269275215,-0.6360374561081743,-0.6085566364473924,0.011523301504253179,-0.30570631878510957,-0.6102869385182685,-0.24624645608211265,-1.766548765307728,-0.4578579297296905,-1.2198077013232538,-1.212844469963366,0.6763651718411859,-0.002769810851813797
2017-10-31,0.15575604256924197,-0.11462736311839035,-1.1666827325120004,-1.6221178385536659,-0.44061007312670486,0.15233166941188528,-0.8106745483311897,-0.7126787763281024,-0.11749399763347979,-1.4805644654802819,0.06942023479282669,-1.1661872303086254,-1.2069919816133978,0.5488925776662649,0.025236081019175145
