ALPM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2017-11-30,0.5998797376912446,0.3470501315713895,-1.0097742144072426,-1.0898279229086723,-2.0422896351061675,1.4475179182407478,1.1844899173722916,-0.8787316403202122,0.062153719568586015,-1.040437470136124,0.5853598746442779,-1.4116430511331648,-0.9666610817970294,-0.17389239889281694,0.02470910349151721
2017-12-31,0.5869726211990268,0.8324090153899002,-0.5003879441298772,-1.3936181351561177,-2.477124330193995,-0.19707081429267248,-0.1308140716162592,-1.057639123289198,0.2648520742895207,-0.6632333434515755,0.848909149382705,-0.8884557270219877,-0.37116378632756314,0.4144436671569557,0.06652721331634308
2018-01-31,1.2326853302544865,1.4927977031322373,0.18074935869679734,-1.12899373745976,-1.9190933109222001,1.885079116572089,1.6540265567437624,-1.3191611483804113,0.8193912492883645,0.1421899540469909,1.7155241497989988,0.17126592490156,0.26699186680893355,-0.04335800951894075,-0.025629835282426638
2018-02-28,-0.36428611094860824,0.8757552264714983,-0.06410843139935568,-0.28433302391120496,-1.6971779956118915,0.3721232086803191,-0.30064528117460054,-1.3313221483971465,0.6389263764308198,-0.04686164665196842,0.9739996896565806,-0.2315470365401771,0.03172049239641269,-0.11273542786409678,-0.007992050531337804
2018-03-31,-0.05493903367002328,0.4960184420905838,-0.49411036576487466,-0.1557750650394886,-1.7573887496551555,1.0505334913842783,1.221250969283418,-1.163585563841735,-0.8366652013353287,-0.04742437601867267,0.5736230317137317,-1.1043439079660695,-0.3116218058864125,-0.9107396644385949,-0.026424301670513496
2018-04-30,-0.37658028881631356,-0.4711709038068845,-0.45854114701031645,-1.4569141165654012,-1.4113449547598318,0.49904962055429875,-0.7502966360870037,-0.9783319833398242,-0.8492041234005502,-0.2530200462015147,-0.01636071288380453,-0.9823729691897519,-0.2617512622087063,-0.753437089082216,-0.2225351791588894
2018-05-31,-3.587193023114235,-2.3707515310750336,-1.3678481609725963,2.2338398483698767,2.271039948718049,-1.2973567878388934,-1.1162954293926604,-0.07076819200473097,-2.6652505920263625,-2.2880353445014516,-2.681006327732945,-0.1543816309083023,-1.6037528324836863,3.0570945852779596,0.16184033673267703
2018-06-30,2.3929000646087517,-0.6243097355976459,1.153152287852986,4.219973850309951,3.3861717793983748,4.095712123113206,1.8377547873966136,-0.6111318855953052,-0.5507340633373151,-0.38135026125197985,-0.32618017463679405,1.0968239538607947,1.2540960743951617,-0.889477401656386,0.10778495197186125
2018-07-31,1.4556334318810393,0.5973626424688404,1.8106457728300764,3.5482168408529673,2.96697275548035,0.5011626119992073,0.5383648687659875,-0.9508862923671426,0.9782360783370082,0.7261558517256657,1.243736075726819,1.310502885590326,1.809860635617002,-0.4626675868601176,0.06868318914708954
2018-08-31,0.9311438727864596,3.195291307798891,2.734211421726294,-0.30292353318651705,2.5429071877588725,-0.11731095184685582,0.9513282786662542,-1.094631208663663,2.1234937498375985,1.4870027153249556,2.0434690794283465,1.639084195037151,2.4935499069736378,-1.275451975870305,0.04786849047199792
2018-09-30,0.6206410620202141,1.8387686926257059,3.1491729332319176,-0.6246509413288132,2.186909380255722,1.1459312610000068,-0.7174371167685494,-1.1329513146609917,2.830276114820473,1.9929376378561052,2.214233451282404,1.8476102210503547,2.767127144354398,2.0020018441089964,-0.05238166152583636
2018-10-31,-0.6301560826070304,0.5399336967446999,2.054534456352859,0.06193032417097252,1.992577309123804,0.19175747215094407,0.029960953153895555,-0.722240207618086,1.79458630213281,1.4814690184927413,1.0617678016258503,1.4468401360227325,1.9731521422995906,-0.4830244763314594,0.03384849838922727
2018-11-30,0.47690144613006513,0.2807017932797167,1.9141530163633653,-0.1820421567448333,-0.02040253935825311,-0.9089388640688632,-1.1565392880290246,-0.7350968479577092,2.3889297046290516,1.9267516238266282,0.7872545290528871,2.0335695714917974,1.8039525614900587,-2.6717676646810125,-0.029168563389367276
2018-12-31,-0.32307272032668327,-0.28622426266321144,1.2667001214220888,-0.40223915858989123,-0.3962397519886203,-0.715066481442498,-1.754027600486796,-0.43137265163736577,1.7835827579272678,1.507809470101248,0.07172434492243826,1.574360642398589,1.2649585116061237,-1.425501724524811,-0.01013961006266291
2019-01-31,-0.13320935633566147,0.014079522209882548,0.5789601059632544,-0.6291939232872343,-0.7460650470931105,-0.2919767939415276,-0.5222504530037596,-0.2559059588215352,1.6003412727719268,1.2717371528550616,-0.19874394937896525,0.9098793133843298,0.6402423013743926,-0.44464594167900007,-0.06741190051381261
2019-02-28,-0.900940517017693,-0.8321627872775021,0.23880172987710024,-0.6752524907163672,-0.7685788959446794,-0.7718126497072786,0.35655808320422955,1.1004713060800009,0.3592443255838021,0.5447598192584938,-0.9206899042385234,0.4584823578865481,0.31246593357037156,-0.24705851160528638,-0.03139127576322434
2019-03-31,-0.3766916685117534,-0.8647702476741074,0.05828461458768573,-0.6386221525860574,-1.0433060600782929,-0.46755140537000706,0.3571859354488231,12.349507186463489,-3.2210533844338975,0.26956961779114585,-0.9792985486899788,0.1650182765286162,0.06201833284482226,-0.10050413438598044,0.035527228431214024
2019-04-30,0.5466709666756379,-0.4471684227758981,0.5171679124208317,-0.14287718790825313,-0.8557493847747095,-0.7235276809044927,-1.1046148563342133,3.2947887924534585,-1.8706377645646768,0.6935931962474503,-0.3599673151388716,0.8966564109140391,0.700943778248984,-0.476415266931208,-0.07284569844523556
2019-05-31,-0.8938207221371157,-0.4440088176797333,1.68283108224609,-0.09536609126162085,-0.8269011787632871,-0.6008705727720778,0.18740077197481506,2.7045639901579706,-1.9780532360633998,-0.08211201480611527,-0.8503608904196556,2.7018417540302986,2.4690715219884365,-1.502906598054418,-0.018211537063937862
2019-06-30,-0.22675096137314726,-0.34369371943031435,0.2182823925853824,-0.06513062024955547,-0.7652415481189477,-0.5054945597034679,-0.23311164392278894,2.0325305205553064,-1.5031851651296269,-0.3346168838154183,-0.7504679055763587,0.3900284287455405,0.26976960785310233,-0.15608307150948503,0.02934408965736919
2019-07-31,0.40003405681802306,-0.4707878324617217,-0.324424240759846,-0.1257194826359063,-0.5592871126091137,1.0262676065409098,1.884508066103001,1.433938840052953,-0.8653652000562826,-0.06590148978023766,-0.1707461781786119,-0.27951118574662137,-0.4772040040366777,-0.5041204993983832,-0.05090157276603702
2019-08-31,-0.6956373522398943,-0.3244678578598235,-1.0701615256075134,-0.3120181373741342,-0.5980535222673897,-0.4312786936218773,0.21267237585681525,1.3762468247571809,-0.925844730062102,-0.6749423136170168,-0.6091455985691275,-1.2499401461013815,-1.5715865821504709,0.7417804615899769,0.02283430889721963
2019-09-30,0.3365673418972129,0.028471921913770203,-1.2120386962014462,-0.2154680620356693,-0.5025956093707457,-1.077342379485859,-0.8931209922234399,1.025600752851148,-0.49122587716998284,-0.4522722020174449,-0.21913916738956213,-1.2903234590733885,-1.6599084875481205,1.8419340738470467,0.07677562064008799
2019-10-31,1.0475609334607023,0.4329554593067997,-0.47207094568873686,0.17414057211044587,-0.2302125819709128,2.5488973066056255,0.26720350767161644,0.5709178809008236,0.2201037389150711,0.3985707479835163,0.823109502274494,-0.26167519162113567,-0.5362296738709488,-1.5713498341952867,0.0033576872600109275
2019-11-30,-0.002991418044339685,0.861390076428427,-0.7519617460954248,-0.40112559965471933,-0.5299875154877228,2.611912857612374,2.198545321167612,0.4611886681470904,0.35541391293128927,0.3485945959204592,0.6643396241820738,-0.702836507286204,-0.8402674659301647,-2.349857427282121,0.03454759528496114
2019-12-31,0.427690245819684,0.9097924447260233,-0.37334380282360585,-0.4387734649178118,-0.580788290729429,-0.08847441917761684,1.3938913897068466,0.24659706622395752,0.7153072191076075,0.7246809483856178,0.8363544229236551,-0.2803263652270474,-0.3339606821351995,0.09450503210358167,0.09891584793918874
2020-01-31,1.2831414893762145,1.0564651756798045,0.4481634746689534,-0.21441319691701113,-0.3073532330834197,2.5492683552171154,1.8235953750817602,-0.1785027073877167,1.641040100300526,1.8700290578508996,1.732399336311993,0.6510268267633372,0.5652065490851403,1.5549016943775278,-0.0011898625129667974
2020-02-29,-0.07377322796348418,1.0046463638169334,0.9884410961159976,-0.19630239239068792,-0.6700983956482153,0.6263138731173886,0.19964657383882137,-0.2425735315758129,1.6301625938146096,1.5209106787780957,1.0777849863045301,1.5623606715310348,1.1210660674618116,1.0050614988668733,-0.16477655695738178
2020-03-31,-2.242537242077328,-0.6473131184708331,-0.15511281932243848,1.539626700988437,0.7139664611896314,0.2861199714240396,1.3121476675608228,1.6619204151649414,-0.8429841585858553,-0.4499586046784125,-1.0438580343689015,0.01693199498763169,-0.09180391652717988,-0.02783215209225018,0.3305048717009528
2020-04-30,3.971983952335784,1.2502205152365187,2.4430177713411116,3.807669032021577,2.485439969729405,1.879905480148709,0.4678112418834727,0.05196737601753641,1.6032604546950082,2.591852749430631,2.464335461143043,0.8723008160454901,3.116119218623303,6.448552078684131,0.1584454119687046
2020-05-31,1.3494718044251852,2.3987054914865005,4.587905726634863,2.8927830173691356,2.207980406368715,0.5758419910000736,0.6789271073962891,-0.5266274025569424,2.7244314277298485,2.798807801296279,3.095894694740778,1.7343788173641732,4.529597246295037,3.1967222920987988,0.04670262067895151
2020-06-30,0.17294564595392972,3.84655631389633,3.9184057095015916,0.897799260784612,1.951057960929434,0.3674407377208305,0.8159175685676006,-0.67329986637612,2.568524268231399,2.1901372013728833,2.2199830024510074,1.8700934292664966,3.669743743859322,2.521058173828979,0.07617560275722547
2020-07-31,0.5427260964563827,1.3314769725007067,3.2995249318756477,-0.2843710892974484,1.811782737307203,0.9401496092796113,-0.42861008044285515,-0.9228322454938093,2.5813069470306886,1.7809826507578952,1.9047294320111492,1.88527817114801,2.899073155197761,4.1612090742428745,-0.04458097525046921
2020-08-31,-0.728207253801184,0.0013679074049502108,2.6617196895592565,-0.12965862588673524,1.8099597969577834,0.5807227304117676,0.14076074113892478,-0.8411077024802947,1.8313779372001917,1.2504025357188406,0.6199019468972611,1.65091092050947,2.5569450605800874,2.21202136808363,-0.004308173565002216
2020-09-30,-0.24602878548057722,-0.25585468975248016,2.0844944953234585,-0.16470135418979975,1.0407615401412802,0.14130014324947435,-0.027239079323088413,-0.9065237796962493,1.6030716326185868,0.92990793201293,-0.12481553988023841,1.8550316706307513,2.030241732613306,0.8147470455170526,0.02791025514525166
2020-10-31,0.11983833758308443,-0.5240514125309466,1.5945760479935427,-0.5967149343204733,-0.2127221713278614,-0.5246243251696101,-1.1221306357234466,-1.0784726521425987,1.5612060106971661,0.8005992505365158,-0.193618819943177,3.2123451866685806,1.4973446322554442,-0.8453362367928082,0.034139964057669184
2020-11-30,0.15239584066077214,0.014743276086146093,1.6012720446350568,-0.8267357075359446,-0.71708086607031,-0.9896983251017207,-1.4719957924536882,-1.255728356607586,1.5351392365179588,0.6986729732994861,-0.07267543576590046,4.980999935013426,1.4392590259276632,-1.9619964203333353,0.0350947746453603
2020-12-31,0.1625511570830921,0.26385528389755253,1.4584947728563973,-1.0608781579622049,-0.705929419065737,-0.9506378180063018,-0.9833926002804869,-1.4168765629874298,1.4809596372123754,0.6266596819029301,0.059119250938227494,3.4590156895830506,1.2526765688203643,-1.6810257455849715,-0.08164818762516728
2021-01-31,-1.131129479623146,-0.49419406998881554,0.5848552781154871,-0.02480545140738123,-0.5429185344160862,-0.20034198220782332,0.05871392236623948,-1.1512029000713773,0.9609859276799179,0.2873397468217862,-0.6224546259571924,1.2139736199242699,0.5769226057955903,-0.10822930580092806,-0.03411150338755906
2021-02-28,-0.5696753867358112,-0.9404706196201433,0.41489635625142235,-0.1804782468137737,-0.5734016223900456,-0.66294638149362,0.3068739872399843,-1.0536351709128013,0.7342547447484885,0.11247306734007678,-0.8735635747598648,1.0078013082577677,0.4488749053041288,-0.6562797874120326,0.04688773119994432
2021-03-31,0.2762038595751464,-0.8768364238650224,1.2392336158953112,-0.10175911209704473,-0.4893517390044106,-0.8544083368737893,-0.024129999869522367,0.2503912388755104,-0.5335334198346476,0.12942844513345125,-0.5368726699470862,1.8530849226538895,1.941056772725657,-1.2126671974381262,0.021275762146274226
2021-04-30,-0.0332016501113879,-0.2085479878308725,-0.05782599100136017,-0.5054111489916346,-0.5168375295854821,-0.802740536746337,-0.6943808710177308,0.20096482511138258,-0.5377722116152692,0.06982435908893554,-0.4195700281646043,0.2722402036654341,0.1738305010795733,-0.5846301769180757,-0.035732839183053484
2021-05-31,-0.6411181250891965,-0.2505284523735101,-0.6776408319718804,-0.48235524651915723,-0.5359269669515723,0.010407246834097028,-0.06246291017880253,0.454795759015563,-0.6982136272722917,-0.11181249837856859,-0.6853419649152299,-0.44546989597028136,-0.5889207310904316,-0.16522441955171008,0.034209918943538115
2021-06-30,0.09734600991684962,-0.37242346070564597,-0.6944378900366851,-0.5535397677744839,-0.5505886870112539,-0.3462048622474071,-0.19563052608726555,0.32267939117594774,-0.678736189996202,-0.1344066122538764,-0.33206371162429804,-0.461447656405744,-0.6234599777549278,-0.2538628694961972,-0.2232197582414564
2021-07-31,-2.75628598381338,-2.1217528802203853,-1.407218250717752,0.982101826902993,0.43340797277471765,1.481363460037249,0.6360704661106588,1.7339969503196007,-1.3286437326850906,-0.9342230336161925,-2.0687633344072127,-1.0027154529305118,-1.6761889277203916,-1.199417525335541,-0.0467377817186859
2021-08-31,-0.6104695633616045,-2.004356903197428,-1.3722647047302639,0.8892859281344118,0.3948758788470882,-1.0288709709474266,-1.0551129634289302,1.709605257914808,-1.382200191765609,-1.2011691835508638,-1.9902823452470375,-0.9970469153123551,-1.6390813063902159,-0.004031146959986248,0.049021467055253794
2021-09-30,0.30578349812475064,-1.7290916755432277,-1.2550436255877278,0.9224173665039942,0.3578679152287148,-0.7654544642117976,-0.7311522245882781,1.1857804049714573,-1.2236736335819638,-1.2017165314955942,-1.2505713252527972,-0.9567864314088025,-1.3962552328528737,-0.15353015246993493,-0.01525967359808233
2021-10-31,-0.3206989498423258,-0.37764001973160866,-1.3515634428092118,-0.5130042257558466,0.25519716633696454,-0.35375387654741985,-1.3380464828863305,1.1007408164244774,-1.192531238271557,-1.4351369824521263,-1.0091824378059724,-1.0558636186199264,-1.5359700058745394,-0.32752292294372926,0.037318470014021755
2021-11-30,0.22059230481512207,0.12275715583308067,-1.3137906331986788,-0.723283401040646,0.3241580619363012,0.07084499035443136,0.233862056205917,0.7517089680306641,-1.0270907362597756,-1.3222279476261407,-0.44811244385822735,-1.0294192694082565,-1.437236852700422,-0.4927739031849463,-0.005967940129945763
2021-12-31,-0.20953212228232954,-0.1868475405494885,-1.3693893755398052,-0.813589117515492,0.20315251367762607,-1.0113203260396575,-0.3165378733972818,0.667085096249352,-0.9658562450709525,-1.42707395480502,-0.17515968337822002,-1.0978869742182387,-1.5088426977778049,-0.014684080648114837,-0.057950963911155
2022-01-31,-0.6932230265479701,-0.41073106752174937,-1.2799181430350595,-0.5070640630341929,-1.0393976779631988,-1.0866272235800294,-0.6998512643090001,0.8100353194853652,-0.9792262259112349,-1.7444118405693922,-0.5578109427293675,-1.4622024977666128,-1.4122446498472725,0.002983613695113399,-0.04244758553246142
2022-02-28,-0.4842051224997465,-0.8359328963077873,-1.2372046532293972,-0.8244245510279731,-1.0377132232552555,-1.6488216367338526,-1.428663310890762,0.8320781324143123,-0.923649349397406,-1.8956157451795634,-0.7814656838337758,-1.4075738924711776,-1.3830347622137131,0.2482265470512362,0.022224651882278797
2022-03-31,0.15747599473294216,-0.6102243656622481,-1.2139044125636151,-0.5637879589788775,-1.1678103006128568,-1.496749753287797,-0.887376158963108,-1.9580920873837433,-0.8441499846990116,-1.9208768873941133,-0.48283969864820353,-1.4928265115255095,-0.8950804741831506,0.2873799489467091,0.05195717860626665
2022-04-30,0.39361343362065004,0.026528116054711393,-1.1164030123928776,-0.4247393903574685,-0.927869891123763,-1.577745790381566,-1.269080244285249,-1.7755319028177403,-0.7253498340468982,-1.5099267159690586,-0.102367725031444,-1.1783803886102335,-0.8222672988636551,0.2968303829106137,-0.06498667889660056
2022-05-31,-0.9459937906092091,-0.07246054686218369,-1.089348627408699,-0.12945273352816195,-0.798747960837915,-0.9158691062926919,-0.09572321974677982,-1.4018067585211427,-0.7230111421314117,-1.7451042739218006,-0.4385679197193994,-1.137386103925434,-0.8200908874521841,0.14690590189193797,-0.005136118121767622
2022-06-30,0.03317888753391476,-0.16802303324709436,-1.0649142606403457,-0.03752728299956852,-0.7364877296523858,-1.5377660478715307,-1.5669648070426383,-1.242347508665054,-0.6040246256883278,-1.5681200078917852,-0.26606561963085423,-1.140564665425888,-0.7984902513529287,0.6160767508096721,-0.036710991813732836
2022-07-31,-0.43528842850730937,-0.8241374274069972,-0.6559482644766005,-0.7820271947426384,-0.7572981880565683,-1.8275487858668018,-2.502888150121322,-1.0822450434667452,-0.5429293861566103,-1.578572169709413,-0.44760503932104195,-0.6734783176161793,-0.5068854552762313,0.2643449346121418,-0.0797341133183641
2022-08-31,-1.0900016293473829,-0.9672424367562436,-0.6574349737306793,-0.5191537186332864,-0.5112228361871646,-1.0429222252319101,-1.5841150443363488,-0.8859228118528981,-0.545668933520986,-1.7877197872176507,-1.2697200237808435,-0.6560211803584148,-0.512848108691486,0.3753746629588822,-0.06954951247616263
2022-09-30,-0.8791258682557394,-1.5855957130322031,-0.8235172874705591,-0.9210967607132488,-0.4995546166498242,-0.48691533486872807,0.7542475992777951,-0.7219047673021651,-0.5270682356812509,-1.80118687859013,-1.7943046388267363,-0.8562649241481092,-0.660883195514385,0.6372254953502762,-0.09454969834987201
2022-10-31,-1.2238023801421871,-2.036683339754889,-0.9081630280017282,-1.1435880922650516,-1.179647241940794,-0.4155523774518656,1.8862645352156202,-0.5264952624982827,-0.5534124888509175,-1.8348079812834606,-2.1461212246683545,-1.328410179089254,-0.7814386504652543,0.8871033421011127,0.07778883068258487
2022-11-30,1.5969583521898572,-0.279465602304102,-0.7666454494208604,1.1629819736411022,0.1917642948435241,1.7366639438477645,2.539781051339266,-0.6903700927075163,-0.2943222259057466,-1.1530595177839729,-0.36309910482091307,-0.6205638271038898,-0.5981571798761969,-0.9613358559629303,-0.03717772914946529
2022-12-31,-0.23748281403275448,0.09242686014489089,-0.781169562308041,0.9197548997001906,0.08893010093700611,-0.862262491534892,-1.1278356350010939,-0.6335337149145677,-0.3219288151001903,-1.1304140227296535,-0.24058668216005205,-0.6310596237373567,-0.6160664110322478,1.2546517057062339,-0.062388045170059615
2023-01-31,-0.5849859759063344,0.5021915235933095,-0.758014119354049,0.4759364539393526,0.0788511275352412,-0.6807122402396895,-0.8727925312968214,-0.5300531810448474,-0.5464137331476273,-1.1873420898315155,-0.4380368323624773,-0.5987521305847316,-0.6148541298735536,1.0790877723513381,-0.05136663415851879
2023-02-28,-0.43097344258159753,-0.8526877363770392,-0.7246665056749308,-1.3018930852943174,-0.03720922279265668,0.09736968505038557,-1.5305699235167438,-0.4354514446763014,-1.2928131119501198,-1.1463930588797926,-0.5792523032765761,-0.5868958594886681,-0.6188258458056467,0.19911881970166392,-0.029675179050222666
2023-03-31,-0.08045615060083217,-0.7319197975300913,-0.8154708610933603,-1.095253005616919,-0.1376318930274095,0.9111952632454628,1.914093590200097,-1.1306285474955986,0.6695113603496269,-1.0238086188822986,-0.4996778898612853,-0.6806172140238238,-0.31170236939260887,-0.8726960278705866,0.11375671900230726
