BRGD IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2011-11-30,-2.0186397715976994,-0.8680337372078041,-0.8373645184798454,0.8385897842328258,-0.42806336033831505,-0.7459079647447281,-1.0766260697733652,0.9396739569515914,-1.1607624095691995,-1.501488030477544,-1.1218612768266762,-1.020648776941364,-1.8742403517182773,0.5133987786076074,-0.2462892920782329
2011-12-31,-2.730633129764568,-2.504423853087832,-0.8459587154093242,1.5583082472650274,0.5606796128395802,-0.49533823889651396,0.3061373343478616,1.117066021823433,-1.154269080161806,-1.6071509402376076,-2.3381448029073875,-0.8106968704416596,-2.6376727202914796,0.5254926358527684,0.38069491761910046
2012-01-31,4.920344250214758,0.3947534198252862,-0.5371749645294751,8.505385807306967,4.787730277311851,1.8697221570719427,1.7243483053895405,0.2406280515380102,-0.5724677088355387,-0.5671621808963458,1.2433579966528334,-0.37932695230087393,-0.6234804718649717,-0.1040553023859364,0.0962661921941338
2012-02-29,1.1017217137978135,2.559851675240912,-0.4318352077665099,3.5993436723488106,3.821306701243883,2.6662835314677533,1.8630162427504524,0.0017917289084514324,-0.3221095954834767,-0.24784891356858202,2.325541375308564,-0.30755287230394324,-0.3451777870861075,0.011866858056160008,-0.1630419420619984
2012-03-31,-1.0762028669610486,2.8156344413432355,-0.451981869969358,2.260543554451339,3.1282435422095047,-0.4851209192117846,0.4974547742740969,-0.7200081152316389,-0.4602134496359785,-0.47395791746645005,0.7406369779551711,-0.24520702677997527,-0.010470222817824396,0.5502255638596067,-0.036222335462268294
2012-04-30,0.001731881559789934,0.00033140741486817425,-0.5155216302014436,0.36566181715479057,2.5381652896356037,-1.234763124385941,-1.7321755927869058,-0.7403273338714769,-0.3737122361241287,-0.4176461324956456,0.6711998782469959,-0.16911380443454266,-0.012168377218459698,0.9832096955021338,-0.13140262050871143
2012-05-31,-0.7360862758103819,-1.304423395463374,-0.4860861773497536,-0.3963831441711298,2.0574365381962703,0.18985720497262626,-0.6700312361052487,-0.6689476293855858,-0.3847964315887194,-0.5546507356534944,-0.33520767658148465,-0.05798222508926509,-0.02275750277399311,0.22782228474055544,0.1357328031881797
2012-06-30,1.4082942348824286,0.486815526213924,0.019218948066997706,0.3801236036833349,1.4432835220541655,4.609667377752341,1.5410939291891943,-0.8671561341660363,-0.07679268487808313,-0.09604322299993684,0.5437780457054285,0.07584020661696798,0.46557258057336137,-1.674529872070546,-0.15952109235562098
2012-07-31,-0.932369055717695,-0.20611452232031005,-0.15211377730649822,0.6550270393252401,0.31412293717526013,0.31600315605636237,1.2085935359358955,-0.7524885736523839,-0.15203667629221865,-0.34806027072116,-0.4887074830126188,-0.026619990552534438,0.21331529427478865,-0.25045221502442744,-0.008589205023792793
2012-08-31,0.25945724664881414,0.5109139589231253,0.17617269443381306,0.4185351354266988,0.023062229871382154,1.076933267321493,0.5709423146890684,-0.8089367893838493,-0.02628389634879021,-0.22250484246133423,0.027791882873454257,0.20744630602801747,0.3841257280521753,-0.9856821468254862,0.22938600740953854
2012-09-30,2.063226770578215,1.0641430362840638,1.2657428489446751,0.9411140079482222,0.5142309114335043,1.6704504776833566,-0.2634238333935154,-1.1437332291902498,0.5547452669558007,0.6329682251755526,2.3210544850012833,0.8468362723948323,1.0082105294362054,-0.8594916719644354,0.10274088217987218
2012-10-31,0.9833176230201223,2.583957147938561,2.077509856024381,-0.05596848519186873,0.5033778158790339,4.3549444058034465,1.9858371153357857,-1.2956860179643668,1.1593976593428397,1.266405916741009,2.9374301911628526,1.2048483001802015,1.275013402232385,-0.3855241975662653,0.1119853257235831
