EIH IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-1.268202539525155,1.0833416921936578,1.5802080833722933,1.7702181980207485,2.192885365426406,-1.1996053860213216,-0.1633499851712217,-2.975990670023393,0.5953579727477728,0.6606192717776779,0.6822765540734641,0.6974007290525338,0.8653365381469933,-2.661480538794109,0.07003926304525832
2006-03-31,0.3864866866989306,0.5792228042464436,1.7820413744490433,1.4828725339034847,1.8645409134224822,-0.6731059479569801,-0.4593587489929479,5.816089723056244,-0.03353905700012022,0.5639281129787169,0.731989066747789,0.9579678804876012,20.282463511933592,-1.161470293837772,-0.021403617781521916
2006-04-30,-0.7098869363344246,-0.9118066094359626,1.3068533705749266,-0.07301425246057992,1.0056545967652488,-1.3964102790020976,-1.2777450182018968,2.487252926415758,-0.31049811897505003,0.11262289269322896,-0.16637131235714953,1.0039002330453424,4.071775211632703,-2.770172961701371,-0.01985207838905894
2006-05-31,-0.6770418412860102,-0.5861294968251471,0.4848613778701467,-0.6085842077646716,1.0047512498765105,-0.21451730160362556,0.202515554092476,1.6669697410149136,-0.532726861448744,-0.08329690298260115,-0.7781393668856065,0.23506597773202992,1.9441669500846037,0.15193903362393432,-0.07717796251811232
2006-06-30,-1.415339982252197,-1.6862855619136023,0.43963152086181695,-1.1193566741531848,0.9532665332751168,-0.6633012238851511,-0.501425637406233,1.3416393681779115,-0.9916042568134256,-0.5411922438632362,-1.6469186370856461,0.20385487431026253,1.880056564949582,-0.4952873636243776,-0.017590119607108688
2006-07-31,-0.6597731584803983,-1.645942222535944,-0.06374614335243119,-1.0664973262662092,-1.1651227559830928,-1.4631624899982523,-0.7134694459720705,1.027129034472345,-1.167733775892637,-0.7642565544261372,-1.6193573903163403,0.9013699621667716,1.0297135095073398,-1.1470251770424187,0.15970059877634035
2006-08-31,1.4132384932801303,-0.43749995104463546,0.06982401684481462,1.1721915450430638,0.15054931766167917,-0.9758204410381253,-1.2602248793512771,0.5443486727869892,-0.5812812311210639,-0.37659983481517895,-0.3243655009441607,0.1836916862008394,0.9108003661829135,-0.7176575500852121,0.04799075411396775
2006-09-30,-0.004846734327276686,0.4648128795724,-0.18825830963684245,0.263704871524707,-0.020228402084757967,1.9943866749257935,0.8225912068599969,0.35314348921861255,-0.5506086559455492,-0.4634173043603816,-0.013759750301326559,-0.07672058952928747,0.5317686470493872,2.420557037526096,0.0014632227271582897
2006-10-31,-0.5201732960340162,0.5702830094361139,0.12356120686009057,0.07829230917931866,-0.08987504975019929,-0.7201015575615574,0.12717153690969032,0.2531829957841062,-0.7289916451164995,-0.6943075625823855,-0.22408268318738803,0.34407866808257664,0.8602688590534584,-0.44545364870971516,0.023124988235551744
2006-11-30,-0.2469641519334745,-0.5134203114033389,-0.3080911812893451,-1.39080433671599,-0.17853421411124584,0.22523645578649862,0.6688513214874865,0.13512383475554252,-0.7478454437928275,-0.798375102083591,-0.23598063003248143,-0.15740116954652725,0.36587950672768005,0.5881576357500993,0.0014277087703273147
2006-12-31,-0.4872867320474581,-0.836330530130957,-0.8115033742819303,-1.598525870015822,-0.8642955309929723,0.6643699096772913,-0.7346221253164829,0.058286917677568495,-0.8673160018739937,-0.9581336709484007,-0.6109429702024495,-0.5741215754551271,-0.13093415554331378,0.6444061071643689,-0.048801138768722094
2007-01-31,-1.0947412467688826,-1.2067021705148844,-1.6093386212934482,-0.951342229166871,-0.5673622389337996,-0.2799864572405164,0.31686534270402583,0.05942305303637837,-1.3247377221348404,-1.392544107418925,-1.43654157299916,-1.9068970493083948,-0.8450998080981016,-0.003210166451991645,-0.05349121756792651
2007-02-28,-1.100871518654462,-1.7490730340608993,-1.6008096669485234,-1.1030155094828915,-2.1178937911105558,-0.7513607862200031,-1.2378708669783307,0.07192392299865254,-1.7856536906365257,-1.8625126800838916,-1.8497141152304273,-1.723203853174205,-0.8024958405798985,-0.06095106286063335,-0.010018410000065496
2007-03-31,-0.5145794514310773,-1.6724976676236516,-1.7916240369181704,-1.190297488753801,-2.4063951917060185,-1.063851193813218,-3.097160524496705,-0.2935053644645435,-2.5844821660506017,-1.8837730872646257,-1.62283299239491,-2.314251481206719,-1.0238651764702464,0.029586518085231793,0.02940142819410752
2007-04-30,-0.056396125312614655,-0.9859863277024041,-1.6083568097067544,-0.7328328411771349,-2.039754228515612,-0.9896753851086535,-1.6940292253119587,-0.3364049246188398,-2.135567811077789,-1.6320503155396229,-1.1418882754678168,-1.732361209014652,-0.907126666524844,-0.027962016284965845,0.032609035165295036
2007-05-31,-0.011255739081565231,-0.3398884130485477,-1.4260870304635422,-1.1089246549312441,-1.8663372024638916,-0.2943676917863138,0.33225205618646864,-0.3871473347557183,-1.7540713529387855,-1.3744180596140465,-0.7004050877310637,-1.27156717169752,-0.7951424187517411,-0.009918239608027584,0.043141287876034995
2007-06-30,0.18120211837728736,0.06158369159881441,-1.011409656439491,-1.3868549220610082,-1.475883926739554,0.09525658857926084,1.6385667519131073,-0.4603346969628116,-1.3854335321198812,-0.9770570132339161,-0.21442624439441338,-0.47747416605091103,-0.5306857237079998,0.0887532842549524,0.00814623615441675
2007-07-31,-0.3082818589522617,-0.072362282892541,-0.9028372301017472,-1.0396417206045858,-1.6058017879364166,-0.6872185035281136,0.5294770958189842,-0.48588015089214714,-1.2902275481726055,-0.874663015885341,-0.20739505476225145,-0.010327038407557767,-0.48394557919089637,-0.17802611242207056,0.08306580422655006
2007-08-31,0.7018188528880921,0.31030353725361787,-1.048675533374967,-0.5368685461288715,-1.5934474530009353,0.6054090321497888,0.9417454683302594,-0.614523244541036,-0.4451985546479056,-0.05644174214797743,0.34005171760191666,-0.47839867029177113,-0.6929189062473166,0.2624721137523357,0.07069323784495637
2007-09-30,0.564906703884555,0.5079223709332522,-0.9065723307406626,-0.4228990320912619,-1.5784441250747476,-0.9098039896476436,-1.4426490915548686,-0.7353722880812766,0.32760409112843575,0.6236930595961927,0.6567408207750283,-0.0007291337653662175,-0.6614921687504376,-0.14120423858038794,0.12563861733157794
2007-10-31,1.3237292728697494,1.4617086462052182,-0.48748901157200053,-0.7228325247134975,-0.9897942803751563,0.8214391701174157,1.3867610659907574,-0.9233243302231189,1.8683778283801975,2.275178453698136,1.4640652838182586,0.4022027736200854,-0.4690174479865728,0.5886021143951545,0.16495357217044296
