YES IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-08-31,-2.1107738943951326,-4.228089322897773,-1.6512489199997047,0.6960626556069247,1.7991281951923115,2.356026492937848,5.817123052424028,1.642175466780036,-0.9663249407307923,-3.008170794137536,-3.585931455618602,-1.0479814175140483,-2.213262054285986,-1.5209452484211203,0.1662002486742871
2013-09-30,1.1681710128769596,-2.127864835083615,-1.540624514534531,2.714274204598866,2.371880792591012,1.509232230842457,3.492067917761299,0.7978018889912284,-0.5831712783859653,-1.8865740431702949,-1.823485623546867,-0.961902678123017,-1.7437594834378043,-0.9265836152183569,0.24955350672868823
2013-10-31,1.6377083220777253,0.5299397504780726,-1.048523859526151,2.3715312686159336,2.57782379738428,0.6258298329441293,0.5528464976141948,-0.1002743504943992,-0.027587278187463298,-0.8172348295561901,0.029601892823030933,-0.8511179930535343,-0.9447593118760076,0.05651881232081534,-0.00040680724677916885
2013-11-30,-0.04507893331425546,1.6564495250194498,-1.264041382900866,-0.07669083380426642,2.208779159341124,-0.058071101158727566,-1.2612015709197246,-0.035050801573404025,-0.0907664915288456,-0.830601899324273,0.4078238996925018,-0.9620129031334987,-1.1764177242656029,0.23909701824580742,0.004195715703737484
2013-12-31,-0.05498324379133815,0.8834548909661322,-1.3633381556025719,0.13976956948627223,1.9379379393764937,-0.4961200442011872,-2.023676773267065,0.09003910587786658,-0.1911375905192476,-0.9163272228979513,0.715838527071975,-1.0196984551367358,-1.2888130556845152,0.4804715202371358,-0.18508062695289793
2014-01-31,-1.351181152556447,-0.8277678248534399,-2.073958569602703,-0.312916361599651,1.0700408807905433,-0.40666740773623916,-1.203709071165051,1.1105942806169429,-0.9600549105171085,-1.9341147387373516,-0.5282541069120672,-1.4541333784334967,-2.4304605765130844,0.523685827152694,-0.008814944444033981
2014-02-28,-0.04138140599054617,-0.8116948225863126,-1.6511517583745379,-0.27555317240620514,0.1770908758875223,-0.5734761038202952,-0.8914407015389678,1.0601854542846896,-1.1460489065524757,-1.7204410010786215,-0.7184386209232853,-1.4466740593115401,-1.8666197970464127,0.8320984028813357,0.3055973648423497
2014-03-31,2.209341552281114,0.3794986639225479,-0.5527377838746294,1.9391094380396077,0.7347744995885667,-0.07442626977373391,0.5644042937731912,-0.349374318669494,0.05004685765002133,-0.2642840632005034,1.0064641415542548,-0.6823045312436448,-0.41693507544421365,0.3954093373719857,0.06273262769316462
2014-04-30,0.3764953336307103,1.4331508209668933,-0.7745017634084521,0.5783975309606977,0.30878907284635576,-0.3937054040099621,-0.03256585716538179,-0.5080254958551257,0.3081484440814241,0.0056689656723903185,1.2494859004241154,-0.8339966801084392,-0.6084467192368225,0.5873268148624842,0.2561053535659575
2014-05-31,1.6029008390290136,2.3332624502049852,0.1025721330426785,0.006085506412920812,0.7214112746896668,-0.2414105359241023,0.5847578718029265,-1.1368251611155749,1.5144879704912613,0.9389115272647727,2.6190576735035074,-0.29978077116368745,0.08535118214428848,0.38018625323104105,-0.05107147882627949
