AFFLE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,-1.1659536898123983,0.00014860850872464105,0.38499429903490395,1.4827598828223836,0.31044988235072984,-1.0662799677467647,-0.594857516295416,-0.8105703473748443,0.518668612447799,0.21488200506402597,-0.41562917747475775,0.38661066426502266,0.5391723117313477,-0.7921726091681968,-0.0708215398823231
2024-03-31,-0.7574210036128424,-1.750634135806539,0.19068594589946217,-1.6515378107844572,0.48911081578379606,-0.9080037691893886,-1.66101826827779,1.8378334498868276,-2.8935068453112898,-0.5300914006237687,-1.0459875321846754,0.20503154404751514,0.4044323701718761,-0.4521802104880528,0.07247469129873707
2024-04-30,0.8989741899608057,-0.6579162486954393,1.1135418599099745,0.270719081427696,0.5729870685508802,-0.46485396603481866,-0.017349986835489273,0.5002851656740428,-1.6365737223128547,0.4547852798593566,-0.28469598174716393,0.9752679900759108,1.5209502828566956,-0.9928205349426299,0.01528438216097316
2024-05-31,0.2083132454719466,0.23617517129452284,0.9689097302878793,-0.34888547519433255,0.4123932836554554,2.24808424003972,2.310807156902634,0.11590792952641085,-1.109142511865062,0.6058081689405641,-0.12990574423706922,0.8901903221353548,1.2757034458577476,2.041540990776126,0.16681393543125056
2024-06-30,1.9172166734989589,1.9774103602945452,1.1384376970264691,-0.20876250269162883,0.5479424944985362,3.0953686785841543,2.9303279895008023,-1.682014574153976,-0.0803131535249249,2.3138074447552595,1.875529625277554,1.006322053042229,1.2159497133245056,3.474371550778508,0.1167488709003793
2024-07-31,1.1664679092425545,2.0896607392628335,2.2043741247930853,-0.1843707265660737,0.7604011941266565,1.6879311105190025,2.058772138244987,-2.5506272273778174,0.6897407091303112,2.5796404687232313,2.787635307008082,1.8146014851592136,2.018791664865131,3.2802385850000757,0.0773852546616599
2024-08-31,0.6658903167565943,2.272878996795948,2.637227792374661,-1.030704448871438,-0.4209102147050385,1.4965246508665233,0.6938212727590586,-2.8250861686571667,1.2851237763627825,2.275381183220418,2.4488346198366076,3.0357348167260416,2.247729834630401,3.4196325735936632,-0.02683390818630693
2024-09-30,-0.42005150322033213,0.850167740462611,2.0270475712252916,-0.16936593587668106,-1.0169652429926894,-0.7186734206897841,-2.280841022988793,-2.2397227590537394,1.1016106398167769,1.5785957064160594,1.1169201977447267,2.6436807949778793,1.794405604233118,-1.6854096319660803,-0.03273211442351743
2024-10-31,-0.4954141910443829,-0.09975207831971454,1.966800923141918,-0.4491542423074939,-0.35756538593026505,-0.598575128725726,-1.5794223468662363,-1.7634684311296438,0.8800488904027431,1.1128313991826813,0.24949450767944245,2.0326628712505843,1.8275091170393913,-1.4423639531143047,0.051967973229447344
2024-11-30,0.4798884748895698,-0.24471048459972214,1.7126957491796453,-0.8452359602279231,-0.39960591816745145,-0.6156226028061005,-1.6333429375713204,-1.9212718854416246,1.3898218599053422,1.1146907380092321,0.21409910444011124,1.81006498717011,1.512999117639316,-1.3388187826334876,0.09647446309512107
