BOS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2013-11-30,-0.4816778084089379,0.35247622442828447,-1.6543900171860628,1.2982909611829745,2.2487478010520987,0.7444151665108139,0.7483454287672658,-0.29765172306224663,-0.8923959060275017,-1.9367843123197837,-0.6789773484845356,-1.4560732207331784,-1.6335632362499966,0.08338999885368262,0.14658282565262157
2013-12-31,3.0907242171922777,1.0413773712332206,-0.7606952132023492,2.523350334633467,5.063879160324035,3.677335244702647,4.748276801144786,-1.4111521731900225,-0.6537195430227742,1.491526098055214,1.815191693448959,-0.9654083658724465,-0.9035513491912489,1.2021026723753434,-0.11507332694244468
2014-01-31,-2.543375057303569,-0.20805498047959015,-1.4069611022585224,3.513352950175615,4.751134276316607,0.5542499627287327,1.992576496649587,-0.7037782617472834,-1.8044381800214548,-1.5237283197833549,-0.5319105074123072,-1.1685244221736126,-1.3565228802085365,0.047941739247405336,0.04691123188561198
2014-02-28,0.6664802960603501,0.5898308033550748,-0.5462509003819565,2.7570454256646184,2.783927362859039,-0.03489009387362753,-0.0004904187075692118,-0.9675393101216929,-1.1295244266718498,0.00016592954103545718,-0.044466156085354175,-0.8120998652880123,-0.6639677669788578,0.09496125988126303,0.14684582717716266
2014-03-31,2.4579988229278054,0.6132603971858166,0.513729601109963,2.3202775351752107,2.834012272378493,0.593770147720512,-1.7424081118190995,-1.8401201017583981,0.3821714731104591,3.2528489894494745,2.2457276025245068,-0.4414674578965719,0.020179215475502475,0.9041808449525993,-0.03313461962011802
2014-04-30,-0.7196162600899064,1.9980541789129733,0.31501004720112297,0.9559825281107823,2.3723027934937293,0.2418389945389125,-0.32882516658034294,-1.1816563602397376,0.09607347465434193,1.3540855213209069,0.9097720239235242,-0.47819412097798464,-0.053724415436947455,0.37757942056830873,0.15915093873656808
2014-05-31,2.4273738335538386,3.821602132719293,1.6051773917500485,1.333740816356528,2.401629058337394,0.7273541559171133,1.023928123777595,-1.7736490145467618,1.9072871134876759,2.593312459504793,3.132771945350285,-0.09843323010851475,0.6239840281777022,1.6698424545112427,0.09282968013426345
2014-06-30,1.1255590270246643,2.3166698977027425,2.5616980889456213,0.9683917989644427,1.835003501328457,0.6810984426755431,0.28804118828083364,-1.6322387940577021,2.560979899530328,2.060171956305607,3.4078733969432955,0.31743232312665,1.1235240804784916,2.0789675632492455,-0.011256556075479245
2014-07-31,-0.3920970295995868,2.311713386421471,2.221407149007717,0.59614404947296,0.7354502491617515,0.33805644208274754,0.3936801636410186,-1.0775752639852518,1.9944783512492328,1.1974297000966243,1.526307429344542,0.8736424064119512,1.1598760540565989,0.9841599435568948,0.09964572491588372
2014-08-31,1.169539676182674,1.3824512231394936,3.8127290130765594,-0.054336031014291596,0.6836529071662816,-0.06243633799752991,-0.5599620564144379,-1.1290438180695,2.2466526300580165,1.2529989544581706,1.7851809496878797,2.0055919426676687,2.178809043445343,-0.23296346186838768,0.01373717521758253
2014-09-30,-0.13119027628019014,0.4617329796417763,2.248036958183118,-0.1679577236689278,0.45013913757475527,0.5652497785568613,0.027205272489468323,-0.8309383322438114,1.7570796327657823,0.8318723074129039,1.0380481153836507,1.4954538655031886,1.4117873932795448,2.7124661084655237,-0.0076215040249395715
2014-10-31,-0.4239569184389709,0.44609228526032224,2.1180794902942646,-0.22693150259065464,0.22162331335115187,-1.422655742081773,-1.8697418945949782,-0.4702114047020768,1.3837164415483718,0.4698526298132264,0.13942172358517851,1.717731318469176,1.49834149843014,-6.052225720012487,0.23880008821882034
2014-11-30,3.038153739488612,1.8483304534742138,3.7780546204019108,1.8078842893046871,1.080165312347433,2.3141241037202667,1.9364998003159475,-1.0471978810783935,2.0384292396158283,1.0437778831769757,2.4381082505499085,2.235602571044507,2.264055116659261,11.13051683538743,0.028126316658919025
2014-12-31,-0.02714515722761587,1.797946004894274,2.1202902921929256,1.5727993832742104,1.018054214401082,2.3134080225673954,1.9273421575921281,-2.3526003040828694,2.714346196101367,0.6926761851934471,1.6100242255509707,1.4385822858998645,-0.29586655065360623,3.884738757256125,0.20236811607339494
2015-01-31,2.050923018496723,3.53948747701749,3.9630076885153955,0.9215163496169263,1.2009185432309941,0.8016691643022369,2.8424624423643166,-1.4239822227996601,1.8196868727490654,0.8722914857677609,2.7989794736097178,3.0459844474243707,0.05859065100804874,2.333973485092703,0.0829923507145407
2015-02-28,0.48354377797226394,1.5892952171600432,3.1707222512600395,0.23544916904009838,1.109914398903655,2.190962468231632,1.9178818303649054,-0.8274807870602626,1.3040864532036864,0.6617038600283798,2.135534888703022,2.7440639566241543,0.06284165277207804,5.730866086976367,-0.018109046780484202
2015-03-31,-0.716345423763203,1.1086376113040488,1.7590729344646978,0.7566495457101104,1.2216725815754252,0.42992100220405377,0.2577250382284603,0.8602587258738598,-0.17056456735666492,0.28963875870276556,0.777096631227661,1.4322539296350205,2.1587430810296184,0.6609197206201219,-0.12190518830114122
2015-04-30,-1.8535327506574937,-1.3566453272075774,1.2224090708960527,0.479398425533241,2.0945625763608824,-0.39444222202712453,-0.3326164112247378,1.1959891770430275,-0.3110830531010903,-0.19975026952632502,-0.9830843593959421,0.6266267246232107,1.7795836177967124,-0.4864273297522385,0.05047565380009763
2015-05-31,0.12460796140859282,-1.5789008081853981,0.734289700838652,-0.009636107567055727,0.8880347852812527,-0.31600269367214323,-2.0529128288592027,1.1624336761371803,-0.3190095976638632,-0.24602730406367918,-0.8522832313292831,0.5998973420428793,0.9970533688340479,-0.391836853054147,-0.0798536584795216
2015-06-30,-1.2599035193840733,-1.9043195703019145,0.13649106213830478,-0.00023234920105742813,1.1994396403166898,-0.5049469644486942,-1.1914098890590372,1.3699068888262476,-0.4169143864605906,-0.5600727755933376,-1.667367721427762,-0.04358399482912926,0.3805429242654225,-0.4880131873850217,0.1212695907887604
