CFIS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2014-02-28,-0.0068696533856123536,-0.2880045577871114,-0.47064637723044184,-1.4734612999380197,-1.1475182741340997,0.04740286578136663,-0.3082960684896947,-0.49625171362930653,-0.09924598064100737,0.27507952287427334,-0.10103045664637011,-0.9210722759145091,-0.33056056699748787,-0.31887175877460383,-0.0922497336512188
2014-03-31,-0.948858135781739,-0.7370725482278758,-0.6417388959695176,-0.7946083118244028,-0.7051430576090889,1.196219379577538,0.2991568812022327,-1.153026572816889,-2.0875868991406,-0.24605444060507053,-0.7839397511824663,-0.9013903504386783,-0.39722315341396325,-1.6270696491228958,-0.008438868645864595
2014-04-30,-0.13349331876856332,-0.5742996186517564,-0.7335107174124592,-0.5987633978705132,-2.40723281280829,-2.0367616033476326,-3.522507206572184,-1.0008081351358502,-1.7673005481038822,-0.448176187950152,-0.7332072661483884,-2.5567328834818466,-0.5344059571938626,2.1959356543907127,0.00983844900028794
2014-05-31,0.13660214316984015,-0.5091255594006555,-0.7169340476385805,-0.41768741139236676,-2.035443957826606,-0.8103290080060442,-0.7495333817203421,-0.9424494445520443,-1.3512021990333292,-0.5786853949909182,-0.4537971520248091,-1.850880345549149,-0.5410231155093953,0.7160752055555513,0.038413502023751475
2014-06-30,0.45946074040146595,0.2174103379827249,-0.2255623492854767,-1.2560255080755942,-1.5649946785375581,-0.22918170394891066,-0.7085973553726853,-1.2093202331903472,-0.6618501589972433,-0.5180917309698191,0.003742238656400638,-0.41595025536169306,-0.0823499269005608,-0.07426625575022132,-0.014915530756447519
2014-07-31,-0.14181977655589417,0.22381655954718022,0.09003222274619528,-1.0701648795628225,-1.5035738484546612,-0.6688817351935732,1.761234628134898,-0.8672848609879158,-0.6333441976897886,-0.7684351610645824,-0.0013320976557974948,0.15679526139664024,0.2064037551514833,-0.11603734995474597,-0.023497971267303873
2014-08-31,-0.2275142398723646,0.05021242452135183,0.1810199132717543,-0.8102736977820442,-1.382225307490124,-1.0034961476288513,-0.16799408018640316,-0.40603141142238736,-0.677221044901045,-1.1006421891891338,-0.038902218422769946,0.366773709617887,0.2921645943219588,-0.22991602343540696,-0.05756985182147782
2014-09-30,-0.6540168355943096,-0.48984347290323377,-0.24596403102867684,-1.0589856710818548,-1.7339180110213712,-1.298930079284826,-1.591033570410121,0.6336898979895675,-0.9621851019328719,-1.6688657215629878,-0.42510264967990147,-0.3799779515565071,-0.18325931865109404,0.28350697911469175,0.04631797502404287
2014-10-31,0.67871846621542,-0.09813222929144165,-0.5611047875762981,-0.18661403564505571,-1.3203824857843385,-1.0327374199703623,-1.1091064629890361,0.06287252759914208,-0.2815752840476395,-1.3544685095122249,0.006219782313157148,-0.7633132002564936,-0.5123748555413894,0.5676916351574591,-0.021444710278903257
2014-11-30,-0.1829289292294437,-0.07709542062052804,-0.6054918834233791,-0.19816035394471435,-1.2486275648656797,-0.644518725519983,-0.3205453321588862,0.7412099743226679,-0.28316219642921264,-1.6147839423813155,-0.11596839246418057,-0.8007014842570573,-0.5877488230384255,0.3593909025417262,-0.05190193713305901
2014-12-31,-0.5362710748006749,-0.022348128897934555,-0.704559898754595,-0.28998376790812175,-1.3144599321861155,-0.836260763592772,-0.19011206543941755,1.9387388216023251,-0.5309668969292097,-1.8447242756913826,-0.36227515827398576,-1.0365355014631057,-0.7480821450399474,0.585009710133986,0.019593693900401284
2015-01-31,0.5789982247960588,-0.1247878834483502,-0.45358881885726604,-0.6453933220687388,-1.0786400330615102,-0.7723850707200342,-0.4685456305760995,1.235968141461968,-0.16257199939364989,-1.4116632024667237,0.02671317414705152,-0.5488719998686756,-0.4486341018361238,0.46614770781441833,-0.05050805681284841
2015-02-28,-0.4683781026390231,-0.24295040001409518,-0.546272419862749,-0.42574823757849606,-0.9035050020253959,-0.629099943492171,-0.9292754397253356,2.085394929195504,-0.6210596763899003,-1.643718491006585,-0.19946495763933736,-0.6563024653848333,-0.6044025934658174,0.6775008206493645,-0.04495138786226639
2015-03-31,-0.3368259702030061,-0.1106119745097916,-0.32906034602888523,-0.4246499348091223,-0.9048794821185235,1.6135855839867443,1.9569391380615488,7.967383057201404,-1.8847169162610093,-1.8612472593495624,-0.4303002419641354,-0.4082331279310364,-0.7269265976986717,-0.5876361563309979,0.009804000096620835
2015-04-30,0.5027017917664948,-0.15205498908255957,-0.1721291782276608,-0.6339214387094079,-1.1646248667868848,-0.7323465067228633,0.14620721099550515,3.047733085123947,-1.651568001271773,-1.6299493481865028,0.015451670849851688,-0.5053615831458527,-0.5481105632350661,0.5446536845835479,-0.0016273396593754824
