DN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2008-05-31,0.8913068094880356,0.5858720834101755,1.3993486824173902,0.6682341352869148,1.7839087088511072,-0.4231891863484738,0.13576795894853605,-2.306524812372707,-1.2708948464601493,-0.6147037160842492,1.1405843065444081,1.2757484648499955,1.3293589813243571,-0.0362265816867727,0.00849863472146252
2008-06-30,0.18256753206351808,1.782123971634614,1.7881348134692134,-0.8385484727440563,0.15361048934922875,-0.5200104939557316,-0.11586961508623195,-1.8420339175903466,-0.9447781497891382,-0.4590909399708653,1.2290757172100881,1.6110191287349824,1.590790618785349,-0.07048499681587424,0.04952869184743215
2008-07-31,0.46780975861651214,1.194825408231416,2.7331119326596194,-0.9780913143476327,-0.2346494088649887,-0.744988906224989,0.22731292252468238,-1.5513800226323728,-0.39390109259957745,0.13410549214012593,1.4354737269524225,2.436235202619288,1.9521924883192927,-0.527555737467719,-0.07379826276189001
2008-08-31,-0.6608447483537921,0.010027652509418719,2.117791191335972,-0.632639328853715,-0.1282092434800241,-0.8379888093598351,-0.7304264119492463,-1.2363204539076416,-0.6336396351728834,-0.5650015703950177,0.4608461776442015,1.9171468752931828,1.6940367420207207,-0.4316851095472359,-0.20099187741448662
2008-09-30,-1.7434634473045003,-1.5694124586632254,0.5893089231264821,0.29723170309602004,0.07243681001796008,-0.8576588032240565,-1.0381172714652642,-0.8710810341549065,-1.4677490931073827,-3.5540160623701014,-1.7007870844905049,0.7355166221717007,0.8953824245979115,0.33682017899458183,-0.21610126868879692
2008-10-31,-1.7010090760356198,-3.2777607516552845,-0.011439673655490167,-0.3543502362105564,0.32168756707075863,-0.820023985740851,-0.7789243567221149,-0.5044722992288823,-1.9199836723949222,-5.185620917677173,-2.9745954270941124,0.3506260198547724,0.3958196590193588,0.6776854565907054,0.027043292164090908
2008-11-30,0.3963050989776354,-2.024769726461618,0.3535673701576564,0.4717360911372297,0.0701097054011542,-0.6059096731552686,0.1035572311552298,-0.4966773476864441,-1.2327667660676436,-2.86736166731034,-1.83285985017025,0.5556389495743235,0.6546568193249603,0.4182949431315831,0.0
2008-12-31,0.15070059770528854,-0.7197494787147184,-1.0325768006797822,0.37653802176038653,0.051492744778252796,-0.7535676913661752,-0.565182066922499,-0.43733731352172334,-0.7922875936461282,-2.130774132578418,-1.1770860436439452,-0.4270073660819005,-0.32282264504790975,1.1568815600623334,-0.15807155457049485
2009-01-31,-1.1479221017096304,-0.40463814674696447,-1.1390779188359668,-0.17427300434830803,-0.21391133057553577,-1.483683604261838,-0.9194731630511733,-0.14276675588864085,-0.9687869601951197,-2.454135106167545,-1.4783326430378325,-0.6587216642047155,-0.6569057787062905,2.282988886214233,-0.03822121282019774
2009-02-28,-0.0964299259961264,-0.7366298025895752,-1.4897643876111788,-0.4366289687842975,-0.16140240016103097,-1.0471330285111284,-1.030574715382176,-0.04392884474990095,-0.6750893314143408,-1.9436765391680224,-0.899056029662817,-0.8844362360837835,-1.0351658406623496,2.1377029299202466,0.056797598393133246
2009-03-31,0.6490034999931579,-0.39668001883506576,-0.7062140559257041,-0.04989134507483167,-0.15518977822463856,-0.5102701737841159,0.6557987209885194,2.7363144028728854,-0.4917535184917375,-1.282499313578033,-0.0220631315889961,-0.3197709396680649,-4.004208072590779,0.6790770530645769,0.24186295048497122
2009-04-30,2.0864047150231286,1.754764935387131,-0.23310366716052988,0.46340416060206885,0.2867959244791886,-0.4601904483293822,1.1627198483451233,1.369123025919881,0.48975280936815413,-0.1276793676144754,1.8240975163304165,0.15401701556992783,-1.2166471979243465,0.3770024326747045,0.27312577467757343
2009-05-31,2.0893760793646448,3.1516995109286516,0.573586748682923,0.04482904942292641,1.0112199501871655,2.8677260735306596,2.7964774076277035,0.7179096203361708,1.7061835647019126,1.0710986146201524,3.5699169162819255,0.6863190120386232,0.5651060357813459,-0.43253439381043196,-0.15512867501523514
2009-06-30,-1.071465124649791,1.6371234796145004,-0.26760302858172086,1.833937729305038,1.4065238295863944,0.6459556372998463,1.1055415895654253,0.9043416007900414,1.0263532355777736,0.4300293102929681,1.2089017390818801,0.27013682955282053,-0.8791091421290196,-0.627213373025254,0.053345980705292714
2009-07-31,0.3921374679000896,0.7436502206646084,-0.24853956618352394,1.3157120843985226,0.7447653465104985,0.10763327472381944,0.7400781997687178,0.7314755951397303,1.3075362103212074,0.6813124101913542,1.0124816123673275,0.18616678524911692,-0.7193069688737593,-0.13373489558629797,0.09368548407732284
2009-08-31,0.6208305397221,-0.023932244291146737,0.5598404679464974,0.03224025218296172,0.4797291818275263,-0.32144247794820535,-1.7535431592766526,0.5588140130686453,1.7042649886926193,1.0552287926119484,0.9820662595742998,0.5911710505720961,0.6209793797538888,0.0487125185216858,-0.015642777070453577
