IEX IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-09-30,1.6989666800588572,2.5786482037282057,2.6639667167546546,-0.611002399692968,-0.14781361926292383,2.109299845134406,1.0767482547381018,-1.0677720205610663,1.6555758048186155,0.809650996125297,2.6461966183151895,1.5665784002099088,1.0454769542414089,5.4443232586695975,0.09213015039871074
2021-10-31,0.19580824649459339,2.01856483748408,3.1640158657635715,-0.3252187924881318,-0.2046059111996969,1.913248222000804,1.5068222538049987,-0.9381264094898817,1.3794482876702985,0.6872823623282085,2.09045807354204,2.080471198173525,1.3050171468340885,4.301684727247535,0.049858551107725725
2021-11-30,-0.14628830994300027,1.1545650244870247,2.2011195120407674,0.10823843982693251,-0.6777991698569577,-0.5676920602050254,0.09427076602281455,-0.7666907047159409,1.0661899357194322,0.48645614274419524,1.1235551546438396,2.244949422252068,0.8658447883801504,-0.24871279549593162,0.018484667073509493
2021-12-31,-0.4697417000746945,-0.2623504922905658,1.822888822405267,-0.8703191415437027,-0.4993650276328398,-0.3047829723508694,-0.731325360687586,-0.5926540238932425,0.7741731062537357,0.2610415990455915,0.204859262209838,1.6260938414732466,0.6863797982839843,0.035202117660844384,-0.07110008558313884
2022-01-31,-1.2904484159725982,-1.2071781264898782,1.1051427564499905,-0.42381130230918324,0.155428877996298,-1.4125121640346585,-2.7548535524122997,-0.3510471576513664,0.322578529099535,-0.1067761475192792,-1.0554234186810703,0.44247199718813873,0.3448474229769838,-1.1618520286418572,-0.13435082847364985
2022-02-28,-1.7493255085123565,-2.1863505071794744,0.12292775615247603,-0.19486532571475282,0.6498431709628207,-1.388675362507187,-1.1329790391222856,-0.07495711283196457,-0.19258304196179285,-0.49060970408696636,-2.1609179916154426,-0.39905423478707014,-0.2970444962635392,-0.9296294603949807,0.08761843097536984
2022-03-31,0.29880446024301605,-1.5516927352836618,-0.017343812105432226,0.3580283410547042,-0.290467031574296,-1.3781199055000872,-1.5745982580931823,0.40346708538618964,-0.765741923728649,-0.41760674949610105,-1.378040743767282,-0.1610019386156216,0.0055381606764994765,-0.9380538658015729,-0.046223367753749724
2022-04-30,-1.3128351567150507,-1.4175238386971893,-0.44837217436036425,0.46363288027853855,-0.4276568877341381,-1.243893067462119,-0.34567272534487237,0.8226472442210311,-1.1441196825465807,-1.1088138220272685,-1.7041656955089395,-0.4441748513064823,-0.60072323065651,-0.8014288405189601,-0.09733973738106899
2022-05-31,-1.7790016009402312,-1.2277254412134087,-0.6506957394886408,0.35998329364726034,-0.40260352822425227,-1.21396798299913,-0.3770657215365636,1.433246077329127,-1.622941077215735,-2.050427894842088,-2.0056386777702873,-0.613409869966236,-0.8527414204984004,-0.7543286288181006,-0.2038724362836637
2022-06-30,-2.725103351696068,-2.747388801564627,-1.20868781081305,0.31702353515936815,0.1327822791479796,-1.1181861403152873,-0.09116840294907352,2.5382018827506507,-2.24298747680836,-3.1033256676896106,-2.5298875726723837,-1.2021296565492958,-1.8237532393004108,-0.6208102785567832,0.005340047242907371
