CREDAG IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-02-29,-1.193664161564085,-1.5061248123297142,0.2665946538035613,-1.015810630849792,0.28400402456899454,-0.5814118000852239,-0.22153797050719629,-0.26704901567782924,-0.04547114149675121,-0.578781124513944,-1.1163140176624735,-0.23206138804650991,0.8198952316772966,-0.5830280190739028,-0.019715562179579725
2024-03-31,-0.4967839270268426,-1.1605213789526594,0.4139000707827112,-0.9571166045185725,0.19345022930596184,-0.452188480531267,0.29160460159507384,1.821490413682055,-2.379348981802928,-0.9154181188523641,-1.246144732417066,-0.12993338362192872,3.2399068470391104,-0.4828611757615817,0.045467770050666954
2024-04-30,0.24859281621245888,-0.7939431151194026,0.32370565199482204,-0.40564333649537127,-1.0489702004826564,-0.4920514104677708,-0.310946884122423,1.1092560713061306,-1.7817648217999609,-0.6493409074607638,-0.7809095862258831,0.5972910239045076,2.3319508744372888,-0.551583802366685,-0.13053847551355627
2024-05-31,-1.6852126616021645,-1.0870126533472426,-1.6785316520294176,0.18198658418202354,-0.8010848428178827,-0.2650461003600453,0.3614747970893332,1.261298915035352,-2.318277734633466,-1.809569641042226,-1.432860937245243,-0.9813113942210435,-1.0884404014371782,0.2276508546648948,-0.0013227765114004928
2024-06-30,-0.1106347337165359,-0.9000140128104581,-1.5691840325180555,0.2254552455947096,-0.7529550088130963,-0.07069143319463715,0.1409807434912935,0.8886289387746761,-1.943960706207045,-1.8057875464450306,-1.1272176561115823,-0.9447141729903441,-1.1130459129364203,0.27231226655219387,0.004189080566944775
2024-07-31,-0.07490078278774226,-1.1078423122330234,-2.017281744447203,-0.08139023562882318,-0.6768366774251322,1.6159152093349716,0.9204057649715984,0.5933442340346311,-1.6401251482215966,-1.6801818290375714,-0.7562401374977643,-1.3036959802318555,-2.12785775397374,-0.07690452400871868,-0.08369931776977106
2024-08-31,-1.030208239964758,-0.729717403792095,-1.9554518082041505,-0.7425311292112943,-0.6028255504292248,-0.5312822135748525,-0.3169987224250697,0.6590278021963932,-1.7515238219956175,-2.353707496617322,-1.1228510147252178,-1.3296055032546639,-2.2752062230580337,0.48247631857301865,-0.019391590207806154
2024-09-30,-0.3039773988260754,-0.8452245943543574,-1.5807176108166916,-0.8222403334746243,-0.5553998003863053,-0.44139731855093317,-0.2900806253646874,0.47514219779241085,-1.5652045440459215,-2.2639368286067696,-0.9806882527256542,-1.1278027904987729,-1.7022181853422635,0.3407062645913472,-0.1985344425441864
2024-10-31,-2.251208423688951,-2.137101376989553,-2.371896583343182,0.24238640466940822,0.011208604055753312,1.4870715164422565,-0.261568262475931,0.9752005675086144,-1.8561389264737083,-3.497572841648169,-1.8552570125360255,-1.5610549540675052,-3.886506017414718,-1.387938383819988,-0.0849258704986084
2024-11-30,-0.8454867318264425,-1.9240827984505842,-2.282622816294806,0.184553390819439,-0.1907884982021017,0.9425818746205249,0.6794545842280941,0.9094711664859786,-1.6842373108093793,-3.221252018171771,-1.8501346440227537,-1.630230465957981,-3.653486342385045,-1.1902310839534889,-0.0172769945596262
