CREDAG IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2024-12-31,-0.14347438414584104,-1.7191547674472099,-1.9772047351346647,0.13480949972896136,-0.34038373059689103,1.1010877005733333,0.7205546372669932,0.601110518666692,-1.4248532456221585,-2.658548137939063,-1.4066888079050655,-1.7522800035606318,-2.7277562025763786,-1.6794519241374912,0.20001420775028217
2025-01-31,1.9769723118121507,0.5394775830996132,-1.4212348910940868,1.6901142008341485,1.6759488119208565,2.5058426607926645,3.0928863848622106,-0.39046481101798763,-0.8880857577382031,-1.4247992653601502,0.2115030991051693,-0.9798912044038769,-1.429049556767721,-2.5361460687319646,-0.16395680288921577
2025-02-28,-1.5939875145922133,0.0701543615230157,-1.439392525762273,2.5846089914989494,1.994684198916216,1.0306621702724748,2.241328134290101,0.10943110670751609,-1.057279094533294,-2.0692899971384504,-0.6184667815969352,-1.0152815218404512,-1.755227388248114,-1.3702223240536837,0.03511758203962167
2025-03-31,0.33169124227234065,0.3467395614249971,-1.2306351710403682,2.171337862119756,1.9176009727018346,-0.042885577396727735,1.1158734220193158,-2.6952119562719834,-0.9587835842670764,-1.7059618836676413,-0.06516790284430865,-0.8663034429150898,-0.5494422854497374,-0.10544614071104193,0.13408930198857005
2025-04-30,1.1858476147656218,-0.020972478779555763,-1.0087803484998583,1.1832147225332166,1.3514956210815232,-0.796849919810882,-2.60664503399108,-2.6342066618287374,-0.679494797348313,-1.0373844613230834,0.7895234420505003,-0.7598218368909728,-0.3818401325153721,0.5460639776337884,0.05012132500036568
2025-05-31,0.3935778369283148,1.1512331463027685,-0.6407147924566692,-1.1821530829775402,0.9077490158076663,-0.6163137710802793,-1.537389831662893,-2.3002637471098266,-0.5279913872050598,-0.7445026420085845,0.8290907555513848,-0.5297285791873889,-0.18719019352230437,0.35814365570428947,0.05540453457318128
2025-06-30,0.5688103328184388,1.2757651530693217,-0.4915226909459437,-1.2334607686072878,0.7909591274642261,-0.9386240696332515,-1.7219734542004859,-2.0030631081157106,-0.34282640638064377,-0.4438016106403514,0.9477408234211558,-0.4218189551053909,-0.10475159457704043,0.4844595906544471,0.031410230691202606
2025-07-31,0.31564686752278526,0.7552809019743478,-0.40183390075048725,-1.909814058801839,-0.037176330416182374,-0.38360183754408683,0.5161477075447939,-1.771849162761313,-0.196654226375036,-0.2303931737803554,1.0515737653282864,-0.37691422171964123,-0.05455650252026151,0.47315744814434774,0.11461817982377442
2025-08-31,1.22940681680007,1.3196014185642053,0.11407384574634687,-1.0567782436575759,-1.9494462178296212,-0.9611663704531658,-1.2698433426231956,-1.6524355093539644,0.16092736620574155,0.3500300927088615,1.6188257830899413,0.5295539243489809,0.17929687604520095,0.2638336579142306,-0.03392864757422615
2025-09-30,-0.3301945937961263,0.7336080508148044,0.10333941776312908,-0.3323231728593367,-1.1809539144395265,-0.9230949100260467,-0.19760518975684763,-1.4442245657144412,0.1698824988635006,0.23687169720939652,0.7641164633527061,0.2645216330532873,0.1896360247860956,0.2969056298848026,0.05071671672948414
2025-10-31,0.4932491357278775,0.8292712723839324,0.8751655639366274,-0.29316522364623154,-1.4830354273319422,-0.6488062457815363,-0.600941025397958,-1.333437584829298,0.4106618373490373,0.5563833726176719,0.7962971612289403,1.861913451238292,0.5130417172093691,-0.008457020110212972,-0.06268578501541774
2025-11-30,-0.6264668273271875,-0.2511038808724897,0.9915750062582191,-0.5744370982552884,-0.8326571306415959,-0.8419671439748844,0.034160065660532826,-1.1939659394794497,0.4214158556015073,0.3848740144711111,0.07824305983981017,1.3215877385797867,0.6013809895431473,-0.37041542301096925,-0.048655553530501286
2025-12-31,-0.4206413593616655,-0.2906745314940246,0.9490601497067249,-0.4543479748209848,-0.6384170368068122,-0.8497965302007096,-0.386801125463054,-1.0852310808987555,0.5044898274295659,0.2638367291723906,-0.3402996223142011,1.0830367056513703,0.6074477091699697,-0.29410240448773545,0.04069635848767587
2026-01-31,0.546115781507591,-0.29806056591718033,0.47286013454981174,-0.5298377881678159,-0.5608597733201335,1.0550752499419636,1.24456468914814,-1.0353249937765905,1.0939968913031268,0.6899989117714169,-0.04338489557182844,0.4413624967398633,0.3905794334573727,1.8173534524756458,-0.04731368214630051
2026-02-28,-0.4307333711238428,-0.1816185983006183,1.0427468437924512,-0.6322958443119417,-1.147444699947532,-0.8171209469299082,0.005216925102312895,-0.9372869934977788,1.227817723093305,0.4911503244256531,-0.28199619215982963,1.4695921912431544,0.6436650074583367,-0.12033288830651948,-0.049663925490513045
