NEWGEN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-10-31,-0.4338280398601784,-0.5538915684468833,-1.3323852804860292,-0.17626769679479887,-0.21441915745126486,1.1103032617618918,0.4421727968047272,1.7024187345676653,-1.4881007724309798,-2.033726141717683,-0.6543859815044124,-1.463400988408594,-1.5347121231552665,-0.4303927801662663,0.03627829212896535
2022-11-30,0.19160895094845273,-0.5960285549644548,-1.2041064740394278,-0.4304632628423965,-0.661372591602059,-1.366622086871464,-1.4822950699559592,1.2814189409348313,-1.3083507512299322,-1.7622098338610765,-0.3675102604793907,-1.4283894853457684,-1.3147483447854267,0.02836955416829014,0.010437401146150552
2022-12-31,-0.007501998169712409,-0.12593979483881082,-1.184606919217312,-0.9393173239686055,-0.8365403716860649,-0.8369635764246185,-0.3501073533187763,1.0497332625261337,-1.1949463247250796,-1.6488456251392192,-0.2741953095269234,-1.4671838324190314,-1.2953990687732886,-0.029953264224381375,0.17035874510556515
2023-01-31,1.2336521195737553,0.6833894952064405,-0.9945907353991075,-0.10532406985352748,-0.23844411963350617,1.3361446411421587,-0.008606479538402404,0.3792357137848048,-0.7854171672757981,-0.8884886571839096,0.48469648436105656,-0.9837866308258303,-0.9467803491272252,-0.33815198033424415,0.025337709448628436
2023-02-28,0.07178362016090874,0.6214594705090867,-0.830464132703522,-0.09267133776314986,-0.296037468000877,-0.608951181906552,0.5766669689057627,0.21424219804022523,-0.6891801010071584,-0.8015084491903542,0.5212487345613567,-0.7962985170299909,-0.7343315758262677,-0.12667375640563452,0.028446042400553106
2023-03-31,0.08812799460060179,0.6631111624254172,-0.7104239050230848,-0.2087282443687031,-0.7003448378235928,-0.5868877612692095,0.1616527047675745,0.3167852514881052,-0.9734770029385328,-0.7132290143044528,0.4436307165098117,-0.6635997576569393,-0.5929784042428874,-0.15294861726615577,0.10811686431267373
2023-04-30,0.6771870260350328,0.40264008837174203,-0.5493147518770249,-0.8147177266509529,-0.8146545192316096,-0.6052670734381226,-0.8056920046808208,-0.00658001470229411,-0.7316689186607258,-0.22372535785498676,0.6565647304863248,-0.4329030643997264,-0.3946068990125864,-0.21033142999173263,0.23910596056668082
2023-05-31,1.6759964170120862,1.170105999265991,0.03966008291474513,0.1741707140995497,-0.26833222328179346,2.5926242205210754,1.651758353411776,-0.6304663244554523,-0.14526945448372208,0.8611265556585613,1.425781656946316,0.27846897741687804,0.23479542597045075,0.6178233562727846,0.06215444913375557
2023-06-30,0.3420374535333522,1.2816687373111246,0.35085072866130806,-0.031925389967688234,-0.39273546085985367,0.263173580482666,0.7820026553966258,-0.8277202755720295,0.13334883520582716,1.155318052255576,1.1324515209265122,0.7720261376295834,0.556170649511741,0.01839622573305737,0.22811130062139728
2023-07-31,2.4018087716091356,2.0686286120284967,1.0346374364513402,0.14302794024380386,-0.11744172791129218,2.7529263705385865,2.4124424253695538,-1.3672597941191211,1.167923254877831,2.0671533649967304,2.30006607283691,1.2254315223698393,0.8751441880273647,5.737463361443573,0.007431850794770153
2023-08-31,-0.06684780022089565,1.173429828183873,1.0620443541103337,0.6306084780851703,0.03144812623789788,0.023462650670199536,-0.7181146896119991,-1.3746235499191692,1.308542672807344,1.714011771649455,1.4691491404450125,0.9998301984514696,0.8608946358028702,0.1295986220296831,0.0472944369206684
2023-09-30,0.2945317024699754,1.1184532532299378,1.676836820684873,1.6550545816808757,0.06824035676916579,-0.5808887313382123,-0.6515324944508671,-1.4275349067074332,1.5653686923676546,1.5636478265065035,0.9962620166962647,1.4544463840130017,1.2400557831686476,-0.9498090291928275,0.22319685006259024
2023-10-31,1.9976827211855996,1.0087313661193436,2.8279965129652904,1.39524399396656,0.4417082778960734,0.07494515170829483,-1.3137417847552586,-1.6623671462626208,2.4388407875294797,1.8404629789955584,1.5970032663538438,2.037808234885587,1.5940441965414949,0.4610168878203302,0.2570010428947569
2023-11-30,2.0713399947411713,2.0188699794332354,3.4984880613314058,1.2049970039880857,0.8731592608809359,-0.8899906724409391,-1.7048732053501834,-1.7337016742052862,2.750672119361334,1.8864126193593114,2.235494642113834,2.5321211651726028,1.6207997663501839,-2.9199222379418264,0.07067408480897301
2023-12-31,0.2506493467680526,1.8756260072297248,3.043117855840563,0.558183806139264,1.5815311722659018,-0.8855421302781337,-0.8314313563866448,-1.5732045105266161,2.1208563713183453,1.4887876386906813,1.466046338670864,2.4100876711693195,1.5481177099756391,-2.6888909647358186,0.08425943842778805
2024-01-31,0.36810978164685565,1.1443302538939712,2.192175588534104,0.7113000247511093,0.9850895961751285,-0.6968423273880041,-1.310380326426049,-1.4423575732497818,1.798906713437668,1.2439128350335258,1.1254282760505478,2.125186626372994,1.148024502717241,-1.5721345113103709,-0.0007651785299325663
2024-02-29,-0.3904347309675449,0.1012434199555593,1.8474365410548106,-2.0312857742982344,1.0565869073759622,-0.6659306388012421,0.3313382870556462,-1.2615809136152487,1.3763764025721816,0.9439339671416755,0.4340343986651566,1.8302531617730766,1.059119178221877,-1.3990010446535701,-0.0656421938084142
2024-03-31,-1.0431905181973358,-0.4476974384065997,1.3854748003440818,-0.5197679608864371,2.471643343075797,-0.5710927094171777,0.678197724384311,-0.8217093891580203,0.5311976995982343,0.6358234078623504,-0.3616882526422011,1.0330665223916327,1.4877272326988578,-0.9213943656365667,0.15556890333639925
2024-04-30,0.9352921734729018,-0.22829500485185128,1.4037033410606163,1.152409545901463,1.43822979208777,-0.4755123219602377,0.5014571900450039,-0.8161238659177563,0.7263582436692195,0.6601484780389424,-0.005415729825352741,1.2497457980108102,1.2474855158316758,-0.7300513018136318,-0.01666026867418866
2024-05-31,-0.6552330784797146,-0.3530744692751019,0.6795313266539647,1.168505989346336,-0.7178937965894624,-0.5268627999852467,0.1249203224941508,-0.6786296168254479,0.5559606730051792,0.46749824954385205,-0.341063201213694,1.1200151274600578,0.6986738540203028,-0.4876235428823733,0.061596279727757657
2024-06-30,-0.02854141597988171,0.11923093547153117,0.6220196998043397,-0.18782657124352617,-0.7111810687764233,-0.46030043563020384,-0.10973945455436374,-0.5954673924507731,0.5513218000321214,0.3875342247013762,-0.2873265591190119,1.0431878963582548,0.5773224503474855,-0.3602814364887433,0.05743851067525661
2024-07-31,-0.13488590730349734,-0.4297816034859175,0.2295912532008574,-1.9889675748218991,-0.9091279230779783,-0.11431432075325478,-0.09658107955087603,-0.5075892645689339,0.5326162718008907,0.30145188183635313,-0.23683616276623762,0.5797012071633953,0.2050560973368364,0.23014281814393647,0.07962407241833433
2024-08-31,0.08393842166925229,-0.04141945855777267,0.3165868900140245,-3.0719508207314066,-0.8729794524601268,-0.7218752970667813,-0.3582562443232215,-0.43143814760261,0.5603190477818301,0.24401021188100022,-0.09108661588883535,0.6977972412692248,0.179896645553274,-0.6284810034155477,0.18527069565566265
2024-09-30,1.1681087512865795,0.5818264749911004,0.5645620451222145,-0.5650340288263654,-1.080046154724821,1.4022044745086464,0.9379830055995634,-0.42509380870922076,0.8280666467791011,0.31957869704044817,0.5880201676987713,1.1449115322062131,0.15092583318375047,2.5131703301806674,-0.04389108723881824
2024-10-31,-1.3893841780506837,-0.037200810240249085,-0.062269328203473834,1.0533704407003253,-0.5555609930160919,1.450921731138979,0.5032073534834324,-0.2707843858115065,0.5033336545759025,0.09472402103990914,-0.29046754856352014,0.15909287218373516,-0.23565285714730885,1.6098969332682025,-0.08384740471720033
2024-11-30,-1.8116108337511199,-1.0771617127492044,-0.6847277140081676,2.006690335709214,0.35210453676933495,-0.07187053864875784,0.5790403833755549,-0.057645274970829906,0.1224615984550906,-0.19853780803176585,-1.3680355517752179,-0.6938729049696276,-0.6721270015715634,0.07393593246311017,0.3657484368898893
2024-12-31,2.9199034862119597,-0.05452300981258662,-0.2560742497476731,5.004961874101423,4.412915446726035,1.8345795617676544,0.12212308030836566,-0.27220585853016677,0.9950573191989786,0.2159197733140263,0.9238672205103186,-0.7132972088164227,-0.6589249091190668,1.71097545718902,-0.48465980900556543
2025-01-31,-5.109355626083279,-3.0578935711225803,-1.2265790328340602,7.432482764864866,9.176861346888908,2.0330345120092486,0.7753603029682931,0.5662050781726605,-0.6764613532642074,-0.9763716542519899,-3.1976191765178843,-1.437286391164647,-1.2406700508423796,0.40014710047287894,-0.11289944957846235
2025-02-28,-1.1046650683547496,-2.659549607824663,-1.4114213749456448,3.930987348912037,4.152207521302426,-0.3939482652956747,0.13732592700528592,1.0536461179273526,-1.1023296714758226,-1.4460936378381737,-3.062904418782924,-1.5324198953945496,-1.4799204225204456,-0.0049726183490880925,0.062165882219381234
2025-03-31,0.009858350104926066,-3.754596180937276,-1.293255992745334,1.5005421724577397,2.791626832211716,-0.1689269366715385,-0.5441022885296329,1.9212509653413494,-1.61763845767455,-1.501682497541836,-2.0185476305360472,-1.5019264898677414,-1.3474019127944536,0.023168155697814816,-0.009834408635340835
2025-04-30,-0.4323516548037251,-0.9831307612630116,-1.5206148160386244,-0.42827689277675035,2.332800597097065,1.5187080189245525,0.05914236307672628,2.5100321323212182,-1.849398625095583,-1.80346383308243,-1.6584023145661364,-1.5917774511743812,-1.6472663786184953,0.09090332636271982,0.22631120145331612
2025-05-31,1.017921059254193,0.3834095865376019,-1.225617558294971,-0.13600451453124654,2.2865066242234673,1.7555272145362284,1.8870624732915937,1.408711109253229,-1.262060376683273,-1.035181785201409,-0.4661569953784953,-1.480513026441251,-1.346268848930013,0.5689372295421885,-0.05422890275809759
2025-06-30,-0.6680692251897591,-0.0514827452804839,-1.3443089256511913,0.1404074526504101,1.2564068123384915,0.03436687400830234,0.7363830428366739,1.865561430478467,-1.5606299581396526,-1.2680832202520989,-0.274738183023081,-1.447988622168434,-1.3909906342043983,0.08831541595051151,-0.32235491336676614
2025-07-31,-2.2361811413703307,-1.255175064621169,-1.6456891493920724,1.2940665524421375,0.4797741192003819,-0.5400493096644121,-0.9103738499865426,4.367487488381774,-2.6043115853262666,-2.7781452928798487,-1.6439898206064227,-1.527240202736832,-1.7233196779182145,0.06393288453507479,0.039610281778908886
2025-08-31,0.06084901511529578,-1.920433314446839,-1.5339116283176146,0.3889742245935994,0.4076466017380062,2.0064079441042764,0.563987655829319,3.028984343802725,-2.171438581619454,-2.366570015661797,-1.3033760740369895,-1.421620267333909,-1.5800246187053815,-0.23307640870996457,0.007332651727890833
2025-09-30,-0.12667897221929023,-1.471103568846546,-1.5273542264098214,0.47558875271165757,0.33088315183228484,-0.2953739061129358,0.08424493487856158,2.540877943037524,-1.94188304712874,-2.2481511616162413,-1.0853636042751766,-1.3843686048510997,-1.5840590103427237,0.15469970378113143,0.09268071293019761
2025-10-31,0.358695469089857,0.19382778027191672,-1.3132345592435892,-1.0049399200378395,0.3651220042816526,0.4533233014214955,1.5297809088479122,1.619091952051127,-1.5085603744577851,-1.6006885863260474,-0.571612696926084,-1.2237034715494264,-1.2984245473805451,-0.0215350944215888,-0.10233716767054109
2025-11-30,-0.7157007575693395,-0.31209137984939106,-1.2132518682279552,-0.46534096457395313,-0.12786480523954666,-1.114729072437818,-3.0211269439561135,1.8879186147839135,-1.587506419716791,-2.1948682383830347,-0.7096489890888643,-1.1568903623954838,-1.241104101480036,0.3280554086432592,-0.041772908959941756
2025-12-31,-0.29357006062610513,-0.440965167691383,-1.3369315989928365,-0.4401870286510468,-0.14680189546445363,-1.1800037751859047,-1.7633625099145278,1.7689625388144776,-1.5031569999178351,-2.320426141795774,-0.5620122394938714,-1.2061993574154162,-1.4803331886145528,0.46833384024965763,-0.3729845158189989
2026-01-31,-2.224185744786406,-2.4083051928108663,-1.2126281883470211,0.24982113323815927,0.06972364713485091,-0.49228817842591216,-1.003897977551584,2.9712092243840327,-1.9046427418202487,-3.923080792477917,-2.064935059218655,-1.0617387753579437,-1.5649393220073398,0.05196458464151011,-0.13451371097463308
2026-02-28,-0.6429289782918607,-2.264978999712417,-1.1528466756638742,0.17347945052123578,-0.0472351474751997,2.185989483113097,4.286803160737278,2.4128309698657313,-1.7279669010248109,-3.0733084951758696,-2.1200760999868917,-1.0068706028034486,-1.582714437524651,-1.3183999928655292,-0.08146058380185729
