NEWGEN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2021-12-31,0.18533423858144357,-0.33908676006054084,0.5395053628732904,-0.5940425980663023,-1.2899426834185321,-0.8314151652221645,-0.5054565510023283,-0.6289758172794969,0.8830665942218968,0.7117502834931506,-0.3524886078648649,2.0332218208325332,0.41867357138917216,-0.3518926341767236,-0.02718400193567841
2022-01-31,-0.38855969158955544,-0.38597399648066794,0.2776966734676096,-0.5413095700157038,-1.2277282204875417,-0.28925674213843494,0.976426074638312,-0.467331157071567,0.676722454443805,0.5478126796112954,-0.47463574904587136,1.4319861724096679,0.24060917765918893,-0.006827334734795565,-0.13810641383999098
2022-02-28,-0.9422474952783296,-0.6589213807645227,-0.0022674433507510524,-0.2022781264995516,-0.9205940997776653,-0.991147358750429,-0.17175369318192643,-0.1439006945181564,0.28507414421058846,0.2858218840361367,-0.9424524650856143,0.2534939489897159,0.10324543239003792,-0.29542021654767303,-0.06995162375157032
2022-03-31,-0.5782754107095361,-1.0910677910419975,-0.10391257999809914,-0.5968992303576012,-0.873440651615439,-0.8451630686133866,-0.1092187001639307,0.8175848794171189,-0.29203345255631685,0.10434831970335415,-1.0523928046114517,0.12797177763896245,0.20508990112259856,-0.23265922726930657,0.004798843778067985
2022-04-30,-0.4420644912582847,-1.140628042758976,-0.3209513086228831,-0.4044682298472357,-0.7819982355022436,-0.9044573880377514,-1.3548404885142509,1.2911844221909121,-0.44391102413715516,-0.05619544748924807,-1.064471407273792,-0.22284367118764767,-0.06529592218018769,-0.24897379109029272,-0.18580699983468119
2022-05-31,-1.9305999814138235,-1.4525660442069757,-0.9397451926057245,-0.08322695078261802,-0.4670576073782115,-0.6503299735753175,0.31366895318945603,2.668318713126667,-0.9568934942539575,-0.6085471954450159,-1.6600216223896707,-1.1852647988112899,-0.8448689162536291,-0.12361936582957338,-0.08303255473813027
2022-06-30,-0.9532228266167878,-1.5546588096092058,-1.3922382931010402,0.09228986500347851,-0.6972850433299054,-0.6487486553087793,-0.22448640503473913,3.169499418777006,-1.2681549969479258,-1.0930254527479317,-1.630732486738003,-1.9129828341514885,-1.6207468929039037,-0.07270506508120132,0.03435819609275119
2022-07-31,-0.01522745556283469,-1.303639175878634,-1.3478508601022765,0.3366347058746781,-0.4782900293785861,0.21682929632626918,0.5439373021194864,2.4599459607192706,-1.3164566956498347,-1.2929725832296513,-1.126589159578,-1.622518484286876,-1.538480838936092,-0.25995979726762536,0.06359238333636995
2022-08-31,0.2441459711105135,-0.3318435280771833,-1.266514609928599,-0.20007179565220526,-0.2911945399432145,1.3396813672556784,0.6644059209985422,1.7718888456993145,-1.2458689816313042,-1.2904397104148881,-0.6207752151953508,-1.413603278189571,-1.369572085141342,-0.4049717183692488,-0.10075091729944013
2022-09-30,-0.9903118035927184,-0.3479009586941501,-1.3518869208864948,-0.06609223794875348,-0.15047077388846203,-0.31870699744494574,0.16850474950314548,1.9205084507819434,-1.4855800319579533,-1.8742702998910665,-0.7933804721586757,-1.4682322698527552,-1.5583248070357172,-0.1635924107196792,-0.03667096596230045
