CUBK IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2005-03-31,-0.5449072709369396,-1.2521189755078268,-1.0852308050028652,-1.17712960894313,0.019021651783405313,0.2176835987388759,-0.4181545195001224,-0.24557066508096806,-1.622871444250918,-0.7041087605640105,-0.4894424724741611,-0.6772010554112927,-1.4241237764301806,-0.13702034087162618,-0.0019782400121057075
2005-04-30,-0.2379698057112816,-0.7292934610977704,-1.6040733840782924,-1.5175144595166221,-0.1328325974828038,-0.6893528635489634,-1.8743703076751146,-0.16003724274165657,-1.5994593639186996,-0.7512868574770752,-0.7639514962676395,-0.9130601583735061,-1.882441173969413,-0.33603137822145057,0.1228307803806505
2005-05-31,0.6069566722221897,-0.12769843102281786,-0.8833501793564343,-0.7614356584840171,-0.23366496021939498,0.5571106426993488,0.011684809159726337,-0.4785914095000676,-0.7160954757346983,0.2590433041477546,-0.16064013695761098,-0.8286389330542949,-1.1703251063399267,-0.02454592530053611,-0.0707457203143658
2005-06-30,-0.6674956052418273,-0.21752810864021063,-1.1287074046875047,-0.6177834001885073,-2.0348935709108456,-0.2968098539042688,-0.46112661860347076,-0.23207825970082116,-1.2281255431574674,-0.540493715272202,-0.5421414020247795,-0.9027989294007223,-1.325456853401753,-0.26711014264286814,0.03509131981126998
2005-07-31,0.053821475756699724,0.0022423298093240487,-0.3586845647543884,-0.6241940210875929,-2.2960801041129364,0.24062505154666278,0.9311278685961963,-0.3600549858529253,-0.8800588923961075,-0.3245891706409201,-0.30263190434392423,1.131015758345865,-0.6061174683007454,0.05918606712977922,0.023319442345144423
2005-08-31,0.04217865146770452,-0.4593611181437901,0.1701435438771377,-1.1042701746161216,-2.0698372607489945,-0.2764401300568655,-0.6110816913555854,-0.4522266741168475,-0.6956074194819858,-0.14747877753126326,-0.12470296646533877,2.5875094059441746,-0.15768704363383435,-0.15653727122579794,0.08004270767353656
2005-09-30,0.40566341797430433,0.36903688583901717,0.06703601873698065,-1.3905309561837849,-1.852254662555005,1.7032610337581944,0.8603872592453081,-0.651007065866626,-0.0032204304398637806,0.6569146912197603,0.30046663252913275,2.0054508816881254,-0.32423009681341874,1.3238737947126429,-0.11247798342669033
2005-10-31,-1.0298698653321665,-0.4230888346030302,-0.21416942754055598,-0.36370366438146173,-1.16649627647585,-0.7245618636539595,-0.5611039913931617,-0.27980481818745373,-1.037045021866417,-0.9858098110065057,-0.7404632389765227,0.46186833726196397,-0.4219336240643789,-0.4172746032435574,0.03950244297624617
2005-11-30,0.13181745761627675,-0.36228818912197946,-0.417934082368357,-0.32145339672833106,-1.4040450643852027,-1.1172459638587247,-0.6854587957281428,-0.4027881131801344,-0.653943027355311,-0.4583193057370324,-0.3921964145672182,0.37089319410616833,-0.6275791868742425,-0.5539474238081792,-0.021353124470568946
2005-12-31,-0.3211773051057802,-0.9003814476028698,-1.3531122609289354,-0.7235290045817637,-1.433761821362734,-1.0861008685716829,-1.8059865675568347,-0.41789152867613477,-0.6549236915068225,-0.856776343043297,-0.6127778675174568,-1.6410096209091014,-1.4299026441272444,-0.15345417123379862,0.15620406863910047
2006-01-31,1.3585271215549963,0.7352638513704127,-0.5248903586831244,-0.46328502463236604,-0.8324493757262118,2.178987020899997,1.2918106070087962,-1.023007211377112,1.4961201975861462,1.3214205624192203,0.6747656672709973,-0.22750483771765873,-0.7434208666529756,1.424265535124158,0.030305349495329058
