GRAN IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2009-05-31,2.0742905415308144,2.6888756541217824,0.23231449178272306,-0.2734993542397777,-0.5870901311672294,1.09663328738364,1.5492745117135402,-0.631811597634404,1.133125943409306,0.06507513855714867,3.4039961261896,-0.024582929766945143,0.4869249008232668,-0.895925060799699,0.050093945318915284
2009-06-30,0.48365722816180406,2.501522722091224,1.1325226288293602,-0.3266514875521022,-0.6061742833280866,3.2827332155564317,1.898094726025573,-0.8696592603616862,2.4253139181051337,0.236229681609911,2.642530865584009,0.947272578282418,1.1655964026437178,-0.008308361157560866,0.12247703235966209
2009-07-31,0.8716547842627462,2.115953768668078,1.6260948667912387,-0.2761413767630656,-1.0105780964040807,1.7642923392588183,0.8385023453993038,-1.2261903319355234,2.8508132227774228,0.5321191257731382,2.352572818612262,1.6586082746811601,1.4096829735784324,-0.0459382290687011,0.19449499749505086
2009-08-31,1.2352186753565109,1.5478611426649793,2.583065858420347,-0.862153642663085,-1.2391697496965468,4.836443946396536,1.7148737782944523,-1.6173216596870692,3.427482610410361,1.006355201429358,2.3853049903736685,3.200131301911363,1.7456617455229453,7.064169224962507,0.07427742059943791
2009-09-30,0.4587471912235043,1.4837670120359256,3.304440035910822,-1.020748124914853,-1.3043459333983547,2.842173170641169,1.1268194511500687,-1.6609732541840307,3.1076476644336273,1.2180734020069104,1.6499902165295275,4.379382659522002,2.0960287382683527,6.0076803134212104,-0.042751166952663996
2009-10-31,-0.21632959679189723,0.8240808840430468,4.674315505283154,-0.3506982558484432,-0.7009725803021193,1.3496235885952896,1.3721182678893602,-1.5186314980389695,2.3803370710110845,1.145688172338221,0.7438473570333201,4.465381960136094,3.0998160512383213,4.061414326415899,0.033901551675681416
2009-11-30,0.21272037707536298,0.25642230524672954,2.8572291434152572,-1.0830555112332108,-1.4432620132732392,0.8828614388618474,-0.14075104301102945,-1.4713081837998574,2.2214640948040967,1.2136959664963891,0.5309748168706623,3.919949937717422,2.2234630948155205,1.5920490718369351,0.00221975673831281
2009-12-31,0.030315227016813537,0.01512049812782031,2.1558572600483092,-1.3752767361185265,-1.4413070388835,0.027223265565350433,-0.8453790157074368,-1.4141192492345678,2.1349115609904126,1.252303063346146,0.24596025493332688,2.4891431219667766,1.8161805708163372,-0.5562308362373403,-0.005558658003827381
2010-01-31,0.0332246970356232,0.1567732449630201,2.113115688480434,-1.4885489089400614,-1.4231043305773334,2.2292426831294523,0.7428492151210249,-1.3879777003014193,1.8616705425056799,1.2601080574679053,0.06921840969942794,2.4228806636590883,1.8173577241097603,4.554899708002709,0.0033389012655146303
2010-02-28,-0.009295084912676126,0.03129439880791169,1.8825582073350868,-1.5857312523903433,-2.1515333009709683,-0.5706184729533246,-0.8930873874139067,-1.254349745874838,1.693111208317461,1.1644052232980975,0.00361806646448166,4.750885238251661,1.6518253270952965,-1.6348807168777346,0.03922071315328133
2010-03-31,0.25561766501788924,0.13864443597671472,1.6758957344759184,-1.2826288020559604,-2.067795721153971,0.020972358312476486,0.4447536051766671,1.2250003046421665,1.1408022996294005,1.1405891054674056,0.13617760758096312,4.445896010070834,4.762303447631805,-0.4156843711903034,0.1393902642441378
2010-04-30,0.8844312239000097,0.5646326921806571,1.4586884570400407,-0.5837555419216088,-1.4248061344166998,1.2043728097999944,-0.18616839277815664,0.6240497177742144,1.4710498943404342,1.2692228800466074,0.5746730148645868,1.496739541910021,2.7569737255956777,1.7311173841784966,-0.1351258654576801
2010-05-31,-1.00497612132204,0.06946625885319395,0.4067456412119972,0.38472468714060803,-0.7271734691400003,-0.17754156913849908,1.0129121412750237,0.787437896759948,0.898108725727707,0.9356638174862293,-0.12824402017327827,0.012308899553813602,1.043554304196092,-0.6798870982116699,0.03244659302727535
2010-06-30,0.1318830645168156,0.002364498689814398,0.3307640954126348,0.40669558055173305,-0.6569277796363632,-0.4293405828575913,-0.15885582258443207,0.5816532150278289,0.8684210251723301,0.88169138607571,-0.07664726074820181,-0.03705168988798199,0.8769441638437756,-0.8114723629785272,-0.06488186878042931
2010-07-31,-0.6673751676982379,-0.7745307540897247,-0.017933687718468625,-0.3067626550446827,-0.48592676253152384,0.1429991160291228,-0.6272275627565312,0.6317335923490657,0.5718544498179061,0.656636307939344,-0.4406761613313404,-0.28650926396321075,0.3608089312548016,-0.5266366372369379,0.014184634991956602
2010-08-31,-0.052467047351187866,-0.28887996306826264,-0.3047803764185216,-0.729832105945161,-0.4330260972615286,-1.1360196715347497,-0.8928368883273061,0.5028921470566239,0.5128520426647724,0.5785954509727373,-0.4415718817782022,-0.4672004107800351,-0.10067683769886884,-0.7737659064748349,0.06501240666923672
2010-09-30,0.32380513088313045,-0.20048701282787365,-0.3481159252172264,-0.48400900805694186,-0.34284999980724906,0.07102816605656045,0.22393374915482453,0.2936066376955649,0.6064974368053749,0.5811006038769706,-0.19821867017503356,-0.49163855872561946,-0.15544848229987163,-0.6285658977048373,-0.028838249719134568
2010-10-31,-0.4494229511780362,-0.0846841335827502,-0.3678724108235098,-0.7203704898282636,-0.7905498736379526,1.1729789231898207,0.35924205121748404,0.3571937018390349,0.3871409723126295,0.42704942822465364,-0.29235337085196944,-0.4749429244678508,-0.15371013497968888,-0.4827981215385359,-0.024326953224111693
2010-11-30,-0.7611258832965302,-0.3773544055702053,-0.4967367689934386,-0.5706346625122809,-1.2401977521388086,-1.1430447948232112,-0.21880162155333485,0.46739129663964335,0.1549632205374748,0.25367193353670625,-0.5588950960084439,-0.5376192905287915,-0.33491343867857865,-0.6673489367084814,0.014878064026179295
2010-12-31,-0.27070592148266565,-0.7818336624667401,-0.5325244343914759,-1.017213179882868,-1.2083014840679287,-0.9225288496825867,-0.9471288260796837,0.4281230052972125,0.0688084219701335,0.15301614200267366,-0.5376021855796007,-0.5306084452731827,-0.36401508028378926,-0.6468901537359981,-0.08241894641541958
2011-01-31,-1.3085973812591312,-1.1548066320136372,-0.6990280104720575,-0.5986688005090813,-1.0358996154088074,-1.4985185248221335,-3.3067338571267757,0.5935456518256234,-0.5503897800214663,-0.24989736030208246,-1.0539419519925783,-0.6707141238942967,-0.5987176170322821,-0.560164984205273,0.04698850943591916
