ABFRL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2019-11-30,0.5116533849301972,1.0834237281931745,0.3867630334971283,-0.3295452747018534,0.06760251122498283,-0.37901568007309894,-0.14709853024343444,-0.4626722391451502,0.9433420554786182,0.4291257297858969,0.6822747991665078,0.1506577116583467,0.3775687683079374,-0.4103284705394012,0.028273879490349048
2019-12-31,0.17384958425239896,0.4119779395580802,-0.06724070215003339,-0.7085770400662591,0.03629196789248832,0.06917575793373171,0.8522532106999409,-1.959938754295646,1.116486182645276,0.4431341754002139,0.8137143956029795,-0.08833383349977246,-0.3125418342321172,0.12292965620310667,0.008376260533246457
2020-01-31,-0.04283586699805039,0.4312628442178526,-0.17773975019209493,-0.7177852935183023,-0.8874112008457516,-0.603767571325545,0.48687386274551325,-2.117259454252521,1.2450506855754477,0.36507424194016036,0.46516807617551575,0.16483147313958946,-0.4027376599085079,-0.21684022668363864,0.07327349633489803
2020-02-29,0.6435418881404548,0.5116766234831203,-0.18017229878273539,-0.5722634067633777,-0.8868361063005316,2.4239120924625497,0.9756482032504291,-2.445265942529495,1.378598375356609,0.5938606131497791,0.7305199110133785,0.16642566875496728,-0.43516086594037073,1.5646366952615423,-0.4972598795231693
2020-03-31,-5.788592129648004,-3.435946289088771,-2.133241176588694,3.7243268443423956,2.9838325636601977,1.734161888166041,0.7260521413769175,-0.9438721115834113,-0.3735159191592747,-2.077446580708513,-3.5667401106440013,-0.7707956625569153,-1.9101089640526276,-2.580526090013188,-0.27970234204213706
2020-04-30,-2.02192019633955,-4.591153439816136,-2.593328472135144,2.542782914305141,2.72325675264246,1.719036979090864,1.5502948378539414,-0.9916825261474307,-2.431228394203849,-2.983052562186023,-3.943514941573987,-0.8816959576308466,-2.325074250568318,-3.7758696806456036,0.03641925307858372
2020-05-31,0.3092204621681142,-3.422530995858578,-2.174524143114323,1.944021318282764,2.231043257874304,2.142216282569643,0.867330860738438,-1.0397063265397535,-1.780381633341665,-2.24363991941735,-2.4708597944918087,-0.8734137987234839,-1.9765081027714038,-3.4438404365363877,0.05862814916543227
2020-06-30,0.44942377941691647,-0.6206629259211155,-1.9087982014824192,0.9037270969896788,2.0077596093173935,1.7405228272442368,1.129045241579519,-1.0475554338929434,-1.297051133261449,-1.8350624251087895,-1.4607496103488218,-0.887909548148814,-1.7457703494179793,-2.304899621903541,-0.004829866688753543
2020-07-31,-0.009366105897647106,0.41660046849740495,-1.5147916430320771,-0.789144139182674,1.7684566864345665,0.6185426692755733,0.30877797816101393,-1.02757544224282,-1.2811783935013505,-1.7473796890833495,-0.8596098542433046,-0.9056485825453334,-1.4025547952984063,-0.4278960595165508,0.11504062453507344
2020-08-31,0.7948274705430355,0.6845411111353175,-1.2026129847191227,-0.4922741854040861,1.6898300064044396,0.7826364922324635,-0.12482326530883815,-1.0476037999285241,-1.2509643084096895,-1.2770162459818646,0.5352838010512628,-0.9004665728728389,-1.125187142945779,-0.3515399917294027,-0.046165130828642896
2020-09-30,-0.24225287107593046,0.3223821382080572,-1.4602760611840306,-0.18377555504306267,0.19596425618321753,0.17431866017050274,-0.9164808844394724,-0.9924678583252212,0.004037535762550695,-1.234397759717675,0.4661249430487862,-1.2413699206479003,-1.361449985845297,0.21657957892425952,0.13758029239770428
2020-10-31,1.1349567353290768,0.9180042603860965,-1.0546118327438494,0.05442742718499887,-0.7098247406658852,2.012302831423848,1.501546549156126,-0.9268858118066255,1.0392474182363882,-0.7391473549813855,1.0965168185638368,-1.464569686918108,-1.0060269873991812,-1.3599802640691419,0.059254715282716246
2020-11-30,0.4812526484505199,0.7147571158905903,-0.980992112775707,0.027709564129496926,-0.660231863227809,-0.41464098202262856,-0.6475695159009005,-0.8666149017951966,1.395523572452075,-0.5138683378340074,1.097874801262555,-1.364300670289075,-0.9411299436830549,0.8854916198256223,0.01789195793116827
2020-12-31,0.15941691615332323,0.9166695303542838,-0.9415516573268171,-0.3626384093046695,-0.5915120825359792,-0.40440309904392663,-0.128551923856729,-0.7995273049391036,1.4129044233065138,-0.4022095391764846,0.8519964844621968,-1.2850052733191057,-0.906535130645592,0.8747116683006495,-0.09831435637223376
2021-01-31,-0.6739092312266901,-0.012986248540562118,-1.0882893354417351,-0.1142269004508266,-0.27061437222846685,-0.09292285027214253,-1.594536359806092,-0.7427576741924231,1.3545155290847741,-0.34120404719226355,0.04280718909049559,-1.1831797795162011,-1.0359103073636398,0.5139004512929904,0.20151808977550154
2021-02-28,1.5881505754555707,0.5619986651811264,-0.7428038512080478,0.6852992203141833,0.03306462405547255,0.41032556456239805,1.04085685387941,-0.7053157614397033,1.2955876437053477,0.3062508879698454,1.0687139357173214,-0.7961188561464988,-0.7267007395481512,0.12907971556159617,0.09177083497152523
2021-03-31,0.7058440368294373,0.872795538024899,1.1075666874622438,0.6366764568405542,-0.10842555520840333,0.07378618155308546,0.7051176422385476,-0.6030504687357687,-1.9244622507942153,0.6539881122458585,1.2210226004593538,0.43320501373346265,0.8851920700131489,1.3686117990462185,-0.13968694177852778
2021-04-30,-0.9569234865874514,0.6853627497408734,1.7640557510358374,0.8488724209185857,0.16619344617805726,-0.7581279066768551,-0.5136175693220721,-0.4887876471535258,-1.7502637235156902,0.2844550244032875,0.13216845755493167,0.7308691780796381,1.4839523075685956,0.05553623808623243,0.10894511356824631
2021-05-31,0.8054998709034888,0.3062296698069249,2.080210781184459,0.3746021269316418,0.189336131348122,-0.8486962482443638,-1.3145484145613646,-0.36215121852907045,-1.157918657526952,0.6841200048157918,0.6199146430145874,0.9894354736212688,1.8243998034989835,-0.2964291668614329,0.10027094391023846
2021-06-30,0.6990097628738319,0.31814336985686653,2.154931325799586,0.3452337140796059,0.1879869160334488,0.14367748973874986,-0.1655356191427521,-0.21384246199998194,-0.7800606806393395,1.0174517509724437,0.9456680738018292,1.1469169961189438,1.9658260482954397,2.133954839995137,0.038677475590950805
