BHE IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2007-02-28,0.5891464013851512,1.3427273198946743,-0.7349984516280575,-0.7241481198081844,-1.1634369791452064,0.24498162208333585,0.5712069089610458,-1.6845794860196204,1.4172250010661316,0.6450467947572043,1.0605991412275784,0.06032949094041497,-1.1973750845803612,-0.044532714755096535,-0.011780240942822949
2007-03-31,-0.40085492952899254,0.10378587813095626,-1.9336443008495288,-0.9594640613137401,-1.0916678009320435,-1.5120300575180423,-1.875076809372794,0.7077715453577678,-0.8050551603525395,0.1638929141791155,0.4389631250631723,-1.9002548853021928,-1.9089749157832865,-0.6550704069097341,0.13353139262452257
2007-04-30,0.9400633667141259,0.7962789108985375,-1.0953190121285707,-0.5122059913530137,-1.2171316657951523,0.037672271984956186,0.8243694043931449,-0.6070849016428729,0.21498893840999025,1.0058924772540354,1.0549414152534324,-0.5032131261455977,-1.2571594968771735,-0.25133230528978107,0.05054416593461838
2007-05-31,0.14546029692137707,0.4704799466359143,0.5817564315159874,-0.5334182612364812,-1.231831885302618,-0.7495786455903015,-1.3657809293520367,-0.8614150106318348,0.5189443548576942,0.9055586510172271,0.7420087015573856,2.5226119114877004,-0.02427945538895352,-0.7894516302213277,0.013057856917456688
2007-06-30,-0.19943893067043444,0.6104050096785713,0.9881500440740494,-0.7315827793882942,-1.546713897343776,-0.48693417657207594,0.6144316684756027,-0.8150135163437935,0.5064995601582255,0.6634310038461194,0.33396631834210416,4.421404674122998,0.2741550193624314,-0.5462866555841221,-0.03520715663592613
2007-07-31,-0.7498650738629158,-0.5274512470093067,0.3807679242219415,-1.0322300202803953,-1.104311875853854,-0.7310083769703061,-0.6830175095741896,-0.24314232471774308,0.0019914923913403643,-0.024551677748767264,-0.44741044818596315,1.5327809357572457,-0.04669243995340592,-0.7114892290026469,-0.040565401836404065
2007-08-31,-0.7581417045830124,-1.139149540944557,-0.18477349366058857,-1.210689154570833,-1.016799247831211,-1.3014000963017571,-0.8554661409254056,0.38334657999398875,-0.5462288921047675,-0.612832141178036,-1.0032517275486983,0.6901019274576736,-0.43154898390539576,-1.0110094591168592,0.08116340710720682
2007-09-30,0.43966221506275666,-0.7156009540592166,0.4364045157753172,-0.4138358472819187,-0.9001306407444059,-1.257238056117684,-1.2048591541260443,-0.4535440343600857,0.2467152940668101,-0.07322318782028582,-0.5477798090672075,1.2823830292950906,-0.005906221947971409,-1.1894104839066024,-0.007013786508007052
2007-10-31,-0.3962582291639109,-0.4727498430616807,0.6956099966405265,-0.49657246165041946,-1.3921835097709456,-0.39025376651945903,-0.002755885801358494,-0.3172381372148802,0.10401881314891277,-0.19465383938743794,-0.6722256039511916,2.978311584246592,0.2883566000794271,-0.4510055467222006,-0.030230386664363968
2007-11-30,-0.7579806256793913,-0.417968306381378,0.19812501953261988,-0.5131043193299283,-1.331574446209337,-0.9825125074742703,-0.08722808516859915,0.3480072513999901,-0.47490422335117843,-0.8782770774795895,-0.9584010143956067,2.045338515694377,-0.060072772278397184,-0.9075959291733825,0.17372819175085932
