BOI IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-02-28,-1.5912336172159323,-1.1051112800017944,-2.261200446589447,0.5865291003134245,-0.7792710239404617,-0.44133078665797876,0.5748584547096846,2.313286573319205,-2.296671866309997,-2.665502543057397,-1.1719435203303725,-2.31004359647453,-2.717539616682477,0.25385466276119256,0.11839001594816026
2025-03-31,0.9288249343399824,0.11535081254133286,-1.8172673235035317,1.101486821688565,-0.18591932025842817,-0.39959142683421955,0.14072265814340612,1.6411641282864762,-1.796199185185644,-1.6164939020768048,-0.17181359442169236,-1.7168038170870916,-2.0502333171466107,0.17665666529828664,0.07228592488377712
2025-04-30,0.4933557897237895,-0.1081269471148636,-1.7204669894553188,0.8836961015121155,0.023745261846723938,0.32752536282768197,-0.3665898978797778,0.9059832798227445,-1.3216457330475737,-1.0945842129908645,0.3364743330846465,-1.6313318226652154,-1.8829747041690974,-0.08966078090416495,0.05729349421297569
2025-05-31,0.38518990725423063,1.315127694524148,-1.0662465016121576,-1.8171533111929596,0.1551873253594364,1.1816467373116388,0.605967639454235,0.43416930533145487,-0.9977844687667315,-0.7143722940023588,0.6736243602578248,-0.9869807136734937,-1.006533135984268,-0.16794057953802588,-0.028109958931893206
2025-06-30,-0.44297780547567955,0.3203294062350247,-0.9047641468805787,-1.1624132568362433,-0.0985862444207896,1.5606456530488282,0.661959075326172,0.46909071868517144,-1.189742497561843,-0.9847854810662608,0.14742660749021072,-0.8336466244853813,-0.8259540842415634,-0.12861693348195966,-0.06247138338625424
2025-07-31,-0.7409902106102514,-0.53489525469062,-1.0593362820349683,-0.9228494580503516,-0.1703264299833933,0.07974491637860692,-0.2538700954511208,0.6855497299974318,-1.479113201416688,-1.585240859918194,-0.39452629786089166,-1.0136351468320413,-1.0840155050383222,-0.12514864711120685,-0.00983451784346695
2025-08-31,-0.19225879674864974,-0.9292698974396153,-0.8573595385394841,-1.552950582568062,-1.4238866903081933,-1.5547016024596596,-1.6793847662178942,0.5806484263908029,-1.4276090331898872,-1.705436997385482,-0.616594128719782,-0.8875274244810472,-0.8307684482305269,0.08144611946622639,0.11239888514703657
2025-09-30,0.9358867544995638,-0.008020429647763618,-0.37976487362034345,-0.22907722488380838,-1.3808295077743387,-0.43256544790478346,-0.7319359052464853,-0.02753776253284238,-0.8807337182095758,-0.5096385766885918,0.15446171673899306,-0.11010239774966463,-0.19433965165518743,-0.28831985510390096,0.1252727667300829
2025-10-31,1.2065343162305595,1.3686004846896938,0.1376814334450145,-0.4965385072535564,-0.9167587082459498,1.6852031428476157,0.8847972183754746,-0.7074524898631463,-0.13116607788597007,0.8072487941036317,1.1509671130681363,0.5572370988108546,0.36607699591754556,1.0938438416305098,0.05059960230894323
2025-11-30,0.35525390938701545,1.6942507646377052,0.29213583030708545,-1.1448402260429318,-0.86008241315948,-0.34904750127051903,1.2680690383826638,-0.9689964897977216,0.19048392737614567,1.212806473061881,1.2754148452275127,0.7372112700032494,0.4960123330501521,-0.5332871821653672,-0.02261342450656136
2025-12-31,-0.3813855940076676,0.7492156319434043,0.49573903561064975,-0.3388434824799692,-0.8180681134178267,-0.7191243169595739,0.07447911395905014,-0.8100345312087605,-0.14120812955238202,0.7383694498351606,0.6829680988271764,1.0205241619628176,0.7687512971372912,-1.0471939604817286,0.13170490809848825
2026-01-31,1.2570006932331939,0.7485093109965514,0.60150302245093,-0.2254966161506201,-1.0086329256891364,2.158213379177636,0.19254397383588148,-1.4425473681998124,0.9240051663378417,1.922089566861803,1.356381703480644,1.3185521895707635,0.7103618752438533,2.1804778691798012,0.07029204750501644
2026-02-28,0.6982864249326741,1.0160276564455302,1.6963831483956764,-0.21665519758149823,-1.302682293423036,0.8467428630230535,0.6737111398291198,-1.7536544465110158,1.6229934157588817,2.081106878490924,1.434329540871823,3.460793483529451,1.6352204124176641,1.417916080511953,-0.06901315813732188
