ENGR IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-02-28,-0.6252702786296294,0.41927858913604976,1.7389908371968432,0.3628501598479378,-0.2823999990123224,-0.8668780888754753,-0.7557340857785284,-1.843358124941907,1.2542973895100737,1.002827261220068,0.43539417724699103,1.190188869736997,1.0219293118558157,-1.3578754305092138,0.0878627815407973
2006-03-31,0.3619663229183426,0.6623519035101342,2.186765150539487,0.30080391896122305,-0.4659711470591058,-0.5301391758223897,0.838299961232153,-1.3684235091282717,0.9401730769514628,0.9126963187295309,0.4715103350881022,1.8997939291651837,1.5965169740043657,-0.8164959247803204,-0.0489648336079643
2006-04-30,-0.6385814908782621,-0.5633613202291842,1.080571016280903,-0.4102014432321926,-0.2919868838288228,-0.9227453331898932,-2.3114952621457467,-1.108362109516965,0.6129348936205049,0.6237357368745473,-0.18492587924350826,0.7693317284116796,0.8649440347259921,-1.170869503656201,-0.2801293504728513
2006-05-31,-2.226801805214216,-1.5360828577580687,0.14335330067643512,0.8364285703382484,0.7248197225645516,-0.9223156223061042,-0.49356726761404074,-0.3760075139227572,-0.1325977165358875,0.021859001803227057,-1.6599652719746563,-0.31103958534946957,0.32394581121337856,-0.7325624129583033,-0.16629532581501544
2006-06-30,-1.9199903598836183,-2.8515868907858173,-0.11861730641359723,0.07969134782374744,0.9662376855029451,-0.8611667154195454,-1.2501516336354201,0.2766303921772924,-0.6219211436446157,-0.4962399236001214,-2.5204750094062036,-0.47855094415877847,0.1622135699010531,-0.5726220493231221,-0.20434632560542523
2006-07-31,-2.0343730869608687,-3.3082583692432515,-0.7342296823128129,-0.7250975652070238,0.21045220571256237,-0.8273562055199816,-0.16760415664830655,1.2827929311620183,-1.173209080049514,-1.2398054013597082,-2.9109393645746193,-0.7624287266196027,-0.6334331509220692,-0.35238571128480956,0.1724274831487563
2006-08-31,1.154995655540934,-1.1737984801272825,-0.6740098130619613,2.9739672678723363,1.1693556437726609,-0.5123257422057726,1.0541804841208167,0.5963677862916049,-0.9445062879821065,-0.9789532283440319,-1.581915271299322,-0.7557746630207828,-0.5976388891635721,-0.3321237197132378,0.004959273359350209
2006-09-30,-0.1886855697589204,-0.4412013961392767,-1.0662245695949286,2.0888910733875226,1.0427040115821486,-0.6583486400402624,0.3137611217596439,0.6365450532678711,-1.0442857520725397,-1.1778352294152277,-1.025098607418913,-0.9496786758156545,-1.1815789341047416,-0.2612499205437927,0.024893689790330867
2006-10-31,0.008279057915879446,0.46825790385882676,-1.208717403812186,-0.25393236174116657,1.4117374635153817,-0.4947102393483112,0.4204061870862339,0.557424061957206,-1.0325907623701467,-1.1933901187097662,-0.37608496192797325,-1.0200149996109786,-1.38069173135072,-0.24536628548447867,-0.011323055697179004
2006-11-30,-0.28758776306895734,-0.22897963679185163,-1.343772016045041,-1.8512393445729278,0.8215178875941107,-0.28138534561800765,-0.23144225784391392,0.607053009266932,-1.109079832389146,-1.3488531420751808,-0.2294433914335546,-1.1286779569970402,-1.5887008228578623,-0.27943273444421923,-0.04370203840251896
