SAIL IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2008-02-29,0.9367086337212513,-1.0788504202310527,0.8444705903197135,3.5448425408737636,2.885340071112748,0.039630134555420395,0.27026294622225394,-1.9701034218881588,0.6240493301730278,-0.40263890749586945,-0.9315976407178517,-0.30154787797535954,0.28829573594087965,-0.029426847641916377,-0.3171282197435275
2008-03-31,-3.055382699543681,-3.086994543705773,-0.4615267145093709,3.3632421930428817,3.528733063052565,1.5618494133989798,0.653069630909021,2.9079926584175677,-0.8746283379100034,-2.537760497042231,-2.722362137559112,-1.0488118966053166,-0.6022883826164926,0.7882509571465377,-0.0018906150128512724
2008-04-30,-0.2582726760691155,-1.3062766377518136,-0.8483302343471568,2.270079189211772,2.13850261487533,1.9435202192368173,1.1382420737649517,2.5389038847534975,-0.9084369800990426,-2.322539387793579,-2.083986063821116,-1.1536460270106468,-1.2554825746682665,0.5586135302719193,-0.13248918304607887
2008-05-31,-1.209692387300061,-2.5237760462831527,-1.285865035993667,0.6809601944005136,1.882682087206519,0.7073497852227725,0.5385700972144661,4.05146029288533,-1.156814372161026,-2.767071732961652,-2.1131250309697416,-1.313764974850229,-1.8870997096844795,0.024162867544930678,-0.1495317339709637
2008-06-30,-1.282193383088975,-1.4880337735662952,-1.3869722036990542,-0.46276280709133394,1.3143124904643542,-0.7345477114989386,-0.8284550549891593,4.756834049062095,-1.370973767820287,-3.0622641343592507,-1.9763684517312559,-1.3257499684325935,-1.9765831906871372,-0.08702158470615246,0.008209933674445514
2008-07-31,-0.09906811012567027,-1.34975087665963,-1.507105225855174,-0.4089374338267882,0.9454134958054293,-0.10222513543441396,-0.7315112571795833,3.2567470070909934,-1.3388974253451704,-2.5718843435423255,-1.47148939925992,-1.3598698422287967,-2.189941108242009,-0.021606032461313165,0.1042222925855204
2008-08-31,0.5376896494414027,-0.43675072332739895,-1.447268664468528,0.21982573705805708,0.5787657144459921,-0.7672568564623472,-0.6275116580691864,1.883113966927915,-1.1899139243436707,-1.9879795006651897,-0.5495851279217718,-1.33194240707381,-1.9683489147330413,0.013856501903179727,-0.20081306448289277
2008-09-30,-1.6528663195898659,-0.6382323198696664,-1.885630230689299,0.6242639670870563,-0.056165728906523854,-1.374017966833484,-0.4490797078957375,3.0856974458851933,-1.4499315614502115,-2.654438322793469,-1.1770109917948648,-1.7087016636232613,-2.891504031480734,0.3898318730174221,-0.4117494964263162
2008-10-31,-2.9154514243034146,-2.181450845773882,-2.18408996718268,2.152772086379594,1.0976630680389803,-0.6661332308508078,-0.49945317988511395,4.483066247986824,-1.72510272334483,-3.6313904930120247,-2.1373473089210573,-1.6709611611744961,-4.2620436233828505,0.34004265195875355,-0.23847921998745972
2008-11-30,-1.3871659417967386,-3.0670453133565863,-2.007914906498536,-0.18945625941747107,1.1142630994720877,1.2952346447781646,0.9345631674378679,3.3181711906635725,-1.6619435447554125,-3.278199846025423,-2.166258202571452,-1.5524207414556712,-3.936413746492363,-0.7697333724054599,0.1508228897345835
2008-12-31,0.912517222299613,-1.4701089142864596,-1.7631762643777635,2.3437059791245622,1.7140474342783127,2.0939763579479713,1.935535519597478,1.7452769629911964,-1.3925031776127121,-2.238541896976603,-1.2821501062811496,-1.3231957510890182,-2.5666977067264356,-1.289300122434629,0.0691648997000025
2009-01-31,0.4141696018342496,-0.000822080077685488,-1.4578383503780346,0.910654364103908,1.6712085067323528,0.7787875931563053,0.9551122785646231,1.2111798013439872,-1.204615770551488,-1.7554082966881162,-0.6959266520946131,-1.150481774209282,-1.795624062979443,-0.5000958019947778,-0.08805181735400201
