SONACOMS IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2025-05-31,1.5000414247516307,0.5559761565387513,-1.189865056227071,0.7787095382659218,2.0055102172741655,-0.20189988990675717,-0.22509953947290356,0.7519834415496657,-1.475566710535703,-1.0221967083040648,0.4224420309498333,-1.0015310153151018,-1.1876921252070325,0.20493370191996557,-0.12226267464311615
2025-06-30,-1.4960308379051837,0.24560345507335507,-1.459655853603441,2.167813968280859,1.9182597177775844,0.15582591653307304,0.5410086083761367,1.1457419430811768,-1.2750981580554377,-1.932113940264418,-0.303986945489224,-1.202655040507776,-1.6866696411407458,-0.06693569731197505,-0.06834757379319363
2025-07-31,-0.7694878997919118,-0.4422723559802441,-1.7090447889322016,2.1764887824475148,0.521873523085037,3.05482659398944,1.2352519722676707,1.1688777383609632,-1.060557419906578,-2.096712096796438,-0.7033026836855469,-1.5788163995797715,-2.1375680816534572,-4.209720179861424,-0.014564451937470465
2025-08-31,-0.056120829174292085,-1.3425201549587658,-1.6164656662965118,-0.9228951120138923,0.5550324707157253,1.5620034453139509,1.7156149318995224,0.9401107430000559,-0.8499937951139288,-1.7818986566792676,-0.6115929835753176,-1.5057919568297002,-1.982789468160736,-1.9988475543425739,-0.07326626143556175
2025-09-30,-0.739958597154911,-0.8934422887425212,-1.7757476081480954,-1.6747377169526523,0.617881449377243,0.00756817506833417,0.4931280486038003,0.9785058767212234,-0.7228068175494086,-1.7950723564525874,-1.0592660251371202,-1.6480344384581727,-2.3638521967632884,-0.09182109952999079,0.13815033848081718
2025-10-31,1.833228936262964,0.5983703551144007,-1.173638414994398,1.190558359364252,1.996180539047102,0.22710747700893666,-1.3090573065162618,0.22077473170381848,-0.4745989073398489,-0.9265544791852394,0.3645989291985992,-0.9571325503411335,-1.2238885448030319,-0.25238235067950826,0.07926951700283197
2025-11-30,0.9671880329563928,1.2055571976834223,-0.8673152297826204,1.0933120750737162,1.1720617146855732,-1.1163910768301428,-2.5551215310930204,-0.16173088030142882,-0.3066468060164463,-0.5072219626720987,1.3108920515880491,-0.7771339674950777,-0.770866595881129,0.9652098407148512,-0.06530090254111501
2025-12-31,-0.6913321993566839,1.1673888426360215,-0.6715583679862906,0.8508711464821164,0.36478313775123816,-1.238555029215247,-1.5539211712630239,0.0019730067688312437,-0.2698130789533494,-0.7266483781866974,0.549351011846964,-0.6653186242953383,-0.5996717914311104,0.8808656160593605,0.0335364453996215
2026-01-31,0.5442905505585007,0.45187994780374885,-0.057359419039964096,-0.2207697861846752,-0.06386068971428667,-0.9513730238697046,-1.3696824779171453,-0.24864212279626327,-0.14182836077903246,-0.47820964968205537,0.7690902360242164,-0.10155979231448878,0.16367537818516037,0.2475510035480816,0.07525996306519465
2026-02-28,0.9991492008784688,0.45707000342604004,0.3112885051898139,-0.2528218653671243,0.01464086703806895,-0.5986295397097481,0.43538293143817125,-0.6819721145325832,0.012316588466890623,-0.05033851460418739,1.2264412593115883,0.25779583655220445,0.5683626814021108,0.08112787110224404,-0.043984145073418746
