HDFCAMC IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2022-07-31,1.5440255126435463,-0.10502387535090114,-1.1923534489914152,1.4431960661414374,-0.17012881203303284,-0.33771028467055614,-0.34354547214899167,0.8762235495172441,-0.8476005145897171,-1.1949100550838117,0.06140959956243263,-0.7292222031981658,-1.420275551069893,0.5124333126805432,0.06346916202487293
2022-08-31,1.108141942707274,1.0097929146073248,-1.1266928148516304,0.9250055675654427,0.12065051433152489,2.1364199431337214,0.6595561492952622,0.2828853845001258,-0.367016487211502,-0.6850316463239973,0.7616665549633651,-0.6161429850649717,-1.2278633379585837,-2.704976948824472,-0.09354779328930765
2022-09-30,-1.3010437442364005,0.6505020246860498,-1.1574355216121952,1.7388260694921853,0.9614999398701044,-0.6495982074619521,-1.2700070546319702,0.7257961543628715,-0.510577003563765,-1.0386003356716498,-0.049913603886137595,-0.5480980706205909,-1.4252035340716802,0.9023026346983803,0.09340319755462986
2022-10-31,1.4732041806564482,0.6847001123633142,-0.5496155532056923,1.7184246307077238,1.699389617890276,-0.7041734053570804,-0.6226316233224195,0.03201611532765825,-0.015927943764170633,-0.4516753682255773,0.9327624060933961,-0.09852973905414363,-0.5386771014978345,0.5665756850973268,0.052808101370779036
2022-11-30,0.7846268408365725,0.5519599886035754,-0.19562272000923625,1.4714626410925518,1.1629633431201205,-0.7612503660659962,-2.874296683801939,-0.32745392713930127,0.3010138432233753,-0.11296106894222968,1.1919739653858878,0.001234441836453658,-0.097996786712433,0.35128579241142854,-0.0025637518048423832
2022-12-31,0.053871756766717814,1.2694224284685023,-0.13733475506045667,-0.4908932825464763,0.5546602813772851,-0.2755413679696925,0.3890469080103555,-0.3896292451091111,0.40663504709118503,-0.03691076107930503,0.7632979105025359,-0.0029670227685702866,-0.023539464132152885,0.10355259798631017,-0.14324542645778637
2023-01-31,-2.1752620417603112,-0.6016980761280127,-0.2792768283543408,1.6181413374455331,2.1925922520300785,-0.41792763979183645,0.38623581175877375,0.35902565882352144,-0.011156011333741332,-0.648490675065995,-0.6865407449201196,0.007194477716154115,-0.26766449704441103,0.23063748277312604,-0.04357304732280692
2023-02-28,-0.395384994743409,-1.4679973037895295,-0.22717695593190554,0.4546201025464201,1.6830945326759197,-0.3653861371522592,0.6073027124871268,0.47199448153490564,-0.0403314510372394,-0.7056170888492539,-0.8680138747694068,0.014937045594295437,-0.22633034461879956,0.18216011469414603,-0.0579531150071662
2023-03-31,-0.5754947055354221,-1.918364808166304,-0.5158737584501021,-0.22895672797623082,1.3313793013954807,1.368074117402824,1.3084836240315458,0.796413203344562,-0.4221808582511061,-0.8182192319099514,-1.29723163556351,-0.18054580724532734,-0.6815494899414026,-1.0244614540077328,0.032512886358115195
2023-04-30,0.8308220383164936,-0.08308627872054786,-0.13880423700188063,-0.5131680897227399,0.48538014933449775,-0.6487426286684976,-0.16021328466244308,0.3071765978296955,-0.04757945014693462,-0.446637163225701,-0.5073868981488286,0.0009243465149597327,-0.1678068442316989,0.2847528713155426,0.10675046913635594
2023-05-31,1.8849720253929374,1.3170445241227597,0.7029238479857871,0.839819565999507,1.3288717960146892,0.18062063811665416,0.6152786356797229,-0.6129690683938283,0.5753883265771288,0.31649548225020135,1.145194256503637,0.5699761836096714,0.9081049648713948,-0.0524826823550458,0.1565159035799254
