MOTHERSO IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2006-03-31,1.5760201513952374,0.525657547884985,-0.14353065154841424,1.132922261445035,0.0002531651448689455,-0.9362039495934229,-0.2580687922423941,-0.8257529305823514,-0.327029620235076,0.8582112606729162,0.7672338178999751,-0.19872819181725979,-0.3513372951715604,-0.8283926366502147,-0.020144566092467463
2006-04-30,-0.5947930223788572,0.5770636331343726,-0.0438705909938345,0.7524126079005807,-0.3817338257841904,-1.5968756072950692,-0.5052136255385234,-0.524972663961266,-0.6078383946786768,0.29317561892667027,0.25939498843538006,0.0761706767352746,-0.3403997358791952,-1.409703350069315,-0.11705655542101755
2006-05-31,-1.4371902931773552,-0.22931876852693786,-0.7309621132425425,1.921969293077856,0.29105677787161044,-1.2014537024571832,-1.2608493343270473,0.3160538151200688,-1.7281540141374607,-1.0983846184620911,-0.6012486128784796,-0.7469398314510772,-0.8313558417425927,-0.9028183327920069,-0.0537041789718611
2006-06-30,-0.9877350028492694,-1.5651141815135199,-1.1899272602662385,-1.0076360273251341,0.38247156426317586,-1.2088592617347378,-1.1122922768812709,1.2807286363651165,-2.3986113964129685,-1.9464238141884171,-1.065543501009587,-1.077405618808465,-1.1900419050085858,-0.5652884135313124,-0.06407885668452229
2006-07-31,-1.0172796555152515,-1.7511129308227806,-1.6199733010390809,-1.269514133464443,0.3976494560288285,-1.2126955179170433,-1.3109152501348316,3.644279431110901,-3.120936391459721,-3.0231309745933492,-1.4995278918135064,-1.3596816456293481,-1.5658464771580158,-0.22496797614073072,0.07777770104268424
2006-08-31,0.30989191363499097,-0.8042892607379588,-1.4727273041970135,-0.1447927813132896,0.424284717712754,-0.8899210608485929,-0.8645213293472326,2.2818913335945274,-2.13151259624841,-1.5604803046157851,-1.0533978589617237,-1.2640209203702568,-1.394994269093869,-0.2840553660098528,0.1063804035585718
2006-09-30,0.7587798107717793,-0.016950533019641677,-1.1974035041073852,0.21009595311914656,-0.47669018775959504,-0.0344752860721232,0.8090703281303148,-0.005381122744652125,-0.9251407494745358,0.3258507733506051,-0.2474383205564399,-1.0193886172045934,-1.147055218596423,-0.1967230657012253,-0.04695698308777098
2006-10-31,-0.8433038796710675,0.1672228421000484,-0.9527271031086685,0.018967583699437792,-0.3729472395403211,-0.4157457061171107,1.575803717227162,1.0499370655948805,-1.300829836044836,-0.8507393982564362,-0.3743278127585681,-0.8427107558451576,-0.9028451051089483,-0.29112562732488706,0.08594242980072463
2006-11-30,0.7036750592311702,0.3700871721789476,-0.7806592570669593,0.1059914751321808,-0.635291820389503,0.2370114004904097,1.2667734225292424,-0.7328540112059092,-0.31170684674191257,0.6435906035148997,0.2534916783528348,-0.6653722459760707,-0.784914807679851,-0.06639056358857652,0.0709517359722844
2006-12-31,0.5646542767955024,0.2521145047519756,-0.6420436215305075,-0.16637124615678212,-0.8557033306508889,-0.3722627484813761,-0.6785764939064317,-2.003658490749717,0.6591019089464215,1.4356901148640429,0.7204868347317559,-0.4880053831237355,-0.6984852592309492,-0.3487105026132854,0.0027359798188748455
