TECHM IN Equity,ret_1m,ret_3m,mom_12m,vol_3m,vol_6m,vol_z,vol_trend,ey_z,bm_z,mc_z,rev_6m,mom_vol_adj,value_mom,liquidity_adj_mom,R
2020-02-29,-1.2246429970765593,-0.5933622645296939,-1.4174523638075602,-0.15874686830043702,-2.060164217508701,-1.0950888977554747,-0.8668114801790466,1.0829490781467832,-1.667325966503213,-1.532227663534202,-0.6507515773766009,-1.6456351930593434,-1.4414474420066954,-0.019189903473609587,-0.27486822921192056
2020-03-31,-4.272388520328476,-3.015348878575698,-1.866385340648977,2.9157496779719487,3.2980983192684774,2.30423771177344,2.472546415519827,3.60082211848548,-4.621341210735853,-6.048861383330191,-3.416531409235503,-1.4515319414501455,-2.139609230346507,-1.5135808121501289,-0.034633549146375245
2020-04-30,-0.338239092347141,-3.200220173278975,-1.8952206582496562,1.701181336465285,2.358480225514011,2.074696213246088,3.550016263296768,2.570946978809507,-2.803748872131136,-3.4580398776914345,-2.6584665299278307,-1.4801747680920696,-2.218255238174812,-1.773108707657126,-0.029351043504519222
2020-05-31,-0.23963244859242186,-2.3028940339228243,-1.5653448175595612,1.7777819786812303,1.7622328438058446,1.2095789466843467,2.1492688698457854,2.018404511316727,-2.0721492266766,-2.5252121466251123,-2.0511536727938973,-1.298482761045388,-1.8109713019706848,-0.9435376949491864,0.024119994086966728
2020-06-30,0.42505373152881554,-0.0895864335759182,-1.2468940656950132,-0.9483330830744762,1.7102930144651058,1.2966075837720006,0.416353230923343,1.3671890108302822,-1.53161701458221,-1.8363125664310818,-1.150180721375544,-1.0713049889760233,-1.3611090346253516,-0.7341906557501875,0.22667063263989126
2020-07-31,2.772377678285506,1.608491408386328,-0.23148478899071115,1.5141282309261384,3.565989083437152,1.9942038043475117,1.255566121748114,-0.26067888025799796,-0.5239680761868374,-0.4480397105256872,1.4770349232978872,-0.46820537650112193,-0.1368067793146917,0.4758067991745623,0.0834842956639482
2020-08-31,0.8610275081111994,2.1670879748943412,-0.1663061720154329,0.7013642562988598,2.9207145367803427,0.6794617116596366,0.48283770724120617,-0.8196007624526803,-0.07929271768751016,0.058711237657900685,2.32395232108096,-0.41201065534469206,-0.08724163399234333,0.32713099037515264,0.0662450601226622
2020-09-30,0.7093181269263001,2.165521713774974,0.07840676404258626,0.3388801398610309,0.32045949183959416,0.8010900007952745,0.4350946999519885,-1.298502071439751,-0.05699435207315033,0.46072533053127,2.164801724296341,-0.1392781199265536,0.10589657584715158,0.7959634094205733,0.0268543597539802
2020-10-31,0.25325236136931567,0.9091286354441023,0.14756578003005932,-0.9911190973402114,0.025109123378698195,0.9053973848646316,-0.5177790248591785,-1.3521100188407436,0.16093968748792611,0.6184703340077882,1.5317605396820844,-0.044014299316131024,0.16335319462923756,0.8006090119520352,0.07523589494257224
2020-11-30,0.7430122781727573,0.8363405118864284,0.4926033370177835,-0.9997147362040819,-0.4072280909091021,0.0805944112644042,-0.39271048850151924,-1.5337524590701812,0.6327308512468967,0.9635348127077805,1.361251805809693,0.36668501292994465,0.4042074077059364,0.5465126921258955,0.10425367079406593
